entity_id,entity,type,latin_name,doc_ids
58,Southern chamois,Host,Southern chamois,5
59,Pyrenees,Location,,5
60,Spain,Location,,5;37;38
61,February,Time,,5
62,June,Time,,5;14
63,2001,Time,,5;17
64,2002,Time,,5
65,Brain,Tissue,,5;48;71;94;96
66,Spleen,Tissue,,5;95;97
67,Kidney,Tissue,,5;6;24
68,Blood,Tissue,,5;7;61;82
69,Orchitis,Disease,Orchitis,5
70,Cachexia,Disease,Cachexia,5
71,Abscesses,Disease,Abscesses,5
72,Edema,Disease,Edema,5
73,Gliosis,Disease,Gliosis,5
74,Espongiosis,Disease,Espongiosis,5
75,Carioxis,Disease,Carioxis,5
76,Neuronal multifocal necrosis,Disease,Neuronal multifocal necrosis,5
77,Follicular atrophy,Disease,Follicular atrophy,5
78,Epidermal hyperplasia,Disease,Epidermal hyperplasia,5
79,Orthokeratotic hyperkeratosis,Disease,Orthokeratotic hyperkeratosis,5
80,Follicular hyperkeratosis,Disease,Follicular hyperkeratosis,5
81,Hypermelanosis,Disease,Hypermelanosis,5
82,Haemosiderin deposits,Disease,Haemosiderin deposits,5
83,Cloissone,Disease,Cloissone,5
84,Monoclonal antibodies,Tool,,5;64
85,northern elephant seal,Species,,6;25
86,Mirounga angustirostris,Scientific Latin binomial name,,6;25
87,California sea lion,Species,,6;25
88,Zalophus californianus,Scientific Latin binomial name,,6;25
89,nephrolithiasis,Disease,nephrolithiasis,6
90,nephroliths,Pathogen,nephroliths,6
91,uric acid,Pathogen component,,6
92,ammonium urate,Pathogen component,,6
93,renal pelvic dilation,Disease,renal pelvic dilation,6
94,pyelonephritis,Disease,pyelonephritis,6
95,hydronephrosis,Disease,hydronephrosis,6
96,urine,Fluid,,6
97,2004,Year,,6;34;55
98,Amblyomma americanum,Pathogen,Amblyomma americanum,7;13;18
99,Ixodes scapularis,Pathogen,Ixodes scapularis,7
100,Ehrlichia chaffeensis,Pathogen,Ehrlichia chaffeensis,7;13;18
101,Human granulocytic ehrlichiosis,Disease,Human granulocytic ehrlichiosis,7;13
102,White-tailed deer,Host,White-tailed deer,7;13;68;81
103,Odocoileus virginianus,Host,Odocoileus virginianus,7;13;18;22;68;81;94
104,Ehrlichia equi,Pathogen,Ehrlichia equi,7
105,16S rDNA,Tissue,,7;13
106,Inguinal lymph node,Tissue,,7;23
107,Neutrophil,Cell,,7
108,Coastal Georgia,Location,,7
109,Southeastern United States,Location,,7;18;22;66;76
110,Tanzania,Location,,8;58
111,Wild species,Concept,,8
112,Foot-and-mouth disease,Disease,Foot-and-mouth disease,8
113,Bovine herpes virus types 1 and 2,Pathogen,Bovine herpes virus types 1 and 2,8
114,Lumpy skin disease,Disease,Lumpy skin disease,8
115,Bovine viral diarrhoea,Disease,Bovine viral diarrhoea,8
116,Akabane,Disease,Akabane,8
117,Bovine ephemeral fever,Disease,Bovine ephemeral fever,8
118,Bluetongue,Disease,Bluetongue,8
119,Enzootic bovine leucosis,Disease,Enzootic bovine leucosis,8
120,African horse sickness,Disease,African horse sickness,8
121,African swine fever,Disease,African swine fever,8
122,Brucella abortus,Pathogen,Brucella abortus,8
123,Ursus americanus,Species,,9;67
124,Staphylococcus aureus,Pathogen,Staphylococcus aureus,9;19
125,Canada,Location,,9
126,Labrador,Location,,9
127,Black bear,Host,Black bear,9;67
128,Valvular endocarditis,Disease,Valvular endocarditis,9
129,Fall 1991,Event,,9
130,Bison bison,Species,,10
131,Parainfluenza 3 virus,Pathogen,Parainfluenza 3 virus,10
132,Delta Junction,Location,,10
133,Alaska,Location,,10
134,Delta bison,Host,Delta bison,10
135,Domestic cattle,Host,Domestic cattle,10
136,Puma concolor,Species,,11
137,Feline immunodeficiency virus,Pathogen,Feline immunodeficiency virus,11
138,Feline parvovirus,Pathogen,Feline parvovirus,11
139,Feline coronavirus,Pathogen,Feline coronavirus,11
140,Feline calicivirus,Pathogen,Feline calicivirus,11
141,Feline herpesvirus,Pathogen,Feline herpesvirus,11
142,Yersinia pestis,Pathogen,Yersinia pestis,11
143,FIV,Pathogen,FIV,11
144,FPV,Pathogen,FPV,11
145,FCoV,Pathogen,FCoV,11
146,FCV,Pathogen,FCV,11
147,CDV,Pathogen,CDV,11
148,FHV,Pathogen,FHV,11
149,Y. pestis,Pathogen,Y. pestis,11
150,Cougars,Host,Cougars,11
151,Rocky Mountains,Location,,11
152,1990-2004,Time period,,11
153,15 years,Time period,,11
154,Hawaiian monk seal,Species,,12
155,Monachus schauinslandi,Species,,12
156,Phocine herpesvirus-1,Pathogen,Phocine herpesvirus-1,12
157,Leptospira bratislava,Pathogen,Leptospira bratislava,12
158,L. hardjo,Pathogen,L. hardjo,12
159,L. icterohaemorrhagiae,Pathogen,L. icterohaemorrhagiae,12
160,L. pomona,Pathogen,L. pomona,12
161,Brucella spp.,Pathogen,Brucella spp.,12;23
162,B. canis,Pathogen,B. canis,12
163,Chlamydophila abortus,Pathogen,Chlamydophila abortus,12
164,Toxoplasma gondii,Pathogen,Toxoplasma gondii,12;55;68;70;71
165,Dirofilaria immitis,Pathogen,Dirofilaria immitis,12
166,Morbilliviruses,Pathogen,Morbilliviruses,12
167,Influenza A virus,Pathogen,Influenza A virus,12;80
168,Caliciviruses,Pathogen,Caliciviruses,12
169,Northwestern Hawaiian Islands,Location,,12
170,Serum,Tissue,,12;68;76;78;80;86;87
171,Enzyme-linked immunosorbent assay,Process,,12;87
172,Virus neutralization test,Process,,12
173,Microagglutination test,Process,,12
174,Complement fixation test,Process,,12
175,Card test,Process,,12
176,Conservation efforts,Event,,12
177,Surveillance,Process,,12;15;82
178,Ehrlichia sp.-like organism,Pathogen,Ehrlichia sp.-like organism,13
179,DGA,Primer,,13
180,GA1UR,Primer,,13
181,DCH,Primer,,13
182,GE9f,Primer,,13
183,Ehrlichia spp.,Pathogen,Ehrlichia spp.,13;22
184,U.S. states,Location,,13
185,Ticks,Vector,,13;63;93
186,White blood cells,Tissue,,13
187,Indirect fluorescence assays,Diagnostic test,,13
188,Polymerase chain reactions,Diagnostic test,,13;99
189,Anthrax,Disease,Anthrax,14
190,Luangwa Valley,Location,,14
191,Zambia,Location,,14
192,Hippopotamus amphibius,Species,,14
193,Cape buffalo,Species,,14
194,Loxodonta africana,Species,,14
195,Bacillus anthracis,Pathogen,Bacillus anthracis,14
196,People,Host,People,14
197,Local laboratory staff,Host,Local laboratory staff,14
198,Luangwa River,Location,,14
199,November,Time,,14
200,1987,Time,,14
201,August,Time,,14
202,September,Time,,14
203,1988,Time,,14
204,1989,Time,,14;51
205,Borrelia burgdorferi,Pathogen,Borrelia burgdorferi,15
206,Lepus californicus californicus,Host,Lepus californicus californicus,15
207,Dermacentor occidentalis,Pathogen,Dermacentor occidentalis,15
208,D. parumapertus,Pathogen,D. parumapertus,15
209,Ixodes neotomae,Pathogen,Ixodes neotomae,15
210,I. pacificus,Pathogen,I. pacificus,15
211,Haemaphysalis leporispalustris,Pathogen,Haemaphysalis leporispalustris,15
212,Odocoileus hemionus columbianus,Host,Odocoileus hemionus columbianus,15
213,Columbian black-tailed deer,Host,Columbian black-tailed deer,15
214,Black-tailed jackrabbit,Host,Black-tailed jackrabbit,15
215,Northern California,Location,,15
216,Spirochetemias,Measurement,,15
217,Indirect immunofluorescence,Process,,15
218,Monoclonal antibody (H9724),Measurement,,15
219,Monoclonal antibody (H5332),Measurement,,15
220,Lyme borreliosis,Disease,Lyme borreliosis,15
221,Sentinel,Concept,,15
222,Spirochetal serosurveys,Concept,,15
223,Serologic tests,Concept,,15
224,Meles meles,Species,,16
225,Bovine tuberculosis,Disease,Bovine tuberculosis,16
226,British cattle,Host,British cattle,16
227,South-west England,Location,,16
228,TB,Disease,TB,16
229,Badger,Host,Badger,16
230,Bacilli,Pathogen,Bacilli,16
231,Clinical samples,Tissue,,16
232,Individual,Host,Individual,16
233,Social group,Host,Social group,16
234,Demographic processes,Process,,16
235,Movement,Process,,16
236,Social organization,Process,,16
237,Disease dynamics,Process,,16
238,Females,Host,Females,16
239,Males,Host,Males,16;59
240,Clostridium perfringens,Pathogen,Clostridium perfringens,17
241,Polar bears,Host,Polar bears,17
242,Ursus maritimus,Host,Ursus maritimus,17
243,Svalbard,Location,,17
244,Norway,Location,,17
245,Fecal samples,Tissue,,17;25;28;32;36;47;51;57;79
246,Bacteriologic analysis,Process,,17
247,Toxin type,Property,,17
248,Beta2-toxin,Pathogen,Beta2-toxin,17
249,Gastrointestinal tract,Tissue,,17
250,Lone star tick,Vector,,18
251,Fluorescent antibody analysis,Process,,18;85
252,Human ehrlichiosis,Disease,Human ehrlichiosis,18
253,Great apes,Host,Great apes,19
254,Central Africa,Location,,19;56;61
255,Gabon,Location,,19
256,International Centre for Medical Research of Franceville,Location,,19
257,Western lowland gorilla,Host,Western lowland gorilla,19;56;72
258,Gorilla gorilla gorilla,Scientific name,,19;56;72
259,Chimpanzees,Host,Chimpanzees,19;42;58;72;84
260,Pan troglodytes,Scientific name,,19;42;58;72
261,Pulsed field gel electrophoresis,Process,,19;20;25
262,spa-type t148,Pathogen type,,19
263,Staphylococcal sepsis,Disease,Staphylococcal sepsis,19
264,Habitat conservation,Process,,19
265,Leptospira,Pathogen,Leptospira,20
266,Rattus norvegicus,Host,Rattus norvegicus,20
267,R. rattus,Host,R. rattus,20
268,Leptospira licerasiae,Pathogen,Leptospira licerasiae,20
269,L. fainei,Pathogen,L. fainei,20
270,L. inadai,Pathogen,L. inadai,20
271,L. interrogans,Pathogen,L. interrogans,20
272,L. kirschneri,Pathogen,L. kirschneri,20
273,Iquitos region,Location,,20
274,Peruvian Amazon,Location,,20
275,Peru,Location,,20;50
276,Humans,Host,Humans,20;27;56;57;62;82
277,Febrile patients,Host,Febrile patients,20
278,Rattus species,Reservoir,,20
279,16S ribosomal RNA gene,Measurement,,20
280,DNA-DNA hybridization analysis,Measurement,,20
281,Microscopic agglutination test,Measurement,,20
282,PCR,Measurement,,20;61;83;99
283,Southern blot hybridization,Measurement,,20
284,Western immunoblot,Measurement,,20
285,LipL32,Protein,,20
286,MAT antibodies,Measurement,,20
287,Amazonian biodiversity,Concept,,20
288,Mycoplasma alligatoris,Pathogen,Mycoplasma alligatoris,21
289,American alligators,Host,American alligators,21
290,Alligator mississippiensis,Host,Alligator mississippiensis,21
291,Mycoplasmas,Pathogen,Mycoplasmas,21
292,Tissues,Location,,21;80
293,ATCC 700619T,Type Strain,,21
294,A21JP2T,Type Strain,,21
295,Alabama,Location,,22;68
296,Arkansas,Location,,22
297,Florida,Location,,22;87
298,Georgia,Location,,22;94
299,Illinois,Location,,22
300,Kentucky,Location,,22
301,Louisiana,Location,,22;40
302,Maryland,Location,,22
303,Massachusetts,Location,,22
304,Mississippi,Location,,22
305,Missouri,Location,,22
306,North Carolina,Location,,22;67
307,South Carolina,Location,,22
308,Tennessee,Location,,22
309,Texas,Location,,22;35;44
310,Virginia,Location,,22;60
311,West Virginia,Location,,22
312,United States,Location,,22;98
313,Indirect fluorescent antibody test,Detection method,,22
314,Pinnipeds,Host,Pinnipeds,23;25
315,Cetaceans,Host,Cetaceans,23
316,Connecticut,Location,,23
317,Rhode Island,Location,,23
318,Marine mammals,Host,Marine mammals,23
319,Harbor seals,Host,Harbor seals,23
320,Phoca vitulina,Scientific name,,23
321,Harp seals,Host,Harp seals,23
322,Phoca groenlandica,Scientific name,,23
323,Lymphoid tissues,Tissue,,23
324,Visceral tissues,Tissue,,23
325,Lung,Tissue,,23;39;40;48;70;97
326,Axillary lymph nodes,Tissue,,23
327,Prescapular lymph nodes,Tissue,,23
328,New England,Location,,23
329,Southern New England,Location,,23
330,Brucellosis card test,Test,,23
331,Buffered acidified plate antigen test,Test,,23
332,Rivanol test,Test,,23
333,Necropsy,Event,,23
334,Culture,Process,,23;79
335,Histopathologic changes,Property,,23
336,Gross changes,Property,,23
337,Mycobacterium avium subsp. paratuberculosis,Pathogen,Mycobacterium avium subsp. paratuberculosis,24
338,brown bears,Host,brown bears,24
339,Ursus arctos,Species,,24
340,National Park Low Tatras,Location,,24
341,Slovakia,Location,,24
342,intestinal mucosa,Tissue,,24
343,IS900,Insertion Sequence,,24
344,RFLP type B-C1,Genotype,,24
345,cattle,Host,cattle,24;73
346,paratuberculosis,Disease,paratuberculosis,24
347,Salmonella enterica,Pathogen,Salmonella enterica,25
348,Salmonella,Disease,Salmonella,25
349,Channel Islands of California,Location,,25
350,Western gulls,Host,Western gulls,25
351,Larus occidentalis,Species,,25
352,Puget Sound,Location,,25
353,WA,Location,,25
354,PFGE,Process,,25
355,Antimicrobial sensitivity,Property,,25
356,Genetic similarity,Property,,25
357,Adult male sea lions,Host,Adult male sea lions,25
358,Enteritidis,Serotype,,25;60
359,Montevideo,Serotype,,25
360,Newport,Serotype,,25
361,Reading,Serotype,,25
362,Saint Paul,Serotype,,25
363,Researchers,Entity,,25
364,Veterinarians,Entity,,25
365,wildlife,Host,wildlife,27
366,earth,Environment,,27
367,ecosystems,Environment,,27;28
368,long-tailed macaques,Host,long-tailed macaques,27
369,Macaca fascicularis,Scientific Name,,27
370,helminth parasite,Pathogen,helminth parasite,27
371,non-human primates,Host,non-human primates,27;82
372,Opisthorchis viverrini,Pathogen,Opisthorchis viverrini,27
373,Strongyloides stercoralis,Pathogen,Strongyloides stercoralis,27
374,Strongyloides fuelleborni,Pathogen,Strongyloides fuelleborni,27
375,Haplorchis sp.,Pathogen,Haplorchis sp.,27
376,forest parks,Location,,27
377,north-eastern Thailand,Location,,27
378,anthropogenically modified environments,Environment,,27
379,natural environments,Environment,,27
380,human populations,Host,human populations,27;53
381,macaque feces,Tissue,,27
382,eggs,Measurement,,27;46
383,intestine,Tissue,,27;60
384,fluke,Pathogen,fluke,27
385,habitat,Environment,,27;55
386,zoonotic helminth infection,Disease,zoonotic helminth infection,27
387,Alouatta pigra,Host,Alouatta pigra,28
388,Controrchis biliophilus,Pathogen,Controrchis biliophilus,28
389,Trypanoxyuris minutus,Pathogen,Trypanoxyuris minutus,28
390,Giardia sp.,Pathogen,Giardia sp.,28;57;72
391,Entamoeba sp.,Pathogen,Entamoeba sp.,28;57
392,Giardia duodenalis,Pathogen,Giardia duodenalis,28
393,Belize,Location,,28
394,Human settlements,Location,,28;57
395,Feces,Tissue,,28;32;51;55
396,Monkey,Host,Monkey,28;61;82
397,Parasites,Pathogen,Parasites,28;33;42;47;58
398,Ecological web,Environment,,28
399,Animal,Host,Animal,28;61
400,Protozoa,Pathogen,Protozoa,28;32;57;59;71;72
401,Antigen capture enzyme-linked immunosorbent assays (ELISAs),Process,,28
402,Bright-field microscopy,Process,,28
403,Phase microscopy,Process,,28
404,Quantitative centrifugation concentration techniques,Process,,28
405,Sugar,Measurement,,28
406,Zinc sulfate,Measurement,,28
407,Wet season,Event,,28
408,Dry season,Event,,28;57
409,Year 2003,Event,,28
410,Alouatta palliata,Species,,29;47
411,Ateles geoffroyi,Species,,29
412,Controrchis sp.,Pathogen,Controrchis sp.,29
413,Trypanoxyuris sp.,Pathogen,Trypanoxyuris sp.,29
414,Strongyloides sp.,Pathogen,Strongyloides sp.,29;56
415,Costa Rica,Location,,29
416,Tropical dry forest,Environment,,29
417,Primate populations,Host,Primate populations,29
418,Reproductive and social status,Host trait,,29
419,Age,Host trait,,29;87;88
420,Sex,Host trait,,29;33;87;88
421,Host population density,Host trait,,29
422,Humidity,Environmental factor,,29
423,Infectious diseases,Disease,Infectious diseases,29
424,Endangered primate populations,Host,Endangered primate populations,29
425,Conservation strategies,Process,,29
426,Protected areas,Location,,29
427,Phocascaris cystophorae,Pathogen,Phocascaris cystophorae,31
428,Phocascaris,Pathogen,Phocascaris,31
429,Contracaecum osculatum,Pathogen,Contracaecum osculatum,31
430,Cystophora cristata,Host,Cystophora cristata,31
431,Hooded seal,Host,Hooded seal,31
432,Phocid seals,Host,Phocid seals,31
433,Nematode,Type,,31;32;38;48;57;58;59
434,Scanning electron microscopy,Method,,31;65;79;97
435,Surface morphological characteristics,Property,,31
436,Excretory pore,Structure,,31
437,Interlabia knobs,Structure,,31
438,Lips,Structure,,31
439,Adjacent structures,Structure,,31
440,Caudal papillae,Structure,,31
441,Papilla-like structures,Structure,,31
442,Stomach,Location,,31;60;97
443,Species,Type,,31;73
444,eastern spotted skunk,Host,eastern spotted skunk,32
445,Spilogale putorius,Host,Spilogale putorius,32
446,west-central Arkansas,Location,,32
447,March 2005,Date,,32
448,January 2007,Date,,32
449,13 species,Measurement,,32
450,nine nematodes,Measurement,,32
451,four protozoa,Measurement,,32
452,small carnivore species,Host,small carnivore species,32
453,Rupicapra rupicapra rupicapra,Scientific Latin Binomial Name,,33
454,gastrointestinal helminths,Pathogen,gastrointestinal helminths,33;34
455,lung helminths,Pathogen,lung helminths,33
456,testosterone,Hormone,,33
457,epiandrosterone,Hormone,,33
458,cortisol,Hormone,,33
459,oestrogen,Hormone,,33
460,faecal androgen,Measurement,,33
461,faecal cortisol,Measurement,,33
462,faecal oestrogen,Measurement,,33
463,immune response,Process,,33
464,communities,Environment,,33
465,biodiversity,Property,,33
466,life history strategy,Property,,33
467,immunocompetence,Property,,33
468,year,Time,,33
469,field study,Event,,33
470,enzyme immunoassays,Method,,33
471,EIA,Method,,33
472,non-invasive methods,Method,,33
473,seasonal patterns,Pattern,,33
474,Florida panther,Species,,34
475,Puma concolor coryi,Species,,34
476,Bangs,Person,,34
477,1978,Year,,34
478,six counties in southern Florida,Location,,34
479,anthelmintics,Treatment,,34
480,Alaria marcianae,Pathogen,Alaria marcianae,34
481,LaRue,Person,,34
482,1917,Year,,34
483,Spirometra mansonoides,Pathogen,Spirometra mansonoides,34
484,Mueller,Person,,34
485,1935,Year,,34
486,Ancylostoma pluridentatum,Pathogen,Ancylostoma pluridentatum,34
487,Alessandrini,Person,,34
488,1905,Year,,34
489,Ancylostoma caninum,Pathogen,Ancylostoma caninum,34
490,Ercolani,Person,,34
491,1859,Year,,34
492,Taenia omissa,Pathogen,Taenia omissa,34
493,Lühe,Person,,34
494,1910,Year,,34
495,Mesocestoides sp.,Pathogen,Mesocestoides sp.,34;45
496,Forrester,Person,,34
497,1985,Year,,34
498,Coyote,Species,,35;45;63
499,Canis latrans,Scientific Latin Binomial Name,,35;45;63
500,Filaroides osleri,Pathogen,Filaroides osleri,35
501,Capillaria aerophila,Pathogen,Capillaria aerophila,35
502,Trachea,Tissue,,35
503,Bronchial trees,Tissue,,35
504,Oklahoma,Location,,35
505,Colorado,Location,,35;91
506,Wyoming,Location,,35
507,Iowa,Location,,35
508,South Dakota,Location,,35
509,Nebraska,Location,,35
510,Kansas,Location,,35
511,F. osleri,Pathogen,F. osleri,35
512,C. aerophila,Pathogen,C. aerophila,35
513,Eurasian lynx,Species,,36
514,Lynx lynx,Species,,36
515,Diphyllobothrium latum,Pathogen,Diphyllobothrium latum,36
516,Taenia pisiformis,Pathogen,Taenia pisiformis,36
517,Taenia laticollis,Pathogen,Taenia laticollis,36
518,Taenia hydatigena,Pathogen,Taenia hydatigena,36
519,Taenia taeniaeformis,Pathogen,Taenia taeniaeformis,36
520,Toxocara cati,Pathogen,Toxocara cati,36
521,Trichinella spp.,Pathogen,Trichinella spp.,36
522,Capillaria spp.,Pathogen,Capillaria spp.,36
523,Estonia,Location,,36
524,1999-2001,Time period,,36
525,Helminths,Pathogen,Helminths,36;72
526,Male lynx,Host,Male lynx,36
527,Youger lynx,Host,Youger lynx,36
528,Older lynx,Host,Older lynx,36
529,European mink,Species,,37
530,Mustela lutreola,Species,,37
531,Navarra,Location,,37
532,Aleutian Disease Virus,Pathogen,Aleutian Disease Virus,37
533,Parvovirus,Type,,37
534,Mustelid,Host,Mustelid,37
535,American mink,Host,American mink,37
536,Virus,Pathogen,Virus,37;72
537,Blood samples,Sample,,37
538,Plasma samples,Sample,,37
539,Cadavers,Sample,,37
540,European mink habitat,Location,,37
541,Rivers,Location,,37
542,February-March 2004,Time,,37
543,September-December 2004,Time,,37
544,Gamma globulin,Property,,37
545,Total plasma protein,Property,,37
546,Traumatic and hemorrhagic lesions,Property,,37
547,Vehicular impact injuries,Property,,37
548,Pulmonary adiaspiromycosis,Disease,Pulmonary adiaspiromycosis,37
549,Adiaspiromycosis,Disease,Adiaspiromycosis,37
550,Elaeophorosis,Disease,Elaeophorosis,38
551,Elaeophora elaphi,Pathogen,Elaeophora elaphi,38
552,Red deer,Host,Red deer,38;73
553,Cervus elaphus,Scientific name,,38;73
554,Toledo Province,Location,,38
555,Hepatic vessels,Tissue,,38
556,Fallow deer,Host,Fallow deer,38;73
557,Dama dama,Scientific name,,38
558,Microfilariae,Pathogen,Microfilariae,38;48
559,Australian fur seal,Host,Australian fur seal,39
560,New Zealand fur seal,Host,New Zealand fur seal,39
561,Sub-Antarctic fur seal,Host,Sub-Antarctic fur seal,39
562,Arctocephalus pusillus doriferus,Host,Arctocephalus pusillus doriferus,39
563,Arctocephalus forsteri,Host,Arctocephalus forsteri,39
564,Arctocephalus tropicalis,Host,Arctocephalus tropicalis,39
565,Parafilaroides normani,Pathogen,Parafilaroides normani,39
566,Otariidae,Host,Otariidae,39
567,Australia,Location,,39
568,New Zealand,Location,,39
569,South Africa,Location,,39;49;83
570,Lung parasites,Pathogen,Lung parasites,39
571,Brugia beaveri,Pathogen,Brugia beaveri,40
572,Procyon lotor,Host,Procyon lotor,40;60
573,Mosquitoes,Vector,,40
574,Raccoons,Host,Raccoons,40
575,Domestic cat,Host,Domestic cat,40
576,Jirds,Host,Jirds,40
577,Meriones unguiculatus,Host,Meriones unguiculatus,40
578,Lymphatics,Tissue,,40
579,Subcutaneous tissues,Tissue,,40
580,Heart,Tissue,,40;48;65
581,Testes,Tissue,,40
582,Hypodermis,Tissue,,40
583,Muscle cells,Cell,,40
584,Coelomyarian,Property,,40
585,Cuticle,Structure,,40
586,Body wall,Structure,,40
587,Internal organs,Structure,,40
588,Taenia parva,Pathogen,Taenia parva,41
589,Genetta genetta,Host,Genetta genetta,41
590,axoneme,Tissue,,41
591,cytoplasmic extension,Tissue,,41
592,centrioles,Tissue,,41
593,intercentriolar body,Tissue,,41
594,flagellum,Tissue,,41
595,spermatozoon,Organism,,41
596,cyclophyllideans,Group,,41
597,Taeniidae,Family,,41
598,Tapeworms,Pathogen,Tapeworms,42;45
599,Bertiella studeri,Pathogen,Bertiella studeri,42
600,Kibale National Park,Location,,42
601,Uganda,Location,,42
602,Leaf-swallowing,Behavior,,42
603,Dungs,Tissue,,42
604,Leaves,Tissue,,42
605,Months,Time,,42
606,Years,Time,,42
607,"Wiley-Liss, Inc.",Organization,,42
608,bighorn sheep,Host,bighorn sheep,43
609,Ovis canadensis,Scientific Latin binomial name,,43;48;71
610,lungworms,Pathogen,lungworms,43
611,Protostrongylus spp.,Scientific Latin binomial name,,43
612,terrestrial gastropods,Host,terrestrial gastropods,43
613,Antelope Island,Location,,43
614,Newfoundland Mountains,Location,,43
615,northern Utah,Location,,43
616,riparian,Habitat type,,43
617,rock,Habitat type,,43
618,desert shrub,Habitat type,,43
619,grass,Habitat type,,43
620,Vallonia,Gastropod genus,,43
621,lambs,Host,lambs,43
622,ram groups,Host,ram groups,43
623,nursery groups,Host,nursery groups,43
624,perennial water sources,Resource,,43
625,fecal material,Resource,,43
626,fecal pellet groups,Resource,,43
627,lungworm levels,Measurement,,43
628,prevalence,Measurement,,43;58;72
629,fecal larvae counts,Measurement,,43
630,dry years,Event,,43
631,semiarid climates,Environment,,43
632,May-August,Time period,,43
633,Longistrongylus curvispiculum,Pathogen,Longistrongylus curvispiculum,44
634,Hippotragus niger,Host,Hippotragus niger,44;49
635,Addax nasomaculatus,Host,Addax nasomaculatus,44
636,Oryx beisa,Host,Oryx beisa,44
637,Haemonchus contortus,Pathogen,Haemonchus contortus,44
638,Abomasum,Tissue,,44
639,Peromyscus maniculatus,Host,Peromyscus maniculatus,45
640,San Miguel Island,Location,,45
641,Hopland Research and Extension Center,Location,,45
642,Rodents,Host,Rodents,45;61;98
643,Reptiles,Host,Reptiles,45;61
644,Dogs,Host,Dogs,45
645,Mice,Host,Mice,45;68
646,Lizards,Host,Lizards,45
647,Hamsters,Host,Hamsters,45
648,Western Fence Lizards,Host,Western Fence Lizards,45
649,Laboratory Mice,Host,Laboratory Mice,45
650,Domestic Dogs,Host,Domestic Dogs,45
651,Deer Mice,Host,Deer Mice,45
652,Proglottids,Pathogen,Proglottids,45
653,Tetrathyridia,Pathogen,Tetrathyridia,45
654,Metacestodes,Pathogen,Metacestodes,45
655,Acephalic Metacestodes,Pathogen,Acephalic Metacestodes,45
656,Clade A,Pathogen,Clade A,45
657,Clade B,Pathogen,Clade B,45
658,Schistosomiasis mansoni,Disease,Schistosomiasis mansoni,46
659,Omo National Park,Location,,46
660,Ethiopia,Location,,46
661,Mui River,Location,,46
662,Tourists,Host,Tourists,46
663,Park residents,Host,Park residents,46
664,Suri people,Host,Suri people,46
665,Papio anubis,Host,Papio anubis,46
666,Cercopithecus aethiops,Host,Cercopithecus aethiops,46
667,Biomphalaria pfeifferi,Host,Biomphalaria pfeifferi,46
668,Adult worms,Pathogen,Adult worms,46
669,Trematode larvae,Pathogen,Trematode larvae,46
