source_text,target_text,relation_type,doc_id
Bacillus anthracis,people,affected,56169
Bacillus anthracis,field study,detected by,56169
field study,environmental contamination,assessed,56169
field study,methods of control,studied,56169
field study,local laboratory staff,equipped,56169
local laboratory staff,monitoring,conducted,56169
monitoring,disease,of,56169
disease,enzootic status,has,56169
1987,outbreaks,year of,56169
1988,outbreaks,year of,56169
1989,field study,year of,56169
100 km,up-river,distance from,56169
up-river,Luangwa Valley,location relative to,56169
Spirochetes,Spirochetes,no_relationship,59837
Meles meles,British cattle,infects,59823
British cattle,bovine tuberculosis,hosts,59823
Meles meles,south-west England,lives in,59823
bovine tuberculosis,incident case,causes,59823
bovine tuberculosis,clinical samples,detected by,59823
bovine tuberculosis,demographic processes,affected by,59823
bovine tuberculosis,movement,affected by,59823
bovine tuberculosis,social organization,affected by,59823
bovine tuberculosis,disease dynamics,affected by,59823
bovine tuberculosis,group size,affected by,59823
bovine tuberculosis,females,affected by,59823
bovine tuberculosis,males,affected by,59823
bovine tuberculosis,social structure,affected by,59823
bovine tuberculosis,transmission dynamics,affected by,59823
badger culling,social structure,affected by,59823
badger culling,transmission dynamics,affected by,59823
Clostridium perfringens,Ursus maritimus,infects,57733
Ursus maritimus,Clostridium perfringens,hosts,57733
Clostridium perfringens,fecal samples,found in,57733
Clostridium perfringens,bacteriologic analysis,detected by,57733
Clostridium perfringens,type A,type a,57733
Clostridium perfringens,beta2-toxin,produces,57733
Clostridium perfringens,fatal diseases,causes,57733
Clostridium perfringens,gastrointestinal tract,lives in,57733
Clostridium perfringens,gastrointestinal tract,normal inhabitant of,57733
Ehrlichia chaffeensis,Rickettsiales: Ehrlichieae,is a member of,59859
Ehrlichia chaffeensis,white-tailed deer,is a natural vector of,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,is a natural vector of,59859
Ehrlichia chaffeensis,lone star tick,is a natural vector of,59859
Ehrlichia chaffeensis,Amblyomma americanum,is a natural vector of,59859
Ehrlichia chaffeensis,Amblyomma americanum L.,is a natural vector of,59859
Ehrlichia chaffeensis,Ehrlichiosis,is a natural vector of,59859
Ehrlichia chaffeensis,serum samples,is a natural vector of,59859
Ehrlichia chaffeensis,1982 through 1992,is a natural vector of,59859
Ehrlichia chaffeensis,southeastern United States,is a natural vector of,59859
Ehrlichia chaffeensis,site-specific geographic association,is a natural vector of,59859
Ehrlichia chaffeensis,fluorescent antibody analysis,is a natural vector of,59859
Ehrlichia chaffeensis,125 of 300 (41.7%),is a natural vector of,59859
Ehrlichia chaffeensis,30 of 30 (100%),is a natural vector of,59859
Ehrlichia chaffeensis,121/150 (80.7%),is a natural vector of,59859
Ehrlichia chaffeensis,4/150 (2.7%),is a natural vector of,59859
Ehrlichia chaffeensis,2 of 30 (6.7%),is a natural vector of,59859
Staphylococcus aureus,gorilla,infects,56156
Staphylococcus aureus,chimpanzee,infects,56156
Staphylococcus aureus,human,infects,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
Staphylococcus aureus,necrotizing wound,causes,56156
Staphylococcus aureus,spa-type t148,has,56156
International Centre for Medical Research of Franceville,study,conducts,56156
International Centre for Medical Research of Franceville,screening,conducts,56156
International Centre for Medical Research of Franceville,isolation,conducts,56156
International Centre for Medical Research of Franceville,analysis,conducts,56156
International Centre for Medical Research of Franceville,report,conducts,56156
International Centre for Medical Research of Franceville,protection,conducts,56156
International Centre for Medical Research of Franceville,interspecies transmission,studies,56156
International Centre for Medical Research of Franceville,habitat conservation,studies,56156
International Centre for Medical Research of Franceville,risk of contact with human pathogens,studies,56156
International Centre for Medical Research of Franceville,serious infections,studies,56156
International Centre for Medical Research of Franceville,distribution,studies,56156
International Centre for Medical Research of Franceville,spread,studies,56156
International Centre for Medical Research of Franceville,pulsed field gel electrophoresis,uses,56156
Staphylococcus aureus,gorilla,infects,56156
Staphylococcus aureus,chimpanzee,infects,56156
Staphylococcus aureus,human,infects,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
Staphylococcus aureus,necrotizing wound,causes,56156
Staphylococcus aureus,spa-type t148,has,56156
International Centre for Medical Research of Franceville,study,conducts,56156
International Centre for Medical Research of Franceville,screening,conducts,56156
International Centre for Medical Research of Franceville,isolation,conducts,56156
International Centre for Medical Research of Franceville,analysis,conducts,56156
International Centre for Medical Research of Franceville,report,conducts,56156
International Centre for Medical Research of Franceville,protection,conducts,56156
International Centre for Medical Research of Franceville,interspecies transmission,studies,56156
International Centre for Medical Research of Franceville,habitat conservation,studies,56156
International Centre for Medical Research of Franceville,risk of contact with human pathogens,studies,56156
International Centre for Medical Research of Franceville,serious infections,studies,56156
International Centre for Medical Research of Franceville,distribution,studies,56156
International Centre for Medical Research of Franceville,spread,studies,56156
International Centre for Medical Research of Franceville,pulsed field gel electrophoresis,uses,56156
Leptospira,Leptospira,no_relationship,56805
Mycoplasma alligatoris sp. nov.,American alligators,infects,57753
American alligators,Mycoplasma alligatoris sp. nov.,hosts,57753
Mycoplasma alligatoris sp. nov.,diseased,causes,57753
Mycoplasma alligatoris sp. nov.,A21JP2T,type strain,57753
A21JP2T,Mycoplasma alligatoris sp. nov.,strain of,57753
Mycoplasma alligatoris sp. nov.,biochemical,detected by,57753
Mycoplasma alligatoris sp. nov.,serological,detected by,57753
Mycoplasma alligatoris sp. nov.,molecular genetic,detected by,57753
Mycoplasma alligatoris sp. nov.,lethal,causes,57753
A21JP2T,ATCC 700619T,strain of,57753
ATCC 700619T,Mycoplasma alligatoris sp. nov.,strain of,57753
Ehrlichia spp.,White-tailed deer,infects,59860
White-tailed deer,Ehrlichia spp.,hosts,59860
White-tailed deer,Odocoileus virginianus,common name of,59860
Odocoileus virginianus,White-tailed deer,latin name of,59860
Ehrlichia spp.,indirect fluorescent antibody test,detected by,59860
Ehrlichia spp.,southerly latitude,affected by,59860
Ehrlichia spp.,low elevation,affected by,59860
Ehrlichia spp.,milder climatic conditions,affected by,59860
Ehrlichia spp.,southeastern United States,found in,59860
Ehrlichia spp.,infection,causes,59860
White-tailed deer,Alabama,lives in,59860
White-tailed deer,Arkansas,lives in,59860
White-tailed deer,Florida,lives in,59860
White-tailed deer,Georgia,lives in,59860
White-tailed deer,Illinois,lives in,59860
White-tailed deer,Kentucky,lives in,59860
White-tailed deer,Louisiana,lives in,59860
White-tailed deer,Maryland,lives in,59860
White-tailed deer,Massachusetts,lives in,59860
White-tailed deer,Mississippi,lives in,59860
White-tailed deer,Missouri,lives in,59860
White-tailed deer,North Carolina,lives in,59860
White-tailed deer,South Carolina,lives in,59860
White-tailed deer,Tennessee,lives in,59860
White-tailed deer,Texas,lives in,59860
White-tailed deer,Virginia,lives in,59860
White-tailed deer,West Virginia,lives in,59860
White-tailed deer,USA,lives in,59860
544,antibody prevalence,measurement,59860
1269,antibody prevalence,measurement,59860
43%,antibody prevalence,measurement,59860
White-tailed deer,natural infection,suffered from,59860
Brucella sp.,marine mammals,infects,59886
marine mammals,Brucella sp.,hosts,59886
Brucella sp.,pinnipeds,infects,59886
pinnipeds,Brucella sp.,hosts,59886
Brucella sp.,cetaceans,infects,59886
cetaceans,Brucella sp.,hosts,59886
Phoca vitulina,harbor seals,common name of,59886
harbor seals,Phoca vitulina,common name of,59886
Phoca groenlandica,harp seals,common name of,59886
harp seals,Phoca groenlandica,common name of,59886
Brucella sp.,brucellosis card test,detected by,59886
Brucella sp.,buffered acidified plate antigen test,detected by,59886
Brucella sp.,rivanol test,detected by,59886
Brucella sp.,serum samples,found in,59886
Brucella sp.,lymphoid tissues,found in,59886
Brucella sp.,visceral tissues,found in,59886
Brucella sp.,lung,found in,59886
Brucella sp.,axillary lymph nodes,found in,59886
Brucella sp.,inguinal lymph nodes,found in,59886
Brucella sp.,prescapular lymph nodes,found in,59886
Brucella sp.,gross changes,affected by,59886
Brucella sp.,histopathologic changes,affected by,59886
119,serum samples,number of,59886
Mycobacterium avium subsp. paratuberculosis,brown bears,infects,57730
brown bears,Mycobacterium avium subsp. paratuberculosis,hosts,57730
brown bears,National Park Low Tatras,lives in,57730
National Park Low Tatras,central European Carpathians,located in,57730
central European Carpathians,Slovakia,located in,57730
Mycobacterium avium subsp. paratuberculosis,paratuberculosis,causes,57730
paratuberculosis,ruminants,affects,57730
Mycobacterium avium subsp. paratuberculosis,Ziehl-Neelsen staining,detected by,57730
Mycobacterium avium subsp. paratuberculosis,polymerase chain reaction,detected by,57730
Mycobacterium avium subsp. paratuberculosis,IS900,detected by,57730
Mycobacterium avium subsp. paratuberculosis,RFLP type B-C1,classified as,57730
RFLP type B-C1,cattle,detected in,57730
brown bears,vectors,can act as,57730
brown bears,reservoirs,can act as,57730
Salmonella spp.,Salmonella spp.,no_relationship,59832
Papio anubis,Trichuris sp.,hosts,60194
Papio anubis,Strongyloides sp.,hosts,60194
Papio anubis,Trichostrongylus sp.,hosts,60194
Papio anubis,Oesophagostomum sp.,hosts,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Papio anubis,Entamoeba coli,hosts,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Papio anubis,Blastocystis hominis,hosts,60194
Papio anubis,Cyclospora sp.,hosts,60194
Papio anubis,Cryptosporidium sp.,hosts,60194
Cercopithecus aethiops,Trichuris sp.,hosts,60194
Cercopithecus aethiops,Oesophagostomum sp.,hosts,60194
Cercopithecus aethiops,Entamoeba coli,hosts,60194
Cercopithecus aethiops,Entamoeba histolytica/dispar,hosts,60194
Cercopithecus aethiops,Blastocystis hominis,hosts,60194
Cercopithecus aethiops,Cyclospora sp.,hosts,60194
Cercopithecus aethiops,Cryptosporidium sp.,hosts,60194
Papio anubis,Rift Valley,lives in,60194
Cercopithecus aethiops,Rift Valley,lives in,60194
Papio anubis,water sources,uses,60194
Cercopithecus aethiops,water sources,uses,60194
Papio anubis,human habitats,ranges in,60194
Cercopithecus aethiops,human habitats,ranges in,60194
Papio anubis,parasitic infection,affected by,60194
Cercopithecus aethiops,parasitic infection,affected by,60194
Papio anubis,microscopic examination,detected by,60194
Cercopithecus aethiops,microscopic examination,detected by,60194
Papio anubis,faecal smears,detected by,60194
Cercopithecus aethiops,faecal smears,detected by,60194
Papio anubis,modified Ziehl-Neelsen method,detected by,60194
Cercopithecus aethiops,modified Ziehl-Neelsen method,detected by,60194
Papio anubis,formalin-ether concentration,detected by,60194
Cercopithecus aethiops,formalin-ether concentration,detected by,60194
Papio anubis,ova,detected by,60194
Papio anubis,larvae,detected by,60194
Papio anubis,cysts,detected by,60194
Papio anubis,oocyst,detected by,60194
Cercopithecus aethiops,ova,detected by,60194
Cercopithecus aethiops,larvae,detected by,60194
Cercopithecus aethiops,cysts,detected by,60194
Cercopithecus aethiops,oocyst,detected by,60194
Papio anubis,human welfare,affected by,60194
Cercopithecus aethiops,human welfare,affected by,60194
Papio anubis,control programme,affected by,60194
Cercopithecus aethiops,control programme,affected by,60194
Human contact,Human contact,no_relationship,60248
Controrchis biliophilus,Alouatta pigra,infects,60137
Alouatta pigra,Controrchis biliophilus,hosts,60137
Trypanoxyuris minutus,Alouatta pigra,infects,60137
Alouatta pigra,Trypanoxyuris minutus,hosts,60137
Giardia sp.,Alouatta pigra,infects,60137
Alouatta pigra,Giardia sp.,hosts,60137
Entamoeba sp.,Alouatta pigra,infects,60137
Alouatta pigra,Entamoeba sp.,hosts,60137
Giardia duodenalis,Alouatta pigra,infects,60137
Alouatta pigra,Giardia duodenalis,hosts,60137
Giardia duodenalis,people,transmitted from,60137
Giardia duodenalis,domestic animals,transmitted from,60137
Giardia duodenalis,human settlements,found in,60137
Giardia duodenalis,Alouatta pigra,found in,60137
Giardia duodenalis,G. lamblia,synonym of,60137
Giardia duodenalis,G. intestinalis,synonym of,60137
Giardia duodenalis,Assemblages A,has,60137
Giardia duodenalis,Assemblages B,has,60137
Alouatta pigra,Belize,lives in,60137
Alouatta pigra,Mexico,lives in,60137
Parasites,fecal samples,detected by,60137
Parasites,standard quantitative centrifugation concentration techniques,detected by,60137
Parasites,sugar,detected by,60137
Parasites,zinc sulfate,detected by,60137
Parasites,slides,detected by,60137
Parasites,bright-field microscopy,detected by,60137
Parasites,phase microscopy,detected by,60137
Parasites,ELISAs,detected by,60137
Parasites,DNA,detected by,60137
Parasites,wet season,affected by,60137
Parasites,dry season,affected by,60137
Controrchis sp.,Alouatta palliata,infects,60134
Alouatta palliata,Controrchis sp.,hosts,60134
Trypanoxyuris sp.,Alouatta palliata,infects,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Strongyloides sp.,Alouatta palliata,infects,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Controrchis sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Trypanoxyuris sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Strongyloides sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
Alouatta palliata,tropical dry forest,lives in,60134
Ateles geoffroyi,tropical dry forest,lives in,60134
tropical dry forest,Costa Rica,located in,60134
Alouatta palliata,howler monkey,common name of,60134
howler monkey,Alouatta palliata,latin name of,60134
Ateles geoffroyi,spider monkey,common name of,60134
spider monkey,Ateles geoffroyi,latin name of,60134
males,Controrchis sp.,have higher prevalence of,60134
lactating females,Controrchis sp.,have higher prevalence of,60134
infectious diseases,conservation strategies,affected by,60134
infectious diseases,protected areas,affected by,60134
