source_text,target_text,relation_type,doc_id
canine pathogens,Serologic survey,targets of,58605
canine diseases,free-ranging jackals,monitored by,58605
rare and endangered canids,canine diseases,potentially exposed to,58605
Herpesvirus,Pacific harbor seal,infects,59830
Pacific harbor seal,Herpesvirus,hosts,59830
Pacific harbor seal,Phoca vitulina richardsi,common name of,59830
Phoca vitulina richardsi,Pacific harbor seal,scientific name of,59830
Herpesvirus,adrenal necrosis,causes,59830
Herpesvirus,sepsis,causes,59830
Herpesvirus,bacterial omphalophlebitis,causes,59830
Herpesvirus,pneumonia,causes,59830
Herpesvirus,gastroenteritis,causes,59830
Herpesvirus,thymic atrophy,causes,59830
Herpesvirus,hepatic necrosis,causes,59830
Herpesvirus,lymphopenia,causes,59830
adrenal tissue,viral particles,source of,59830
kidney cell lines,viral particles,target of,59830
viral particles,electron microscopy,detected by,59830
inclusion bodies,electron microscopy,detected by,59830
DNA,inclusion bodies,present in,59830
viral particles,100 nm,size,59830
viral particles,160 nm,size,59830
cytopathic effect,kidney cell lines,observed in,59830
island fox,Urocyon littoralis,is,59699
Urocyon littoralis,island fox,is,59699
island fox,Channel Islands,lives in,59699
Channel Islands,California,is in,59699
Channel Islands,"California, USA",is in,59699
pestivirus,Rupicapra pyrenaica pyrenaica,infects,59904
Pyrenean Chamois,pestivirus,hosts,59904
Rupicapra pyrenaica pyrenaica,pestivirus,hosts,59904
pestivirus,disease,causes,59904
pestivirus,mortality,causes,59904
border disease virus cluster,pestivirus,related to,59904
southern chamois,Rupicapra pyrenaica,is,59578
Rupicapra pyrenaica,southern chamois,is,59578
border disease virus,southern chamois,infects,59578
southern chamois,border disease virus,hosts,59578
border disease,border disease virus,caused by,59578
border disease virus,border disease,causes,59578
42%,population,percentage decrease,59578
RT-PCR,pestivirus,method used to detect,59578
monoclonal antibodies,border disease virus,method used to characterize,59578
northern elephant seal,Mirounga angustirostris,is,59831
California sea lion,Zalophus californianus,is,59831
Urate nephrolithiasis,northern elephant seal,affects,59831
Urate nephrolithiasis,California sea lion,affects,59831
nephrolithiasis,Urate nephrolithiasis,is,59831
northern elephant seal,kidneys,has,59831
California sea lion,kidneys,has,59831
hydronephrosis,California sea lion,associated with,59831
metabolic derangements,nephrolithiasis,possible cause of,59831
white-tailed deer,Odocoileus virginianus,is,59842
Amblyomma americanum,Ehrlichia chaffeensis,is a vector of,59842
white-tailed deer,Amblyomma americanum,is commonly found on,59842
white-tailed deer,Ixodes scapularis,is commonly found on,59842
Ehrlichia chaffeensis,white-tailed deer,infects,59842
white-tailed deer,Ehrlichia chaffeensis,hosts,59842
Ehrlichia chaffeensis,human granulocytic ehrlichiosis (HGE),causes,59842
Ehrlichia spp.,white-tailed deer,infects,59842
white-tailed deer,coastal Georgia,is found in,59842
Ehrlichia chaffeensis,inguinal lymph node,isolated from,59842
foot-and-mouth disease,sera,detected in,59912
bovine herpes virus types 1 and 2,sera,detected in,59912
lumpy skin disease,sera,detected in,59912
bovine viral diarrhoea,sera,detected in,59912
Akabane,sera,detected in,59912
bovine ephemeral fever,sera,detected in,59912
bluetongue,sera,detected in,59912
enzootic bovine leucosis,sera,detected in,59912
African horse sickness,sera,detected in,59912
African swine fever,sera,detected in,59912
Brucella abortus,sera,detected in,59912
buffalo,sera,detected in,59912
Syncerus caffer,sera,detected in,59912
wildebeest,sera,detected in,59912
Connochaetes taurinus,sera,detected in,59912
topi,sera,detected in,59912
Damaliscus korrigum,sera,detected in,59912
Zebra,sera,detected in,59912
wart hog,sera,detected in,59912
sera,game areas,collected from,59912
sera,Tanzania,collected from,59912
sera,foot-and-mouth disease,tested for,59912
sera,bovine herpes virus types 1 and 2,tested for,59912
sera,lumpy skin disease,tested for,59912
sera,bovine viral diarrhoea,tested for,59912
sera,Akabane,tested for,59912
sera,bovine ephemeral fever,tested for,59912
sera,bluetongue,tested for,59912
sera,enzootic bovine leucosis,tested for,59912
sera,African horse sickness,tested for,59912
sera,African swine fever,tested for,59912
sera,Brucella abortus,tested for,59912
sera,buffalo,from,59912
sera,wildebeest,from,59912
sera,topi,from,59912
sera,Zebra,from,59912
sera,wart hog,from,59912
sera,Tanzania,from,59912
sera,foot-and-mouth disease,contained antibodies against,59912
sera,bovine herpes virus types 1 and 2,contained antibodies against,59912
sera,lumpy skin disease,contained antibodies against,59912
sera,bovine viral diarrhoea,contained antibodies against,59912
sera,Akabane,contained antibodies against,59912
sera,bovine ephemeral fever,contained antibodies against,59912
sera,bluetongue,contained antibodies against,59912
sera,enzootic bovine leucosis,contained antibodies against,59912
sera,African horse sickness,contained antibodies against,59912
sera,African swine fever,contained antibodies against,59912
sera,Brucella abortus,contained antibodies against,59912
black bear,Ursus americanus,is a,59921
Ursus americanus,black bear,is a,59921
Labrador,black bear,is a location of,59921
Canada,Labrador,is a location of,59921
radio-collared,black bear,describes,59921
bacterial valvular endocarditis,black bear,affects,59921
coagulase-positive Staphylococcus aureus,bacterial valvular endocarditis,causes,59921
bacterial valvular endocarditis,other organs,affects,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
Bison bison,Delta bison,common name of,58455
Delta bison,Bison bison,scientific name of,58455
"Delta Junction, Alaska",Delta bison,location of,58455
Delta bison,Alaska,found in,58455
Alaska,"Delta Junction, Alaska",location of,58455
"Delta Junction, Alaska",USA,location of,58455
domestic cattle,infection,source of,58455
Rocky Mountain cougars,Puma concolor,is,59903
Puma concolor,Rocky Mountain cougars,is,59903
feline immunodeficiency virus,FIV,is,59903
FIV,feline immunodeficiency virus,is,59903
feline parvovirus,FPV,is,59903
FPV,feline parvovirus,is,59903
feline coronavirus,FCoV,is,59903
FCoV,feline coronavirus,is,59903
feline calicivirus,FCV,is,59903
FCV,feline calicivirus,is,59903
canine distemper virus,CDV,is,59903
CDV,canine distemper virus,is,59903
feline herpesvirus,FHV,is,59903
FHV,feline herpesvirus,is,59903
Yersinia pestis,Y. pestis,is,59903
Y. pestis,Yersinia pestis,is,59903
Rocky Mountains,four populations,location of,59903
four populations,Rocky Mountains,located in,59903
family groups,transmission,site of,59903
host sex,exposure probability,factor influencing,59903
exposure probability,host sex,influenced by,59903
Rocky Mountain cougars,feline immunodeficiency virus,hosts,59903
Rocky Mountain cougars,feline parvovirus,hosts,59903
Rocky Mountain cougars,feline coronavirus,hosts,59903
Rocky Mountain cougars,feline calicivirus,hosts,59903
Rocky Mountain cougars,canine distemper virus,hosts,59903
Rocky Mountain cougars,feline herpesvirus,hosts,59903
Rocky Mountain cougars,Yersinia pestis,hosts,59903
feline immunodeficiency virus,Rocky Mountain cougars,infects,59903
feline parvovirus,Rocky Mountain cougars,infects,59903
feline coronavirus,Rocky Mountain cougars,infects,59903
feline calicivirus,Rocky Mountain cougars,infects,59903
canine distemper virus,Rocky Mountain cougars,infects,59903
feline herpesvirus,Rocky Mountain cougars,infects,59903
Yersinia pestis,Rocky Mountain cougars,infects,59903
Hawaiian monk seal,Monachus schauinslandi,is,59836
Monachus schauinslandi,Hawaiian monk seal,is,59836
Monachus schauinslandi,northwestern Hawaiian Islands,lives in,59836
Hawaiian monk seal,serum,sampled,59836
serum,antibodies,tested for,59836
antibodies,viruses,to,59836
antibodies,bacteria,to,59836
antibodies,parasites,to,59836
viruses,morbidity,causes,59836
viruses,mortality,causes,59836
bacteria,morbidity,causes,59836
bacteria,mortality,causes,59836
parasites,morbidity,causes,59836
parasites,mortality,causes,59836
phocine herpesvirus-1,enzyme-linked immunosorbent assay,detected by,59836
Leptospira bratislava,microagglutination test,detected by,59836
L. hardjo,microagglutination test,detected by,59836
L. icterohaemorrhagiae,microagglutination test,detected by,59836
L. pomona,microagglutination test,detected by,59836
Brucella spp.,Brucella serology,detected by,59836
B. canis,card test,detected by,59836
Chlamydophila abortus,complement fixation (CF) test,detected by,59836
Toxoplasma gondii,serologic evidence,detected by,59836
Dirofilaria immitis,serologic evidence,detected by,59836
morbilliviruses,serologic evidence,not detected by,59836
influenza A virus,serologic evidence,not detected by,59836
canine adenovirus,serologic evidence,not detected by,59836
caliciviruses,serologic evidence,not detected by,59836
Ehrlichia chaffeensis,human granulocytic ehrlichiosis (HGE),causes,59858
Amblyomma americanum,white-tailed deer,infests,59858
Ehrlichia chaffeensis,PCR,detected by,59858
Ehrlichia chaffeensis,serologic cross-reactions,detected by,59858
Anthrax,Hippopotamus amphibius,affects,56169
Hippopotamus amphibius,Bacillus anthracis,hosts,56169
Bacillus anthracis,Hippopotamus amphibius,infects,56169
Anthrax,Syncerus caffer,affects,56169
Anthrax,Loxodonta africana,affects,56169
Bacillus anthracis,Anthrax,causes,56169
Luangwa Valley,Anthrax,enzootic status of,56169
Spirochetes,mammals,infects,59837
Spirochetes,ticks,infects,59837
ticks,Spirochetes,hosts,59837
Borrelia burgdorferi,black-tailed jackrabbit,infects,59837
black-tailed jackrabbit,Borrelia burgdorferi,hosts,59837
Dermacentor occidentalis,black-tailed jackrabbit,infects,59837
D. parumapertus,black-tailed jackrabbit,infects,59837
Ixodes neotomae,black-tailed jackrabbit,infects,59837
I. pacificus,black-tailed jackrabbit,infects,59837
Haemaphysalis leporispalustris,black-tailed jackrabbit,infects,59837
black-tailed jackrabbit,Dermacentor occidentalis,hosts,59837
black-tailed jackrabbit,D. parumapertus,hosts,59837
black-tailed jackrabbit,Ixodes neotomae,hosts,59837
black-tailed jackrabbit,I. pacificus,hosts,59837
black-tailed jackrabbit,Haemaphysalis leporispalustris,hosts,59837
Borrelia burgdorferi,Lyme borreliosis,causes,59837
I. neotomae,Borrelia burgdorferi,hosts,59837
H. leporispalustris,Borrelia burgdorferi,hosts,59837
Columbian black-tailed deer,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,H9724,detected by,59837
Borrelia burgdorferi,H5332,not detected by,59837
bovine tuberculosis,British cattle,infects,59823
Meles meles,bovine tuberculosis,hosts,59823
European badgers,Meles meles,common name of,59823
Meles meles,European badgers,latin name of,59823
culture of clinical samples,bovine tuberculosis,method of detection,59823
bacilli,bovine tuberculosis,excreted by,59823
disease dynamics,social organization,influenced by,59823
disease dynamics,movement,influenced by,59823
Clostridium perfringens,humans,infects,57733
Clostridium perfringens,several animal species,infects,57733
Ursus maritimus,Clostridium perfringens,hosts,57733
Svalbard Archipelago,polar bears,location of,57733
Svalbard,Svalbard Archipelago,location of,57733
Norway,Svalbard Archipelago,location of,57733
polar bears,fecal samples,source of,57733
fecal samples,bacteriologic analysis,analyzed by,57733
Clostridium perfringens type A,fecal samples,detected in,57733
Clostridium perfringens,Clostridium perfringens type A,type,57733
Clostridium perfringens type A,beta2-toxin,produces,57733
gastrointestinal tract,Clostridium perfringens type A,location of,57733
92,fecal samples,total number of,57733
Amblyomma americanum,lone star tick,is,59859
Amblyomma americanum,southeastern United States,infests,59859
Amblyomma americanum,Ehrlichia chaffeensis,is a vector of,59859
Ehrlichia chaffeensis,human ehrlichiosis,causes,59859
white-tailed deer,Odocoileus virginianus Zimmermann,is,59859
Odocoileus virginianus Zimmermann,Ehrlichia chaffeensis,hosts,59859
Ehrlichia chaffeensis,white-tailed deer,infects,59859
Amblyomma americanum,Acari: Ixodidae,is,59859
Ehrlichia chaffeensis,Rickettsiales: Ehrlichieae,is,59859
Staphylococcus aureus,human,infects,56156
Staphylococcus aureus,western lowland gorilla,infects,56156
Staphylococcus aureus,chimpanzee,infects,56156
human,Staphylococcus aureus,hosts,56156
western lowland gorilla,Staphylococcus aureus,hosts,56156
chimpanzee,Staphylococcus aureus,hosts,56156
t148,Staphylococcus aureus,is a strain of,56156
International Centre for Medical Research of Franceville,primate facility,location of,56156
primate facility,Gabon,located in,56156
Gabon,Central Africa,located in,56156
western lowland gorilla,Gorilla gorilla gorilla,scientific name,56156
chimpanzee,Pan troglodytes,scientific name,56156
human,western hemisphere,lives in,56156
great ape,Central Africa,lives in,56156
great ape,Gabon,lives in,56156
western lowland gorilla,great ape,type of,56156
chimpanzee,great ape,type of,56156
necrotizing wound,western lowland gorilla,found in,56156
staphylococcal sepsis,Staphylococcus aureus,caused by,56156
human-like S. aureus strains,great ape,found in,56156
human-like S. aureus strains,western lowland gorilla,found in,56156
human-like S. aureus strains,chimpanzee,found in,56156
human-like S. aureus strains,chimpanzee,transmitted between,56156
Leptospira licerasiae,Leptospira,is a,56805
Mycoplasma alligatoris sp. nov.,American alligators,infects,57753
American alligators,Mycoplasma alligatoris sp. nov.,hosts,57753
Mycoplasma alligatoris sp. nov.,tissues,is from,57753
Mycoplasma alligatoris sp. nov.,lethal pathogen,is a,57753
American alligators,Alligator mississippiensis,is,57753
White-tailed deer,Ehrlichia spp.,is a potential reservoir of,59860
Ehrlichia spp.,White-tailed deer,infects,59860
White-tailed deer,Ehrlichia spp.,hosts,59860
Odocoileus virginianus,White-tailed deer,is the scientific name of,59860
Alabama,White-tailed deer,is a location where,59860
Arkansas,White-tailed deer,is a location where,59860
Florida,White-tailed deer,is a location where,59860
Georgia,White-tailed deer,is a location where,59860
Illinois,White-tailed deer,is a location where,59860
Kentucky,White-tailed deer,is a location where,59860
Louisiana,White-tailed deer,is a location where,59860
Maryland,White-tailed deer,is a location where,59860
Massachusetts,White-tailed deer,is a location where,59860
Mississippi,White-tailed deer,is a location where,59860
Missouri,White-tailed deer,is a location where,59860
North Carolina,White-tailed deer,is a location where,59860
South Carolina,White-tailed deer,is a location where,59860
Tennessee,White-tailed deer,is a location where,59860
Texas,White-tailed deer,is a location where,59860
Virginia,White-tailed deer,is a location where,59860
West Virginia,White-tailed deer,is a location where,59860
USA,White-tailed deer,is a location where,59860
1:128,indirect fluorescent antibody test,is the minimum antibody titer detected by,59860
Brucella sp.,marine mammals,infects,59886
marine mammals,Brucella sp.,hosts,59886
Brucella sp.,lung,isolated from,59886
Brucella sp.,axillary lymph nodes,isolated from,59886
Brucella sp.,inguinal lymph nodes,isolated from,59886
Brucella sp.,prescapular lymph nodes,isolated from,59886
Brucella sp.,lymphoid tissues,isolated from,59886
Brucella sp.,visceral tissues,isolated from,59886
harbor seals,Phoca vitulina,common name of,59886
Phoca vitulina,harbor seals,scientific name of,59886
harp seals,Phoca groenlandica,common name of,59886
Phoca groenlandica,harp seals,scientific name of,59886
cetaceans,Phoca vitulina,includes,59886
pinnipeds,Phoca vitulina,includes,59886
cetaceans,Phoca groenlandica,includes,59886
pinnipeds,Phoca groenlandica,includes,59886
Brucella sp.,brucellosis card test,detected by,59886
Brucella sp.,buffered acidified plate antigen test,detected by,59886
Brucella sp.,livanol test,detected by,59886
Connecticut,marine mammals,location of,59886
Rhode Island,marine mammals,location of,59886
coast of southern New England,marine mammals,location of,59886
21,harbor seals,number of,59886
53,harp seals,number of,59886
Mycobacterium avium subsp. paratuberculosis,brown bear,infects,57730
brown bear,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Mycobacterium avium subsp. paratuberculosis,paratuberculosis,causes,57730
brown bear,Ursus arctos,common name of,57730
Ursus arctos,brown bear,scientific name of,57730
central European Carpathians,National Park Low Tatras,location of,57730
Slovakia,National Park Low Tatras,country of,57730
kidney,brown bear,tissue of,57730
intestinal mucosa,brown bear,tissue of,57730
ruminants,Mycobacterium avium subsp. paratuberculosis,hosts of,57730
cattle,Mycobacterium avium subsp. paratuberculosis,hosts of,57730
Mycobacterium avium subsp. paratuberculosis,Ziehl-Neelsen staining,detected by,57730
Mycobacterium avium subsp. paratuberculosis,polymerase chain reaction,detected by,57730
Mycobacterium avium subsp. paratuberculosis,RFLP type B-C1,classified by,57730
two,brown bear,number of,57730
20,brown bear,number of,57730
Salmonella enterica,California sea lion,infects,59832
California sea lion,Salmonella enterica,hosts,59832
Salmonella enterica,northern elephant seal,infects,59832
northern elephant seal,Salmonella enterica,hosts,59832
Salmonella enterica,western gull,infects,59832
western gull,Salmonella enterica,hosts,59832
San Miguel Island,Channel Islands,is in,59832
San Nicolas Island,Channel Islands,is in,59832
Channel Islands,California,is in,59832
Channel Islands,USA,is in,59832
Puget Sound,WA,is in,59832
WA,USA,is in,59832
Papio anubis,baboon,is,60194
Cercopithecus aethiops,vervet,is,60194
Papio anubis,Rift Valley,is found in,60194
Cercopithecus aethiops,Rift Valley,is found in,60194
Papio anubis,Ethiopia,is found in,60194
Cercopithecus aethiops,Ethiopia,is found in,60194
Papio anubis,Trichuris sp.,hosts,60194
Papio anubis,Strongyloides sp.,hosts,60194
Papio anubis,Trichostrongylus sp.,hosts,60194
Papio anubis,Oesophagostomum sp.,hosts,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Papio anubis,Entamoeba coli,hosts,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Papio anubis,Blastocystis hominis,hosts,60194
Papio anubis,Cyclospora sp.,hosts,60194
Papio anubis,Cryptosporidium sp.,hosts,60194
Cercopithecus aethiops,Trichuris sp.,hosts,60194
Cercopithecus aethiops,Oesophagostomum sp.,hosts,60194
Cercopithecus aethiops,Entamoeba coli,hosts,60194
Cercopithecus aethiops,Entamoeba histolytica/dispar,hosts,60194
Cercopithecus aethiops,Blastocystis hominis,hosts,60194
Cercopithecus aethiops,Cyclospora sp.,hosts,60194
Cercopithecus aethiops,Cryptosporidium sp.,hosts,60194
faecal samples,Trichuris sp.,examined,60194
faecal samples,Strongyloides sp.,examined,60194
faecal samples,Trichostrongylus sp.,examined,60194
faecal samples,Oesophagostomum sp.,examined,60194
faecal samples,Schistosoma mansoni,examined,60194
faecal samples,Entamoeba coli,examined,60194
faecal samples,Entamoeba histolytica/dispar,examined,60194
faecal samples,Blastocystis hominis,examined,60194
faecal samples,Cyclospora sp.,examined,60194
faecal samples,Cryptosporidium sp.,examined,60194
faecal smears,faecal samples,prepared from,60194
faecal samples,10% formalin,preserved in,60194
faecal samples,ova,examined,60194
faecal samples,larvae,examined,60194
faecal samples,cysts,examined,60194
faecal samples,oocyst,examined,60194
Papio anubis,water sources,uses,60194
Cercopithecus aethiops,water sources,uses,60194
Papio anubis,human habitats,ranges in,60194
Cercopithecus aethiops,human habitats,ranges in,60194
Human,Opisthorchis viverrini,infects,60248
Human,Strongyloides stercoralis,infects,60248
Opisthorchis viverrini,helminth,is a,60248
Strongyloides stercoralis,helminth,is a,60248
Strongyloides fuelleborni,helminth,is a,60248
Haplorchis sp.,intestinal fluke,is a,60248
long-tailed macaques,Strongyloides fuelleborni,hosts,60248
long-tailed macaques,Haplorchis sp.,hosts,60248
forest parks,north-eastern Thailand,located in,60248
Human,human-modified habitats,modifies,60248
human-modified habitats,human-provided food,associated with,60248
long-tailed macaques,ground,forage in,60248
long-tailed macaques,human-provided food,consume,60248
Human,long-tailed macaques,influences,60248
long-tailed macaques,human-modified habitats,have contact with,60248
long-tailed macaques,human-provided food,have contact with,60248
long-tailed macaques,Human,have contact with,60248
Human,zoonotic helminth infection,causes,60248
human-modified habitats,zoonotic helminth infection,causes,60248
human-provided food,zoonotic helminth infection,causes,60248
black howler monkeys,Alouatta pigra,is the common name of,60137
Alouatta pigra,black howler monkeys,is the scientific name of,60137
Belize,Alouatta pigra,is a location where,60137
Mexico,Alouatta pigra,is a location where,60137
Controrchis biliophilus,Alouatta pigra,infects,60137
Alouatta pigra,Controrchis biliophilus,hosts,60137
Trypanoxyuris minutus,Alouatta pigra,infects,60137
Alouatta pigra,Trypanoxyuris minutus,hosts,60137
Giardia sp.,Alouatta pigra,infects,60137
Alouatta pigra,Giardia sp.,hosts,60137
Entamoeba sp.,Alouatta pigra,infects,60137
Alouatta pigra,Entamoeba sp.,hosts,60137
Giardia duodenalis,G. lamblia,is a synonym of,60137
Giardia duodenalis,G. intestinalis,is a synonym of,60137
Giardia duodenalis,Alouatta pigra,infects,60137
people,Giardia duodenalis,can transmit,60137
domestic animals,Giardia duodenalis,can transmit,60137
Alouatta pigra,human settlements,lives near,60137
50,Alouatta pigra,number of,60137
Assemblages A and B,Giardia duodenalis,detected in,60137
howler monkey,Alouatta palliata,is,60134
spider monkey,Ateles geoffroyi,is,60134
Alouatta palliata,tropical dry forest,lives in,60134
Ateles geoffroyi,tropical dry forest,lives in,60134
tropical dry forest,Costa Rica,is in,60134
Controrchis sp.,Alouatta palliata,infects,60134
Controrchis sp.,males,infects,60134
Controrchis sp.,lactating females,infects,60134
Trypanoxyuris sp.,Alouatta palliata,infects,60134
Alouatta palliata,Controrchis sp.,hosts,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
males,Alouatta palliata,are,60134
lactating females,Alouatta palliata,are,60134
gastrointestinal parasites,chacma baboons,found in,60321
gastrointestinal parasites,Papio ursinus,found in,60321
chacma baboons,Papio ursinus,common name of,60321
Papio ursinus,chacma baboons,scientific name of,60321
fecal samples,gastrointestinal parasites,used to describe,60321
chacma baboons,terrestrial subtropical vertebrate,are,60321
chacma baboons,desert population,are,60321
individual age,convex relationship,has a,60321
Phocascaris cystophorae,hooded seal,is a parasite of,59994
Phocascaris cystophorae,Nematoda,is a member of,59994
Phocascaris cystophorae,Anisakidae,is a member of,59994
Phocascaris cystophorae,stomach,lives in,59994
hooded seal,Phocascaris cystophorae,is a host of,59994
Phocascaris cystophorae,Contracaecum osculatum,is compared to,59994
Phocascaris,Contracaecum osculatum,is compared to,59994
eastern spotted skunks,Spilogale putorius,is,60365
eastern spotted skunks,west-central Arkansas,captured from,60365
eastern spotted skunks,feces,produced,60365
feces,endoparasite,contained,60365
endoparasite,nematodes,includes,60365
endoparasite,protozoa,includes,60365
Spilogale putorius,small carnivore species,is,60365
eastern spotted skunks,small carnivore species,is,60365
male,chamois,sex of,60360
chamois,Rupicapra rupicapra rupicapra,species,60360
parasites,host,linked with,60360
host,trophic interaction,involved in,60360
trophic interaction,host,impacts,60360
trophic interaction,parasites,impacts,60360
host,communities,influences,60360
communities,biodiversity,related to,60360
sex,life history strategy,determines,60360
sex-associated hormones,immunocompetence,may influence,60360
field study,chamois,conducted on,60360
chamois,gastrointestinal helminths,infested by,60360
chamois,lung helminths,infested by,60360
gastrointestinal helminths,parasites,type of,60360
lung helminths,parasites,type of,60360
testosterone,androgen,type of,60360
epiandrosterone,androgen,type of,60360
hormone levels,sex dependent parasite susceptibility,impact,60360
seasonal patterns,hormone levels,detected in,60360
seasonal patterns,parasite counts,detected in,60360
lungworm larvae,cortisol metabolite levels,output correlated with,60360
gastrointestinal nematodes,hormone levels,output not correlated with,60360
Florida panthers,Puma concolor coryi,are,60352
Puma concolor coryi,Florida panthers,is,60352
Florida panthers,six counties,collected from,60352
six counties,southern Florida,located in,60352
Gastrointestinal helminths,Florida panthers,found in,60352
Florida panthers,Gastrointestinal helminths,examined for,60352
treated panthers,anthelmintics,received,60352
Florida panther population,Mesocestoides sp.,may not have,60352
Lungworms,coyotes,infects,60155
Filaroides osleri,coyotes,infects,60155
Capillaria aerophila,coyotes,infects,60155
coyotes,Filaroides osleri,hosts,60155
coyotes,Capillaria aerophila,hosts,60155
Canis latrans,coyotes,common name of,60155
coyotes,Great Plains,found in,60155
coyotes,Oklahoma,found in,60155
coyotes,Colorado,found in,60155
coyotes,Wyoming,found in,60155
coyotes,Iowa,found in,60155
coyotes,South Dakota,found in,60155
coyotes,Nebraska,found in,60155
coyotes,Texas,found in,60155
coyotes,Kansas,found in,60155
trachea,bronchial trees,part of,60155
Filaroides osleri,cysts,detected by,60155
bronchi,bronchial trees,part of,60155
Filaroides osleri,trachea,present in,60155
Filaroides osleri,bronchi,present in,60155
Capillaria aerophila,bronchi,present in,60155
Helminth fauna,Eurasian lynx,found in,60242
Helminth fauna,Lynx lynx,found in,60242
Eurasian lynx,Diphyllobothrium latum,hosts,60242
Eurasian lynx,Taenia pisiformis,hosts,60242
Eurasian lynx,Taenia laticollis,hosts,60242
Eurasian lynx,Taenia hydatigena,hosts,60242
Eurasian lynx,Taenia taeniaeformis,hosts,60242
Eurasian lynx,Toxocara cati,hosts,60242
Eurasian lynx,Trichinella spp.,hosts,60242
Eurasian lynx,Capillaria spp.,hosts,60242
Diphyllobothrium latum,Eurasian lynx,infects,60242
Taenia pisiformis,Eurasian lynx,infects,60242
Taenia laticollis,Eurasian lynx,infects,60242
Taenia hydatigena,Eurasian lynx,infects,60242
Taenia taeniaeformis,Eurasian lynx,infects,60242
Toxocara cati,Eurasian lynx,infects,60242
Trichinella spp.,Eurasian lynx,infects,60242
Capillaria spp.,Eurasian lynx,infects,60242
5%,Diphyllobothrium latum,prevalence of,60242
100%,Taenia pisiformis,prevalence of,60242
41%,Taenia laticollis,prevalence of,60242
3%,Taenia hydatigena,prevalence of,60242
3%,Taenia taeniaeformis,prevalence of,60242
68%,Toxocara cati,prevalence of,60242
22%,Trichinella spp.,prevalence of,60242
Aleutian Disease Virus,European mink,infects,60035
European mink,Aleutian Disease Virus,hosts,60035
Aleutian Disease Virus,parvovirus,is a,60035
European mink,mustelid,is a,60035
European mink,Navarra,is found in,60035
European mink,Spain,is found in,60035
European mink,seven rivers,is found in,60035
European mink,Spain,is found in,60035
74%,European mink,percentage of,60035
canine distemper virus,European mink,infects,60035
pulmonary adiaspiromycosis,European mink,affects,60035
Elaeophora elaphi,Elaeophorosis,causes,60186
Elaeophora elaphi,Cervus elaphus,infects,60186
Cervus elaphus,Elaeophora elaphi,hosts,60186
red deer,Cervus elaphus,common name of,60186
Cervus elaphus,red deer,latin name of,60186
fallow deer,Dama dama,common name of,60186
Dama dama,fallow deer,latin name of,60186
Toledo Province,Elaeophorosis,location of,60186
Spain,Toledo Province,location of,60186
Spain,Elaeophorosis,location of,60186
October 1994,Elaeophorosis,start date of,60186
September 1995,Elaeophorosis,end date of,60186
fall,Elaeophorosis,period of,60186
early spring,Elaeophorosis,period of,60186
nine,Cervus elaphus,number of,60186
151,Cervus elaphus,total number of,60186
two,Elaeophora elaphi,minimum number of,60186
18,Elaeophora elaphi,maximum number of,60186
