source,target,relation_type,doc_id
parapoxviruses,orf virus,caused by,29
parapoxviruses,bovine papular stomatitis virus,caused by,29
orf virus,Japanese serows,has relationship with,29
bovine papular stomatitis virus,Japanese serows,has relationship with,29
sheep,parapoxviruses,infected by,29
goats,parapoxviruses,infected by,29
Lutra lutra,Phagicola sp.,is infected by,30
Lutra lutra,Aonchotheca putorii,is infected by,30
Lutra lutra,Eucoleus schvalovoj,is infected by,30
Lutra lutra,Strongyloides lutrae,is infected by,30
Lutra lutra,Anisakis,is infected by,30
Lutra lutra,Dirofilaria immitis,is infected by,30
Lutra lutra,Gigantorhynchus sp.,is infected by,30
Lutra lutra,France,is found in,30
Lutra lutra,Portugal,is found in,30
Lutra lutra,Spain,is found in,30
Lutra lutra,Iberian Peninsula,is found in,30
Lutra lutra,Europe,is found in,30
Buffalo,African horse sickness virus,has antibodies to,31
Buffalo,African swine fever virus,has antibodies to,31
Wildebeest,African horse sickness virus,has antibodies to,31
Topi,African horse sickness virus,has antibodies to,31
Zebra,African horse sickness virus,has antibodies to,31
Wart hog,African swine fever virus,has antibodies to,31
African horse sickness virus,Zebra,infects,31
African swine fever virus,Wart hog,infects,31
Cryptosporidium,Non-human primates,infects,32
Cryptosporidium,Toque macaques,infects,32
Cryptosporidium,Gray langurs,infects,32
Cryptosporidium,Purple-faced langurs,infects,32
Cryptosporidium,Entamoeba spp.,co-infects,32
Cryptosporidium,Iodamoeba,co-infects,32
Cryptosporidium,Chilomastix,co-infects,32
Cryptosporidium,Balantidium spp.,co-infects,32
Cryptosporidium,Enterobius,co-infects,32
Cryptosporidium,Strongyloides,co-infects,32
Human,Cryptosporidium,transmits,32
Livestock,Cryptosporidium,transmits,32
Cyclospora cayetanensis,Dogs,infects,33
Cyclospora cayetanensis,Chickens,infects,33
Cyclospora cayetanensis,Monkeys,infects,33
Cyclospora cayetanensis,Humans,infects,33
Dogs,Cyclospora cayetanensis,can be infected by,33
Chickens,Cyclospora cayetanensis,can be infected by,33
Monkeys,Cyclospora cayetanensis,can be infected by,33
Humans,Cyclospora cayetanensis,can be infected by,33
C. cayetanensis,Humans,is a reservoir host for,33
Felis rufus,Toxoplasma gondii,infected by,34
Hepatocystis,Colobus guereza,infects,35
Hepatocystis,Cercopithecus mitis,infects,35
Hepatocystis,Lophocebus albigena,infects,35
Hepatocystis,Papio anubis,infects,35
Hepatocystis,Procolobus rufomitratus,infects,35
Hepatocystis,Cercopithecus ascanius,infects,35
Hepatocystis,Papio anubis,crosses species barriers,35
Hepatocystis,Procolobus rufomitratus,crosses species barriers,35
Burchell's zebra,Equid herpesvirus 9,is host to,36
Thomson's gazelles,Equid herpesvirus 9,is infected by,36
Burchell's zebra,Equid herpesvirus 9,exposed to,36
Burchell's zebra,Equid herpesvirus 9,latently infected with,36
bronchopulmonary nematode larvae,Spanish ibex,infects,37
Dictyocaulus spp.,Spanish ibex,infects,37
Protostrongylid larvae,Spanish ibex,infects,37
Spanish ibex,bronchopulmonary nematode larvae,hosts,37
Spanish ibex,Dictyocaulus spp.,hosts,37
Spanish ibex,Protostrongylid larvae,hosts,37
bronchopulmonary nematode larvae,Spanish ibex populations,spreads,37
Dictyocaulus spp.,Spanish ibex populations,spreads,37
Protostrongylid larvae,Spanish ibex populations,spreads,37
Spanish ibex abundance indexes,prevalence of bronchopulmonary nematode larvae,correlates with,37
Spanish ibex abundance indexes,prevalence of Dictyocaulus spp.,correlates with,37
Japanese sika deer,lancet flukes,hosts,38
lancet flukes,Dicrocoelium chinensis,similar to,38
Humans,Deltaretroviruses,is infected by,39
Simian species,Deltaretroviruses,is infected by,39
Lophocebus albigena,STLV-1,is infected by,39
Lophocebus albigena,STLV-3,is infected by,39
Cercopithecus cephus,STLV-1,is infected by,39
Cercopithecus cephus,STLV-3,is infected by,39
Deltaretroviruses,Primate T-cell lymphotropic viruses,has relationship with,39
Lynx pardinus,Brachylaima sp.,hosts,40
Lynx pardinus,Taenia pisiformis,hosts,40
Lynx pardinus,T. polyacantha,hosts,40
Lynx pardinus,T. taeniaeformis,hosts,40
Lynx pardinus,Mesocestoides litteratus,hosts,40
Lynx pardinus,Eucoleus aerophilus,hosts,40
Lynx pardinus,Ancylostoma tubaeforme,hosts,40
Lynx pardinus,Toxocara cati,hosts,40
Lynx pardinus,Toxascaris leonina,hosts,40
Lynx pardinus,Vegisospirura potekhina potekhina,hosts,40
Lynx pardinus,Mastophorus muris,hosts,40
Lynx pardinus,Physaloptera praeputialis,hosts,40
Lynx pardinus,L. canadensis,compared with,40
Lynx pardinus,L. rufus,compared with,40
Lynx pardinus,L. lynx,compared with,40
blue wildebeest,Brucella spp.,infected by,41
African buffalo,Brucella spp.,infected by,41
blue wildebeest,cattle,shares grazing and watering areas with,41
African buffalo,cattle,shares grazing and watering areas with,41
Masai people,cattle,has cattle,41
Lutra lutra,Isospora lutrae,is infected by,42
Isospora lutrae,Eimeriidae,is a member of,42
Isospora lutrae,Apicomplexa,is a species of,42
Lutra lutra,Isospora lutrae,is a host of,42
Extremadura,Lutra lutra,is the origin of,42
Spain,Extremadura,is the location of,42
Seals,Parapoxviruses,are infected by,43
Sea lions,Parapoxviruses,are infected by,43
Phocidae,Parapoxviruses,are infected by,43
Otariidae,Parapoxviruses,are infected by,43
Pinniped,Parapoxviruses,is infected by,43
Atlantic pinnipeds,Parapoxviruses,are infected by,43
Pacific pinnipeds,Parapoxviruses,are infected by,43
Phocids,Parapoxviruses,are infected by,43
Otariids,Parapoxviruses,are infected by,43
Parapoxviruses,Phocidae,infect,43
Parapoxviruses,Otariidae,infect,43
Parapoxviruses,multiple species within a phylogenetic family,are capable of infecting,43
Roe deer,Bovine viral diarrhea virus,has relationship with,44
Roe deer,Pestivirus,has relationship with,44
Red deer,Bovine viral diarrhea virus,has relationship with,44
Red deer,Pestivirus,has relationship with,44
Fallow deer,Bovine viral diarrhea virus,has relationship with,44
Fallow deer,Pestivirus,has relationship with,44
Cervidae,Bovine viral diarrhea virus,has relationship with,44
Cervidae,Pestivirus,has relationship with,44
Cattle,Pestivirus,has relationship with,44
human,T-cell leukemia/lymphotropic virus type I,harbors,45
simian,T-cell leukemia/lymphotropic virus type I,harbors,45
T-cell leukemia/lymphotropic virus type I,primate species,transmitted between,45
STLV-I,primate species,transmitted between,45
HTLV-I,primate species,transmitted between,45
Asia,Asian primate species,located in,45
Africa,primate species,located in,45
Zaire,primate species,located in,45
Melanesia,primate species,located in,45
Ethiopian baboons,Simian T-lymphotropic virus type L,hosts,46
Simian T-lymphotropic virus type L,Hamadryas baboons,infects,46
Simian T-lymphotropic virus type L,Baboons that are hybrids between hamadryas and anubis baboons,infects,46
Simian T-lymphotropic virus type L,Grivet monkeys,infects,46
Human T-cell leukemia viruses,Simian T-lymphotropic virus type L,are related to,46
STLVs,HTLVs,are related to,46
STLV-L,Simian T-lymphotropic virus,is a type of,46
Japanese serow,Parapoxvirus,is infected by,47
Japanese serow,Parapoxvirus,carries,47
Japanese serow,Parapoxvirus,is a reservoir for,47
Japanese serow,Parapoxvirus,transmits,47
Japanese serow,Parapoxvirus,hosts,47
grey seals,parapox,infected by,48
pups,parapox,infected by,48
parapox,grey seals,present in,48
parapox virus,parapox,causes,48
grey seals,Cornwall,found in,48
pups,seal rehabilitation centre,cared for at,48
parapox,grey seals,outbreak in,48
grey seals,North America,compared to,48
southern sea otters,Toxoplasma gondii,infected by,49
southern sea otters,acanthocephalan parasites,infected by,49
shark,southern sea otters,attacks,49
Toxoplasma gondii,encephalitis,causes,49
acanthocephalan parasites,peritonitis,causes,49
cardiac disease,death,causes,49
shark attack,death,causes,49
Toxoplasma gondii encephalitis,cardiac disease,associated with,49
shark attack,Toxoplasma gondii encephalitis,coupled with,49
Patas monkey,Simian immunodeficiency virus,infected by,50
Patas monkey,African green monkeys,has relationship with,50
African green monkeys,Patas monkey,transmit to,50
Simian immunodeficiency virus,HIV-2,is similar to,50
pamG31,SIVagm sabaeus,is similar to,50
pamG31,SIVagm,is similar to,50
SIVagm,SIVagm sabaeus,is similar to,50
Patas monkey,pamG31,has virus isolated from,50
African green monkeys,SIVagm,has virus isolated from,50
Patas monkey,African green monkeys,has genetic relatedness with,50
Hawaiian monk seal,phocine herpesvirus-1,has antibodies to,51
Hawaiian monk seal,Leptospira bratislava,has antibodies to,51
Hawaiian monk seal,L. hardjo,has antibodies to,51
Hawaiian monk seal,L. icterohaemorrhagiae,has antibodies to,51
Hawaiian monk seal,L. pomona,has antibodies to,51
Hawaiian monk seal,Brucella spp.,has antibodies to,51
Hawaiian monk seal,B. canis,has antibodies to,51
Hawaiian monk seal,Chlamydophila abortus,has antibodies to,51
Hawaiian monk seal,Toxoplasma gondii,has antibodies to,51
Hawaiian monk seal,Dirofilaria immitis,has antibodies to,51
Hawaiian monk seal,morbilliviruses,has no serologic evidence of exposure to,51
Hawaiian monk seal,influenza A virus,has no serologic evidence of exposure to,51
Hawaiian monk seal,canine adenovirus,has no serologic evidence of exposure to,51
Hawaiian monk seal,caliciviruses,has no serologic evidence of exposure to,51
Mycobacterium bovis,white-tailed deer,infects,52
white-tailed deer,Mycobacterium bovis,hosts,52
Michigan,tuberculosis testing,location of,52
Odocoileus virginianus,white-tailed deer,is a species of,52
red deer,Spiculopteragia asymmetrica,is infected by,53
red deer,Spiculopteragia quadrispiculata,is infected by,53
red deer,Ostertagia leptospicularis,is infected by,53
red deer,Ostertagia kolchida,is infected by,53
red deer,Ostertagia drozdzi,is infected by,53
red deer,Ostertagia ryjikovi,is infected by,53
Spiculopteragia asymmetrica,red deer,infects,53
Spiculopteragia quadrispiculata,red deer,infects,53
Ostertagia leptospicularis,red deer,infects,53
Ostertagia kolchida,red deer,infects,53
Ostertagia drozdzi,red deer,infects,53
Ostertagia ryjikovi,red deer,infects,53
Ovis dalli,Protostrongylus odocoilei,is infected by,54
Ovis dalli,Protostrongylus stilesi,is infected by,54
Ovis dalli,Arcanobacterium pyogenes,is infected by,54
Ovis dalli,Pasteurella sp.,is infected by,54
Ovis dalli,Mannheimia sp.,is infected by,54
Protostrongylus odocoilei,Ovis dalli,infects,54
Protostrongylus stilesi,Ovis dalli,infects,54
Arcanobacterium pyogenes,Ovis dalli,infects,54
Pasteurella sp.,Ovis dalli,infects,54
Mannheimia sp.,Ovis dalli,infects,54
Golden lion tamarins,Trypanosoma cruzi,infected by,55
Trypanosoma cruzi,Golden lion tamarins,infects,55
T. cruzi,Cardiac abnormalities,causes,55
T. cruzi,T wave low voltage,causes,55
T. cruzi,R wave low voltage,causes,55
T. cruzi,V3S wave high voltage,causes,55
T. cruzi,High proportion of seric cardiac creatine kinase,causes,55
T. cruzi,Significantly higher seric mean total protein,causes,55
marine mammals,Brucella,infected by,56
Brucella,minke whales,found in,56
minke whales,Brucella,infected by,56
Brucella,antibodies,has surface lipopolysaccharide,56
antibodies,marine mammals,found in,56
SA12,SV40-polyoma subgroup,is a member of,57
SA12,simian virus 40,is related to,57
SA12,chacma baboons,infects,57
SA12,South African vervet monkey,infects,57
SA12,rhesus kidney cells,infects,57
SA12,kidney cells,transforms,57
SA12,hamsters,produces tumors in,57
SA12,SV40,has reciprocal cross-reactivity with,57
SA12,Papio ursinus,has neutralizing antibodies to,57
SA12,Cercopithecus pygerythrus,has neutralizing antibodies to,57
Trypanosoma cruzi,Leontopithecus rosalia,infects,58
Trypanosoma cruzi,L. chrysomelas,infects,58
Prosthenorchis sp.,Leontopithecus rosalia,infects,58
Prosthenorchis sp.,L. chrysomelas,infects,58
Spiruridae,Leontopithecus rosalia,infects,58
Spiruridae,L. chrysomelas,infects,58
Trichostrongylidae,Leontopithecus rosalia,infects,58
Trichostrongylidae,L. chrysomelas,infects,58
Trypanosoma cruzi,Prosthenorchis sp.,has association with,58
Trypanosoma cruzi,Spiruridae,has association with,58
Trypanosoma cruzi,Trichostrongylidae,has association with,58
Free-living deer,Bovine virus diarrhea virus,hosts,59
Cattle,Bovine virus diarrhea virus,hosts,59
Cattle,Free-living deer,transmits to,59
Free-living deer,Cattle,transmits to,59
bobcats,feline lentivirus,can be infected by,60
pumas,feline lentivirus,can be infected by,60
bobcats,pumas,can infect,60
human immunodeficiency virus,simian immunodeficiency viruses,emerged from,60
Lynx rufus,Felidae,is a species of,60
Puma concolor,Felidae,is a species of,60
feline lentivirus,Lentiviridae,is a member of,60
striped skunk,Sarcocystis neurona,is infected by,61
Sarcocystis neurona,striped skunk,infects,61
striped skunk,intermediate host for Sarcocystis neurona,acts as,61
striped skunk,aberrant host for Sarcocystis neurona,acts as,61
canine distemper virus,striped skunk,infects,61
Connecticut,leptospirosis,hosts,62
raccoons,leptospirosis,hosts,62
skunks,leptospirosis,hosts,62
opossums,leptospirosis,hosts,62
gray squirrels,leptospirosis,hosts,62
Leptospira,raccoons,infects,62
Leptospira,skunks,infects,62
Leptospira,opossums,infects,62
Leptospira,gray squirrels,infects,62
raccoons,dogs,exposes,62
skunks,dogs,exposes,62
opossums,dogs,exposes,62
gray squirrels,dogs,exposes,62
dogs,humans,exposes,62
humans,humans,exposes,62
northern elephant seal,nephroliths,hosts,63
nephroliths,kidneys,infects,63
California sea lion,nephroliths,hosts,63
nephroliths,kidneys,infects,63
uric acid,nephroliths,comprises,63
ammonium urate,nephroliths,comprises,63
nephroliths,nephrolithiasis,causes,63
nephrolithiasis,northern elephant seal,affects,63
nephrolithiasis,California sea lion,affects,63
Everglades mink,Canine distemper virus,infected by,64
Everglades mink,Fakahatchee Strand Preserve State Park,collected from,64
Everglades mink,Florida,located in,64
Everglades mink,USA,located in,64
Odocoileus virginianus,Mycobacterium bovis,is infected with,65
Mycobacterium bovis,bovine tuberculosis,causes,65
hunter,white-tailed deer,harvests,65
hunter-harvested deer,lymph nodes and/or lungs,has,65
lymph nodes and/or lungs,M. bovis,contains,65
M. bovis,lymph nodes and/or lungs,is cultured from,65
North America,epidemic of M. bovis,is affected by,65
olive baboons,Strongyloides,are infected by,66
olive baboons,Trichuris,are infected by,66
lions,feline immunodeficiency virus,are infected by,67
lions,feline calicivirus,are infected by,67
lions,feline herpesvirus 1,are infected by,67
lions,feline/canine parvovirus,are infected by,67
lions,feline infectious peritonitis virus,are infected by,67
lions,canine distemper virus,are infected by,67
lions,feline leukemia virus,are not infected by,67
bighorn sheep,Elaeophora schneideri,infected with,68
bighorn sheep,mule deer,coexist with,68
Elaeophora schneideri,bighorn sheep,infects,68
Midwestern white-tailed deer,Neospora caninum,is infected with,69
Neospora caninum,Midwestern white-tailed deer,is detected in,69
White-tailed deer,Neospora caninum,is infected with,69
Neospora caninum,White-tailed deer,maintains its life cycle in,69
N. caninum surface antigens,antibodies,are recognized by,69
antibodies,blood samples,are detected in,69
blood samples,deer carcasses,are collected from,69
deer carcasses,White-tailed deer,are from,69
Papio cynocephalus anubis,Cryptosporidium,hosts,70
Papio cynocephalus anubis,Giardia,hosts,70
Papio cynocephalus anubis,Eimeria,hosts,70
Papio cynocephalus anubis,Ascaris spp.,hosts,70
Papio cynocephalus anubis,Strongyloides spp.,hosts,70
Papio cynocephalus anubis,Trichuris spp.,hosts,70
Papio cynocephalus anubis,Hymenolepis spp.,hosts,70
Papio cynocephalus anubis,Ternidens diminuta,hosts,70
Gorilla gorilla berengei,Cryptosporidium,hosts,70
Gorilla gorilla berengei,Giardia,hosts,70
Gorilla gorilla berengei,Strongyloides spp.,hosts,70
Gorilla gorilla berengei,Trichuris spp.,hosts,70
Bwindi Impenetrable National Park,Uganda,located in,70
Rocky Mountain bighorn sheep,Protostrongylus spp.,infected by,71
Protostrongylus spp.,Rocky Mountain bighorn sheep,found in,71
Fenbendazole,Protostrongylid lungworms,used to treat,71
Rocky Mountain bighorn sheep,Fenbendazole-medicated salt,exposed to,71
Stillwater bighorn winter range,Fenbendazole-medicated salt,location of,71
Montana,Stillwater bighorn winter range,location of,71
USA,Montana,location of,71
Neospora caninum,Black-tailed deer,infects,72
Neospora caninum,Mule deer,infects,72
Toxoplasma gondii,Black-tailed deer,infects,72
Black-tailed deer,Neospora caninum,hosts,72
Mule deer,Neospora caninum,hosts,72
Black-tailed deer,Toxoplasma gondii,hosts,72
Hawaiian monk seals,Brucella spp.,hosts,73
Brucella spp.,Hawaiian monk seals,infects,73
BPAT,antibodies to Brucella spp.,detects,73
I-ELISA,antibodies to Brucella spp.,detects,73
C-ELISA,antibodies to Brucella spp.,detects,73
FPA,antibodies to Brucella spp.,detects,73
Dall's sheep,Parelaphostrongylus odocoilei,is infected by,74
Dall's sheep,Protostrongylus stilesi,is infected by,74
Parelaphostrongylus odocoilei,Dall's sheep,infects,74
Protostrongylus stilesi,Dall's sheep,infects,74
Deroceras laeve,Parelaphostrongylus odocoilei,is infected by,74
Deroceras reticulatum,Parelaphostrongylus odocoilei,is infected by,74
Rio Negro virus,Argentina,circulates in,75
Rio Negro virus,Córdoba,is detected in,75
Rio Negro virus,acute febrile illness in humans,is associated with,75
Mosquitoes,Rio Negro virus,are infected with,75
Rodents,Rio Negro virus,are infected with,75
Humans,Rio Negro virus,are infected with,75
Humans,Rio Negro virus,have antibodies to,75
Myodes,Hantavirus,carries,76
Microtus,Hantavirus,carries,76
Myodes rufocanus,Hokkaido virus,carries,76
Microtus fortis,Vladivostok virus,carries,76
Microtus oeconomus,Vladivostok virus,carries,76
Myodes rufocanus,Puumala virus,is similar to,76
