source,target,relation_type,doc_id
Vaccinia virus,Medical treatment,is treated by,3
Pseudocowpox virus,Medical treatment,is treated by,3
SIV,Sooty Mangabey,infects,4
SIVsm,Sooty Mangabey,infects,4
Sooty Mangabey,SIV,hosts,4
Sooty Mangabey,SIVsm,hosts,4
SIV,Sooty Mangabey,found in,4
SIVsm,Sooty Mangabey,found in,4
SIV,Virus Load,detected by,4
SIVsm,Virus Load,detected by,4
SIV,AIDS,causes,4
SIVsm,AIDS,causes,4
B-cell Lymphoma,SIV,affected by,4
AIDS,SIV,affected by,4
AIDS,SIVsm,affected by,4
bats,adeno-associated viruses,hosts,5
China,bats,found in,5
faecal swab samples,bats,collected from,5
adeno-associated viruses,bats,infects,5
BtAAV-YNM,faecal swab samples,detected in,5
BtAAV-YNM,primate AAVs,relatively distant to,5
BtAAV-YNM,porcine AAV strain Po3,phylogenetically closer to,5
bat AAV samples,remarkably large genetic diversity,showed,5
bat AAV samples,co-presence of multiple distinctive genotypes,had,5
bat AAV samples,average pairwise nucleotide identity of only 84.3%,had,5
Avian myelocytomatosis virus,Chicken,infects,6
MC29,Chicken,infects,6
HBI,Chicken,infects,6
HBI,Lymphoid tumors,hosts,6
Lymphoid leukosis virus,Chicken,infects,6
Myc gene,Lymphoid tumors,causes,6
c-myc gene,Lymphoid tumors,causes,6
v-myc gene,Lymphoid tumors,causes,6
HBI,Myc gene,has property,6
HBI,c-myc sequences,has property,6
HBI,v-myc sequences,has property,6
HBI,Proviral DNA,detects,6
HBI,Gag-myc fusion protein,detects,6
HBI,p 108,detects,6
Type D retrovirus,Macaque,infects,7
Type D retrovirus,Macaca cyclopis,hosts,7
Mason-Pfizer monkey virus,Macaca mulatta,infects,7
Bovine foamy virus,Cattle,infects,8
Bovine foamy virus,Bovine,hosts,8
Bovine foamy virus,Cells,hosts,8
Bovine foamy virus,Introns,lacks,8
Bovine foamy virus,Env protein,expresses,8
Bovine foamy virus,Novel mode,develops,8
Germany,Bovine foamy virus,found in,8
Poland,Bovine foamy virus,found in,8
East Germany,Bovine foamy virus,found in,8
China,Bovine foamy virus,found in,8
United States,Bovine foamy virus,found in,8
Simian foamy virus,Apes,infects,9
Simian foamy virus,Humans,infects,9
Apes,Simian foamy virus,hosts,9
Humans,Simian foamy virus,hosts,9
Nonhuman primates,Simian foamy virus,hosts,9
Gorillas,Simian foamy virus,hosts,9
Chimpanzees,Simian foamy virus,hosts,9
Monkeys,Simian foamy virus,hosts,9
Rural Cameroon,Simian foamy virus,found in,9
Southern Cameroon,Simian foamy virus,found in,9
Central Africa,Simian foamy virus,found in,9
HPIV3,Baboons,infects,10
HPIV3,Vervet monkeys,infects,10
Baboons,HPIV3,hosts,10
Vervet monkeys,HPIV3,hosts,10
Zambia,Wild nonhuman primates,found in,10
Simian immunodeficiency virus,African green monkeys,infects,11
Simian immunodeficiency virus,Sooty mangabey monkeys,infects,11
Simian immunodeficiency virus,Asian macaques,infects,11
African green monkeys,Simian immunodeficiency virus,hosts,11
Sooty mangabey monkeys,Simian immunodeficiency virus,hosts,11
Asian macaques,Simian immunodeficiency virus,hosts,11
Simian immunodeficiency virus,AIDS,causes,11
Avian Sarcoma Virus Y73,Cells,infects,12
Avian Leukemia Viruses,Avian,hosts,12
Avian Leukemia Viruses,Mammalian,hosts,12
Avian Sarcoma Virus Y73,Transforming Gene (yas),contains,12
Transforming Gene (yas),Polyprotein p90,codes for,12
Polyprotein p90,p19,contains,12
Avian Sarcoma Virus Y73,Y73-associated Virus,is associated with,12
T-lymphotropic viruses,human,infects,13
HTLV-1,human,infects,13
HTLV-2,human,infects,13
STLV-1,nonhuman primates,infects,13
STLV-2,nonhuman primates,infects,13
HTLV-4,human,infects,13
HTLV-3,human,infects,13
STLV-3,nonhuman primates,infects,13
nonhuman primates,T-lymphotropic viruses,hosts,13
central Africans,HTLV-1,hosts,13
central Africans,HTLV-2,hosts,13
central Africans,HTLV-4,hosts,13
central Africans,HTLV-3,hosts,13
bushmeat hunters,NHP blood,exposed to,13
bushmeat hunters,NHP body fluids,exposed to,13
primate pets,NHP blood,exposed to,13
primate pets,NHP body fluids,exposed to,13
HTLV,disease development,causes,13
STLV,disease development,causes,13
pandemic retrovirus emergence,HTLV,affected by,13
HTLV diagnosis,HTLV-1,affected by,13
blood screening,HTLV-1,affected by,13
disease development,HTLV-1,affected by,13
surveillance,HTLV-1,affected by,13
interventions,primate hunting,affected by,13
Flavobacterium columnare,Fish,infects,14
Flavobacterium columnare,Genomovar I,hosts,14
Flavobacterium columnare,Genomovar II,hosts,14
Flavobacterium columnare,Channel catfish,lives in,14
Flavobacterium columnare,Tilapia,lives in,14
Flavobacterium columnare,Brazil,found in,14
Flavobacterium columnare,US,found in,14
Genomovar I,Flavobacterium columnare,hosts,14
Genomovar II,Flavobacterium columnare,hosts,14
16S rDNA gene,Genetic fingerprinting,detected by,14
Intergenic spacer region,Genetic fingerprinting,detected by,14
Amplified fragment length polymorphism,Genetic fingerprinting,detected by,14
Genomovar I,Genetic differences,causes,14
Genomovar II,Genetic differences,causes,14
Jaagsiekte sheep retrovirus,Sheep,infects,15
Jaagsiekte sheep retrovirus,Goats,infects,15
Jaagsiekte sheep retrovirus,Ovine pulmonary adenocarcinoma,hosts,15
Envelope protein,Oncogene,functions as,15
Envelope protein,Transformation,induces,15
Trans-acting factor,Synthesis of Gag protein,necessary for,15
Jaagsiekte sheep retrovirus,Trans-acting factor,encodes,15
Jaagsiekte sheep retrovirus,Ovine pulmonary adenocarcinoma,causes,15
Bovine group C rotavirus,Adult cows,infects,16
Bovine group C rotavirus,Cattle,hosts,16
Yamagata,Adult cows,infects,16
Shintoku,Adult cows,infects,16
Porcine-like WD534tc,Adult cows,infects,16
Yamagata,Cattle,hosts,16
Shintoku,Cattle,hosts,16
Porcine-like WD534tc,Cattle,hosts,16
Bovine group C rotavirus,Diarrhea,causes,16
Bovine group C rotavirus,Milk production,affects,16
Francisella tularensis,Sanguinus oedipus,infects,17
Sanguinus oedipus,Francisella tularensis,hosts,17
Escherichia coli,Sanguinus oedipus,infects,17
Salmonella,Sanguinus oedipus,infects,17
Yersinia,Sanguinus oedipus,infects,17
Toxoplasma gondii,Sanguinus oedipus,infects,17
Lymphocytic choriomeningitis,Sanguinus oedipus,infects,17
Francisella tularensis,Tularemia,causes,17
Francisella tularensis,F. tularensis-specific PCR,detected by,17
Sanguinus oedipus,Malaise,experienced,17
Sanguinus oedipus,Anorexia,experienced,17
Sanguinus oedipus,Mucoid nasal discharge,experienced,17
STLV,Cercocebus agilis,infects,18
STLV,Cercocebus torquatus,infects,18
STLV,Gorilla gorilla,infects,18
STLV,Cercopithecus cephus,infects,18
STLV,Miopithecus ogouensis,infects,18
STLV,Talapoins,infects,18
STLV,Mustached monkeys,infects,18
STLV,Primates,hosts,18
HTLV,Humans,infects,18
HTLV,Primates,infects,18
STLV-1,Mandrills,infects,18
STLV-1,African green monkeys,infects,18
STLV-1,Crested mona monkeys,infects,18
STLV-1,Greater spot-nosed monkeys,infects,18
STLV-3,Agile mangabeys,infects,18
STLV-1 and STLV-3,Agile mangabeys,coinfects,18
Cruoricaptor ignavus,Human,infects,19
Cruoricaptor ignavus,Blood culture,hosts,19
Cruoricaptor ignavus,Flavobacteriaceae,lives in,19
IMMIB L-12475(T),Cruoricaptor ignavus,is a strain of,19
IMMIB L-12475(T),Cruoricaptor ignavus,is a type strain of,19
IMMIB L-12475(T),DSM 25479(T),is equal to,19
IMMIB L-12475(T),CCUG 62025(T),is equal to,19
Brevundimonas vancanneytii,Patient,infects,20
Brevundimonas vancanneytii,Blood,hosts,20
Brevundimonas vancanneytii,Patient,lives in,20
Brevundimonas diminuta,Blood,hosts,20
Brevundimonas terrae,Blood,hosts,20
Brevundimonas vancanneytii,Brevundimonas diminuta,has relationship with,20
Brevundimonas vancanneytii,Brevundimonas terrae,has relationship with,20
Brevundimonas vancanneytii,Gram-negative,has property,20
Brevundimonas vancanneytii,Rod-shaped,has property,20
Brevundimonas vancanneytii,Non-spore-forming,has property,20
Brevundimonas vancanneytii,Alphaproteobacterial,has property,20
Brevundimonas vancanneytii,16S rRNA gene sequence,has measurement,20
Brevundimonas vancanneytii,G+C content,has measurement,20
Brevundimonas vancanneytii,Polar lipids,has property,20
Brevundimonas vancanneytii,Fatty acids,has property,20
Brevundimonas vancanneytii,DNA-DNA hybridization,undergoes,20
Brevundimonas vancanneytii,Physiological and biochemical tests,undergoes,20
Wohlfahrtiimonas chitiniclastica,cow,infects,21
cow,Wohlfahrtiimonas chitiniclastica,hosts,21
Wohlfahrtiimonas chitiniclastica,China,found in,21
Wohlfahrtiimonas chitiniclastica,Shandong,found in,21
Wohlfahrtiimonas chitiniclastica,16S rRNA gene sequencing,detected by,21
Wohlfahrtiimonas chitiniclastica,matrix-assisted laser desorption/ionization time-of-flight mass spectrometry,detected by,21
Wohlfahrtiimonas chitiniclastica,antimicrobial susceptibility testing,affected by,21
Wohlfahrtiimonas chitiniclastica,hoof fetlow,causes,21
cow,China,lives in,21
cow,Shandong,lives in,21
STLV,Nonhuman primates,infects,22
STLV,Cercopithecus mona,infects,22
STLV,C. nictitans,infects,22
Nonhuman primates,STLV,hosts,22
Cercopithecus mona,STLV,hosts,22
C. nictitans,STLV,hosts,22
Hunters,HTLV,hosts,22
Cameroon,Retroviruses,found in,22
Hunter-collected DBS,STLV,detects,22
PCR,STLV,detects,22
Phylogenetic analyses,STLV,analyzes,22
Porcine retrovirus,Porcine cells,infects,23
Porcine cells,Porcine retrovirus,hosts,23
Porcine retrovirus,Template-primer poly(rA).oligo(dT),requires,23
Porcine retrovirus,Mn++,requires,23
K+,RT assay,enhances,23
Na+,RT assay,enhances,23
Non-ionic detergents,RT assay,enhances,23
pH,RT assay,influences,23
Porcine retrovirus,Porcine cell lines,can be reactivated,23
Porcine cell lines,Pigs,transmits,23
Francisella noatunensis,French grunt,infects,24
Francisella noatunensis,Caesar grunt,infects,24
French grunt,Francisella noatunensis,hosts,24
Caesar grunt,Francisella noatunensis,hosts,24
Francisella noatunensis,Recirculating system,lives in,24
French grunt,Recirculating system,lives in,24
Caesar grunt,Recirculating system,lives in,24
Francisella noatunensis,Spleen,found in,24
Francisella noatunensis,Kidney,found in,24
Francisella noatunensis,Real-time PCR amplification,detected by,24
Francisella noatunensis,Modified Thayer Martin agar media,affected by,24
p47gag-crk,avian sarcoma virus CT10,infects,25
p47gag-crk,tyrosine kinases,hosts,25
p47gag-crk,phospholipase C,similar to,25
p47gag-crk,tyrosine kinases,activates,25
Human T-cell leukemia virus,African primates,infects,26
African primates,Human T-cell leukemia virus,hosts,26
Grivet monkeys,Human T-cell leukemia virus,hosts,26
Anubis baboons,Human T-cell leukemia virus,hosts,26
Hybrid offspring,Human T-cell leukemia virus,hosts,26
Ethiopia,African primates,found in,26
HTLV-I specific antigens,Indirect immunofluorescence test,detected by,26
Eulemur fulvus rufus,Lemuricola vauceli,hosts,27
Eulemur fulvus rufus,Trichuris sp.,hosts,27
Eulemur fulvus rufus,Callistoura,hosts,27
Eulemur fulvus rufus,Trichostrongylid,hosts,27
Eulemur fulvus rufus,Strongyloid,hosts,27
Eulemur fulvus rufus,Anoplocephalid cestode,hosts,27
Eulemur fulvus rufus,Dicrocoeliid trematode,hosts,27
Eulemur fulvus rufus,Entamoeba sp.,hosts,27
Eulemur fulvus rufus,Balantidium coli,hosts,27
Kirindy Forest,Madagascar,found in,27
Red-fronted lemurs,Kirindy Forest,lives in,27
Parasites,Eulemur fulvus rufus,infects,27
Fecal samples,Parasites,detected by,27
Field seasons,2006,occurred in,27
Field seasons,2007,occurred in,27
Months,Field seasons,measured in,27
Social groups,Host population,part of,27
Parasitological study,Eulemur fulvus rufus,conducted on,27
Lemur health,Parasites,affected by,27
Parasite burden,Fecal samples,measured in,27
Parapoxvirus,Japanese serows,infects,28
Japanese serows,Parapoxvirus,hosts,28
Parapoxvirus,Gifu Prefecture,lives in,28
Parapoxvirus,Japan,found in,28
Parapoxvirus,Electron microscope,detected by,28
Parapoxvirus,Enzyme-linked immunosorbent assay,detected by,28
S-1,Parapoxvirus,is a type of,28
Japanese serows,nodular or papular lesions,had,28
Virus isolations,30 animals,were attempted on,28
Viral agents,Bovine fetal testicle cell cultures,grew in,28
Antibody prevalence,Enzyme-linked immunosorbent assay,was examined by,28
Antibodies,one of 189 sera,were detected in,28
Antibody prevalence,Dec-84,was highest in,28
Antibody prevalence,20% in March 1985,declined gradually to,28
Parapoxviruses,Japanese serows,infects,29
Orf virus,Japanese serows,infects,29
Bovine papular stomatitis virus,Japanese serows,infects,29
Japanese serows,Parapoxviruses,hosts,29
Japanese serows,Orf virus,hosts,29
Japanese serows,Bovine papular stomatitis virus,hosts,29
Ishikawa-S,Bovine papular stomatitis virus,hosts,29
ORFV,Monoclonal antibodies,reacts with,29
Viral DNA,Restriction endonuclease,detected by,29
Viral DNA samples,Clinical lesions,found in,29
Envelope genes,Parapoxviruses,part of,29
Nucleotide sequences,Envelope genes,part of,29
Lutra lutra,Helminth,hosts,30
Helminth,Lutra lutra,infects,30
Phagicola sp.,Lutra lutra,found in,30
Aonchotheca putorii,Lutra lutra,found in,30
Eucoleus schvalovoj,Lutra lutra,found in,30
Strongyloides lutrae,Lutra lutra,found in,30
Anisakis,Lutra lutra,found in,30
Dirofilaria immitis,Lutra lutra,found in,30
Gigantorhynchus sp.,Lutra lutra,found in,30
Lutra lutra,France,lives in,30
Lutra lutra,Portugal,lives in,30
Lutra lutra,Spain,lives in,30
Lutra lutra,Iberian Peninsula,lives in,30
Lutra lutra,Europe,lives in,30
Eucoleus schvalovoj,Helminth fauna,dominates,30
Strongyloides lutrae,Iberian Peninsula,is more prevalent in,30
Ritchie,Formalin-ether concentration method,developed,30
Pathogenic agents,Wild species,infects,31
Wild species,Antibodies,hosts,31
Syncerus caffer,Bovine herpes virus,hosts,31
Connochaetes taurinus,Bovine herpes virus,hosts,31
Damaliscus korrigum,Bovine herpes virus,hosts,31
Zebra,African horse sickness,hosts,31
Wart hog,African swine fever,hosts,31
Wild species,Tanzania,found in,31
Game areas,Tanzania,found in,31
Cryptosporidium,Wild non-human primates,infects,32
Cryptosporidium,Toque macaques,infects,32
Cryptosporidium,Gray langurs,infects,32
Cryptosporidium,Purple-faced langurs,infects,32
Entamoeba spp.,Wild non-human primates,hosts,32
Iodamoeba,Wild non-human primates,hosts,32
Chilomastix,Wild non-human primates,hosts,32
Balantidium spp.,Wild non-human primates,hosts,32
Enterobius,Wild non-human primates,hosts,32
Strongyloides,Wild non-human primates,hosts,32
Cryptosporidium,Water,found in,32
Cryptosporidium,Human feces,found in,32
Cryptosporidium,Livestock,found in,32
Cryptosporidium,Coprologic survey,detected by,32
Cryptosporidiosis,Disease,causes,32
Public health,Cryptosporidiosis,affected by,32
Wildlife conservation management,Cryptosporidiosis,affected by,32
Cyclospora cayetanensis,Humans,infects,33
Cyclospora cayetanensis,Dogs,infects,33
Cyclospora cayetanensis,Chickens,infects,33
Cyclospora cayetanensis,Monkeys,infects,33
Cyclospora cayetanensis,Feces,hosts,33
Dogs,Cyclospora cayetanensis,hosts,33
Chickens,Cyclospora cayetanensis,hosts,33
Monkeys,Cyclospora cayetanensis,hosts,33
FTA filter-base polymerase chain reaction,Cyclospora cayetanensis,detects,33
Microscopy,Cyclospora cayetanensis,detects,33
Polymerase chain reaction,Cyclospora cayetanensis,detects,33
Restriction fragment length polymorphism,Cyclospora cayetanensis,detects,33
Multiplex PCR assay,Cyclospora cayetanensis,detects,33
Cyclospora cayetanensis,Cyclosporiasis,causes,33
Ingestion,Acquisition of cyclosporiasis,causes,33
Fresh produce,Mature sporulated oocysts,contaminated with,33
Water sources,Mature sporulated oocysts,contaminated with,33
Toxoplasma gondii,Felis rufus,infects,34
Felis rufus,Toxoplasma gondii,hosts,34
Toxoplasma gondii,Meningoencephalitis,causes,34
Toxoplasma gondii,Head pressing,causes,34
Toxoplasma gondii,Stupor,causes,34
Toxoplasma gondii,Intermittent seizures,causes,34
Toxoplasma gondii,Vocalization,causes,34
Toxoplasma gondii,Immunohistochemical test,detected by,34
Immunohistochemical test,Avidin-biotin,uses,34
Felis rufus,Free-ranging,lives in,34
Hepatocystis,Colobus guereza,infects,35
Hepatocystis,Cercopithecus mitis,infects,35
Hepatocystis,Lophocebus albigena,infects,35
Hepatocystis,Papio anubis,infects,35
Hepatocystis,Procolobus rufomitratus,infects,35
Hepatocystis,Cercopithecus ascanius,infects,35
Hepatocystis,Primates,hosts,35
Plasmodiidae,Malaria,includes,35
Hepatocystis,Papio anubis,co-infects,35
Hepatocystis,Procolobus rufomitratus,co-infects,35
Hepatocystis,Papio anubis,cross-species transmits,35
Hepatocystis,Procolobus rufomitratus,cross-species transmits,35
Equid herpesvirus 9,Thomson's gazelle,infects,36
Equid herpesvirus 9,Burchell's zebra,infects,36
Burchell's zebra,Equid herpesvirus 9,hosts,36
Thomson's gazelle,Equid herpesvirus 9,hosts,36
Burchell's zebra,Serengeti ecosystem,lives in,36
Thomson's gazelle,Serengeti ecosystem,lives in,36
Equid herpesvirus 9,Encephalitis,causes,36
Burchell's zebra,Trigeminal ganglia,has,36
Thomson's gazelle,Trigeminal ganglia,has,36
bronchopulmonary nematode larvae,Spanish ibex,infects,37
Spanish ibex,bronchopulmonary nematode larvae,hosts,37
Protostrongylid,Spanish ibex,infects,37
Dictyocaulus spp.,Spanish ibex,infects,37
Spanish ibex,Castilla-La Mancha,lives in,37
Spanish ibex,Spain,lives in,37
bronchopulmonary nematode larvae,Faecal samples,found in,37
Protostrongylid,Faecal samples,found in,37
Dictyocaulus spp.,Faecal samples,found in,37
Spanish ibex,Parasite spreading,affected by,37
Spanish ibex,Host density-dependent processes,affected by,37
Spanish ibex,Host-parasite patterns,affected by,37
Spanish ibex,Health risk,causes,37
Health surveillance scheme,bronchopulmonary outputs,uses,37
parrot bornavirus 5,Palm cockatoo,infects,38
Palm cockatoo,parrot bornavirus 5,hosts,38
parrot bornavirus 5,Palm cockatoo,isolated from,38
parrot bornavirus 5,aquatic bird bornaviruses,shares nucleotide sequence identities with,38
parrot bornavirus 5,passerine bornaviruses,shares nucleotide sequence identities with,38
parrot bornavirus 5,other bornavirus,has low nucleotide sequence identities with,38
PaBV-5,parrot bornavirus 5,is,38
proventricular dilatation disease,parrot bornavirus 5,caused by,38
parrot bornavirus 5,8842 nucleotides,has complete genome sequence of,38
parrot bornavirus 5,genomic regions,has distinct 5' and 3' end sequences,38
parrot bornavirus 5,other bornavirus,has low nucleotide sequence identities with,38
Phylogenetic analysis,genomic regions,based on,38
parrot bornavirus 5,Psittaciform 2 bornavirus,is assigned to,38
Humans,HTLV,infects,39
Simian species,STLV,infects,39
Deltaretroviruses,Humans,hosts,39
Deltaretroviruses,Simian species,hosts,39
HTLV,Humans,infects,39
STLV,Simian species,infects,39
Lophocebus albigena,STLV-1,hosts,39
Lophocebus albigena,STLV-3,hosts,39
Cercopithecus cephus,STLV-1,hosts,39
Cercopithecus cephus,STLV-3,hosts,39
Cameroon,Lophocebus albigena,found in,39
Cameroon,Cercopithecus cephus,found in,39
Whole blood,HTLV,contains,39
Whole blood,STLV,contains,39
PCR,HTLV,detects,39
PCR,STLV,detects,39
Phylogenetic analysis,LTR sequences,analyzes,39
Phylogenetic analysis,pX-LTR sequences,analyzes,39
Lynx pardinus,Brachylaima sp.,hosts,40
Lynx pardinus,Taenia pisiformis,hosts,40
Lynx pardinus,T. polyacantha,hosts,40
Lynx pardinus,T. taeniaeformis,hosts,40
Lynx pardinus,Mesocestoides litteratus,hosts,40
Lynx pardinus,Eucoleus aerophilus,hosts,40
Lynx pardinus,Ancylostoma tubaeforme,hosts,40
Lynx pardinus,Toxocara cati,hosts,40
Lynx pardinus,Toxascaris leonina,hosts,40
Lynx pardinus,Vegisospirura potekhina potekhina,hosts,40
Lynx pardinus,Mastophorus muris,hosts,40
Lynx pardinus,Physaloptera praeputialis,hosts,40
Brucella spp.,blue wildebeest,infects,41
Brucella spp.,African buffalo,infects,41
blue wildebeest,Brucella spp.,hosts,41
African buffalo,Brucella spp.,hosts,41
blue wildebeest,Masai Mara,lives in,41
African buffalo,Masai Mara,lives in,41
Masai people,blue wildebeest,grazes with,41
Masai people,African buffalo,grazes with,41
blue wildebeest,cattle,shares grazing and watering areas with,41
African buffalo,cattle,shares grazing and watering areas with,41
Brucella spp.,brucellosis,causes,41
Isospora lutrae,Lutra lutra,infects,42
Lutra lutra,Isospora lutrae,hosts,42
Isospora lutrae,Extremadura,lives in,42
Isospora lutrae,Spain,lives in,42
Isospora lutrae,Oöcysts,has morphology,42
Isospora lutrae,Sporocysts,has morphology,42
Isospora lutrae,Sporozoites,has morphology,42
Isospora lutrae,Stieda bodies,has morphology,42
Isospora lutrae,Substieda bodies,has morphology,42
Isospora lutrae,Residuum,has morphology,42
Isospora lutrae,Granules,has morphology,42
Parapoxviruses,Seals,infects,43
Parapoxviruses,Sea lions,infects,43
Parapoxviruses,Pinnipeds,hosts,43
Parapoxviruses,Phocidae,hosts,43
Parapoxviruses,Otariidae,hosts,43
Parapoxviruses,Atlantic pinnipeds,are found in,43
Parapoxviruses,Pacific pinnipeds,are found in,43
Parapoxviruses,Phocidae,are found in,43
Parapoxviruses,Otariidae,are found in,43
Parapoxviruses,Multiple species within a phylogenetic family,are capable of infecting,43
Parapoxviruses,Free-ranging phocids and otariids,are not commonly transmitted between,43
Phylogenetic analysis,Poxviral DNA sequences,detects,43
Phylogenetic analysis,Relationship between Parapoxviruses and Pinnipeds,shows,43
Phylogenetic family,Pinnipeds,includes,43
Genus Parapoxvirus,Parapoxviruses,includes,43
Poxvirus,Pathogen,is a type of,43
Poxviral DNA sequences,Clinical cases,are generated from,43
Earlier poxvirus isolates,Poxviral DNA sequences,are compared to,43
Phylogenetic group,Pinnipeds,is formed by,43
Pestivirus,Free-ranging deer,infects,44
Pestivirus,Captive deer,infects,44
Pestivirus,Cervidae,infects,44
Bovine viral diarrhea virus,Roe deer,infects,44
Bovine viral diarrhea virus,Red deer,infects,44
Bovine viral diarrhea virus,Fallow deer,infects,44
Bovine viral diarrhea virus,Other cervid species,infects,44
Border disease virus,Roe deer,infects,44
Free-ranging deer,Pestivirus,hosts,44
Captive deer,Pestivirus,hosts,44
Cervidae,Pestivirus,hosts,44
Roe deer,Bovine viral diarrhea virus,hosts,44
Red deer,Bovine viral diarrhea virus,hosts,44
Fallow deer,Bovine viral diarrhea virus,hosts,44
Other cervid species,Bovine viral diarrhea virus,hosts,44
Germany,Cervidae,found in,44
Roe deer,Germany,found in,44
Red deer,Germany,found in,44
Fallow deer,Germany,found in,44
Other cervid species,Germany,found in,44
Cattle,Germany,found in,44
Juvenile animals,Germany,found in,44
Adults,Germany,found in,44
Summer,Germany,found in,44
Winter,Germany,found in,44
T-cell leukemia/lymphotropic virus type I,Human,infects,45
T-cell leukemia/lymphotropic virus type I,Simian,infects,45
STLV-I,Simian,hosts,45
HTLV-I,Human,hosts,45
STLV-I,Primate species,lives in,45
HTLV-I,Human,lives in,45
STLV-I,Asia,found in,45
STLV-I,Africa,found in,45
HTLV-I,World,found in,45
T-cell leukemia/lymphotropic virus type I,Phylogenetic context,detected by,45
STLV-I,Phylogenetic context,detected by,45
HTLV-I,Phylogenetic context,detected by,45
STLV-I,T-leukemia/lymphotropic virus type I,causes,45
HTLV-I,T-leukemia/lymphotropic virus type I,causes,45
Simian T-lymphotropic virus type L,Ethiopian baboons,infects,46
Simian T-cell leukemia viruses,Ethiopian baboons,hosts,46
Human T-cell leukemia viruses,Humans,hosts,46
Simian T-lymphotropic virus type L,Hamadryas baboons,infects,46
Simian T-lymphotropic virus type L,Hybrid baboons,infects,46
Simian T-lymphotropic virus type L,Grivet monkeys,infects,46
STLV-1,Anubis baboons,infects,46
STLV-2,Grivet monkeys,infects,46
HTLV-1,Humans,infects,46
HTLV-2,Humans,infects,46
Simian T-lymphotropic virus type L,Hamadryas baboons,hosts,46
Simian T-lymphotropic virus type L,Hybrid baboons,hosts,46
STLV-1,Anubis baboons,hosts,46
STLV-2,Grivet monkeys,hosts,46
parapoxvirus,Japanese serow,infects,47
Japanese serow,parapoxvirus,hosts,47
protein AG,antibodies,detects,47
protein AG-ELISA,antibodies,detects,47
protein AG-ELISA,protein AG,uses,47
protein AG-ELISA,ELISA,uses,47
protein AG-ELISA,serum samples,tests,47
serum samples,antibodies,contains,47
Japanese badger,Japan,found in,47
Japanese black bear,Japan,found in,47
Japanese deer,Japan,found in,47
Japanese monkey,Japan,found in,47
Japanese raccoon dog,Japan,found in,47
Japanese serow,Japan,found in,47
Japanese wild boar,Japan,found in,47
masked palm civet,Japan,found in,47
nutria,Japan,found in,47
cattle,parapoxvirus,affected by,47
sheep,parapoxvirus,affected by,47
goats,parapoxvirus,affected by,47
Parapox,Grey seals,infects,48
Grey seals,Parapox virus,hosts,48
Parapox virus,Electron microscopy,detected by,48
Toxoplasma gondii,Sea otters,infects,49
Acanthocephalan parasites,Sea otters,infects,49
Bacteria,Sea otters,infects,49
Fungi,Sea otters,infects,49
