source,target,relation_type,doc_id
avian sarcoma virus Y73,4.8-kb RNA,has genome,12
4.8-kb RNA,transforming gene (yas),contains,12
4.8-kb RNA,1- to 1.5-kb sequences,has sequence,12
4.8-kb RNA,polyprotein p90,is translated into,12
polyprotein p90,p19,contains,12
polyprotein p90,yas sequence,is coded by,12
avian sarcoma virus Y73,helper virus,is associated with,12
helper virus,8.5-kb RNA,has genome,12
human,T-lymphotropic viruses,hosts,13
T-lymphotropic viruses,simian T-lymphotropic viruses,originates from,13
T-lymphotropic viruses,nonhuman primates,transmitted from,13
HTLV-1,STLV-1,originates from,13
HTLV-2,STLV-2,originates from,13
HTLV-4,all known HTLVs and STLVs,is distinct from,13
HTLV-3,STLV-3,falls within,13
human,nonhuman primates,exposed to,13
nonhuman primates,human,infects,13
central African bushmeat hunters,nonhuman primates,exposed to,13
primate pets,nonhuman primates,exposed to,13
Flavobacterium columnare,Fish,is isolated from,14
Flavobacterium columnare,Genomovar I,has genomovar,14
Flavobacterium columnare,Genomovar II,has genomovar,14
Genomovar I,Channel catfish,is present in,14
Genomovar II,Channel catfish,is present in,14
Flavobacterium columnare,unique genetic group,has genetic group,14
unique genetic group,Genomovar I,is related to,14
unique genetic group,Genomovar II,is related to,14
Flavobacterium columnare,Genomovar division,has genetic hierarchy,14
Sheep,Jaagsiekte sheep retrovirus,is infected by,15
Jaagsiekte sheep retrovirus,Ovine pulmonary adenocarcinoma,causes,15
Jaagsiekte sheep retrovirus,Goats,infects,15
Envelope protein,Oncogene,functions as,15
Envelope protein,Transformation,induces,15
Rej,Synthesis of Gag protein,is necessary for,15
JSRV,Rej,encodes,15
JSRV,Envelope protein,encodes,15
adult cows,group C rotavirus,infected by,16
group C rotavirus,cattle,found in,16
Shintoku,Yamagata,has relationship with,16
Yamagata,Shintoku,has relationship with,16
Yamagata,VP6,has gene,16
Yamagata,VP7,has gene,16
Shintoku,VP6,has gene,16
Shintoku,VP7,has gene,16
Sanguinus oedipus,Francisella tularensis,hosts,17
Francisella tularensis,Sanguinus oedipus,infects,17
Escherichia coli,Sanguinus oedipus,infects,17
Salmonella,Sanguinus oedipus,infects,17
Yersinia,Sanguinus oedipus,infects,17
Toxoplasma gondii,Sanguinus oedipus,infects,17
Lymphocytic choriomeningitis,Sanguinus oedipus,infects,17
Francisella tularensis,Aerosol,transmitted by,17
Francisella tularensis,Arthropod,transmitted by,17
Francisella tularensis,Rodent,transmitted by,17
Agile mangabeys,STLV,infected with,18
Agile mangabeys,STLV-1,infected with,18
Agile mangabeys,STLV-3,infected with,18
Agile mangabeys,STLV-1 and STLV-3,co-infected with,18
Humans,STLV-1,exposed to,18
Humans,STLV-3,exposed to,18
Primates,bush meat,hunted for,18
Primates,pets,kept as,18
STLV-1,Mustached monkeys,found in,18
STLV-1,Talapoins,found in,18
STLV-1,Gorillas,found in,18
STLV-1,Mandrills,found in,18
STLV-1,African green monkeys,found in,18
STLV-1,Crested mona and greater spot-nosed monkeys,found in,18
STLV-3,Agile mangabeys,found in,18
STLV-3,Red-capped mangabey,found in,18
STLV-3,Eritrean baboon,found in,18
STLV-3,Baboon in Senegal,found in,18
Cruoricaptor ignavus,Species,is a,19
Cruoricaptor ignavus,Flavobacteriaceae,is a member of,19
IMMIB L-12475(T),Cruoricaptor ignavus,is a strain of,19
IMMIB L-12475(T),Human,was isolated from,19
IMMIB L-12475(T),Bacterium,has characteristics of,19
IMMIB L-12475(T),Phylogenetic analysis,has a 16s rrna gene sequence of,19
IMMIB L-12475(T),Fatty acid profile,has a fatty acid profile of,19
IMMIB L-12475(T),Menaquinone MK-6,has menaquinone mk-6 as its respiratory quinone,19
IMMIB L-12475(T),Polyamine pattern,has a polyamine pattern of,19
IMMIB L-12475(T),Phospholipids,has phospholipids consisting of,19
IMMIB L-12475(T),G+C content,has a genomic dna mol% g+c content of,19
IMMIB L-12475(T),Cruoricaptor ignavus,is the type strain of,19
IMMIB L-12475(T),DSM 25479(T),is also known as,19
IMMIB L-12475(T),CCUG 62025(T),is also known as,19
Brevundimonas vancanneytii,Patient,is isolated from,20
Brevundimonas vancanneytii,Endocarditis,has relationship with,20
Brevundimonas vancanneytii,Brevundimonas,is affiliated with,20
Brevundimonas vancanneytii,Brevundimonas diminuta,is similar to,20
Brevundimonas vancanneytii,Brevundimonas terrae,is similar to,20
cow,Wohlfahrtiimonas chitiniclastica,infected with,21
Wohlfahrtiimonas chitiniclastica,cow,isolated from,21
W. chitiniclastica,cow,isolated from,21
Wohlfahrtiimonas chitiniclastica,mouse,pathogenic to,21
W. chitiniclastica,mouse,pathogenic to,21
China,Wohlfahrtiimonas chitiniclastica,location of,21
Shandong,Wohlfahrtiimonas chitiniclastica,location of,21
Nonhuman primates,Simian T-lymphotropic virus,harbors,22
Hunters,Simian T-lymphotropic virus,exposes,22
Simian T-lymphotropic virus,Hunters,transmits,22
Cameroon,Nonhuman primates,hosts,22
Cercopithecus mona,Simian T-lymphotropic virus,harbors,22
C. nictitans,Simian T-lymphotropic virus,harbors,22
Hunters,DBS,collects,22
DBS,Simian T-lymphotropic virus,contains,22
PCR,Simian T-lymphotropic virus,detects,22
Phylogenetic analyses,Simian T-lymphotropic virus,analyzes,22
Simian T-lymphotropic virus,STLV-1,diversifies,22
Simian T-lymphotropic virus,STLV-3,diversifies,22
STLV-3,Cercopithecus mona,infects,22
STLV-3,C. nictitans,infects,22
Hunters,Peripheral blood mononuclear cell DNA,screens,22
Peripheral blood mononuclear cell DNA,HTLV,contains,22
HTLV,Hunters,infects,22
porcine retrovirus,porcine cells,infects,23
porcine retrovirus,template-primer poly(rA).oligo(dT),requires,23
porcine retrovirus,Mn++,requires,23
porcine retrovirus,"high doses of K+, Na+",is inhibited by,23
porcine retrovirus,pHs above 8.2,is inhibited by,23
porcine retrovirus,non-ionic detergents,is enhanced by,23
porcine retrovirus,porcine cell lines,can be reactivated in,23
porcine retrovirus,pigs,can be transmitted to,23
Francisella noatunensis,French grunt,infects,24
Francisella noatunensis,Caesar grunt,infects,24
French grunt,Francisella noatunensis,hosts,24
Caesar grunt,Francisella noatunensis,hosts,24
Francisella noatunensis,Fish,is isolated from,24
Fish,Francisella noatunensis,is infected by,24
Florida Keys,Public aquaria,is located near,24
Public aquaria,Florida Keys,is located in,24
Recirculating system,Fish,is used to maintain,24
Modified Thayer Martin agar media,Francisella noatunensis,is used to grow,24
iglC,Real-time PCR,is amplified in,24
F. noatunensis subspecies orientalis,Francisella noatunensis,is a subspecies of,24
viral oncogene,phospholipase C,has structural similarity to,25
p47gag-crk,tyrosine kinases,has blocks of sequence similarity to,25
p47gag-crk,phospholipase C,has striking similarity to,25
p47gag-crk,tyrosine kinases,activates,25
avian sarcoma virus CT10,p47gag-crk,encodes,25
African primates,human T-cell leukemia virus,can be infected by,26
African primates,HTLV-I,can be infected by,26
Cercopithecus,grivet monkey,includes,26
Papio,Anubis baboon,includes,26
Theropithecus,Hamadryas baboon,includes,26
Theropithecus,gelada,includes,26
Anubis baboons,Hamadryas baboons,can produce hybrid offspring with,26
HTLV-I,catarrhines,is a retrovirus among,26
red-fronted lemurs,Gastro-intestinal parasites,hosts,27
red-fronted lemurs,Lemuricola vauceli,hosts,27
red-fronted lemurs,Trichuris sp.,hosts,27
red-fronted lemurs,Callistoura,hosts,27
red-fronted lemurs,Trichostrongylid,hosts,27
red-fronted lemurs,Strongyloid,hosts,27
red-fronted lemurs,Anoplocephalid cestode,hosts,27
red-fronted lemurs,Dicrocoeliid trematode,hosts,27
red-fronted lemurs,Entamoeba sp.,hosts,27
red-fronted lemurs,Balantidium coli,hosts,27
Japanese serows,parapoxvirus,hosts,28
parapoxvirus,Japanese serows,infects,28
Gifu Prefecture,Japanese serows,location of,28
Japan,Japanese serows,location of,28
bovine fetal testicle cell cultures,virus isolation,used for,28
S-1,Japanese serows,isolated from,28
antibodies,parapoxvirus,produced in response to,28
enzyme-linked immunosorbent assay,antibody detection,used for,28
Dec-84,highest antibody prevalence,time of,28
Mar-85,decline in antibody prevalence,time of,28
1984-85,epizootic,time period of,28
Japanese serows,parapoxviruses,hosts,29
parapoxviruses,orf virus,caused by,29
parapoxviruses,bovine papular stomatitis virus,caused by,29
orf virus,Japanese serows,has relationship with,29
bovine papular stomatitis virus,Japanese serows,has relationship with,29
Japanese serows,sheep,has relationship with,29
Japanese serows,goats,has relationship with,29
Lutra lutra,Helminth,is infected by,30
Lutra lutra,Phagicola sp.,is infected by,30
Lutra lutra,Aonchotheca putorii,is infected by,30
Lutra lutra,Eucoleus schvalovoj,is infected by,30
Lutra lutra,Strongyloides lutrae,is infected by,30
Lutra lutra,Anisakis,is infected by,30
Lutra lutra,Dirofilaria immitis,is infected by,30
Lutra lutra,Gigantorhynchus sp.,is infected by,30
Lutra lutra,France,is found in,30
Lutra lutra,Portugal,is found in,30
Lutra lutra,Spain,is found in,30
Lutra lutra,Iberian Peninsula,is found in,30
Lutra lutra,Europe,is found in,30
Lutra lutra,Eastern Europe,is compared to,30
Lutra lutra,Other aquatic mustelids in southwest Europe,is compared to,30
Eucoleus schvalovoj,Lutra lutra,is dominant in,30
Strongyloides lutrae,Iberian Peninsula,is more prevalent in,30
Strongyloides lutrae,Culture of fresh faeces,is studied using,30
Eucoleus schvalovoj,Necropsy,is studied using,30
Eucoleus schvalovoj,Coprological analysis using a formalin-ether concentration method,is studied using,30
Strongyloides lutrae,Coprological analysis using a formalin-ether concentration method,is studied using,30
Buffalo,Foot-and-mouth disease,has antibodies to,31
Buffalo,Bovine herpes virus types 1 and 2,has antibodies to,31
Buffalo,Lumpy skin disease,has antibodies to,31
Buffalo,Bovine viral diarrhoea,has antibodies to,31
Buffalo,Akabane,has antibodies to,31
Buffalo,Bovine ephemeral fever,has antibodies to,31
Buffalo,Bluetongue,has antibodies to,31
Buffalo,Enzootic bovine leucosis,has antibodies to,31
Buffalo,African horse sickness,has antibodies to,31
Buffalo,African swine fever,has antibodies to,31
Buffalo,Brucella abortus,has antibodies to,31
Wildebeest,Foot-and-mouth disease,has antibodies to,31
Wildebeest,Bovine herpes virus types 1 and 2,has antibodies to,31
Wildebeest,Lumpy skin disease,has antibodies to,31
Wildebeest,Bovine viral diarrhoea,has antibodies to,31
Wildebeest,Akabane,has antibodies to,31
Wildebeest,Bovine ephemeral fever,has antibodies to,31
Wildebeest,Bluetongue,has antibodies to,31
Wildebeest,Enzootic bovine leucosis,has antibodies to,31
Wildebeest,African horse sickness,has antibodies to,31
Wildebeest,African swine fever,has antibodies to,31
Wildebeest,Brucella abortus,has antibodies to,31
Topi,Foot-and-mouth disease,has antibodies to,31
Topi,Bovine herpes virus types 1 and 2,has antibodies to,31
Topi,Lumpy skin disease,has antibodies to,31
Topi,Bovine viral diarrhoea,has antibodies to,31
Topi,Akabane,has antibodies to,31
Topi,Bovine ephemeral fever,has antibodies to,31
Topi,Bluetongue,has antibodies to,31
Topi,Enzootic bovine leucosis,has antibodies to,31
Topi,African horse sickness,has antibodies to,31
Topi,African swine fever,has antibodies to,31
Topi,Brucella abortus,has antibodies to,31
Zebra,African horse sickness,has antibodies to,31
Wart hog,African swine fever,has antibodies to,31
Cryptosporidium,Non-human primates,infects,32
Cryptosporidium,Toque macaques,infects,32
Cryptosporidium,Gray langurs,infects,32
Cryptosporidium,Purple-faced langurs,infects,32
Entamoeba spp.,Non-human primates,infects,32
Iodamoeba,Non-human primates,infects,32
Chilomastix,Non-human primates,infects,32
Balantidium spp.,Non-human primates,infects,32
Enterobius,Non-human primates,infects,32
Strongyloides,Non-human primates,infects,32
Non-human primates,Natural forest,uses,32
Non-human primates,Human feces,uses,32
Non-human primates,Livestock,uses,32
Cryptosporidium,Public health,transmits,32
Cryptosporidium,Wildlife conservation management,transmits,32
Cyclospora cayetanensis,Immunocompromised individuals,infects,33
Cyclospora cayetanensis,Immunocompetent individuals,infects,33
Cyclospora cayetanensis,Dogs,infects,33
Cyclospora cayetanensis,Chickens,infects,33
Cyclospora cayetanensis,Monkeys,infects,33
Cyclospora cayetanensis,Fresh produce,transmitted through,33
Cyclospora cayetanensis,Water sources,transmitted through,33
Cyclospora cayetanensis,Humans,has relationship with,33
Cyclospora cayetanensis,Eimeria sp.,has relationship with,33
Bobcat,Toxoplasma gondii,infected by,34
Toxoplasma gondii,Toxoplasmosis,causes,34
Hepatocystis,Primates,infects,35
Hepatocystis,Colobus guereza,infects,35
Hepatocystis,Cercopithecus mitis,infects,35
Hepatocystis,Lophocebus albigena,infects,35
Hepatocystis,Papio anubis,infects,35
Hepatocystis,Procolobus rufomitratus,infects,35
Hepatocystis,Cercopithecus ascanius,infects,35
Papio anubis,Hepatocystis,hosts,35
Procolobus rufomitratus,Hepatocystis,hosts,35
Hepatocystis,Papio anubis,transmits,35
Hepatocystis,Procolobus rufomitratus,transmits,35
Burchell's zebra,Equid herpesvirus 9,is host to,36
Thomson's gazelle,Equid herpesvirus 9,is infected by,36
Burchell's zebra,Thomson's gazelle,exposes,36
Burchell's zebra,Equid herpesvirus 9,is latently infected with,36
Thomson's gazelle,Encephalitis,is affected by,36
Equid herpesvirus 9,Thomson's gazelle,is isolated from,36
Burchell's zebra,Thomson's gazelle,is suspected to be source of infection for,36
bronchopulmonary nematode larvae,Spanish ibex,infects,37
Dictyocaulus spp.,Spanish ibex,infects,37
Protostrongylid larvae,Spanish ibex,infects,37
Spanish ibex,bronchopulmonary nematode larvae,hosts,37
Spanish ibex,Dictyocaulus spp.,hosts,37
Spanish ibex,Protostrongylid larvae,hosts,37
bronchopulmonary nematode larvae,faecal samples,excreted,37
Dictyocaulus spp.,faecal samples,excreted,37
Protostrongylid larvae,faecal samples,excreted,37
Spanish ibex,prevalence of bronchopulmonary nematode larvae,correlates with,37
Spanish ibex,prevalence of Dictyocaulus spp.,correlates with,37
Japanese sika deer,Lancet flukes,hosts,38
Lancet flukes,Dicrocoelium chinensis,is similar to,38
Humans,Deltaretroviruses,infected by,39
Simian species,Deltaretroviruses,infected by,39
Humans,HTLV,infected by,39
Simian species,STLV,infected by,39
HTLV-1,STLV-1,has analogue,39
HTLV-2,STLV-2,has analogue,39
HTLV-3,STLV-3,has analogue,39
Lophocebus albigena,STLV-1,carries,39
Lophocebus albigena,STLV-3,carries,39
Cercopithecus cephus,STLV-1,carries,39
Cercopithecus cephus,STLV-3,carries,39
Cercopithecus cephus,new STLV-1 lineage,has,39
STLV-1,STLV-5,has lineage,39
Lynx pardinus,Brachylaima sp.,hosts,40
Lynx pardinus,Taenia pisiformis,hosts,40
Lynx pardinus,T. polyacantha,hosts,40
Lynx pardinus,T. taeniaeformis,hosts,40
Lynx pardinus,Mesocestoides litteratus,hosts,40
Lynx pardinus,Eucoleus aerophilus,hosts,40
Lynx pardinus,Ancylostoma tubaeforme,hosts,40
Lynx pardinus,Toxocara cati,hosts,40
Lynx pardinus,Toxascaris leonina,hosts,40
Lynx pardinus,Vegisospirura potekhina potekhina,hosts,40
Lynx pardinus,Mastophorus muris,hosts,40
Lynx pardinus,Physaloptera praeputialis,hosts,40
L. canadensis,Brachylaima sp.,hosts,40
L. rufus,Brachylaima sp.,hosts,40
L. lynx,Brachylaima sp.,hosts,40
Iberian Peninsula,Lynx pardinus,location,40
Eurasia,L. lynx,location,40
America,L. canadensis,location,40
America,L. rufus,location,40
blue wildebeest,Brucella spp.,infected by,41
African buffalo,Brucella spp.,infected by,41
blue wildebeest,Cattle,shares grazing and watering areas with,41
African buffalo,Cattle,shares grazing and watering areas with,41
Masai people,Cattle,has cattle,41
Brucella spp.,blue wildebeest,infects,41
Brucella spp.,African buffalo,infects,41
Lutra lutra,Isospora lutrae,is infected by,42
Isospora lutrae,Apicomplexa,is a member of,42
Isospora lutrae,Eimeriidae,is a member of,42
Lutra lutra,Carnivora,is a member of,42
Lutra lutra,Mustelidae,is a member of,42
Lutra lutra,Extremadura,originates from,42
Lutra lutra,Spain,originates from,42
Seals,Parapoxviruses,are infected by,43
Sea lions,Parapoxviruses,are infected by,43
Phocidae,Parapoxviruses,are infected by,43
Otariidae,Parapoxviruses,are infected by,43
Pinniped,Parapoxviruses,is infected by,43
Parapoxviruses,Poxvirus,are closely related to,43
Parapoxviruses,Parapoxvirus,are members of,43
Pinniped parapoxviruses,Parapoxvirus,form a monophyletic group within,43
Parapoxviruses from Atlantic pinnipeds,Parapoxviruses from Pacific pinnipeds,are phylogenetically distant from,43
Parapoxviruses from phocids and otariids,Parapoxviruses from phocids and otariids,are phylogenetically distant from,43
Parapoxviruses,multiple species within a phylogenetic family,can infect,43
One strain,two otariid species,was detected in,43
Roe deer,Pestivirus,has relationship with,44
Red deer,Pestivirus,has relationship with,44
Fallow deer,Pestivirus,has relationship with,44
Other cervid species,Pestivirus,has relationship with,44
Bovine viral diarrhea virus,Roe deer,infects,44
Bovine viral diarrhea virus,Red deer,infects,44
Bovine viral diarrhea virus,Fallow deer,infects,44
Bovine viral diarrhea virus,Other cervid species,infects,44
Border disease virus,Roe deer,infects,44
Germany,Free-ranging deer,is location of,44
Germany,Captive deer,is location of,44
Cattle,Pestivirus,has relationship with,44
Juvenile animals,Pestivirus,has relationship with,44
Adults,Pestivirus,has relationship with,44
Summer,Pestivirus,has relationship with,44
Winter,Pestivirus,has relationship with,44
human,T-cell leukemia/lymphotropic virus type I,hosts,45
simian,T-cell leukemia/lymphotropic virus type I,hosts,45
T-cell leukemia/lymphotropic virus type I,simian,transmitted between,45
T-cell leukemia/lymphotropic virus type I,human,transmitted between,45
HTLV-I,human,transmitted between,45
STLV-I,simian,transmitted between,45
HTLV-I,STLV-I,has relationship with,45
simian,human,has relationship with,45
Asia,Asian primate species,located in,45
Africa,primate species,located in,45
Zaire,primate species,located in,45
Melanesia,primate species,located in,45
Ethiopian baboons,Simian T-lymphotropic virus type L,harbors,46
Simian T-cell leukemia viruses,Human T-cell leukemia viruses,is related to,46
STLV-L,Simian T-cell leukemia viruses,is a type of,46
HTLV,Human T-cell leukemia viruses,is a type of,46
Ethiopian baboons,Simian T-lymphotropic virus type L,has,46
Hamadryas baboons,Simian T-lymphotropic virus type L,harbors,46
Anubis baboons,Simian T-lymphotropic virus type L,harbors,46
Hybrid baboons,Simian T-lymphotropic virus type L,harbors,46
Grivet monkeys,Simian T-lymphotropic virus type L,harbors,46
Gelada baboons,Simian T-lymphotropic virus type L,does not harbor,46
STLV-L,Ethiopian baboons,is spread by,46
Japanese serow,Parapoxvirus,has relationship with,47
Japanese serow,Parapoxvirus,hosts,47
Parapoxvirus,Japanese serow,infects,47
Japanese serow,Parapoxvirus,carries,47
Japanese serow,Parapoxvirus,transmits,47
Japanese serow,Parapoxvirus,is reservoir for,47
Japanese serow,Protein AG-ELISA,reacts positively to,47
Japanese serow,Protein AG-ELISA,is tested by,47
Japanese serow,Agar gel immunodiffusion test,is tested by,47
Japanese serow,Indirect immunofluorescence assay,is tested by,47
grey seals,parapox,hosts,48
parapox,grey seals,infects,48
grey seals,Cornwall,found in,48
parapox,grey seals,present in,48
grey seals,seal rehabilitation centre,cared for at,48
parapox,electron microscopy,confirmed by,48
southern sea otters,Toxoplasma gondii,hosts,49
southern sea otters,Acanthocephalan parasites,hosts,49
southern sea otters,Parasites,hosts,49
southern sea otters,Bacteria,hosts,49
southern sea otters,Fungi,hosts,49
Toxoplasma gondii,Cardiac disease,causes,49
Acanthocephalan parasites,Acanthocephalan-related disease,causes,49
Shark attack,Shark attack,causes,49
Toxoplasma gondii,Cardiac disease,associated with,49
Toxoplasma gondii,Otters with fatal shark bites,pre-existing in,49
Estero Bay,T. gondii encephalitis,location of,49
southern Monterey Bay,Acanthocephalan peritonitis,location of,49
Santa Cruz to Point Año Nuevo,Shark attack,location of,49
Patas monkey,Simian immunodeficiency virus,infected by,50
African green monkeys,Simian immunodeficiency virus,infected by,50
Patas monkey,African green monkeys,has relationship with,50
Simian immunodeficiency virus,African green monkeys,transmitted by,50
Patas monkey,pamG31,has virus,50
pamG31,SIVagm sabaeus subgroup,belong to,50
pamG31,SIVagm sabaeus viruses,has genetic relationship with,50
SIVagm,African green monkeys,transmitted by,50
Patas monkey,Senegal,located in,50
Hawaiian monk seal,phocine herpesvirus-1,has relationship with,51
Hawaiian monk seal,Leptospira bratislava,has relationship with,51
Hawaiian monk seal,L. hardjo,has relationship with,51
Hawaiian monk seal,L. icterohaemorrhagiae,has relationship with,51
Hawaiian monk seal,L. pomona,has relationship with,51
Hawaiian monk seal,Brucella spp.,has relationship with,51
Hawaiian monk seal,B. canis,has relationship with,51
Hawaiian monk seal,Chlamydophila abortus,has relationship with,51
Hawaiian monk seal,Toxoplasma gondii,has relationship with,51
Hawaiian monk seal,Dirofilaria immitis,has relationship with,51
Hawaiian monk seal,morbilliviruses,has relationship with,51
Hawaiian monk seal,influenza A virus,has relationship with,51
Hawaiian monk seal,canine adenovirus,has relationship with,51
Hawaiian monk seal,caliciviruses,has relationship with,51
Hawaiian monk seal,viruses,has relationship with,51
Hawaiian monk seal,bacteria,has relationship with,51
Hawaiian monk seal,parasites,has relationship with,51
Hawaiian monk seal,serum samples,is sampled by,51
Hawaiian monk seal,enzyme-linked immunosorbent assay,is tested by,51
Hawaiian monk seal,virus neutralization test,is tested by,51
Hawaiian monk seal,microagglutination test,is tested by,51
Hawaiian monk seal,complement fixation (CF) test,is tested by,51
Hawaiian monk seal,card test,is tested by,51
conservation efforts,diagnostic tools,are dependent on,51
conservation efforts,surveillance,are dependent on,51
northwestern Hawaiian Islands,Hawaiian monk seal,is a location of,51
marine mammal species,Hawaiian monk seal,are related to,51
white-tailed deer,Mycobacterium bovis,hosts,52
Mycobacterium bovis,white-tailed deer,infects,52
Michigan,tuberculous lesions,location of,52
USA,tuberculous lesions,location of,52
Odocoileus virginianus,white-tailed deer,scientific name of,52
tuberculosis,white-tailed deer,affects,52
tuberculous lesions,white-tailed deer,found in,52
head,tuberculous lesions,location of,52
extracranial tissues,tuberculous lesions,location of,52
thorax,tuberculous lesions,location of,52
liver,tuberculous lesions,location of,52
spleen,tuberculous lesions,location of,52
rumen,tuberculous lesions,location of,52
mammary gland,tuberculous lesions,location of,52
medial retropharyngeal lymph nodes,tuberculous lesions,location of,52
parotid lymph nodes,tuberculous lesions,location of,52
red deer,abomasal helminths,hosts,53
abomasal helminths,red deer,infects,53
Spiculopteragia asymmetrica,red deer,infects,53
Spiculopteragia quadrispiculata,red deer,infects,53
Ostertagia leptospicularis,red deer,infects,53
Ostertagia kolchida,red deer,infects,53
Ostertagia drozdzi,red deer,infects,53
Ostertagia ryjikovi,red deer,infects,53
males,abomasal helminths,are infected by,53
fawns,abomasal helminths,are infected by,53
subadult,abomasal helminths,are infected by,53
adult,abomasal helminths,are infected by,53
climate,abomasal helminths,affects,53
forage resources,abomasal helminths,affects,53
Protostrongylid parasites,Ovis dalli,infects,54
Parelaphostrongylus odocoilei,Ovis dalli dalli,infects,54
Protostrongylus stilesi,Ovis dalli dalli,infects,54
Parelaphostrongylus odocoilei,Ovis d. stonei,infects,54
Arcanobacterium pyogenes,Ovis dalli,infects,54
Pasteurella sp.,Ovis dalli,infects,54
Mannheimia sp.,Ovis dalli,infects,54
Protostrongylid parasites,Pneumonia,cause,54
Parelaphostrongylus odocoilei,Pneumonia,cause,54
