source,target,relation_type,doc_id
JSRV,goats,infects,15
JSRV,affected flocks,has impact on,15
JSRV,oncogene,functions as,15
JSRV Env,cell systems,transforms,15
JSRV Env,animal models,transforms,15
JSRV,Rej,encodes,15
JSRV,Gag protein,encodes,15
JSRV,synthesis of Gag protein,necessitates,15
JSRV,provide insights into retroviral genomic RNA export/expression mechanisms,studies,15
JSRV,"summarize research pertaining to JSRV-induced pathogenesis, Env transformation, and other aspects of JSRV biology",studies,15
bovine group C rotavirus,adult cow diarrhea,causes,16
bovine group C rotavirus,reduced milk production,causes,16
Shintoku,group C rotavirus,is a strain of,16
porcine-like WD534tc,group C rotavirus,is a strain of,16
Yamagata strain,group C rotavirus,is a strain of,16
Yamagata strain,VP6 gene,has,16
Yamagata strain,VP7 gene,has,16
Shintoku,Yamagata strain,has similar sequence to,16
Shintoku,GCRs from different host species,is similar to,16
Yamagata strain,GCRs from different host species,is similar to,16
cattle,GCR infection,is a natural host of,16
Septic tularemia,Francisella tularensis,is caused by,17
Cottontop tamarins,Francisella tularensis,are infected with,17
Escherichia coli,Septic tularemia,is a differential diagnosis for,17
Salmonella,Septic tularemia,is a differential diagnosis for,17
Yersinia,Septic tularemia,is a differential diagnosis for,17
Toxoplasma gondii,Septic tularemia,is a differential diagnosis for,17
Lymphocytic choriomeningitis,Septic tularemia,is a differential diagnosis for,17
F. tularensis-specific PCR,Francisella tularensis,is used to identify,17
Aerosol,Cottontop tamarins,is a possible source of infection for,17
Biting arthropod vectors,Cottontop tamarins,are a possible source of infection for,17
Rodent reservoir,Cottontop tamarins,is a possible source of infection for,17
Tularemia,Acute febrile illness,is a differential diagnosis for,17
Captive nonhuman primates,Tularemia,are affected by,17
STLV,Agile mangabeys,infects,18
HTLV-1,Animals,infects,18
HTLV-2,Animals,infects,18
STLV-1,Mustached monkeys,infects,18
STLV-1,Talapoins,infects,18
STLV-1,Gorillas,infects,18
STLV-1,Mandrills,infects,18
STLV-1,African green monkeys,infects,18
STLV-1,Crested mona and greater spot-nosed monkeys,infects,18
STLV-3,Agile mangabeys,infects,18
STLV-1 and STLV-3,Agile mangabeys,coinfect,18
Humans,STLV-1 and STLV-3 subtypes,are exposed to,18
Humans,Bush meat,handle,18
Humans,Pets,handle,18
Cruoricaptor ignavus,species,is a,19
Cruoricaptor ignavus,Flavobacteriaceae,is a member of,19
IMMIB L-12475(T),strain,is a,19
IMMIB L-12475(T),Cruoricaptor ignavus,is a type strain of,19
IMMIB L-12475(T),DSM 25479(T),is equal to,19
IMMIB L-12475(T),CCUG 62025(T),is equal to,19
man,bacteraemia,had,19
man,septicaemia,had,19
blood culture,Cruoricaptor ignavus,contained,19
Cruoricaptor ignavus,flexirubin pigment,has,19
Cruoricaptor ignavus,yellowish orange pigmentation,has,19
Cruoricaptor ignavus,phospholipids,has,19
Cruoricaptor ignavus,genomic DNA,has,19
Cruoricaptor ignavus,G+C content,has,19
Brevundimonas vancanneytii,blood,is isolated from,20
Brevundimonas vancanneytii,alphaproteobacterial genus,is affiliated with,20
Brevundimonas vancanneytii,Brevundimonas diminuta,has similarity with,20
Brevundimonas vancanneytii,Brevundimonas terrae,has similarity with,20
Brevundimonas vancanneytii,phosphatidyl diacylglycerol,has chemotaxonomic data,20
Brevundimonas vancanneytii,sulfoquinovosyl diacylglycerol,has chemotaxonomic data,20
Brevundimonas vancanneytii,phosphatidyl glucopyranosyl diacylglycerol,has chemotaxonomic data,20
Brevundimonas vancanneytii,summed feature 7,has chemotaxonomic data,20
Brevundimonas vancanneytii,C(18 : 1)ω 7c,has chemotaxonomic data,20
Brevundimonas vancanneytii,C(18 : 1)ω 9t,has chemotaxonomic data,20
Brevundimonas vancanneytii,C(18 : 1)ω 12t,has chemotaxonomic data,20
Brevundimonas vancanneytii,C(16 : 0),has chemotaxonomic data,20
Brevundimonas vancanneytii,all of the type strains of hitherto-described Brevundimonas species,is differentiated from,20
Brevundimonas vancanneytii,type strain LMG 2337(T),is represented by,20
Brevundimonas vancanneytii,Brevundimonas vancanneytii sp. nov.,is named,20
Wohlfahrtiimonas chitiniclastica,cow,is isolated from,21
Wohlfahrtiimonas chitiniclastica,16S rRNA gene sequencing,is identified by,21
Wohlfahrtiimonas chitiniclastica,matrix-assisted laser desorption/ionization time-of-flight mass spectrometry,is identified by,21
Wohlfahrtiimonas chitiniclastica,antimicrobial susceptibility testing,has broad susceptibility to,21
Wohlfahrtiimonas chitiniclastica,mice,is pathogenic to,21
Wohlfahrtiimonas chitiniclastica,Shandong,is isolated from,21
Wohlfahrtiimonas chitiniclastica,China,is isolated from,21
W. chitiniclastica,Wohlfahrtiimonas chitiniclastica,is a strain of,21
Simian T-lymphotropic virus,nonhuman primates,found in,22
Simian T-lymphotropic virus,nonhuman primates,transmitted from,22
Simian T-lymphotropic virus,nonhuman primates,diverse among,22
Simian T-lymphotropic virus,Cercopithecus mona,found in,22
Simian T-lymphotropic virus,C. nictitans,found in,22
hunters,dried blood spots,collected,22
dried blood spots,STLV,tested for,22
STLV,12 specimens,detected in,22
STLV,nonhuman primate species,diverse among,22
Phylogenetic analyses,broad diversity of STLV,showed,22
Phylogenetic analyses,novel STLV-1 and STLV-3 sequences,showed,22
Phylogenetic analyses,a highly divergent STLV-3 subtype,showed,22
hunter-collected DBS,STLV diversity,can effectively capture,22
broad screening,large-scale monitoring of retrovirus cross-species transmission,has potential for,22
porcine retrovirus,reverse transcriptase,has rt activity,23
porcine cells,porcine retrovirus,contain,23
template-primer poly(rA).oligo(dT),RT assay,is required for,23
Mn++,RT assay,is necessary for,23
K+,RT assay,enhances,23
Na+,RT assay,enhances,23
non-purified virus samples,RT activity,inhibit,23
pH,RT activity,influences,23
non-ionic detergents,RT activity,enhance,23
porcine retrovirus,porcine cell lines,can be reactivated,23
Francisella noatunensis,fish,is an emerging pathogen of,24
Francisella noatunensis,several cultured species worldwide,has been isolated from,24
Francisella noatunensis,novel host species,was identified in,24
Francisella noatunensis,French grunt,was identified in,24
Francisella noatunensis,Caesar grunt,was identified in,24
French grunt,novel host species,is a,24
Caesar grunt,novel host species,is a,24
Francisella noatunensis,disseminated systemic granulomatous disease,causes,24
Francisella noatunensis,spleen and kidney,affects,24
Bacterial colonies,real-time PCR amplification of the iglC gene,were confirmed positive after,24
F. noatunensis subspecies orientalis,subspecies of Francisella noatunensis,is a,24
viral oncogene,phospholipase C,has structural similarity to,25
oncogenes,acutely transforming retroviruses,have been isolated from,25
p47gag-crk,tyrosine kinases,has blocks of sequence similarity to,25
p47gag-crk,bovine brain phospholipase C,has striking similarity to,25
p47gag-crk,tyrosine kinases,activates,25
African primates,human T-cell leukemia virus,are infected with,26
African primates,ATLV/HTLV-I,are surveyed for,26
Cercopithecus,African primates,is a genus of,26
Papio,African primates,is a genus of,26
Theropithecus,African primates,is a genus of,26
grivet monkey,Cercopithecus,is a species of,26
Anubis baboon,Papio,is a species of,26
Hamadryas baboon,Papio,is a species of,26
gelada,Theropithecus,is a species of,26
Ethiopia,field study,is the location of,26
HTLV-I specific antigens,indirect immunofluorescence test,are used in,26
HTLV-I,African primates,is a disease found in,26
catarrhines,African primates,are a group that includes,26
red-fronted lemurs,Kirindy Forest,found in,27
red-fronted lemurs,western Madagascar,found in,27
Eulemur fulvus rufus,Primates,is a species of,27
Eulemur fulvus rufus,Lemuriformes,is a species of,27
Lemuricola vauceli,nematode,is a species of,27
Trichuris sp.,nematode,is a species of,27
Callistoura,nematode,is a genus of,27
Trichostrongylid,nematode,is a genus of,27
Strongyloid,nematode,is a genus of,27
Anoplocephalid,cestode,is a genus of,27
Dicrocoeliid,trematode,is a genus of,27
Entamoeba sp.,protozoan,is a species of,27
Balantidium coli,protozoan,is a species of,27
parapoxvirus,wild Japanese serows,is isolated from,28
parapoxvirus,S-1,is identified as,28
S-1,antibodies,is detected in,28
antibodies,sera,are detected in,28
sera,wild Japanese serows,are collected from,28
wild Japanese serows,Gifu Prefecture,are found in,28
Gifu Prefecture,Japan,is located in,28
1984-85,disease was first detected,is the time period when,28
Dec-84,antibody prevalence was highest,is the month when,28
Mar-85,antibody prevalence declined,is the month when,28
parapoxviruses,wild Japanese serows,circulate among,29
5 parapoxvirus isolates,7 viral DNA samples,are compared to,29
3 viruses from sheep and goats,5 parapoxvirus isolates,are compared to,29
all isolates from Japanese serows except one,six monoclonal antibodies,react with,29
Ishikawa-S,bovine papular stomatitis virus,reacts with,29
all samples except Ishikawa-S,in restriction endonuclease analysis,show the orfv-specific pattern,29
Ishikawa-S,in restriction endonuclease analysis,shows the bpsv-specific pattern,29
partial nucleotide sequences of the envelope genes,for all samples from Japanese serows and sheep except Ishikawa-S,are determined,29
all samples from Japanese serows and sheep except Ishikawa-S,the goat virus,have high identities with,29
parapoxvirus infection in Japanese serows,orf virus,might be mainly caused by,29
parapoxvirus infection in Japanese serows,bovine papular stomatitis virus,might be accidentally caused by,29
envelope gene sequenced here,Japanese ORFVs,seems to be conserved in,29
Lutra lutra,Helminth,has helminth fauna,30
Helminth,Lutra lutra,is found in,30
Phagicola sp.,Helminth,is a type of,30
Aonchotheca putorii,Helminth,is a type of,30
Eucoleus schvalovoj,Helminth,is a type of,30
Strongyloides lutrae,Helminth,is a type of,30
Anisakis,Helminth,is a type of,30
Dirofilaria immitis,Helminth,is a type of,30
Gigantorhynchus sp.,Helminth,is a type of,30
Iberian Peninsula,Europe,is located in,30
France,Europe,is located in,30
Portugal,Europe,is located in,30
Spain,Europe,is located in,30
Eastern Europe,Europe,is located in,30
L. lutra,Europe,is found in,30
L. lutra,Iberian Peninsula,is found in,30
L. lutra,France,is found in,30
L. lutra,Portugal,is found in,30
L. lutra,Spain,is found in,30
Ritchie,Formalin-ether concentration method,developed,30
Formalin-ether concentration method,coprological analysis,is used for,30
Fresh faeces,culture,is used for,30
Strongyloides,culture,is studied using,30
wild species,pathogenic agents,hosts,31
buffalo,pathogenic agents,hosts,31
wildebeest,pathogenic agents,hosts,31
topi,pathogenic agents,hosts,31
zebra,African horse sickness,hosts,31
wart hog,African swine fever,hosts,31
wild species,pathogenic agents,reservoirs,31
Cryptosporidium,disease,is a,32
Cryptosporidium,non-human primates,is detected in,32
Cryptosporidium,monkeys using areas and water that had been heavily soiled by human feces and livestock,is most common among,32
Cryptosporidium,other protozoans and important anthropozoonotic gastrointestinal parasites,is co-infected with,32
Non-human primates,parasites under certain conditions,serve as a reservoir for,32
Monkeys,Cryptosporidium oocysts,shed,32
Monkeys,other protozoans and important anthropozoonotic gastrointestinal parasites,are co-infected with,32
Parasites,primates in the wild,are transmitted among,32
Transmission of parasites,public health and wildlife conservation management,has important implications for,32
Cyclospora cayetanensis,animal fecal isolates,is detected in,33
Cyclospora cayetanensis,Nepal,is an emerging protozoan parasite,33
Cyclospora cayetanensis,protracted diarrheal illness,causes,33
Cyclospora cayetanensis,ingestion of fresh produce and water sources,is acquired through,33
Cyclospora cayetanensis,study,has no animal model,33
Cyclospora cayetanensis,confirmed reservoir host,has humans as,33
Cyclospora-like oocysts,non-human primates,are detected in,33
Cyclospora-like oocysts,C. cayetanensis,have uncertain phylogenetic relationship,33
fecal isolates,microscopy and PCR,are examined by,33
C. cayetanensis,"fecal samples of dogs, chickens, and monkeys",is present in,33
Eimeria sp.,positive chicken sample,is present in,33
C. cayetanensis,dog and monkey samples,is present in,33
C. cayetanensis,natural reservoir host,remains to be determined,33
Bobcat,Toxoplasmosis,has,34
Bobcat,Head pressing,exhibited,34
Bobcat,Stupor,exhibited,34
Bobcat,Intermittent seizures,exhibited,34
Bobcat,Vocalization,exhibited,34
Bobcat,Protozoal meningoencephalitis,had,34
Bobcat,Toxoplasmosis,was diagnosed with,34
Toxoplasma gondii,Toxoplasmosis,caused,34
Toxoplasma gondii,Toxoplasmosis,was confirmed as the etiologic agent,34
This is,of clinical toxoplasmosis in a free-ranging bobcat,the first report,34
Hepatocystis,Colobus guereza,infects,35
Hepatocystis,Cercopithecus mitis,infects,35
Hepatocystis,Lophocebus albigena,infects,35
Hepatocystis,Papio anubis,infects,35
Hepatocystis,Procolobus rufomitratus,infects,35
Hepatocystis,Cercopithecus ascanius,infects,35
Hepatocystis,Papio anubis,co-infects,35
Hepatocystis,Procolobus rufomitratus,co-infects,35
Hepatocystis,Papio anubis,cross-species transmits,35
Hepatocystis,Procolobus rufomitratus,cross-species transmits,35
Equid herpesvirus 9,Thomson's gazelles,is isolated from,36
Thomson's gazelles,Encephalitis,are affected by,36
Zebras,Gazelles,are suspected to be the source of infection in,36
Burchell's zebras,Neutralizing antibodies,are tested for,36
Seven zebra sera,EHV-1 and EHV-9,are positive for,36
One zebra ganglion,Equid herpesvirus 9,is positive for,36
Burchell's zebras,Equid herpesvirus 9,are exposed to,36
Burchell's zebras,Equid herpesvirus 9,are latently infected with,36
bronchopulmonary nematode larvae,Spanish ibex,infects,37
Spanish ibex,Castilla-La Mancha,has abundance,37
Spanish ibex,Spain,has abundance,37
Protostrongylid,Dictyocaulus spp.,has similar infection rate,37
Protostrongylid,Dictyocaulus spp.,has similar prevalence,37
bronchopulmonary nematode larvae,Spanish ibex abundance indexes,has correlation,37
Dictyocaulus spp.,Spanish ibex abundance indexes,has correlation,37
bronchopulmonary nematode larvae,Dictyocaulus spp.,may have similar exposition and/or susceptibility,37
bronchopulmonary nematode larvae,Dictyocaulus spp.,may have similar host-parasite patterns,37
bronchopulmonary nematode larvae,health risk,does not represent,37
bronchopulmonary nematode larvae,health surveillance scheme,may be useful,37
lancet flukes,Japanese sika deer,found in,38
lancet flukes,Iwate Prefecture,captured in,38
lancet flukes,Japan,captured in,38
lancet flukes,body,measured,38
lancet flukes,suckers,measured,38
lancet flukes,testes,measured,38
lancet flukes,ovary,measured,38
lancet flukes,vitelline glands,measured,38
lancet flukes,cirrus pouch,measured,38
lancet flukes,eggs,measured,38
lancet flukes,uterus,measured,38
lancet flukes,anterior end,measured,38
lancet flukes,posterior part,measured,38
lancet flukes,Dicrocoelium chinensis,have property,38
Humans,Deltaretroviruses,are infected by,39
Simian species,Deltaretroviruses,are infected by,39
Humans,HTLV,are infected by,39
Simian species,STLV,are infected by,39
STLV-1,HTLV-1,has analogue,39
STLV-2,HTLV-2,has analogue,39
STLV-3,HTLV-4,has analogue,39
Lophocebus albigena,STLV-1,carries,39
Lophocebus albigena,STLV-3,carries,39
Cercopithecus cephus,STLV-1,carries,39
Cercopithecus cephus,STLV-3,carries,39
Cercopithecus cephus,STLV-1,has new lineage,39
STLV-1,STLV-5,is divergent,39
Iberian lynx,12 helminth species,has helminth fauna,40
Lynx pardinus,12 helminth species,has helminth fauna,40
Iberian Peninsula,Lynx pardinus,is endemic to,40
L. canadensis,compared with,has helminth fauna,40
L. rufus,compared with,has helminth fauna,40
L. lynx,compared with,has helminth fauna,40
Iberian lynx,parasitological data,has potential relationship with,40
Iberian lynx,geographical factors,has potential relationship with,40
Iberian lynx,historical factors,has potential relationship with,40
Iberian lynx,dietary factors,has potential relationship with,40
Brucella spp.,blue wildebeest,found in,41
Brucella spp.,African buffalo,found in,41
blue wildebeest,cattle,share grazing and watering areas with,41
African buffalo,cattle,share grazing and watering areas with,41
Brucella spp.,wildlife,infects,41
Brucella spp.,blue wildebeest,infects,41
Brucella spp.,African buffalo,infects,41
Isospora lutrae,species,is a,42
Isospora lutrae,Apicomplexa,is a,42
Isospora lutrae,Eimeriidae,is a,42
Lutra lutra,Carnivora,is a,42
Lutra lutra,Mustelidae,is a,42
Isospora lutrae,Lutra lutra,is found in,42
Isospora lutrae,Extremadura,is found in,42
Isospora lutrae,Spain,is found in,42
Oöcysts,smooth wall,have,42
Oöcysts,thickness of 1 microm,have,42
Sporocysts,ellipsoidal,are,42
Sporocysts,14.4-16 microm,are,42
Sporocysts,Stieda bodies,lack,42
Sporocysts,substieda bodies,lack,42
Sporozoites,spindle-shaped,are,42
Sporozoites,12.4 x 2.5 microm,are,42
Sporozoites,anterior refractile bodies,have,42
Sporozoites,posterior refractile bodies,have,42
Parapoxviruses,genus Parapoxvirus,make up,43
poxviruses of seals and sea lions,orthopoxviruses and parapoxviruses,have been identified as,43
poxviral DNA sequences,39 clinical cases,were generated from,43
poxviral DNA sequences,sequences from earlier poxvirus isolates,were compared to,43
six genetically distinct poxvirus strains,of which three were previously unrecognized,were detected,43
all detected strains,the parapoxviruses,were closely related to,43
pinniped parapoxviruses,genus Parapoxvirus,form a monophyletic group within,43
Parapoxviruses from Atlantic pinnipeds,those of Pacific pinnipeds,were phylogenetically distant from,43
Parapoxviruses from phocids and otariids,suggesting that parapoxviruses are not commonly transmitted between free-ranging phocids and otariids,were phylogenetically distant,43
one strain,two otariid species,was detected in,43
pinniped parapoxviruses,multiple species within a phylogenetic family,are capable of infecting,43
Bovine virus diarrhea,Mucosal disease,is related to,44
Free-ranging deer,Pestivirus antibodies,has,44
Captive deer,Pestivirus antibodies,has,44
Germany,Free-ranging deer,is location of,44
Germany,Captive deer,is location of,44
Roe deer,Pestivirus antibodies,has,44
Red deer,Pestivirus antibodies,has,44
Fallow deer,Pestivirus antibodies,has,44
Other cervid species,Pestivirus antibodies,has,44
Bovine viral diarrhea virus,Free-ranging deer,is found in,44
Bovine viral diarrhea virus,Captive deer,is found in,44
Border disease virus,Free-ranging deer,is found in,44
Border disease virus,Captive deer,is found in,44
Microneutralization test,Pestivirus antibodies,is used to detect,44
Juvenile animals,Pestivirus antibodies,have higher prevalence of,44
Adults,Pestivirus antibodies,have lower prevalence of,44
Free-ranging cervids,Pestivirus antibodies,have higher prevalence of,44
Enclosures,Pestivirus antibodies,have lower prevalence of,44
Summer,Pestivirus antibodies,is time of higher prevalence of,44
Winter,Pestivirus antibodies,is time of lower prevalence of,44
human,T-cell leukemia/lymphotropic virus type I,hosts,45
simian,T-cell leukemia/lymphotropic virus type I,hosts,45
HTLV-I,T-cell leukemia/lymphotropic virus type I,is a type of,45
STLV-I,T-cell leukemia/lymphotropic virus type I,is a type of,45
HTLV-I,human,is found in,45
STLV-I,simian,is found in,45
STLV-I,greater overall sequence variation,exhibits,45
HTLV-I,less overall sequence variation,exhibits,45
STLV-I,multiple phylogenetic clusters,has,45
HTLV-I,three phylogenetic clusters,has,45
STLV-I,seven phylogenetic clusters,has,45
HTLV-I,STLV-I,is related to,45
STLV-I,HTLV-I,is related to,45
multiple discrete interspecies transmissions,primate species,occurred between,45
interspecies virus transmission,primate species,occurred between,45
geographic concordance,physical feasibility for hypothesized interspecies virus transmission,reinforces,45
Simian T-lymphotropic virus type L,Wild Ethiopian baboons,is found in,46
Simian T-cell leukemia viruses,Human T-cell leukemia viruses,are the simian counterparts of,46
STLV-L,Captive baboons,was reported in,46
STLV-L,Hamadryas baboons,is found in,46
STLV-L,Baboons that are hybrids between hamadryas and anubis baboons,is found in,46
STLV-L,Grivet monkeys,is found in,46
STLV-1,Anubis baboons,is found in,46
STLV-2,Anubis baboons,is found in,46
HTLV-1,Human populations,is found in,46
HTLV-2,Human populations,is found in,46
STLV-L,Hamadryas baboons,has dna sequences in,46
STLV-L,Baboons that are hybrids between hamadryas and anubis baboons,has dna sequences in,46
STLV-1,Anubis baboons,has dna sequences in,46
STLV-2,Anubis baboons,has dna sequences in,46
protein AG,enzyme-linked immunosorbent assay,used in,47
protein AG,screening for antibodies against parapoxvirus,used in,47
protein AG,testing serum samples,used in,47
protein AG,serological survey for parapoxvirus,used in,47
Japanese serows,protein AG-ELISA,reacted positively to,47
Japanese serows,almost all prefectures,found in,47
Japanese serows,all years tested,found in,47
Japanese serows,parapoxvirus,could be reservoirs for,47
grey seals,parapox virus,infected with,48
grey seals,Cornwall,found in,48
grey seals,seal rehabilitation centre,cared for at,48
parapox virus,electron microscopy,detected using,48
previous outbreaks,current outbreak,compared with,48
southern sea otters,Enhydra lutris nereis,are,49
southern sea otters,California,are found,49
southern sea otters,USA,are found,49
Protozoal encephalitis,southern sea otters,is a cause of death,49
acanthocephalan-related disease,southern sea otters,is a cause of death,49
shark attack,southern sea otters,is a cause of death,49
cardiac disease,southern sea otters,is a cause of death,49
Toxoplasma gondii encephalitis,southern sea otters,is a cause of death,49
Toxoplasma gondii encephalitis,cardiac disease,is associated with,49
shark attack,Toxoplasma gondii encephalitis,is coupled with,49
T. gondii encephalitis,prime-aged adult otters,is more common in,49
shark attack,prime-aged adult otters,is more common in,49
parasitic disease,southern sea otters,is a primary cause of death,49
