source_text,target_text,relation_type,doc_id
Serum samples,canine distemper virus (CDV),detected by,58605
Serum samples,Ehrlichia canis,detected by,58605
Serologic survey,Kenya,found in,58605
Serum samples,Kenya,collected in,58605
Canis mesomelas,Kenya,lives in,58605
C. aureus,Kenya,lives in,58605
C. adustus,Kenya,lives in,58605
Canis mesomelas,black-backed jackals,common name of,58605
C. aureus,golden jackals,common name of,58605
C. adustus,side-striped jackals,common name of,58605
Canis mesomelas,free-ranging jackals,species of,58605
C. aureus,free-ranging jackals,species of,58605
C. adustus,free-ranging jackals,species of,58605
Canis mesomelas,canine diseases,affected by,58605
C. aureus,canine diseases,affected by,58605
C. adustus,canine diseases,affected by,58605
Canis mesomelas,canine diseases,indicator species for,58605
C. aureus,canine diseases,indicator species for,58605
C. adustus,canine diseases,indicator species for,58605
Canis mesomelas,canine pathogens,indicator species for,58605
C. aureus,canine pathogens,indicator species for,58605
C. adustus,canine pathogens,indicator species for,58605
Canis mesomelas,wild carnivore,indicator species for,58605
C. aureus,wild carnivore,indicator species for,58605
C. adustus,wild carnivore,indicator species for,58605
Herpesvirus,Pacific harbor seals,infects,59830
Pacific harbor seals,Herpesvirus,hosts,59830
Pacific harbor seals,Phoca vitulina richardsi,common name of,59830
Phoca vitulina richardsi,Pacific harbor seals,latin name of,59830
Herpesvirus,adrenal necrosis,causes,59830
Herpesvirus,sepsis,causes,59830
Herpesvirus,bacterial omphalophlebitis,causes,59830
Herpesvirus,pneumonia,causes,59830
Herpesvirus,gastroenteritis,causes,59830
Herpesvirus,thymic atrophy,causes,59830
Herpesvirus,hepatic necrosis,causes,59830
Herpesvirus,lymphopenia,causes,59830
Herpesvirus,adrenal cells,causes,59830
Herpesvirus,viral particles,causes,59830
Herpesvirus,phocine adrenal and kidney cell lines,detected by,59830
Herpesvirus,adrenal tissue homogenate,detected by,59830
Herpesvirus,cytopathic effect,detected by,59830
Herpesvirus,male seals,affects,59830
Herpesvirus,female seals,affects,59830
Herpesvirus,birth weight,affects,59830
Herpesvirus,central and northern California,found in,59830
Herpesvirus,USA,found in,59830
Herpesvirus,0 to 63 days,found in,59830
Herpesvirus,45%,found in,59830
Herpesvirus,74 of 162,found in,59830
Herpesvirus,42 of 95,found in,59830
Herpesvirus,32 of 67,found in,59830
Herpesvirus,100 nm,found in,59830
Herpesvirus,160 nm,found in,59830
Herpesvirus,5 days,found in,59830
canine adenovirus,island fox,infects,59699
island fox,canine adenovirus,hosts,59699
canine parvovirus,island fox,infects,59699
island fox,canine parvovirus,hosts,59699
canine herpesvirus,island fox,infects,59699
island fox,canine herpesvirus,hosts,59699
canine coronavirus,island fox,infects,59699
island fox,canine coronavirus,hosts,59699
leptospirosis,island fox,infects,59699
island fox,leptospirosis,hosts,59699
toxoplasmosis,island fox,infects,59699
island fox,toxoplasmosis,hosts,59699
island fox,Channel Islands,lives in,59699
Channel Islands,California,found in,59699
California,USA,found in,59699
island fox,threatened species,is,59699
194,island fox,number of,59699
97%,canine adenovirus,prevalence of,59699
59%,canine parvovirus,prevalence of,59699
low,canine herpesvirus,prevalence of,59699
low,canine coronavirus,prevalence of,59699
low,leptospirosis,prevalence of,59699
low,toxoplasmosis,prevalence of,59699
Pestivirus,Pyrenean Chamois,infects,59904
Pyrenean Chamois,Pestivirus,hosts,59904
Pestivirus,disease,causes,59904
Pestivirus,mortality,causes,59904
Pestivirus,border disease virus cluster,associated with,59904
Pestivirus,16 of 17,detected in,59904
Pestivirus,outbreak,detected in,59904
Pestivirus,Spain,detected in,59904
Pestivirus,2001-02,detected in,59904
Pyrenean Chamois,Spain,lives in,59904
Pyrenean Chamois,outbreak,affected by,59904
Pyrenean Chamois,disease,affected by,59904
Pyrenean Chamois,mortality,affected by,59904
Rupicapra pyrenaica pyrenaica,Pyrenean Chamois,common name of,59904
Pyrenean Chamois,Rupicapra pyrenaica pyrenaica,latin name of,59904
border disease virus,southern chamois,infects,59578
southern chamois,border disease virus,hosts,59578
southern chamois,Rupicapra pyrenaica,common name of,59578
Rupicapra pyrenaica,southern chamois,latin name of,59578
border disease virus,depression,causes,59578
border disease virus,weakness,causes,59578
border disease virus,movement difficulties,causes,59578
border disease virus,abnormal behaviour,causes,59578
border disease virus,alopecia,causes,59578
border disease virus,skin hyperpigmentation,causes,59578
border disease virus,cachexia,causes,59578
border disease virus,abscesses,causes,59578
border disease virus,pneumonia,causes,59578
border disease virus,subcutaneous infection,causes,59578
border disease virus,orchitis,causes,59578
border disease virus,edema,causes,59578
border disease virus,gliosis,causes,59578
border disease virus,espongiosis,causes,59578
border disease virus,cariorrexis,causes,59578
border disease virus,neuronal multifocal necrosis,causes,59578
border disease virus,perivascular mononuclear inflammatory infiltrate,causes,59578
border disease virus,follicular atrophy,causes,59578
border disease virus,epidermal hyperplasia,causes,59578
border disease virus,orthokeratotic hyperkeratosis,causes,59578
border disease virus,follicular hyperkeratosis,causes,59578
border disease virus,hypermelanosis,causes,59578
border disease virus,haemosiderin deposits,causes,59578
border disease virus,intraeritrocitic parasites,causes,59578
border disease virus,RT-PCR,detected by,59578
border disease virus,monoclonal antibodies,detected by,59578
border disease virus,high-mortality disease,causes,59578
border disease virus,central Pyrenees,found in,59578
border disease virus,NE Spain,found in,59578
border disease virus,2001,found in,59578
border disease virus,2002,found in,59578
border disease virus,February,found in,59578
border disease virus,June,found in,59578
Urate nephrolithiasis,Mirounga angustirostris,affects,59831
Urate nephrolithiasis,Zalophus californianus,affects,59831
Mirounga angustirostris,northern elephant seal,common name of,59831
Zalophus californianus,California sea lion,common name of,59831
nephrolithiasis,Mirounga angustirostris,affects,59831
nephrolithiasis,Zalophus californianus,affects,59831
nephrolithiasis,nephroliths,causes,59831
nephroliths,Mirounga angustirostris,found in,59831
nephroliths,Zalophus californianus,found in,59831
Ehrlichia spp.,white-tailed deer,infects,59842
white-tailed deer,Ehrlichia spp.,hosts,59842
Amblyomma americanum,white-tailed deer,found on,59842
Ixodes scapularis,white-tailed deer,found on,59842
Amblyomma americanum,Ehrlichia chaffeensis,vector of,59842
Ixodes scapularis,human granulocytic ehrlichiosis (HGE) agent,vector of,59842
white-tailed deer,Ehrlichia chaffeensis,infected by,59842
white-tailed deer,human granulocytic ehrlichiosis (HGE) agent,infected by,59842
white-tailed deer,serologic,tested by,59842
white-tailed deer,molecular,tested by,59842
white-tailed deer,culture,tested by,59842
white-tailed deer,indirect fluorescent antibody testing,detected by,59842
white-tailed deer,nested polymerase chain reaction,detected by,59842
white-tailed deer,16S rDNA fragments,detected by,59842
white-tailed deer,Ehrlichia chaffeensis,detected by,59842
white-tailed deer,human granulocytic ehrlichiosis (HGE) agent,detected by,59842
white-tailed deer,Ehrlichia-type morula,detected by,59842
white-tailed deer,neutrophil,detected by,59842
white-tailed deer,blood smears,detected by,59842
white-tailed deer,ingual lymph node,detected by,59842
white-tailed deer,culture,detected by,59842
white-tailed deer,1/5,detected by,59842
white-tailed deer,3/5,detected by,59842
white-tailed deer,5/5,detected by,59842
white-tailed deer,111,detected by,59842
white-tailed deer,"1,024",detected by,59842
white-tailed deer,geometric mean titer,detected by,59842
white-tailed deer,Ehrlichia equi,detected by,59842
white-tailed deer,single deer,detected by,59842
white-tailed deer,deer population,detected by,59842
white-tailed deer,coastal Georgia,detected by,59842
white-tailed deer,human ehrlichioses agents,detected by,59842
Antibodies,buffalo,detected in,59912
Antibodies,wildebeest,detected in,59912
Antibodies,topi,detected in,59912
Antibodies,Zebra,detected in,59912
Antibodies,wart hog,detected in,59912
Antibodies,Syncerus caffer,detected in,59912
Antibodies,Connochaetes taurinus,detected in,59912
Antibodies,Damaliscus korrigum,detected in,59912
Antibodies,Tanzania,detected in,59912
Antibodies,game areas,detected in,59912
Antibodies,535,detected in,59912
Antibodies,eight species,detected in,59912
Antibodies,1987,detected in,59912
Antibodies,1989,detected in,59912
Antibodies,foot-and-mouth disease,detected in,59912
Antibodies,bovine herpes virus types 1 and 2,detected in,59912
Antibodies,bovine viral diarrhoea,detected in,59912
Antibodies,Akabane,detected in,59912
Antibodies,bovine ephemeral fever,detected in,59912
Antibodies,bluetongue,detected in,59912
Antibodies,enzootic bovine leucosis,detected in,59912
Antibodies,African horse sickness,detected in,59912
Antibodies,African swine fever,detected in,59912
Antibodies,Brucella abortus,detected in,59912
buffalo,foot-and-mouth disease,hosts,59912
buffalo,bovine herpes virus types 1 and 2,hosts,59912
buffalo,bovine viral diarrhoea,hosts,59912
buffalo,Akabane,hosts,59912
buffalo,bovine ephemeral fever,hosts,59912
buffalo,bluetongue,hosts,59912
buffalo,enzootic bovine leucosis,hosts,59912
buffalo,African horse sickness,hosts,59912
buffalo,African swine fever,hosts,59912
buffalo,Brucella abortus,hosts,59912
wildebeest,foot-and-mouth disease,hosts,59912
wildebeest,bovine herpes virus types 1 and 2,hosts,59912
wildebeest,bovine viral diarrhoea,hosts,59912
wildebeest,Akabane,hosts,59912
wildebeest,bovine ephemeral fever,hosts,59912
wildebeest,bluetongue,hosts,59912
wildebeest,enzootic bovine leucosis,hosts,59912
wildebeest,African horse sickness,hosts,59912
wildebeest,African swine fever,hosts,59912
wildebeest,Brucella abortus,hosts,59912
topi,foot-and-mouth disease,hosts,59912
topi,bovine herpes virus types 1 and 2,hosts,59912
topi,bovine viral diarrhoea,hosts,59912
topi,Akabane,hosts,59912
topi,bovine ephemeral fever,hosts,59912
topi,bluetongue,hosts,59912
topi,enzootic bovine leucosis,hosts,59912
topi,African horse sickness,hosts,59912
topi,African swine fever,hosts,59912
topi,Brucella abortus,hosts,59912
Zebra,African horse sickness,hosts,59912
wart hog,African swine fever,hosts,59912
Syncerus caffer,buffalo,common name of,59912
Connochaetes taurinus,wildebeest,common name of,59912
Damaliscus korrigum,topi,common name of,59912
Staphylococcus aureus,Ursus americanus,infects,59921
Ursus americanus,Staphylococcus aureus,hosts,59921
Staphylococcus aureus,bacterial valvular endocarditis,causes,59921
Ursus americanus,bacterial valvular endocarditis,suffered from,59921
Ursus americanus,Labrador,lives in,59921
Labrador,Canada,is in,59921
Ursus americanus,fall 1991,died in,59921
Staphylococcus aureus,widespread dissemination,causes,59921
Staphylococcus aureus,other organs,infects,59921
bacterial valvular endocarditis,death,causes,59921
Ursus americanus,black bear,is a,59921
Ursus americanus,bacterial valvular endocarditis,is the first reported case of,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
Bison bison,Delta Junction,lives in,58455
Delta Junction,Alaska,located in,58455
Alaska,USA,located in,58455
Domestic cattle,infection,source of,58455
Bison bison,infection,affected by,58455
Bison bison,clinical disease,not affected by,58455
Feline immunodeficiency virus,Puma concolor,infects,59903
Puma concolor,Feline immunodeficiency virus,hosts,59903
Feline parvovirus,Puma concolor,infects,59903
Puma concolor,Feline parvovirus,hosts,59903
Feline coronavirus,Puma concolor,infects,59903
Puma concolor,Feline coronavirus,hosts,59903
Feline calicivirus,Puma concolor,infects,59903
Puma concolor,Feline calicivirus,hosts,59903
Canine distemper virus,Puma concolor,infects,59903
Puma concolor,Canine distemper virus,hosts,59903
Yersinia pestis,Puma concolor,infects,59903
Puma concolor,Yersinia pestis,hosts,59903
Feline immunodeficiency virus,age,affected by,59903
Feline parvovirus,age,affected by,59903
Feline coronavirus,age,affected by,59903
Feline calicivirus,age,affected by,59903
Canine distemper virus,age,affected by,59903
Yersinia pestis,age,affected by,59903
Feline immunodeficiency virus,family membership,affected by,59903
Feline coronavirus,family membership,affected by,59903
Feline immunodeficiency virus,sex,affected by,59903
Yersinia pestis,sex,affected by,59903
Feline immunodeficiency virus,location,affected by,59903
Feline parvovirus,location,affected by,59903
Feline coronavirus,location,affected by,59903
Feline calicivirus,location,affected by,59903
Canine distemper virus,location,affected by,59903
Yersinia pestis,location,affected by,59903
Feline immunodeficiency virus,family groups,transmission within,59903
Feline coronavirus,family groups,transmission within,59903
Monachus schauinslandi,phocine herpesvirus-1,hosts,59836
phocine herpesvirus-1,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Leptospira bratislava,hosts,59836
Leptospira bratislava,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Leptospira hardjo,hosts,59836
Leptospira hardjo,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Leptospira icterohaemorrhagiae,hosts,59836
Leptospira icterohaemorrhagiae,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Leptospira pomona,hosts,59836
Leptospira pomona,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Brucella spp.,hosts,59836
Brucella spp.,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Chlamydophila abortus,hosts,59836
Chlamydophila abortus,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Toxoplasma gondii,hosts,59836
Toxoplasma gondii,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Dirofilaria immitis,hosts,59836
Dirofilaria immitis,Monachus schauinslandi,infects,59836
Monachus schauinslandi,morbilliviruses,hosts,59836
morbilliviruses,Monachus schauinslandi,infects,59836
Monachus schauinslandi,influenza A virus,hosts,59836
influenza A virus,Monachus schauinslandi,infects,59836
Ehrlichia sp.-like organism,Odocoileus virginianus,infects,59858
Odocoileus virginianus,Ehrlichia sp.-like organism,hosts,59858
Ehrlichia chaffeensis,Odocoileus virginianus,infects,59858
Odocoileus virginianus,Ehrlichia chaffeensis,hosts,59858
Ehrlichia sp.-like organism,DGA/GA1UR,detected by,59858
Ehrlichia chaffeensis,DCH/GA1UR,detected by,59858
Ehrlichia sp.-like organism,GE9f/GA1UR,detected by,59858
Ehrlichia chaffeensis,GE9f/GA1UR,detected by,59858
Ehrlichia sp.-like organism,white blood cells,found in,59858
Ehrlichia chaffeensis,white blood cells,found in,59858
62 deer,10 populations,sampled from,59858
10 populations,four U.S. states,located in,59858
Ehrlichia sp.-like organism,65%,has prevalence,59858
Ehrlichia chaffeensis,5%,has prevalence,59858
Ehrlichia sp.-like organism,E. chaffeensis-reactive antibodies,associated with,59858
Amblyomma americanum,Ehrlichia sp.-like organism,associated with,59858
Ehrlichia sp.-like organism,serologic cross-reactions,causes,59858
Ehrlichia sp.-like organism,non-specific PCR products,causes,59858
Bacillus anthracis,Hippopotamus amphibius,infects,56169
Hippopotamus amphibius,Bacillus anthracis,hosts,56169
Bacillus anthracis,Syncerus caffer,infects,56169
Syncerus caffer,Bacillus anthracis,hosts,56169
Bacillus anthracis,Loxodonta africana,infects,56169
Loxodonta africana,Bacillus anthracis,hosts,56169
Bacillus anthracis,Anthrax,causes,56169
Hippopotamus amphibius,Anthrax,suffered from,56169
Syncerus caffer,Anthrax,suffered from,56169
Loxodonta africana,Anthrax,suffered from,56169
Hippopotamus amphibius,Luangwa Valley,lives in,56169
Syncerus caffer,Luangwa Valley,lives in,56169
Loxodonta africana,Luangwa Valley,lives in,56169
Luangwa Valley,Zambia,located in,56169
Bacillus anthracis,Luangwa Valley,found in,56169
Bacillus anthracis,outbreaks,causes,56169
Hippopotamus amphibius,outbreaks,experienced,56169
Syncerus caffer,outbreaks,experienced,56169
Loxodonta africana,outbreaks,experienced,56169
Bacillus anthracis,people,affected,56169
Bacillus anthracis,field study,detected by,56169
field study,environmental contamination,assessed,56169
field study,methods of control,studied,56169
field study,local laboratory staff,equipped,56169
local laboratory staff,monitoring,conducted,56169
monitoring,disease,of,56169
disease,enzootic status,has,56169
1987,outbreaks,year of,56169
1988,outbreaks,year of,56169
1989,field study,year of,56169
100 km,up-river,distance from,56169
up-river,Luangwa Valley,location relative to,56169
Spirochetes,mammals,infects,59837
Spirochetes,ticks,infects,59837
Borrelia burgdorferi,black-tailed jackrabbits,infects,59837
Borrelia burgdorferi,Dermacentor occidentalis,infects,59837
Borrelia burgdorferi,D. parumapertus,infects,59837
Borrelia burgdorferi,Ixodes neotomae,infects,59837
Borrelia burgdorferi,I. pacificus,infects,59837
Borrelia burgdorferi,Haemaphysalis leporispalustris,infects,59837
black-tailed jackrabbits,Borrelia burgdorferi,hosts,59837
Dermacentor occidentalis,Borrelia burgdorferi,hosts,59837
D. parumapertus,Borrelia burgdorferi,hosts,59837
Ixodes neotomae,Borrelia burgdorferi,hosts,59837
I. pacificus,Borrelia burgdorferi,hosts,59837
Haemaphysalis leporispalustris,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Lyme borreliosis,causes,59837
Borrelia burgdorferi,indirect immunofluorescence,detected by,59837
Borrelia burgdorferi,direct immunofluorescence,detected by,59837
Borrelia burgdorferi,Borrelia-specific monoclonal antibody,detected by,59837
Borrelia burgdorferi,H9724,detected by,59837
Borrelia burgdorferi,H5332,detected by,59837
Borrelia burgdorferi,California,found in,59837
Borrelia burgdorferi,black-tailed jackrabbits,found in,59837
Borrelia burgdorferi,Dermacentor occidentalis,found in,59837
Borrelia burgdorferi,D. parumapertus,found in,59837
Borrelia burgdorferi,Ixodes neotomae,found in,59837
Borrelia burgdorferi,I. pacificus,found in,59837
Borrelia burgdorferi,Haemaphysalis leporispalustris,found in,59837
Borrelia burgdorferi,Columbian black-tailed deer,found in,59837
Borrelia burgdorferi,Odocoileus hemionus columbianus,found in,59837
Borrelia burgdorferi,ticks,found in,59837
Borrelia burgdorferi,Lyme borreliosis,found in,59837
Borrelia burgdorferi,spirochetal serosurveys,found in,59837
Borrelia burgdorferi,serologic tests,found in,59837
Borrelia burgdorferi,spirochetes,found in,59837
Borrelia burgdorferi,spirochetal antibody,found in,59837
Borrelia burgdorferi,lagomorph,found in,59837
Borrelia burgdorferi,H. leporispalustris,found in,59837
Borrelia burgdorferi,I. neotomae,found in,59837
Borrelia burgdorferi,D. occidentalis,found in,59837
Borrelia burgdorferi,D. parumapertus,found in,59837
Borrelia burgdorferi,I. pacificus,found in,59837
Borrelia burgdorferi,H. leporispalustris,found in,59837
Borrelia burgdorferi,Lepus californicus californicus,found in,59837
Borrelia burgdorferi,Odocoileus hemionus columbianus,found in,59837
Meles meles,British cattle,infects,59823
British cattle,bovine tuberculosis,hosts,59823
Meles meles,south-west England,lives in,59823
bovine tuberculosis,incident case,causes,59823
bovine tuberculosis,clinical samples,detected by,59823
bovine tuberculosis,demographic processes,affected by,59823
bovine tuberculosis,movement,affected by,59823
bovine tuberculosis,social organization,affected by,59823
bovine tuberculosis,disease dynamics,affected by,59823
bovine tuberculosis,group size,affected by,59823
bovine tuberculosis,females,affected by,59823
bovine tuberculosis,males,affected by,59823
bovine tuberculosis,social structure,affected by,59823
bovine tuberculosis,transmission dynamics,affected by,59823
badger culling,social structure,affected by,59823
badger culling,transmission dynamics,affected by,59823
Clostridium perfringens,Ursus maritimus,infects,57733
Ursus maritimus,Clostridium perfringens,hosts,57733
Clostridium perfringens,fecal samples,found in,57733
Clostridium perfringens,bacteriologic analysis,detected by,57733
Clostridium perfringens,type A,type a,57733
Clostridium perfringens,beta2-toxin,produces,57733
Clostridium perfringens,fatal diseases,causes,57733
Clostridium perfringens,gastrointestinal tract,lives in,57733
Clostridium perfringens,gastrointestinal tract,normal inhabitant of,57733
Ehrlichia chaffeensis,white-tailed deer,infects,59859
white-tailed deer,Ehrlichia chaffeensis,hosts,59859
white-tailed deer,Odocoileus virginianus Zimmermann,common name of,59859
Odocoileus virginianus Zimmermann,white-tailed deer,latin name of,59859
Ehrlichia chaffeensis,Ehrlichiosis,causes,59859
Ehrlichia chaffeensis,fluorescent antibody analysis,detected by,59859
Amblyomma americanum,Ehrlichia chaffeensis,natural vector of,59859
Amblyomma americanum,lone star tick,common name of,59859
lone star tick,Amblyomma americanum,common name of,59859
Amblyomma americanum,Amblyomma americanum L.,latin name of,59859
Amblyomma americanum L.,Amblyomma americanum,latin name of,59859
Amblyomma americanum,southeastern United States,lives in,59859
white-tailed deer,southeastern United States,lives in,59859
Ehrlichia chaffeensis,serum samples,found in,59859
Ehrlichia chaffeensis,white-tailed deer,found in,59859
Ehrlichia chaffeensis,Amblyomma americanum,found in,59859
Ehrlichia chaffeensis,lone star tick,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Ehrlichia chaffeensis,Odocoileus virginianus Zimmermann,found in,59859
Staphylococcus aureus,human,infects,56156
human,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,great ape,infects,56156
great ape,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,Gorilla gorilla gorilla,infects,56156
Gorilla gorilla gorilla,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,Pan troglodytes,infects,56156
Pan troglodytes,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,necrotizing wound,causes,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
International Centre for Medical Research of Franceville,study,conducts,56156
International Centre for Medical Research of Franceville,Gabon,located in,56156
Gabon,Central Africa,located in,56156
Leptospira licerasiae serovar Varillal,human,infects,56805
human,Leptospira licerasiae serovar Varillal,hosts,56805
Leptospira licerasiae serovar Varillal,Rattus norvegicus,found in,56805
Leptospira licerasiae serovar Varillal,Rattus rattus,found in,56805
Leptospira licerasiae serovar Varillal,Rattus species,found in,56805
Leptospira licerasiae serovar Varillal,microscopic agglutination test,detected by,56805
Leptospira licerasiae serovar Varillal,Southern blot hybridization,detected by,56805
Leptospira licerasiae serovar Varillal,Western immunoblot,detected by,56805
Leptospira licerasiae serovar Varillal,Leptospira fainei,phylogenetically related to,56805
Leptospira licerasiae serovar Varillal,Leptospira inadai,phylogenetically related to,56805
Leptospira licerasiae serovar Varillal,Leptospira fainei,genetically distinct from,56805
Leptospira licerasiae serovar Varillal,Leptospira inadai,genetically distinct from,56805
Leptospira licerasiae serovar Varillal,Leptospirosis,causes,56805
Leptospira licerasiae serovar Varillal,urban,found in,56805
Leptospira licerasiae serovar Varillal,peri-urban,found in,56805
Leptospira licerasiae serovar Varillal,rural,found in,56805
Leptospira licerasiae serovar Varillal,Iquitos region,found in,56805
Leptospira licerasiae serovar Varillal,Peruvian Amazon,found in,56805
Leptospira licerasiae serovar Varillal,1:100,has titer,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,27 kDa,has protein size,56805
Leptospira licerasiae serovar Varillal,32 kDa,has protein size,56805
Mycoplasma alligatoris sp. nov.,American alligators,infects,57753
