source_text,target_text,relation_type,doc_id
Rupicapra pyrenaica,gliosis,suffered from,59578
Rupicapra pyrenaica,espongiosis,suffered from,59578
Rupicapra pyrenaica,neuronal multifocal necrosis,suffered from,59578
Rupicapra pyrenaica,perivascular mononuclear inflammatory infiltrate,suffered from,59578
Rupicapra pyrenaica,follicular atrophy,suffered from,59578
Rupicapra pyrenaica,epidermal hyperplasia,suffered from,59578
Rupicapra pyrenaica,orthokeratotic hyperkeratosis,suffered from,59578
Rupicapra pyrenaica,follicular hyperkeratosis,suffered from,59578
Rupicapra pyrenaica,hypermelanosis,suffered from,59578
Rupicapra pyrenaica,haemosiderin deposits,suffered from,59578
Rupicapra pyrenaica,intraeritrocitic parasites,suffered from,59578
RT-PCR,border disease virus,detected,59578
monoclonal antibodies,border disease virus,characterized,59578
Mirounga angustirostris,Urate nephrolithiasis,hosts,59831
Zalophus californianus,Urate nephrolithiasis,hosts,59831
Urate nephrolithiasis,Mirounga angustirostris,infects,59831
Urate nephrolithiasis,Zalophus californianus,infects,59831
Mirounga angustirostris,Nephroliths,has,59831
Zalophus californianus,Nephroliths,has,59831
Nephroliths,Uric acid,composed of,59831
Nephroliths,Ammonium urate,composed of,59831
Renal pelvic dilation,Nephroliths,associated with,59831
Pyelonephritis,Nephroliths,associated with,59831
Hydronephrosis,Nephroliths,associated with,59831
Metabolic derangements,Urate nephrolithiasis,causes,59831
Morphologic differences,Urate nephrolithiasis,causes,59831
Physiologic differences,Urate nephrolithiasis,causes,59831
white-tailed deer,Ehrlichia spp.,hosts,59842
Ehrlichia spp.,white-tailed deer,infects,59842
Amblyomma americanum,Ehrlichia chaffeensis,transmits,59842
Ixodes scapularis,human granulocytic ehrlichiosis (HGE) agent,transmits,59842
Ehrlichia chaffeensis,white-tailed deer,infects,59842
human granulocytic ehrlichiosis (HGE) agent,white-tailed deer,infects,59842
Ehrlichia equi,human granulocytic ehrlichiosis (HGE) agent,is surrogate antigen for,59842
white-tailed deer,coastal Georgia,lives in,59842
coastal Georgia,white-tailed deer,is location of,59842
inguenal lymph node,Ehrlichia chaffeensis,is site of infection,59842
neutrophil,Ehrlichia-type morula,is site of infection,59842
blood smears,Ehrlichia-type morula,detects,59842
southeastern United States,human ehrlichioses agents,is location of,59842
Antibodies,Antibodies,no_relationship,59912
black bear,coagulase-positive Staphylococcus aureus,hosts,59921
coagulase-positive Staphylococcus aureus,black bear,infects,59921
coagulase-positive Staphylococcus aureus,bacterial valvular endocarditis,causes,59921
bacterial valvular endocarditis,organs,affects,59921
Ursus americanus,black bear,latin name of,59921
black bear,Ursus americanus,common name of,59921
Labrador,black bear,location of,59921
Canada,Labrador,location of,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
Delta bison,Bison bison,common name of,58455
Bison bison,Delta bison,latin name of,58455
Delta Junction,Delta bison,location of,58455
Alaska,Delta Junction,location of,58455
USA,Alaska,location of,58455
Domestic cattle,infection,source of,58455
infection,parainfluenza 3 virus,causes,58455
parainfluenza 3 virus,infection,causes,58455
Bison bison,infection,experienced,58455
infection,clinical disease,did not cause,58455
infection,decrease in productivity,did not cause,58455
Rocky Mountain cougars,FIV,hosts,59903
FIV,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,FPV,hosts,59903
FPV,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,FCoV,hosts,59903
FCoV,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,FCV,hosts,59903
FCV,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,CDV,hosts,59903
CDV,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,Yersinia pestis,hosts,59903
Yersinia pestis,Rocky Mountain cougars,infects,59903
Puma concolor,Rocky Mountain cougars,latin name of,59903
Rocky Mountain cougars,Puma concolor,common name of,59903
1990-2004,seroconversions,duration of observation,59903
Hawaiian monk seal,Phocine herpesvirus-1,hosts,59836
Phocine herpesvirus-1,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Leptospira bratislava,hosts,59836
Leptospira bratislava,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. hardjo,hosts,59836
L. hardjo,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. icterohaemorrhagiae,hosts,59836
L. icterohaemorrhagiae,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. pomona,hosts,59836
L. pomona,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Brucella spp.,hosts,59836
Brucella spp.,Hawaiian monk seal,infects,59836
Hawaiian monk seal,B. canis,hosts,59836
B. canis,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Chlamydophila abortus,hosts,59836
Chlamydophila abortus,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Toxoplasma gondii,hosts,59836
Toxoplasma gondii,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Dirofilaria immitis,hosts,59836
Dirofilaria immitis,Hawaiian monk seal,infects,59836
Conservation efforts,Infectious disease monitoring,includes,59836
Infectious disease monitoring,Conservation efforts,is part of,59836
Ehrlichia sp.,white-tailed deer,infects,59858
white-tailed deer,Ehrlichia sp.,hosts,59858
Odocoileus virginianus,white-tailed deer,latin name of,59858
white-tailed deer,Odocoileus virginianus,common name of,59858
Ehrlichia chaffeensis,human granulocytic ehrlichiosis,causes,59858
human granulocytic ehrlichiosis,HGE,also known as,59858
Amblyomma americanum,Ehrlichia sp.,associated with,59858
Ehrlichia sp.,nested polymerase chain reactions,detected by,59858
Anthrax,Hippos,infects,56169
Hippos,Anthrax,hosts,56169
Hippos,Bacillus anthracis,hosts,56169
Bacillus anthracis,Anthrax,causes,56169
Luangwa Valley,Hippos,location of,56169
Zambia,Luangwa Valley,location of,56169
Cape buffalo,Anthrax,affected by,56169
Elephant,Anthrax,affected by,56169
Bacillus anthracis,Environmental contamination,environmental contamination by,56169
Environmental contamination,Risks to people,risks to,56169
Local laboratory staff,Methods of control,equipped for,56169
Field study,Enzootic status,confirmed,56169
Anthrax,Outbreaks of anthrax,outbreaks of,56169
Outbreaks of anthrax,June,occurred in,56169
Outbreaks of anthrax,November,occurred in,56169
Outbreaks of anthrax,August,occurred in,56169
Outbreaks of anthrax,September,occurred in,56169
4000 deaths,Mortality,measurement of,56169
Borrelia burgdorferi,Lepus californicus californicus,infects,59837
Lepus californicus californicus,Borrelia burgdorferi,hosts,59837
Ixodes neotomae,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Ixodes neotomae,infects,59837
Haemaphysalis leporispalustris,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Haemaphysalis leporispalustris,infects,59837
Lepus californicus californicus,California,lives in,59837
Odocoileus hemionus columbianus,California,lives in,59837
Dermacentor occidentalis,Lepus californicus californicus,found in,59837
D. parumapertus,Lepus californicus californicus,found in,59837
Ixodes neotomae,Lepus californicus californicus,found in,59837
I. pacificus,Lepus californicus californicus,found in,59837
Haemaphysalis leporispalustris,Lepus californicus californicus,found in,59837
Lyme borreliosis,Spirochetes,causes,59837
Borrelia burgdorferi,Spirochetes,causes,59837
Spirochetes,indirect immunofluorescence,detected by,59837
Spirochetes,direct immunofluorescence,detected by,59837
Meles meles,Bacilli,hosts,59823
Bacilli,Meles meles,infects,59823
Social group,Group size,has,59823
Group size,Disease dynamics,influences,59823
South-west England,Badger ecology,location of,59823
Clostridium perfringens,polar bears,infects,57733
polar bears,Clostridium perfringens,hosts,57733
polar bears,Ursus maritimus,common name of,57733
Ursus maritimus,polar bears,latin name of,57733
Svalbard Archipelago,polar bears,location of,57733
Norway,Svalbard Archipelago,location of,57733
fecal samples,bacteriologic analysis,used for,57733
bacteriologic analysis,Clostridium perfringens,detected,57733
Clostridium perfringens,fatal diseases,causes,57733
fatal diseases,gastrointestinal tract,affects,57733
gastrointestinal tract,polar bears,part of,57733
Clostridium perfringens,beta2-toxin,has,57733
type A,Clostridium perfringens,subtype of,57733
Amblyomma americanum,White-tailed deer,infects,59859
White-tailed deer,Amblyomma americanum,hosts,59859
Amblyomma americanum,Southeastern United States,lives in,59859
White-tailed deer,Southeastern United States,lives in,59859
Ehrlichia chaffeensis,Ehrlichiosis,causes,59859
Amblyomma americanum,Ehrlichia chaffeensis,vector of,59859
White-tailed deer,Odocoileus virginianus,common name of,59859
Odocoileus virginianus,White-tailed deer,latin name of,59859
Amblyomma americanum,Lone star tick,common name of,59859
Lone star tick,Amblyomma americanum,common name of,59859
Staphylococcus aureus,humans,infects,56156
humans,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,western lowland gorilla,infects,56156
western lowland gorilla,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,chimpanzees,infects,56156
chimpanzees,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
staphylococcal sepsis,western lowland gorilla,affected,56156
western lowland gorilla,Gabon,lives in,56156
chimpanzees,Gabon,lives in,56156
Gabon,Central Africa,part of,56156
Central Africa,Africa,part of,56156
International Centre for Medical Research of Franceville,Gabon,located in,56156
primate facility,International Centre for Medical Research of Franceville,part of,56156
western lowland gorilla,pulsed field gel electrophoresis,detected by,56156
chimpanzees,pulsed field gel electrophoresis,detected by,56156
Human leptospirosis,Leptospira,caused by,56805
Rattus species,Leptospira,hosts,56805
Leptospira,Rattus species,lives in,56805
Peruvian Amazon,Rattus species,location of,56805
Rattus norvegicus,Leptospira,hosts,56805
R. rattus,Leptospira,hosts,56805
Iquitos region,Rattus norvegicus,location of,56805
Iquitos region,R. rattus,location of,56805
Leptospira licerasiae,Leptospira,is a,56805
Leptospira licerasiae serovar Varillal,Leptospira licerasiae,is a,56805
VAR 010(T),Leptospira licerasiae serovar Varillal,is a,56805
L. fainei,Leptospira licerasiae,related to,56805
L. inadai,Leptospira licerasiae,related to,56805
Acute febrile illness,Leptospira licerasiae,caused by,56805
Leptospira licerasiae,Acute febrile illness,causes,56805
45 Leptospira isolates,881 febrile patients,from,56805
30%,MAT antibodies,proportion of,56805
MAT antibodies,Leptospira licerasiae serovar Varillal,against,56805
7%,MAT antibodies,proportion of,56805
Mycoplasma alligatoris,American alligators,infects,57753
American alligators,Mycoplasma alligatoris,hosts,57753
Mycoplasma alligatoris,Alligator mississippiensis,infects,57753
Alligator mississippiensis,Mycoplasma alligatoris,hosts,57753
Mycoplasma alligatoris,multiple tissues,found in,57753
multiple tissues,Mycoplasma alligatoris,hosts,57753
Mycoplasma alligatoris,diseased American alligators,causes,57753
diseased American alligators,Mycoplasma alligatoris,affected by,57753
A21JP2T,Mycoplasma alligatoris,is type strain of,57753
ATCC 700619T,Mycoplasma alligatoris,is type strain of,57753
White-tailed deer,Ehrlichia spp.,hosts,59860
Ehrlichia spp.,White-tailed deer,infects,59860
Odocoileus virginianus,White-tailed deer,latin name of,59860
White-tailed deer,Odocoileus virginianus,common name of,59860
Ehrlichia spp.,Infection,causes,59860
Infection,Latitude,affected by,59860
Infection,Elevation,affected by,59860
Infection,Climatic conditions,affected by,59860
White-tailed deer,Alabama,found in,59860
White-tailed deer,Arkansas,found in,59860
White-tailed deer,Florida,found in,59860
White-tailed deer,Georgia,found in,59860
White-tailed deer,Illinois,found in,59860
White-tailed deer,Kentucky,found in,59860
White-tailed deer,Louisiana,found in,59860
White-tailed deer,Maryland,found in,59860
White-tailed deer,Massachusetts,found in,59860
White-tailed deer,Mississippi,found in,59860
White-tailed deer,Missouri,found in,59860
White-tailed deer,North Carolina,found in,59860
White-tailed deer,South Carolina,found in,59860
White-tailed deer,Tennessee,found in,59860
White-tailed deer,Texas,found in,59860
White-tailed deer,Virginia,found in,59860
White-tailed deer,West Virginia,found in,59860
White-tailed deer,USA,found in,59860
Brucella sp.,marine mammals,infects,59886
marine mammals,Brucella sp.,hosts,59886
pinnipeds,Brucella sp.,hosts,59886
cetaceans,Brucella sp.,hosts,59886
harbor seals,Brucella sp.,hosts,59886
harp seals,Brucella sp.,hosts,59886
Phoca vitulina,Brucella sp.,hosts,59886
Phoca groenlandica,Brucella sp.,hosts,59886
Brucella sp.,infection,causes,59886
marine mammals,infection,suffered from,59886
Connecticut,stranding,location of,59886
Rhode Island,stranding,location of,59886
southern New England,stranding,location of,59886
coast,stranding,location of,59886
serum samples,brucellosis card test,detected by,59886
serum samples,buffered acidified plate antigen test,detected by,59886
serum samples,rivanol test,detected by,59886
lymphoid tissues,marine mammals,found in,59886
visceral tissues,marine mammals,found in,59886
lung,marine mammals,found in,59886
axillary lymph nodes,marine mammals,found in,59886
inguinal lymph nodes,marine mammals,found in,59886
prescapular lymph nodes,marine mammals,found in,59886
Mycobacterium avium subsp. paratuberculosis,brown bears,infects,57730
brown bears,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Mycobacterium avium subsp. paratuberculosis,paratuberculosis,causes,57730
paratuberculosis,ruminants,affects,57730
ruminants,Mycobacterium avium subsp. paratuberculosis,hosts,57730
cattle,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Mycobacterium avium subsp. paratuberculosis,intestinal mucosa,found in,57730
intestinal mucosa,brown bears,part of,57730
kidney,brown bears,part of,57730
Mycobacterium avium subsp. paratuberculosis,Ziehl-Neelsen staining,detected by,57730
Mycobacterium avium subsp. paratuberculosis,polymerase chain reaction,detected by,57730
Mycobacterium avium subsp. paratuberculosis,RFLP type B-C1,classified by,57730
National Park Low Tatras,central European Carpathians,located in,57730
central European Carpathians,Slovakia,located in,57730
Salmonella spp.,California sea lion,infects,59832
California sea lion,Salmonella spp.,hosts,59832
Salmonella spp.,Northern elephant seal,infects,59832
Northern elephant seal,Salmonella spp.,hosts,59832
Salmonella spp.,Western gull,infects,59832
Western gull,Salmonella spp.,hosts,59832
Salmonella enterica,Zoonotic pathogen,is a,59832
Salmonella spp.,Fecal samples,found in,59832
Fecal samples,California sea lion,collected from,59832
Fecal samples,Northern elephant seal,collected from,59832
Fecal samples,Western gull,collected from,59832
California sea lion,Channel Islands,lives in,59832
Northern elephant seal,Channel Islands,lives in,59832
Western gull,Channel Islands,lives in,59832
Channel Islands,California,part of,59832
California,USA,part of,59832
Puget Sound,WA,part of,59832
WA,USA,part of,59832
Papio anubis,Trichuris sp.,hosts,60194
Papio anubis,Strongyloides sp.,hosts,60194
Papio anubis,Trichostrongylus sp.,hosts,60194
Papio anubis,Oesophagostomum sp.,hosts,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Papio anubis,Entamoeba coli,hosts,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Papio anubis,Blastocystis hominis,hosts,60194
Papio anubis,Cyclospora sp.,hosts,60194
Papio anubis,Cryptosporidium sp.,hosts,60194
Cercopithecus aethiops,Trichuris sp.,hosts,60194
Cercopithecus aethiops,Oesophagostomum sp.,hosts,60194
Cercopithecus aethiops,Entamoeba coli,hosts,60194
Cercopithecus aethiops,Entamoeba histolytica/dispar,hosts,60194
Cercopithecus aethiops,Blastocystis hominis,hosts,60194
Cercopithecus aethiops,Cyclospora sp.,hosts,60194
Cercopithecus aethiops,Cryptosporidium sp.,hosts,60194
Trichuris sp.,Papio anubis,infects,60194
Strongyloides sp.,Papio anubis,infects,60194
Trichostrongylus sp.,Papio anubis,infects,60194
Oesophagostomum sp.,Papio anubis,infects,60194
Schistosoma mansoni,Papio anubis,infects,60194
Entamoeba coli,Papio anubis,infects,60194
Entamoeba histolytica/dispar,Papio anubis,infects,60194
Blastocystis hominis,Papio anubis,infects,60194
Cyclospora sp.,Papio anubis,infects,60194
Cryptosporidium sp.,Papio anubis,infects,60194
Trichuris sp.,Cercopithecus aethiops,infects,60194
Oesophagostomum sp.,Cercopithecus aethiops,infects,60194
Entamoeba coli,Cercopithecus aethiops,infects,60194
Entamoeba histolytica/dispar,Cercopithecus aethiops,infects,60194
Blastocystis hominis,Cercopithecus aethiops,infects,60194
Cyclospora sp.,Cercopithecus aethiops,infects,60194
Cryptosporidium sp.,Cercopithecus aethiops,infects,60194
Papio anubis,Rift Valley,lives in,60194
Papio anubis,Ethiopia,lives in,60194
Cercopithecus aethiops,Rift Valley,lives in,60194
Cercopithecus aethiops,Ethiopia,lives in,60194
Papio anubis,Water sources,uses,60194
Cercopithecus aethiops,Water sources,uses,60194
Papio anubis,Human habitats,ranges in,60194
Cercopithecus aethiops,Human habitats,ranges in,60194
Human,foraging behaviour,influences,60248
Human,parasite community,influences,60248
Human,Long-tailed macaques,interacts with,60248
Long-tailed macaques,Helminth,hosts,60248
Helminth,Long-tailed macaques,infects,60248
Macaca fascicularis,Helminth,hosts,60248
Helminth,Macaca fascicularis,infects,60248
North-eastern Thailand,Forest parks,location of,60248
Forest parks,North-eastern Thailand,located in,60248
Long-tailed macaques,Strongyloides fuelleborni,infects,60248
Strongyloides fuelleborni,Long-tailed macaques,infects,60248
Long-tailed macaques,Haplorchis sp.,infects,60248
Haplorchis sp.,Long-tailed macaques,infects,60248
Human-provided food,Infection,associated with,60248
Foraging behaviour,Infection,associated with,60248
Habitat modification,Zoonotic helminth infection,associated with,60248
Human-wildlife interactions,Conservation threats,causes,60248
Alouatta pigra,Controrchis biliophilus,hosts,60137
Controrchis biliophilus,Alouatta pigra,infects,60137
Alouatta pigra,Trypanoxyuris minutus,hosts,60137
Trypanoxyuris minutus,Alouatta pigra,infects,60137
Alouatta pigra,Giardia sp.,hosts,60137
Giardia sp.,Alouatta pigra,infects,60137
Alouatta pigra,Entamoeba sp.,hosts,60137
Entamoeba sp.,Alouatta pigra,infects,60137
Alouatta pigra,Belize,lives in,60137
Alouatta pigra,Mexico,lives in,60137
Giardia duodenalis,Alouatta pigra,infects,60137
Alouatta pigra,Giardia duodenalis,hosts,60137
people,Giardia duodenalis,transmits,60137
domestic animals,Giardia duodenalis,transmits,60137
Giardia duodenalis,people,transmitted from,60137
Giardia duodenalis,domestic animals,transmitted from,60137
human settlements,Alouatta pigra,near,60137
Alouatta palliata,Controrchis sp.,hosts,60134
Controrchis sp.,Alouatta palliata,infects,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Trypanoxyuris sp.,Alouatta palliata,infects,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Strongyloides sp.,Alouatta palliata,infects,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Controrchis sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Trypanoxyuris sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
Strongyloides sp.,Ateles geoffroyi,infects,60134
Costa Rica,tropical dry forest,location of,60134
tropical dry forest,Alouatta palliata,environment of,60134
tropical dry forest,Ateles geoffroyi,environment of,60134
infectious diseases,primate populations,affects,60134
conservation strategies,infectious diseases,considers,60134
protected areas,conservation strategies,defined by,60134
gastrointestinal parasites,Papio ursinus,infects,60321
Papio ursinus,gastrointestinal parasites,hosts,60321
Papio ursinus,terrestrial subtropical vertebrate,is a,60321
chacma baboons,Papio ursinus,common name of,60321
Papio ursinus,chacma baboons,latin name of,60321
rainfall,parasite richness,affects,60321
temperature,parasite richness,affects,60321
ranging behavior,parasite richness,affects,60321
home range productivity,parasite richness,affects,60321
age,parasite richness,affects,60321
sex,parasite richness,affects,60321
body condition,parasite richness,affects,60321
social rank,parasite richness,affects,60321
individual,age,has,60321
individual,sex,has,60321
individual,body condition,has,60321
individual,social rank,has,60321
group,ranging behavior,has,60321
group,home range productivity,has,60321
population,rainfall,has,60321
population,temperature,has,60321
desert population,population,is a,60321
Phocascaris cystophorae,hooded seal,infects,59994
hooded seal,Phocascaris cystophorae,hosts,59994
Phocascaris cystophorae,stomach,found in,59994
stomach,hooded seal,part of,59994
Phocascaris cystophorae,Nematoda,is a,59994
Nematoda,Phocascaris cystophorae,class of,59994
Phocascaris cystophorae,Anisakidae,is a,59994
Anisakidae,Phocascaris cystophorae,family of,59994
Cystophora cristata,hooded seal,latin name of,59994
hooded seal,Cystophora cristata,common name of,59994
Phocascaris cystophorae,Contracaecum osculatum,compared to,59994
Contracaecum osculatum,Phocascaris cystophorae,compared to,59994
Phocascaris cystophorae,phocid seals,parasitic in,59994
phocid seals,Phocascaris cystophorae,hosts,59994
eastern spotted skunks,nematodes,hosts,60365
eastern spotted skunks,protozoa,hosts,60365
Spilogale putorius,eastern spotted skunks,latin name of,60365
eastern spotted skunks,Spilogale putorius,common name of,60365
western Arkansas,eastern spotted skunks,location of,60365
endoparasite community,eastern spotted skunks,found in,60365
feces,eastern spotted skunks,sample source of,60365
population,eastern spotted skunks,part of,60365
ecology,eastern spotted skunks,study of,60365
species,nematodes,category of,60365
species,protozoa,category of,60365
4.1,eastern spotted skunks,mean number of species per,60365
2.1,eastern spotted skunks,standard deviation of species per,60365
small carnivore species,eastern spotted skunks,related to,60365
Rupicapra rupicapra rupicapra,gastrointestinal helminths,hosts,60360
Rupicapra rupicapra rupicapra,lung helminths,hosts,60360
gastrointestinal helminths,Rupicapra rupicapra rupicapra,infects,60360
lung helminths,Rupicapra rupicapra rupicapra,infects,60360
faecal androgen,enzyme immunoassays,is measured by,60360
cortisol,enzyme immunoassays,is measured by,60360
oestrogen metabolites,enzyme immunoassays,is measured by,60360
hormone levels,seasonal patterns,varies with,60360
parasite counts,seasonal patterns,varies with,60360
Florida panthers,Gastrointestinal helminths,hosts,60352
Gastrointestinal helminths,Florida panthers,infects,60352
Florida panthers,Alaria marcianae,hosts,60352
Alaria marcianae,Florida panthers,infects,60352
Florida panthers,Spirometra mansonoides,hosts,60352
Spirometra mansonoides,Florida panthers,infects,60352
Florida panthers,Ancylostoma pluridentatum,hosts,60352
Ancylostoma pluridentatum,Florida panthers,infects,60352
Florida panthers,Ancylostoma caninum,hosts,60352
Ancylostoma caninum,Florida panthers,infects,60352
Florida panthers,Taenia omissa,hosts,60352
Taenia omissa,Florida panthers,infects,60352
Florida panthers,Mesocestoides sp.,hosts,60352
Mesocestoides sp.,Florida panthers,infects,60352
Southern Florida,Florida panthers,location of,60352
Six counties,Florida panthers,location of,60352
Anthelmintics,Gastrointestinal helminths,treats,60352
Gastrointestinal helminths,Anthelmintics,affected by,60352
Coyotes,Filaroides osleri,hosts,60155
Filaroides osleri,Coyotes,infects,60155
Coyotes,Capillaria aerophila,hosts,60155
Capillaria aerophila,Coyotes,infects,60155
Great Plains,Coyotes,location of,60155
Oklahoma,Coyotes,location of,60155
Colorado,Coyotes,location of,60155
Wyoming,Coyotes,location of,60155
Iowa,Coyotes,location of,60155
South Dakota,Coyotes,location of,60155
Nebraska,Coyotes,location of,60155
Texas,Coyotes,location of,60155
Kansas,Coyotes,location of,60155
Trachea,Filaroides osleri,location of,60155
Bronchial trees,Filaroides osleri,location of,60155
Carcasses,Coyotes,source of,60155
