source_text,target_text,relation_type,doc_id
southern chamois,movement difficulties,exhibits,59578
southern chamois,abnormal behaviour,exhibits,59578
southern chamois,alopecia,exhibits,59578
southern chamois,skin hyperpigmentation,exhibits,59578
southern chamois,cachexia,exhibits,59578
southern chamois,abscesses,exhibits,59578
southern chamois,pneumonia,exhibits,59578
southern chamois,subcutaneous infection,exhibits,59578
southern chamois,orchitis,exhibits,59578
southern chamois,edema,exhibits,59578
southern chamois,gliosis,exhibits,59578
southern chamois,espongiosis,exhibits,59578
southern chamois,cariorrexis,exhibits,59578
southern chamois,neuronal multifocal necrosis,exhibits,59578
southern chamois,perivascular mononuclear inflammatory infiltrate,exhibits,59578
southern chamois,follicular atrophy,exhibits,59578
southern chamois,epidermal hyperplasia,exhibits,59578
southern chamois,orthokeratotic hyperkeratosis,exhibits,59578
southern chamois,follicular hyperkeratosis,exhibits,59578
southern chamois,hypermelanosis,exhibits,59578
southern chamois,haemosiderin deposits,exhibits,59578
southern chamois,kidney cloissone,exhibits,59578
southern chamois,intraeritrocitic parasites,exhibits,59578
southern chamois,PCR,is diagnosed with,59578
southern chamois,RT-PCR,is diagnosed with,59578
southern chamois,monoclonal antibodies,is diagnosed with,59578
southern chamois,pestivirus,is affected by,59578
southern chamois,mortality,has,59578
southern chamois,42%,has,59578
northern elephant seal,nephroliths,hosts,59831
California sea lion,nephroliths,hosts,59831
nephroliths,northern elephant seal,infects,59831
nephroliths,California sea lion,infects,59831
uric acid,Urate nephrolithiasis,causes,59831
ammonium urate,Urate nephrolithiasis,causes,59831
renal pelvic dilation,Urate nephrolithiasis,symptom of,59831
pyelonephritis,Urate nephrolithiasis,symptom of,59831
hydronephrosis,Urate nephrolithiasis,symptom of,59831
Ehrlichia spp.,white-tailed deer,infects,59842
white-tailed deer,Ehrlichia spp.,hosts,59842
Amblyomma americanum,Ehrlichia chaffeensis,vector of,59842
Ixodes scapularis,HGE agent,vector of,59842
Ehrlichia chaffeensis,white-tailed deer,infects,59842
HGE agent,white-tailed deer,infects,59842
Ehrlichia-like organism,white-tailed deer,infects,59842
white-tailed deer,Ehrlichia spp.,tested for,59842
Ehrlichia spp.,nested polymerase chain reaction,detected by,59842
Ehrlichia spp.,indirect fluorescent antibody testing,detected by,59842
Ehrlichia spp.,culture,detected by,59842
Ehrlichia chaffeensis,inguinal lymph node,isolated from,59842
Ehrlichia-type morula,neutrophil,found in,59842
white-tailed deer,southeastern United States,found in,59842
white-tailed deer,United States,found in,59842
Pathogenic agents,Free-living wild species,infects,59912
Free-living wild species,Pathogenic agents,hosts,59912
Syncerus caffer,Pathogenic agents,hosts,59912
Connochaetes taurinus,Pathogenic agents,hosts,59912
Damaliscus korrigum,Pathogenic agents,hosts,59912
Zebra,Pathogenic agents,hosts,59912
Wart hog,Pathogenic agents,hosts,59912
Pathogenic agents,Syncerus caffer,infects,59912
Pathogenic agents,Connochaetes taurinus,infects,59912
Pathogenic agents,Damaliscus korrigum,infects,59912
Pathogenic agents,Zebra,infects,59912
Pathogenic agents,Wart hog,infects,59912
Free-living wild species,Lumpy skin disease,does not host,59912
Zebra,African horse sickness,hosts,59912
Wart hog,African swine fever,hosts,59912
Staphylococcus aureus,Ursus americanus,infects,59921
Ursus americanus,Staphylococcus aureus,hosts,59921
Ursus americanus,valvular endocarditis,died from,59921
valvular endocarditis,Staphylococcus aureus,caused by,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
Domestic cattle,parainfluenza 3 virus,is suspected to be the source of,58455
Puma concolor,FIV,hosts,59903
Puma concolor,FPV,hosts,59903
Puma concolor,FCoV,hosts,59903
Puma concolor,FCV,hosts,59903
Puma concolor,CDV,hosts,59903
Puma concolor,FHV,hosts,59903
Puma concolor,Y. pestis,hosts,59903
Monachus schauinslandi,phocine herpesvirus-1,hosts,59836
phocine herpesvirus-1,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Leptospira bratislava,hosts,59836
Leptospira bratislava,Monachus schauinslandi,infects,59836
Monachus schauinslandi,L. hardjo,hosts,59836
L. hardjo,Monachus schauinslandi,infects,59836
Monachus schauinslandi,L. icterohaemorrhagiae,hosts,59836
L. icterohaemorrhagiae,Monachus schauinslandi,infects,59836
Monachus schauinslandi,L. pomona,hosts,59836
L. pomona,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Brucella spp.,hosts,59836
Brucella spp.,Monachus schauinslandi,infects,59836
Monachus schauinslandi,B. canis,hosts,59836
B. canis,Monachus schauinslandi,does not infect,59836
Monachus schauinslandi,Chlamydophila abortus,hosts,59836
Chlamydophila abortus,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Toxoplasma gondii,hosts,59836
Toxoplasma gondii,Monachus schauinslandi,infects,59836
Monachus schauinslandi,Dirofilaria immitis,hosts,59836
Dirofilaria immitis,Monachus schauinslandi,infects,59836
northwestern Hawaiian Islands,Monachus schauinslandi,found in,59836
25%,Monachus schauinslandi,proportion of,59836
332,Monachus schauinslandi,number of,59836
Ehrlichia sp.,white-tailed deer,infects,59858
white-tailed deer,Ehrlichia sp.,hosts,59858
Ehrlichia chaffeensis,white-tailed deer,infects,59858
Ehrlichia phagocytophila,white-tailed deer,infects,59858
Amblyomma americanum,white-tailed deer,found on,59858
Ehrlichia sp.,polymerase chain reaction,detected by,59858
Ehrlichia sp.,nested polymerase chain reaction,detected by,59858
Ehrlichia sp.,indirect fluorescence assays,detected by,59858
Ehrlichia sp.,human granulocytic ehrlichiosis,causes,59858
Bacillus anthracis,Hippopotamus amphibius,infects,56169
Hippopotamus amphibius,Bacillus anthracis,hosts,56169
Bacillus anthracis,Loxodonta africana,infects,56169
Loxodonta africana,Bacillus anthracis,hosts,56169
Bacillus anthracis,Anthrax,causes,56169
Spirochetes,mammals,infects,59837
Spirochetes,ticks,infects,59837
Borrelia burgdorferi,black-tailed jackrabbit,infects,59837
Borrelia burgdorferi,Lepus californicus californicus,infects,59837
Borrelia burgdorferi,Dermacentor occidentalis,infects,59837
Borrelia burgdorferi,D. parumapertus,infects,59837
Borrelia burgdorferi,Ixodes neotomae,infects,59837
Borrelia burgdorferi,I. pacificus,infects,59837
Borrelia burgdorferi,Haemaphysalis leporispalustris,infects,59837
Ixodes neotomae,Borrelia burgdorferi,hosts,59837
Haemaphysalis leporispalustris,Spirochetes,hosts,59837
black-tailed jackrabbit,Spirochetes,hosts,59837
Columbian black-tailed deer,Spirochetes,hosts,59837
H9724,Spirochetes,detects,59837
H5332,Spirochetes,does not detect,59837
Meles meles,bacilli,hosts,59823
bacilli,Meles meles,infects,59823
Meles meles,social organization,has social organization,59823
Meles meles,movement,has movement,59823
Meles meles,demographic processes,has demographic processes,59823
Meles meles,disease dynamics,has disease dynamics,59823
Meles meles,group size,has group size,59823
Meles meles,individual movement,has individual movement,59823
Meles meles,group-level movement,has group-level movement,59823
Meles meles,proportion,has proportion,59823
Meles meles,social structure,has social structure,59823
Meles meles,transmission dynamics,has transmission dynamics,59823
Meles meles,stable social structure,has stable social structure,59823
Meles meles,new incident cases,has new incident cases,59823
Meles meles,disease,has disease,59823
Clostridium perfringens,polar bears,infects,57733
polar bears,Clostridium perfringens,hosts,57733
Clostridium perfringens,gastrointestinal tract,found in,57733
Clostridium perfringens,fatal diseases,causes,57733
Amblyomma americanum,white-tailed deer,infects,59859
white-tailed deer,Ehrlichia chaffeensis,hosts,59859
Ehrlichia chaffeensis,human ehrlichiosis,causes,59859
Amblyomma americanum,Ehrlichia chaffeensis,is a natural vector of,59859
lone star tick,Ehrlichia chaffeensis,is suspected to be a vector of,59859
Staphylococcus aureus,Gorilla gorilla gorilla,infects,56156
Gorilla gorilla gorilla,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,Pan troglodytes,infects,56156
Pan troglodytes,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
Gorilla gorilla gorilla,necrotizing wound,suffers from,56156
Staphylococcus aureus,necrotizing wound,causes,56156
International Centre for Medical Research of Franceville,Gabon,located in,56156
Staphylococcus aureus,great ape,detected in,56156
spa-type t148,Staphylococcus aureus,found in,56156
Rattus norvegicus,Leptospira licerasiae,hosts,56805
Leptospira licerasiae,Leptospirosis,causes,56805
Leptospirosis,Leptospira licerasiae,caused by,56805
Rattus norvegicus,Peruvian Amazon,found in,56805
Peruvian Amazon,Rattus norvegicus,location of,56805
Iquitos region,Rattus norvegicus,location of,56805
Leptospira licerasiae,Microscopic agglutination test,detected by,56805
Leptospira licerasiae,Serological typing,detected by,56805
Leptospira licerasiae,Pulsed-field gel electrophoresis,detected by,56805
Leptospira licerasiae,DNA-DNA hybridization analysis,detected by,56805
LipL32,Leptospira licerasiae,found in,56805
L. fainei,Leptospira licerasiae,related to,56805
L. inadai,Leptospira licerasiae,related to,56805
L. interrogans,Leptospira licerasiae,related to,56805
L. kirschneri,Leptospira licerasiae,related to,56805
VAR 010(T),Leptospira licerasiae,type strain of,56805
Internationally accessible culture collections,VAR 010(T),repository of,56805
Rabbit anti-L. fainei serovar Hurstbridge,L. fainei,antiserum against,56805
1:100,Rabbit anti-L. fainei serovar Hurstbridge,titer of,56805
27 kDa,LipL32,molecular weight of,56805
881,Leptospirosis,number of patients with,56805
45,Leptospira licerasiae,number of isolates of,56805
2,Leptospira licerasiae,number of isolates of,56805
30%,Leptospirosis,proportion of patients with,56805
7%,Leptospirosis,proportion of patients with,56805
Mycoplasma alligatoris,Alligator mississippiensis,infects,57753
Alligator mississippiensis,Mycoplasma alligatoris,hosts,57753
Ehrlichia spp.,White-tailed deer,infects,59860
White-tailed deer,Ehrlichia spp.,hosts,59860
White-tailed deer,Alabama,found in,59860
White-tailed deer,Arkansas,found in,59860
White-tailed deer,Florida,found in,59860
White-tailed deer,Georgia,found in,59860
White-tailed deer,Illinois,found in,59860
White-tailed deer,Kentucky,found in,59860
White-tailed deer,Louisiana,found in,59860
White-tailed deer,Maryland,found in,59860
White-tailed deer,Massachusetts,found in,59860
White-tailed deer,Mississippi,found in,59860
White-tailed deer,Missouri,found in,59860
White-tailed deer,North Carolina,found in,59860
White-tailed deer,South Carolina,found in,59860
White-tailed deer,Tennessee,found in,59860
White-tailed deer,Texas,found in,59860
White-tailed deer,Virginia,found in,59860
White-tailed deer,West Virginia,found in,59860
White-tailed deer,USA,found in,59860
Ehrlichia spp.,Indirect fluorescent antibody test,detected by,59860
Ehrlichia spp.,Antibodies,detected in,59860
Antibodies,1:128,measurement of,59860
Antibodies,43%,measurement of,59860
Antibodies,544,measurement of,59860
Antibodies,1269,measurement of,59860
Brucella sp.,marine mammals,infects,59886
marine mammals,Brucella sp.,hosts,59886
Brucella sp.,cetaceans,infects,59886
cetaceans,Brucella sp.,hosts,59886
Brucella sp.,pinnipeds,infects,59886
pinnipeds,Brucella sp.,hosts,59886
Brucella sp.,harbor seals,infects,59886
harbor seals,Brucella sp.,hosts,59886
Brucella sp.,harp seals,infects,59886
harp seals,Brucella sp.,hosts,59886
Mycobacterium avium subsp. paratuberculosis,brown bear,infects,57730
brown bear,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Mycobacterium avium subsp. paratuberculosis,paratuberculosis,causes,57730
Mycobacterium avium subsp. paratuberculosis,cattle,infects,57730
cattle,Mycobacterium avium subsp. paratuberculosis,hosts,57730
brown bear,National Park Low Tatras,found in,57730
brown bear,central European Carpathians,found in,57730
brown bear,Slovakia,found in,57730
Mycobacterium avium subsp. paratuberculosis,Ziehl-Neelsen staining,detected by,57730
Mycobacterium avium subsp. paratuberculosis,polymerase chain reaction,detected by,57730
M. a. paratuberculosis,RFLP type B-C1,classified as,57730
Salmonella enterica,California sea lion,infects,59832
California sea lion,Salmonella enterica,hosts,59832
Northern elephant seal,Salmonella enterica,hosts,59832
Western gull,Salmonella enterica,hosts,59832
Salmonella enterica,Zoonotic potential,causes,59832
Papio anubis,Trichuris sp.,hosts,60194
Papio anubis,Strongyloides sp.,hosts,60194
Papio anubis,Trichostrongylus sp.,hosts,60194
Papio anubis,Oesophagostomum sp.,hosts,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Papio anubis,Entamoeba coli,hosts,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Papio anubis,Blastocystis hominis,hosts,60194
Papio anubis,Cyclospora sp.,hosts,60194
Papio anubis,Cryptosporidium sp.,hosts,60194
Cercopithecus aethiops,Trichuris sp.,hosts,60194
Cercopithecus aethiops,Oesophagostomum sp.,hosts,60194
Cercopithecus aethiops,Entamoeba coli,hosts,60194
Cercopithecus aethiops,Entamoeba histolytica/dispar,hosts,60194
Cercopithecus aethiops,Blastocystis hominis,hosts,60194
Cercopithecus aethiops,Cyclospora sp.,hosts,60194
Cercopithecus aethiops,Cryptosporidium sp.,hosts,60194
Human,Opisthorchis viverrini,hosts,60248
Human,Strongyloides stercoralis,hosts,60248
Long-tailed macaque,Strongyloides fuelleborni,hosts,60248
Long-tailed macaque,Haplorchis sp.,hosts,60248
Human-modified environments,Foraging behaviour,influences,60248
Human-modified environments,Parasite community,influences,60248
Human,Foraging behaviour,influences,60248
Human,Parasite community,influences,60248
Local human populations,Macaque populations,influences,60248
Sylvatic groups,Opisthorchis viverrini,does not host,60248
Sylvatic groups,Strongyloides stercoralis,does not host,60248
Sylvatic groups,Strongyloides fuelleborni,does not host,60248
Sylvatic groups,Haplorchis sp.,does not host,60248
Controrchis biliophilus,black howler monkeys,infects,60137
Trypanoxyuris minutus,black howler monkeys,infects,60137
Giardia sp.,black howler monkeys,infects,60137
Entamoeba sp.,black howler monkeys,infects,60137
Giardia duodenalis,black howler monkeys,infects,60137
black howler monkeys,Controrchis biliophilus,hosts,60137
black howler monkeys,Trypanoxyuris minutus,hosts,60137
black howler monkeys,Giardia sp.,hosts,60137
black howler monkeys,Entamoeba sp.,hosts,60137
black howler monkeys,Giardia duodenalis,hosts,60137
Alouatta pigra,Giardia duodenalis,hosts,60137
people,Giardia duodenalis,transmits,60137
domestic animals,Giardia duodenalis,transmits,60137
Alouatta palliata,Controrchis sp.,hosts,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
Alouatta palliata,Controrchis sp.,infects,60134
Alouatta palliata,Trypanoxyuris sp.,infects,60134
Alouatta palliata,Strongyloides sp.,infects,60134
Ateles geoffroyi,Controrchis sp.,infects,60134
Ateles geoffroyi,Trypanoxyuris sp.,infects,60134
Ateles geoffroyi,Strongyloides sp.,infects,60134
Papio ursinus,chacma baboons,infects,60321
chacma baboons,Papio ursinus,hosts,60321
gastrointestinal parasites,chacma baboons,infects,60321
chacma baboons,gastrointestinal parasites,hosts,60321
individual,age,has characteristic,60321
individual,sex,has characteristic,60321
individual,body condition,has characteristic,60321
individual,social rank,has characteristic,60321
group,ranging behavior,has behavior,60321
group,home range productivity,has behavior,60321
population,desert,has environment,60321
population,terrestrial subtropical vertebrate,has environment,60321
fecal samples,gastrointestinal parasites,contains,60321
order of magnitude,effect size,measures,60321
Phocascaris cystophorae,Cystophora cristata,infects,59994
Cystophora cristata,Phocascaris cystophorae,hosts,59994
Phocascaris cystophorae,Phocid seals,is a parasite of,59994
Phocascaris cystophorae,Nematoda,is a species of,59994
Phocascaris cystophorae,Anisakidae,is a member of,59994
Contracaecum osculatum,Phocid seals,is a parasite of,59994
Phocascaris cystophorae,Contracaecum osculatum,is compared to,59994
Spilogale putorius,nematodes,hosts,60365
Spilogale putorius,protozoa,hosts,60365
Spilogale putorius,nematodes,infects,60365
Spilogale putorius,protozoa,infects,60365
eastern spotted skunk,nematodes,hosts,60365
eastern spotted skunk,protozoa,hosts,60365
east-central Arkansas,Spilogale putorius,found in,60365
western Arkansas,Spilogale putorius,found in,60365
March 2005,study,found in,60365
January 2007,study,found in,60365
Rupicapra rupicapra rupicapra,Parasites,hosts,60360
Parasites,Rupicapra rupicapra rupicapra,infects,60360
Rupicapra rupicapra rupicapra,Steroid hormone,has relationship with,60360
Steroid hormone,male biased parasitism,causes,60360
Rupicapra rupicapra rupicapra,Parasites,has higher rate of,60360
Gastrointestinal helminths,Florida panther,infects,60352
Florida panther,Gastrointestinal helminths,hosts,60352
Alaria marcianae,Florida panther,infects,60352
Spirometra mansonoides,Florida panther,infects,60352
Ancylostoma pluridentatum,Florida panther,infects,60352
Ancylostoma caninum,Florida panther,infects,60352
Taenia omissa,Florida panther,infects,60352
Mesocestoides sp.,Florida panther,does not infect,60352
Filaroides osleri,Canis latrans,infects,60155
Capillaria aerophila,Canis latrans,infects,60155
Canis latrans,Filaroides osleri,hosts,60155
Canis latrans,Capillaria aerophila,hosts,60155
Filaroides osleri,Trachea,found in,60155
Capillaria aerophila,Bronchial trees,found in,60155
Filaroides osleri,Cysts,found in,60155
Capillaria aerophila,Cysts,found in,60155
Filaroides osleri,Mucus,found in,60155
Capillaria aerophila,Excess mucus,found in,60155
Diphyllobothrium latum,Lynx lynx,infects,60242
Taenia pisiformis,Lynx lynx,infects,60242
Taenia laticollis,Lynx lynx,infects,60242
Taenia hydatigena,Lynx lynx,infects,60242
Taenia taeniaeformis,Lynx lynx,infects,60242
Toxocara cati,Lynx lynx,infects,60242
Trichinella spp.,Lynx lynx,infects,60242
Lynx lynx,Diphyllobothrium latum,hosts,60242
Lynx lynx,Taenia pisiformis,hosts,60242
Lynx lynx,Taenia laticollis,hosts,60242
Lynx lynx,Taenia hydatigena,hosts,60242
Lynx lynx,Taenia taeniaeformis,hosts,60242
Lynx lynx,Toxocara cati,hosts,60242
Lynx lynx,Trichinella spp.,hosts,60242
Lynx lynx,Capillaria spp.,hosts,60242
Lynx lynx,Capillaria spp.,has relationship with,60242
Aleutian Disease Virus,European mink,infects,60035
European mink,Aleutian Disease Virus,hosts,60035
European mink,Navarra,lives in,60035
European mink,Spain,lives in,60035
European mink,canine distemper virus,is affected by,60035
European mink,pulmonary adiaspiromycosis,is affected by,60035
European mink,American mink genotype,has,60035
European mink,immune status,has,60035
European mink,cross-sectional study,is studied in,60035
European mink,pre-reproductive period,is studied in,60035
European mink,postreproductive period,is studied in,60035
European mink,rivers,is trapped in,60035
European mink,gamma globulin,has,60035
European mink,total plasma protein,has,60035
European mink,ADV,has,60035
European mink,canine distemper virus,has,60035
European mink,pulmonary adiaspiromycosis,has,60035
European mink,traumatic and hemorrhagic lesions,has,60035
European mink,histopathologic lesions,has,60035
European mink,necropsies,has,60035
European mink,cadavers,has,60035
European mink,plasma samples,has,60035
European mink,blood samples,has,60035
European mink,antibody counter immunoelectrophoresis,has,60035
European mink,protein electrophoresis,has,60035
Elaeophora elaphi,Cervus elaphus,infects,60186
Cervus elaphus,Elaeophora elaphi,hosts,60186
Toledo Province,Cervus elaphus,location of,60186
Spain,Cervus elaphus,location of,60186
two to 18,Elaeophora elaphi,intensity of infection,60186
fallow deer,Elaeophora elaphi,negative for,60186
Blood samples,microfilariae,negative for,60186
Parafilaroides,Australian fur seal,infects,60142
Parafilaroides,New Zealand fur seal,infects,60142
Parafilaroides,Sub-Antarctic fur seal,infects,60142
Australian fur seal,Parafilaroides,hosts,60142
New Zealand fur seal,Parafilaroides,hosts,60142
Sub-Antarctic fur seal,Parafilaroides,hosts,60142
Brugia beaveri,raccoons,infects,60342
raccoons,Brugia beaveri,hosts,60342
Brugia beaveri,mosquitoes,transmitted,60342
mosquitoes,Brugia beaveri,vector of,60342
Brugia beaveri,microfilariae,develops in,60342
microfilariae,Brugia beaveri,stage of,60342
Brugia beaveri,jirds,transmitted,60342
jirds,Brugia beaveri,hosts,60342
Brugia beaveri,domestic cat,transmitted,60342
domestic cat,Brugia beaveri,hosts,60342
Brugia beaveri,lymphatics,found in,60342
Brugia beaveri,subcutaneous tissues,found in,60342
Brugia beaveri,heart,found in,60342
Brugia beaveri,lungs,found in,60342
Brugia beaveri,testes,found in,60342
Taenia parva,Genetta genetta,infects,60214
Pan troglodytes,Bertiella studeri,hosts,60302
Bertiella studeri,Pan troglodytes,infects,60302
Kibale National Park,Pan troglodytes,location of,60302
Uganda,Kibale National Park,location of,60302
leaf-swallowing,Pan troglodytes,behavior of,60302
tapeworm infestation,Pan troglodytes,infection of,60302
tapeworm fragments,dungs,found in,60302
whole leaves,dungs,found in,60302
Protostrongylus spp.,Vallonia,infects,60295
Vallonia,Protostrongylus spp.,hosts,60295
Ovis canadensis,Protostrongylus spp.,hosts,60295
Antelope Island,Protostrongylus spp.,found in,60295
Newfoundland Mountains,Protostrongylus spp.,found in,60295
Utah,Protostrongylus spp.,found in,60295
USA,Protostrongylus spp.,found in,60295
May-August,Protostrongylus spp.,time of,60295
2001-02,Protostrongylus spp.,time of,60295
riparian,Protostrongylus spp.,habitat of,60295
rock,Protostrongylus spp.,habitat of,60295
desert shrub,Protostrongylus spp.,habitat of,60295
grass,Protostrongylus spp.,habitat of,60295
lambs,Protostrongylus spp.,infected by,60295
ram groups,Protostrongylus spp.,infected by,60295
nursery groups,Protostrongylus spp.,infected by,60295
fecal larvae,Protostrongylus spp.,measurement of,60295
lungworm levels,Protostrongylus spp.,measurement of,60295
dry years,Protostrongylus spp.,environmental condition of,60295
Longistrongylus curvispiculum,free-ranging exotic antelope,infects,60119
free-ranging exotic antelope,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,Hippotragus niger,infects,60119
Hippotragus niger,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,Addax nasomaculatus,infects,60119
Addax nasomaculatus,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,Oryx beisa,infects,60119
Oryx beisa,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,Abomasum,found in,60119
Abomasum,Haemonchus contortus,hosts,60119
Haemonchus contortus,Longistrongylus curvispiculum,dominates,60119
Mesocestoides,Peromyscus maniculatus,infects,60157
Mesocestoides,Canis latrans,infects,60157
Mesocestoides,Urocyon littoralis,infects,60157
Peromyscus maniculatus,Mesocestoides,hosts,60157
Canis latrans,Mesocestoides,hosts,60157
Urocyon littoralis,Mesocestoides,hosts,60157
Mice,Mesocestoides,hosts,60157
Lizards,Mesocestoides,hosts,60157
Hamsters,Mesocestoides,hosts,60157
Dogs,Mesocestoides,hosts,60157
Western fence lizards,Mesocestoides,hosts,60157
Laboratory mice,Mesocestoides,hosts,60157
Domestic dogs,Mesocestoides,hosts,60157
Mesocestoides,Peromyscus maniculatus,lives in,60157
Mesocestoides,Canis latrans,lives in,60157
Mesocestoides,Urocyon littoralis,lives in,60157
Mesocestoides,Mice,lives in,60157
Mesocestoides,Lizards,lives in,60157
Mesocestoides,Hamsters,lives in,60157
Mesocestoides,Dogs,lives in,60157
Mesocestoides,Western fence lizards,lives in,60157
Mesocestoides,Laboratory mice,lives in,60157
Mesocestoides,Domestic dogs,lives in,60157
Schistosoma mansoni,tourists,infects,60195
Schistosoma mansoni,Park residents,infects,60195
Schistosoma mansoni,Suri people,infects,60195
Schistosoma mansoni,Biomphalaria pfeifferi,hosts,60195
Biomphalaria pfeifferi,Trematode larvae,hosts,60195
Papio anubis,adult worms,hosts,60195
Cercopithecus aethiops,adult worms,hosts,60195
Mui River,Biomphalaria pfeifferi,found in,60195
Mui River,Trematode larvae,found in,60195
Omo National Park,Schistosoma mansoni,found in,60195
Omo Valley,Schistosoma mansoni,found in,60195
Alouatta palliata,DTP,hosts,60135
A. pigra,DTP,hosts,60135
DTP,Alouatta palliata,infects,60135
DTP,A. pigra,infects,60135
Alouatta palliata,A. pigra,has relationship with,60135
Alouatta,Parasitism,has relationship with,60135
Group size,DTP load,correlates with,60135
Home range use,Group size,correlates with,60135
Macuspana,Mexico,located in,60135
Forest fragment,Macuspana,located in,60135
Elaeophora schneideri,Ovis canadensis,infects,60291
Ovis canadensis,Elaeophora schneideri,hosts,60291
Ovis canadensis,New Mexico,found in,60291
New Mexico,Ovis canadensis,location of,60291
Ovis canadensis,Odocoileus hemionus hemionus,coexists with,60291
Odocoileus hemionus hemionus,Ovis canadensis,coexists with,60291
Elaeophora schneideri,carotid and iliac arteries,found in,60291
Elaeophora schneideri,skin,found in,60291
Elaeophora schneideri,nasal mucosa,found in,60291
Elaeophora schneideri,brain,found in,60291
Elaeophora schneideri,lungs,found in,60291
Ovis canadensis,head,has lesions on,60291
Odocoileus hemionus hemionus,tabanid vectors,has tabanid vectors,60291
Setaria thwaitei,Hippotragus niger,infects,60229
Hippotragus niger,Setaria thwaitei,hosts,60229
Setaria thwaitei,Hippotragus equinus,infects,60229
