source_text,target_text,relation_type,doc_id
Puma concolor,Yersinia pestis,does not host,59903
feline herpesvirus (FHV),Puma concolor,does not infect,59903
Puma concolor,feline herpesvirus (FHV),does not host,59903
age,exposure risk,affected by,59903
family membership,feline immunodeficiency virus (FIV),affected by,59903
family membership,feline coronavirus (FCoV),affected by,59903
sex,feline immunodeficiency virus (FIV),affected by,59903
sex,Yersinia pestis,affected by,59903
207,Puma concolor,number of,59903
four populations,Puma concolor,sample from,59903
serum samples,antibodies,tested for,59836
enzyme-linked immunosorbent assay,antibodies,used to detect,59836
virus neutralization test,antibodies,used to detect,59836
antibodies,phocine herpesvirus-1,detected against,59836
antibodies,Leptospira bratislava,detected against,59836
antibodies,L. hardjo,detected against,59836
antibodies,L. icterohaemorrhagiae,detected against,59836
antibodies,L. pomona,detected against,59836
antibodies,Brucella spp.,detected against,59836
antibodies,Chlamydophila abortus,detected against,59836
antibodies,Toxoplasma gondii,detected against,59836
antibodies,Dirofilaria immitis,detected against,59836
antibodies,morbilliviruses,detected against,59836
antibodies,influenza A virus,detected against,59836
antibodies,canine adenovirus,detected against,59836
antibodies,caliciviruses,detected against,59836
25%,Leptospira bratislava,of serum samples had antibodies against,59836
white-tailed deer,Ehrlichia sp.-like organism,hosts,59858
Ehrlichia sp.-like organism,white-tailed deer,infects,59858
polymerase reaction,Ehrlichia sp.-like organism,specifically amplifies,59858
E. chaffeensis-reactive antibodies,Ehrlichia sp.-like organism,associated with,59858
Amblyomma americanum,Ehrlichia sp.-like organism,associated with,59858
prevalence,Ehrlichia sp.-like organism,measurement of,59858
prevalence,Ehrlichia chaffeensis,measurement of,59858
Bacillus anthracis,Hippopotamus amphibius,infects,56169
Hippopotamus amphibius,Bacillus anthracis,hosts,56169
Bacillus anthracis,Syncerus caffer,infects,56169
Syncerus caffer,Bacillus anthracis,hosts,56169
Bacillus anthracis,Loxodonta africana,infects,56169
Loxodonta africana,Bacillus anthracis,hosts,56169
Anthrax,4000 deaths,causes,56169
field study,environmental contamination,assesses,56169
field study,risks to people,assesses,56169
field study,local laboratory staff,equips,56169
field study,continued monitoring,monitors,56169
field study,enzootic status,confirms,56169
June,Anthrax,time of,56169
November,Anthrax,time of,56169
1987,Anthrax,time of,56169
August,Anthrax,time of,56169
September,Anthrax,time of,56169
1988,Anthrax,time of,56169
August 1989,field study,time of,56169
100 km,Anthrax,location of,56169
up-river,Anthrax,location of,56169
Borrelia burgdorferi,Lyme borreliosis,causes,59837
indirect immunofluorescence,Borrelia burgdorferi,used to test for,59837
Dermacentor occidentalis,indirect immunofluorescence,tested using,59837
Haemaphysalis leporispalustris,indirect immunofluorescence,tested using,59837
Dermacentor occidentalis,79%,has prevalence of,59837
Haemaphysalis leporispalustris,1%,has prevalence of,59837
black-tailed jackrabbit,Dermacentor occidentalis,host for,59837
Columbian black-tailed deer,Odocoileus hemionus columbianus,host for,59837
northern California,Borrelia burgdorferi,location of study,59837
Social organization,Incidence,influence,59823
Movement,Incidence,influence,59823
Bovine tuberculosis,Disease dynamics,related to,59823
Incidence,Social group,is related to,59823
Incidence,Disease dynamics,is influenced by,59823
Group size reduction,Incidence,influences,59823
Individual movement,Incidence,influences,59823
Proportion of females,Movement,influences,59823
Proportion of females,Incidence,influences,59823
Males,Incidence,are associated with,59823
Social structure,Disease dynamics,drives,59823
Culling,Disease dynamics,affects,59823
Clostridium perfringens,polar bears,infects,57733
Clostridium perfringens,Ursus maritimus,infects,57733
polar bears,Clostridium perfringens,hosts,57733
Ursus maritimus,Clostridium perfringens,hosts,57733
Svalbard Archipelago,fecal samples,location of,57733
Norway,fecal samples,location of,57733
fecal samples,2001,collected in,57733
40 of 92 samples,fecal samples,part of,57733
44%,Clostridium perfringens,prevalence of,57733
toxin type,beta2-toxin,detected as,57733
Clostridium perfringens,gastrointestinal tract,found in,57733
Clostridium perfringens,fatal diseases,does not cause,57733
Amblyomma americanum,white-tailed deer,infects,59859
white-tailed deer,Ehrlichia chaffeensis,hosts,59859
Ehrlichia chaffeensis,Ehrlichiosis,causes,59859
fluorescent antibody analysis,antibodies,detects,59859
serum samples,white-tailed deer,from,59859
antibodies,Ehrlichia chaffeensis,reactive to,59859
southeastern United States,serum samples,location of,59859
1982-1992,serum samples,time period of,59859
Amblyomma americanum,southeastern United States,found in,59859
Staphylococcus aureus,western lowland gorilla,infects,56156
western lowland gorilla,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,chimpanzees,infects,56156
chimpanzees,Staphylococcus aureus,hosts,56156
spa-type t148,Staphylococcus aureus,strain of,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
western lowland gorilla,spa-type t148,hosts,56156
chimpanzees,spa-type t148,hosts,56156
western lowland gorilla,chimpanzees,transmits to,56156
International Centre for Medical Research of Franceville,Gabon,located in,56156
primate facility,Gabon,located in,56156
Iquitos region,Peruvian Amazon,is located in,56805
Leptospira licerasiae serovar Varillal,acute febrile illness,is associated with,56805
Mycoplasma alligatoris sp. nov.,Alligator mississippiensis,infects,57753
Alligator mississippiensis,Mycoplasma alligatoris sp. nov.,hosts,57753
Mycoplasma alligatoris sp. nov.,lethal,causes,57753
A21JP2T (ATCC 700619T),Mycoplasma alligatoris sp. nov.,strain of,57753
"biochemical, serological and molecular genetic characterizations",Mycoplasma alligatoris sp. nov.,characterizations of,57753
Ehrlichia spp.,white-tailed deer,infects,59860
white-tailed deer,Ehrlichia spp.,hosts,59860
indirect fluorescent antibody test,antibody prevalence,detects,59860
antibody prevalence,indirect fluorescent antibody test,measured by,59860
antibody prevalence,544,detected in,59860
antibody prevalence,1269,detected in,59860
antibody prevalence,43%,detected in,59860
white-tailed deer,antibody prevalence,showing,59860
antibody prevalence,southerly latitude,related to,59860
antibody prevalence,low elevation,related to,59860
antibody prevalence,milder climatic conditions,related to,59860
white-tailed deer,Alabama,found in,59860
white-tailed deer,Arkansas,found in,59860
white-tailed deer,Florida,found in,59860
white-tailed deer,Georgia,found in,59860
white-tailed deer,Illinois,found in,59860
white-tailed deer,Kentucky,found in,59860
white-tailed deer,Louisiana,found in,59860
white-tailed deer,Maryland,found in,59860
white-tailed deer,Massachusetts,found in,59860
white-tailed deer,Mississippi,found in,59860
white-tailed deer,Missouri,found in,59860
white-tailed deer,North Carolina,found in,59860
white-tailed deer,South Carolina,found in,59860
white-tailed deer,Tennessee,found in,59860
white-tailed deer,Texas,found in,59860
white-tailed deer,Virginia,found in,59860
white-tailed deer,West Virginia,found in,59860
white-tailed deer,USA,found in,59860
Ehrlichia spp.,USA,infection in,59860
serum samples,marine mammals,were collected from,59886
serum samples,brucellosis card test,were tested using,59886
serum samples,buffered acidified plate antigen test,were tested using,59886
serum samples,rivanol test,were tested using,59886
brown bear,National Park Low Tatras,was in,57730
MAP,Mycobacterium avium subsp. paratuberculosis,is,57730
MAP,brown bear,infection was detected in,57730
Ziehl-Neelsen staining,detection,was used for,57730
culture,isolation,was used for,57730
polymerase chain reaction (PCR),detection,was used for,57730
polymerase chain reaction (PCR),IS900,targets,57730
MAP,mycobacterial infections,is related to,57730
MAP,cattle,is known in,57730
Salmonella enterica,California sea lion,infects,59832
Salmonella enterica,northern elephant seal,infects,59832
Salmonella enterica,western gull,infects,59832
California sea lion,Salmonella enterica,hosts,59832
northern elephant seal,Salmonella enterica,hosts,59832
western gull,Salmonella enterica,hosts,59832
California sea lion,Zalophus californianus,common name of,59832
Zalophus californianus,California sea lion,latin name of,59832
northern elephant seal,Mirounga angustirostris,common name of,59832
Mirounga angustirostris,northern elephant seal,latin name of,59832
western gull,Larus occidentalis,common name of,59832
Larus occidentalis,western gull,latin name of,59832
pinnipeds,Salmonella spp.,hosts,59832
59 faecal samples,Papio anubis,collected from,60194
41 faecal samples,Cercopithecus aethiops,collected from,60194
Ziehl-Neelsen method,59 faecal samples,used for,60194
Ziehl-Neelsen method,41 faecal samples,used for,60194
Rift Valley,Ethiopia,located in,60194
long-tailed macaques,Macaca fascicularis,are known as,60248
long-tailed macaques,Humans,share behavioral traits with,60248
black howler monkeys,fecal samples,were studied through,60137
fecal samples,2003,were collected from,60137
fecal samples,2004,were collected until,60137
quantitative centrifugation concentration,fecal samples,was used on,60137
bright-field microscopy,fecal samples,was used on,60137
phase microscopy,fecal samples,was used on,60137
ELISAs,fecal samples,was used on,60137
Controrchis biliophilus,fecal samples,was detected in,60137
Dicrocoeliidae,fecal samples,was detected in,60137
Trypanoxyuris minutus,fecal samples,was detected in,60137
Oxyuridae,fecal samples,was detected in,60137
Giardia sp.,fecal samples,was detected in,60137
Hexamitidae,fecal samples,was detected in,60137
Entamoeba sp.,fecal samples,was detected in,60137
Endamoebidae,fecal samples,was detected in,60137
DNA extraction,Giardia sp.-positive fecal samples,was performed on,60137
Controrchis sp.,Alouatta palliata,infects,60134
Controrchis sp.,Ateles geoffroyi,infects,60134
Trypanoxyuris sp.,Alouatta palliata,infects,60134
Trypanoxyuris sp.,Ateles geoffroyi,infects,60134
Strongyloides sp.,Alouatta palliata,infects,60134
Strongyloides sp.,Ateles geoffroyi,infects,60134
Alouatta palliata,Controrchis sp.,hosts,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
Controrchis sp.,Alouatta palliata,has higher prevalence in,60134
Trypanoxyuris sp.,Alouatta palliata,has higher prevalence in,60134
species richness,Alouatta palliata,does not differ between,60134
species richness,Ateles geoffroyi,does not differ between,60134
infectious diseases,conservation strategies,must be considered in,60134
Alouatta palliata,tropical dry forest,found in,60134
Ateles geoffroyi,tropical dry forest,found in,60134
Controrchis sp.,tropical dry forest,found in,60134
Trypanoxyuris sp.,tropical dry forest,found in,60134
Strongyloides sp.,tropical dry forest,found in,60134
Alouatta palliata,Costa Rica,found in,60134
Ateles geoffroyi,Costa Rica,found in,60134
parasite richness,rainfall,influenced by,60321
parasite richness,temperature,influenced by,60321
parasite richness,ranging behavior,influenced by,60321
parasite richness,home range productivity,influenced by,60321
parasite richness,age,influenced by,60321
parasite richness,sex,influenced by,60321
parasite richness,body condition,influenced by,60321
parasite richness,social rank,influenced by,60321
parasite richness,day range,influenced by,60321
gastrointestinal parasites,chacma baboons,infects,60321
chacma baboons,gastrointestinal parasites,hosts,60321
parasite richness,fecal samples,measured by,60321
mixed models,parasite richness,used for,60321
parasite richness,population level,analyzed at,60321
parasite richness,group level,analyzed at,60321
parasite richness,individual level,analyzed at,60321
age,parasite richness,has convex relationship with,60321
parasite richness,day range,positively correlated with,60321
parasite richness,temperature,positively correlated with,60321
"Phocascaris cystophorae Berland, 1964",hooded seal,infects,59994
hooded seal,"Phocascaris cystophorae Berland, 1964",hosts,59994
Scanning electron microscopy (SEM),surface morphological characteristics,detected by,59994
"Phocascaris cystophorae Berland, 1964",stomach,found in,59994
"Phocascaris cystophorae Berland, 1964",Contracaecum osculatum (sensu lato),compared with,59994
"Phocascaris cystophorae Berland, 1964",phocid seals,infects,59994
Contracaecum osculatum (sensu lato),phocid seals,infects,59994
survey,western Arkansas,conducted in,60365
survey,west-central Arkansas,conducted in,60365
survey,March 2005 to January 2007,conducted from,60365
survey,29,collected,60365
eastern spotted skunks,Spilogale putorius,known as,60365
29,82,found in,60365
parasites,Nematoda,include,60365
parasites,Protozoa,include,60365
4.1 +/- 2.1,parasites,average number of,60365
endoparasite community,ecology of the species,part of,60365
Rupicapra rupicapra rupicapra,gastrointestinal helminths,hosts,60360
Rupicapra rupicapra rupicapra,lungworm larvae,hosts,60360
gastrointestinal helminths,Rupicapra rupicapra rupicapra,infects,60360
lungworm larvae,Rupicapra rupicapra rupicapra,infects,60360
testosterone,enzyme immunoassays (EIA),detected by,60360
epiandrosterone,enzyme immunoassays (EIA),detected by,60360
cortisol,enzyme immunoassays (EIA),detected by,60360
oestrogen,enzyme immunoassays (EIA),detected by,60360
testosterone,one year,measured throughout,60360
epiandrosterone,one year,measured throughout,60360
cortisol,one year,measured throughout,60360
oestrogen,one year,measured throughout,60360
gastrointestinal helminths,one year,measured throughout,60360
lungworm larvae,one year,measured throughout,60360
Alaria marcianae,Florida panthers,infects,60352
Spirometra mansonoides,Florida panthers,infects,60352
Ancylostoma pluridentatum,Florida panthers,infects,60352
Ancylostoma caninum,Florida panthers,infects,60352
Florida panthers,Alaria marcianae,hosts,60352
Florida panthers,Spirometra mansonoides,hosts,60352
Florida panthers,Ancylostoma pluridentatum,hosts,60352
Florida panthers,Ancylostoma caninum,hosts,60352
Six counties in southern Florida,Florida panthers,location of,60352
1978-1983,Florida panthers,time period of,60352
1996-2003,Florida panthers,time period of,60352
Anthelmintic treatment,Gastrointestinal helminths,treats,60352
Mesocestoides sp.,Forrester et al. (1985),reported by,60352
Taenia omissa,Anthelmintic treatment,affected by,60352
Filaroides osleri,coyotes,infects,60155
coyotes,Filaroides osleri,hosts,60155
Capillaria aerophila,coyotes,infects,60155
coyotes,Capillaria aerophila,hosts,60155
cysts of Filaroides osleri,trachea,found in,60155
cysts of Filaroides osleri,bronchial trees,found in,60155
Capillaria aerophila infections,mucus,detected by,60155
coyotes,Filaroides osleri,infected with,60155
coyotes,Capillaria aerophila,infected with,60155
Filaroides osleri,Iowa,less frequent in,60155
Filaroides osleri,Kansas,less frequent in,60155
Capillaria aerophila infections,Oklahoma,present in,60155
Capillaria aerophila infections,Colorado,present in,60155
Capillaria aerophila infections,Wyoming,present in,60155
Capillaria aerophila infections,South Dakota,present in,60155
Capillaria aerophila infections,Nebraska,present in,60155
Capillaria aerophila infections,Texas,present in,60155
Capillaria aerophila infections,Kansas,present in,60155
coyotes,Filaroides osleri,infected with both,60155
coyotes,Capillaria aerophila,infected with both,60155
Diphyllobothrium latum,Lynx lynx,infects,60242
Taenia pisiformis,Lynx lynx,infects,60242
Taenia laticollis,Lynx lynx,infects,60242
Taenia hydatigena,Lynx lynx,infects,60242
Taenia taeniaeformis,Lynx lynx,infects,60242
Toxocara cati,Lynx lynx,infects,60242
Trichinella spp.,Lynx lynx,infects,60242
Lynx lynx,Diphyllobothrium latum,hosts,60242
Lynx lynx,Taenia pisiformis,hosts,60242
Lynx lynx,Taenia laticollis,hosts,60242
Lynx lynx,Taenia hydatigena,hosts,60242
Lynx lynx,Taenia taeniaeformis,hosts,60242
Lynx lynx,Toxocara cati,hosts,60242
Lynx lynx,Trichinella spp.,hosts,60242
Diphyllobothrium latum,5%,prevalence of,60242
Taenia pisiformis,100%,prevalence of,60242
Taenia laticollis,41%,prevalence of,60242
Taenia hydatigena,3%,prevalence of,60242
Taenia taeniaeformis,3%,prevalence of,60242
Toxocara cati,68%,prevalence of,60242
Trichinella spp.,22%,prevalence of,60242
eggs of T. cati,38 samples,found in,60242
Capillaria spp.,8 samples,found in,60242
Aleutian Disease Virus,European mink,infects,60035
European mink,Aleutian Disease Virus,hosts,60035
Aleutian Disease Virus,European mink,does not infect,60035
European mink,Aleutian Disease Virus,does not host,60035
Navarra,European mink,location of,60035
blood samples,European mink,collected from,60035
plasma samples,European mink,collected from,60035
gamma globulin levels,plasma samples,measured in,60035
traumatic and hemorrhagic lesions,European mink,found in,60035
Elaeophora elaphi,red deer,infects,60186
Elaeophora elaphi,Cervus elaphus,infects,60186
red deer,Elaeophora elaphi,hosts,60186
Cervus elaphus,Elaeophora elaphi,hosts,60186
Elaeophorosis,Elaeophora elaphi,causes,60186
Elaeophora elaphi,hepatic vessels,found in,60186
hepatic vessels,Elaeophora elaphi,found in,60186
151 red deer,red deer,number of,60186
fallow deer,Elaeophora elaphi,does not host,60186
Dama dama,Elaeophora elaphi,does not host,60186
blood samples,microfilariae,negative for,60186
Parafilaroides normani,Arctocephalus pusillus doriferus,infects,60142
Parafilaroides normani,Arctocephalus forsteri,infects,60142
Parafilaroides normani,Arctocephalus tropicalis,infects,60142
Arctocephalus pusillus doriferus,Parafilaroides normani,hosts,60142
Arctocephalus forsteri,Parafilaroides normani,hosts,60142
Arctocephalus tropicalis,Parafilaroides normani,hosts,60142
Parafilaroides normani,lung,found in,60142
Brugia beaveri,Procyon lotor,infects,60342
Procyon lotor,Brugia beaveri,hosts,60342
Brugia beaveri,domestic cat,infects,60342
domestic cat,Brugia beaveri,hosts,60342
Brugia beaveri,Meriones unguiculatus,infects,60342
Meriones unguiculatus,Brugia beaveri,hosts,60342
microfilariae,peripheral blood,found in,60342
microfilariae,mosquitoes,develop in,60342
mosquitoes,microfilariae,hosts,60342
Brugia beaveri,lymphatics,found in,60342
Brugia beaveri,subcutaneous tissues,found in,60342
Brugia beaveri,heart,found in,60342
Brugia beaveri,lungs,found in,60342
Brugia beaveri,testes,found in,60342
Brugia beaveri,small diameter,has,60342
Brugia beaveri,body wall,has,60342
Brugia beaveri,cuticle,has,60342
Brugia beaveri,lateral fields,has,60342
Brugia beaveri,lateral internal cuticular ridge,has,60342
Brugia beaveri,hypodermis,has,60342
Brugia beaveri,lateral chords,has,60342
Brugia beaveri,dorsal chords,has,60342
Brugia beaveri,ventral chords,has,60342
Brugia beaveri,muscle cells,has,60342
Brugia beaveri,coelomyarian,has,60342
prepatent period,70-107 days,measurement of,60342
70-107 days,prepatent period,duration of,60342
Bâ and Marchand,Taenia parva,studied,60214
spermiogenesis,spermatozoa,leads to the formation of,60214
spermiogenesis,axoneme,involves the formation of,60214
axoneme,spermatozoa,is part of,60214
periaxonemal sheath,axoneme,surrounds,60214
cytoplasmic extension,spermatozoa,is part of,60214
transverse intracytoplasmic walls,cytoplasmic extension,are part of,60214
centrioles,axoneme,are involved in the formation of,60214
intercentriolar body,centrioles,is associated with,60214
mitochondria,spermatozoa,are part of,60214
crest-like body,spermatozoa,is part of,60214
free flagellum,spermatozoa,is part of,60214
tapeworm,chimpanzee,infects,60302
chimpanzee,tapeworm,hosts,60302
Kibale National Park,Uganda,located in,60302
presence of tapeworms,behavior rate,associated with,60302
presence of tapeworms,presence of whole leaves,associated with,60302
6.5 years,leaf-swallowing,duration of,60302
seven-month period,presence of tapeworms,duration of,60302
Protostrongylus spp.,bighorn sheep,infects,60295
bighorn sheep,Protostrongylus spp.,hosts,60295
gastropod,Protostrongylus spp.,hosts,60295
Protostrongylus spp.,gastropod,found in,60295
gastropod,riparian,found in,60295
gastropod,rock,found in,60295
gastropod,desert shrub,found in,60295
gastropod,grass,found in,60295
lungworm levels,fecal pellet groups,measured by,60295
lungworm levels,transmission,indicates,60295
bighorn sheep,water sources,relies on,60295
bighorn sheep,perennial water sources,relies on,60295
fecal larvae counts,nursery groups,higher in,60295
fecal larvae counts,ram groups,higher in,60295
Longistrongylus curvispiculum,sable,infects,60119
sable,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,addax,infects,60119
addax,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,biesa oryx,infects,60119
biesa oryx,Longistrongylus curvispiculum,hosts,60119
Longistrongylus curvispiculum,abomasum,found in,60119
abomasal worm burden,Longistrongylus curvispiculum,includes,60119
abomasal worm burden,Haemonchus contortus,dominated by,60119
Longistrongylus curvispiculum,free-ranging exotic antelope,found in,60119
free-ranging exotic antelope,Texas,located in,60119
Texas,USA,part of,60119
ranches,central Texas,located in,60119
central Texas,Texas,part of,60119
Longistrongylus curvispiculum,Nematoda,member of,60119
Nematoda,Trichostrongyloidea,classified as,60119
Trichostrongyloidea,Ostertaginae,includes,60119
Mesocestoides,tapeworm,is a,60157
Mesocestoides,Cestoda: Mesocestoididae,belongs to,60157
tetrathyridia,sylvatic hosts,infect,60157
tetrathyridia,wild carnivores,infect,60157
tetrathyridia,reptiles,infect,60157
tetrathyridia,rodents,infect,60157
tapeworm,wild carnivores,found in,60157
tapeworm,coyotes,found in,60157
tapeworm,island fox,found in,60157
clade A,San Miguel Island (SMI),from,60157
clade B,Hopland Research and Extension Center (HREC),from,60157
Schistosoma mansoni,Tourists,infects,60195
Schistosoma mansoni,Park residents,infects,60195
Schistosoma mansoni,Suri people,infects,60195
Tourists,Schistosoma mansoni,hosts,60195
Park residents,Schistosoma mansoni,hosts,60195
Suri people,Schistosoma mansoni,hosts,60195
Mui River,Schistosoma mansoni,found in,60195
Omo National Park,Schistosomiasis,found in,60195
Schistosoma mansoni,Schistosomiasis,causes,60195
group size,parasites,is related to,60135
group size,intensity of home range use,correlates negatively with,60135
group size,range area size,was positively correlated with,60135
group size,intensity of home range use,was negatively correlated with,60135
Elaeophora schneideri,Bighorn sheep,infects,60291
Bighorn sheep,Elaeophora schneideri,hosts,60291
Elaeophora schneideri,New Mexico,found in,60291
Elaeophorosis,Elaeophora schneideri,causes,60291
"Setaria thwaitei Mönnig, 1933",Hippotragus niger,infects,60229
"Setaria thwaitei Mönnig, 1933",Hippotragus equinus,infects,60229
