source_text,target_text,relation_type,doc_id
Papio anubis,Oesophagostomum sp.,hosts,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Papio anubis,Entamoeba coli,hosts,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Papio anubis,Blastocystis hominis,hosts,60194
Papio anubis,Cyclospora sp.,hosts,60194
Papio anubis,Cryptosporidium sp.,hosts,60194
Cercopithecus aethiops,Trichuris sp.,hosts,60194
Cercopithecus aethiops,Oesophagostomum sp.,hosts,60194
Cercopithecus aethiops,Entamoeba coli,hosts,60194
Cercopithecus aethiops,Entamoeba histolytica/dispar,hosts,60194
Cercopithecus aethiops,Blastocystis hominis,hosts,60194
Cercopithecus aethiops,Cyclospora sp.,hosts,60194
Cercopithecus aethiops,Cryptosporidium sp.,hosts,60194
faecal samples,Papio anubis,examined,60194
faecal samples,Cercopithecus aethiops,examined,60194
faecal smears,faecal samples,prepared from,60194
faecal samples,10% formalin,preserved in,60194
Trichuris sp.,Papio anubis,detected in,60194
Strongyloides sp.,Papio anubis,detected in,60194
Trichostrongylus sp.,Papio anubis,detected in,60194
Oesophagostomum sp.,Papio anubis,detected in,60194
Schistosoma mansoni,Papio anubis,detected in,60194
Entamoeba coli,Papio anubis,detected in,60194
Entamoeba histolytica/dispar,Papio anubis,detected in,60194
Blastocystis hominis,Papio anubis,detected in,60194
Cyclospora sp.,Papio anubis,detected in,60194
Cryptosporidium sp.,Papio anubis,detected in,60194
Trichuris sp.,Cercopithecus aethiops,detected in,60194
Oesophagostomum sp.,Cercopithecus aethiops,detected in,60194
Entamoeba coli,Cercopithecus aethiops,detected in,60194
Entamoeba histolytica/dispar,Cercopithecus aethiops,detected in,60194
Blastocystis hominis,Cercopithecus aethiops,detected in,60194
Cyclospora sp.,Cercopithecus aethiops,detected in,60194
Cryptosporidium sp.,Cercopithecus aethiops,detected in,60194
Human,Opisthorchis viverrini,infects,60248
Human,Strongyloides stercoralis,infects,60248
long-tailed macaques,Strongyloides fuelleborni,hosts,60248
long-tailed macaques,Haplorchis sp.,hosts,60248
forest parks,north-eastern Thailand,located in,60248
long-tailed macaques,forest parks,found in,60248
anthropogenically modified environments,natural environments,compared with,60248
sylvatic groups,natural environments,found in,60248
Opisthorchis viverrini,helminth parasite,type of,60248
Strongyloides stercoralis,helminth parasite,type of,60248
Strongyloides fuelleborni,helminth parasite,type of,60248
Haplorchis sp.,intestinal fluke,type of,60248
eggs,feces,found in,60248
black howler monkeys,Controrchis biliophilus,hosts,60137
Controrchis biliophilus,black howler monkeys,detected in,60137
black howler monkeys,Trypanoxyuris minutus,hosts,60137
Trypanoxyuris minutus,black howler monkeys,detected in,60137
black howler monkeys,Giardia sp.,hosts,60137
Giardia sp.,black howler monkeys,detected in,60137
black howler monkeys,Entamoeba sp.,hosts,60137
Entamoeba sp.,black howler monkeys,detected in,60137
Giardia sp.,protozoa,is a,60137
black howler monkeys,human settlements,lives near,60137
Giardia duodenalis,black howler monkeys,infects,60137
people,Giardia duodenalis,can transmit,60137
domestic animals,Giardia duodenalis,can transmit,60137
howler monkey,Alouatta palliata,is,60134
spider monkey,Ateles geoffroyi,is,60134
Alouatta palliata,Controrchis sp.,hosts,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
primate populations,tropical dry forest,are found in,60134
primate populations,Costa Rica,are found in,60134
Controrchis sp.,Alouatta palliata,has a higher prevalence in,60134
Trypanoxyuris sp.,Alouatta palliata,has a higher prevalence in,60134
chacma baboons,terrestrial subtropical vertebrate,are,60321
Papio ursinus,chacma baboons,is the scientific name of,60321
gastrointestinal parasites,chacma baboons,are found in,60321
fecal samples,gastrointestinal parasites,describe,60321
Phocascaris cystophorae,hooded seal,is a parasite of,59994
Phocascaris cystophorae,Cystophora cristata,is a parasite of,59994
Phocascaris cystophorae,stomach,lives in,59994
Phocascaris cystophorae,Nematoda,is a member of,59994
Phocascaris cystophorae,Anisakidae,is a member of,59994
Phocascaris,Phocascaris cystophorae,is a genus of,59994
Contracaecum osculatum,phocid seals,is a parasite of,59994
Phocascaris,Phocascaris cystophorae,is a genus of,59994
Phocascaris cystophorae,phocid seals,is a parasite of,59994
eastern spotted skunk,Spilogale putorius,common name of,60365
Spilogale putorius,eastern spotted skunk,latin name of,60365
eastern spotted skunk,nematodes,hosts,60365
eastern spotted skunk,protozoa,hosts,60365
eastern spotted skunk,western Arkansas,found in,60365
eastern spotted skunk,west-central Arkansas,found in,60365
feces,nematodes,contains,60365
feces,protozoa,contains,60365
eastern spotted skunk,western Arkansas,captured in,60365
eastern spotted skunk,west-central Arkansas,captured in,60365
nematodes,endoparasite,type of,60365
protozoa,endoparasite,type of,60365
endoparasite,eastern spotted skunk,found in,60365
small carnivore species,nematodes,hosts,60365
small carnivore species,protozoa,hosts,60365
parasites,host,linked with,60360
host,parasites,hosts,60360
male,life history strategy,determines,60360
sex-associated hormones,immunocompetence,may influence,60360
free ranging chamois,gastrointestinal helminths,are infested by,60360
free ranging chamois,lung helminths,are infested by,60360
Florida panthers,Gastrointestinal helminths,hosts,60352
Gastrointestinal helminths,Alaria marcianae,includes,60352
Gastrointestinal helminths,Spirometra mansonoides,includes,60352
Gastrointestinal helminths,Ancylostoma pluridentatum,includes,60352
Gastrointestinal helminths,Ancylostoma caninum,includes,60352
Gastrointestinal helminths,Taenia omissa,includes,60352
Gastrointestinal helminths,Mesocestoides sp.,includes,60352
treated panthers,untreated panthers,has helminth faunas similar to,60352
treated panthers,Alaria marcianae,has reduced intensity of,60352
treated panthers,Ancylostoma pluridentatum,has reduced intensity of,60352
treated panthers,Spirometra mansonoides,has slightly lower intensities of,60352
treated panthers,Spirometra mansonoides,has significantly higher intensities of,60352
treated panthers,Taenia omissa,has similar intensity of,60352
treated panthers,Mesocestoides sp.,does not infect,60352
untreated panthers,Alaria marcianae,hosts,60352
untreated panthers,Spirometra mansonoides,hosts,60352
untreated panthers,Ancylostoma pluridentatum,hosts,60352
untreated panthers,Ancylostoma caninum,hosts,60352
untreated panthers,Taenia omissa,hosts,60352
untreated panthers,Mesocestoides sp.,hosts,60352
Florida panthers,six counties,collected from,60352
Florida panthers,southern Florida,collected from,60352
Florida panthers,necropsy,examined at,60352
Florida panthers,anthelmintics,treated with,60352
Lungworms,coyotes,infects,60155
Filaroides osleri,coyotes,infects,60155
Capillaria aerophila,coyotes,infects,60155
coyotes,Filaroides osleri,hosts,60155
coyotes,Capillaria aerophila,hosts,60155
trachea,Filaroides osleri,found in,60155
bronchi,Filaroides osleri,found in,60155
bronchi,Capillaria aerophila,found in,60155
bronchial trees,Filaroides osleri,found in,60155
bronchial trees,Capillaria aerophila,found in,60155
Great Plains,coyotes,found in,60155
Oklahoma,coyotes,found in,60155
Colorado,coyotes,found in,60155
Wyoming,coyotes,found in,60155
Iowa,coyotes,found in,60155
South Dakota,coyotes,found in,60155
Nebraska,coyotes,found in,60155
Texas,coyotes,found in,60155
Kansas,coyotes,found in,60155
coyotes,Great Plains,lives in,60155
coyotes,Oklahoma,lives in,60155
coyotes,Colorado,lives in,60155
coyotes,Wyoming,lives in,60155
coyotes,Iowa,lives in,60155
coyotes,South Dakota,lives in,60155
coyotes,Nebraska,lives in,60155
coyotes,Texas,lives in,60155
coyotes,Kansas,lives in,60155
Eurasian lynx,Diphyllobothrium latum,hosts,60242
Eurasian lynx,Taenia pisiformis,hosts,60242
Eurasian lynx,Taenia laticollis,hosts,60242
Eurasian lynx,Taenia hydatigena,hosts,60242
Eurasian lynx,Taenia taeniaeformis,hosts,60242
Eurasian lynx,Toxocara cati,hosts,60242
Eurasian lynx,Trichinella spp.,hosts,60242
Eurasian lynx,Capillaria spp.,hosts,60242
Estonia,Eurasian lynx,location of,60242
Estonia,helminth fauna,location of,60242
5%,Diphyllobothrium latum,prevalence of,60242
100%,Taenia pisiformis,prevalence of,60242
41%,Taenia laticollis,prevalence of,60242
3%,Taenia hydatigena,prevalence of,60242
3%,Taenia taeniaeformis,prevalence of,60242
68%,Toxocara cati,prevalence of,60242
22%,Trichinella spp.,prevalence of,60242
Aleutian Disease Virus,European mink,infects,60035
European mink,Aleutian Disease Virus,hosts,60035
Aleutian Disease Virus,European mink,does not infect,60035
European mink,canine distemper virus,hosts,60035
canine distemper virus,European mink,infects,60035
European mink,pulmonary adiaspiromycosis,hosts,60035
pulmonary adiaspiromycosis,European mink,infects,60035
European mink,Navarra,found in,60035
European mink,Spain,found in,60035
February-March 2004,pre-reproductive period,during,60035
2005,pre-reproductive period,during,60035
September-December 2004,postreproductive period,during,60035
23,cadavers,number of,60035
9.6%,plasma samples,percentage of,60035
three,European mink,number of,60035
Spain,European mink,location of,60035
Navarra,European mink,location of,60035
European mink,traumatic and hemorrhagic lesions,suffering from,60035
European mink,vehicular impact injuries,suffering from,60035
European mink,histopathologic lesions,suffering from,60035
European mink,pulmonary adiaspiromycosis,suffering from,60035
cross-sectional study,pre-reproductive period,conducted during,60035
cross-sectional study,postreproductive period,conducted during,60035
blood samples,antibody counter immunoelectrophoresis,analyzed by,60035
plasma samples,protein electrophoresis,analyzed by,60035
pathology,cadavers,performed on,60035
serology,European mink,performed on,60035
protein electrophoresis,plasma samples,performed on,60035
antibody counter immunoelectrophoresis,blood samples,performed on,60035
traumatic and hemorrhagic lesions,vehicular impact injuries,compatible with,60035
histopathologic lesions,ADV,associated with,60035
vehicular impact injuries,traumatic and hemorrhagic lesions,causes,60035
Elaeophorosis,Elaeophora elaphi,caused by,60186
Elaeophora elaphi,Cervus elaphus,infects,60186
Cervus elaphus,Elaeophora elaphi,hosts,60186
Elaeophora elaphi,hepatic vessels,found in,60186
Cervus elaphus,Toledo Province,lives in,60186
Cervus elaphus,Spain,lives in,60186
Dama dama,Elaeophora elaphi,does not host,60186
blood samples,microfilariae,negative for,60186
Parafilaroides normani,Arctocephalus pusillus doriferus,infects,60142
Parafilaroides normani,A. forsteri,infects,60142
Parafilaroides normani,A. tropicalis,infects,60142
Arctocephalus pusillus doriferus,Parafilaroides normani,hosts,60142
A. forsteri,Parafilaroides normani,hosts,60142
A. tropicalis,Parafilaroides normani,hosts,60142
eared seal,Otariidae,is a synonym of,60142
Australian fur seals,Arctocephalus pusillus doriferus,is a synonym of,60142
New Zealand fur seals,A. forsteri,is a synonym of,60142
sub-Antarctic fur seal,A. tropicalis,is a synonym of,60142
Brugia beaveri,raccoons,infects,60342
Brugia beaveri,domestic cat,infects,60342
Brugia beaveri,jirds,infects,60342
mosquitoes,Brugia beaveri,hosts,60342
raccoons,Brugia beaveri,hosts,60342
jirds,Brugia beaveri,hosts,60342
peripheral blood,microfilariae,circulates in,60342
"Taenia parvaBaer, 1926",Cestoda,is a,60214
"Taenia parvaBaer, 1926",Cyclophyllidea,is a,60214
"Taenia parvaBaer, 1926",Taeniidae,is a,60214
"Taenia parvaBaer, 1926",common genet,infects,60214
"Taenia parvaBaer, 1926",intestinal cestode,is,60214
common genet,Genetta genetta,is,60214
Taenia parva,intestinal cestode,is,60214
Taenia parva,common genet,infects,60214
Taenia parva,intestinal cestode,is,60214
Taenia parva,Cestoda,is a,60214
