source,target,relation_type,doc_id
House finches,Concurrent antibody response,develop,19
Concurrent antibody response,Serum plate agglutination,detectable by,19
Concurrent antibody response,Hemagglutination inhibition,detectable by,19
Concurrent antibody response,Enzyme-linked immunosorbent assay,detectable by,19
Mycoplasma gallisepticum,Free-flying house finch populations,may have a negative impact on,19
Mycoplasma gallisepticum,house finch,infects,20
house finch,Mycoplasma gallisepticum,hosts,20
Auburn,house finch population,location where study was conducted,20
USA,house finch population,location where study was conducted,20
house finch population,myxplasmal conjunctivitis,had disease,20
Mycoplasma gallisepticum,polymerase chain reaction (PCR),was detected using,20
Mycoplasma gallisepticum,serum plate agglutination (SPA) assay,was detected using,20
Mycoplasma gallisepticum,house finches,infects,21
Mycoplasma gallisepticum,poultry production facilities,associated with,21
Mycoplasma gallisepticum,conjunctivitis,causes,21
house finches,Mycoplasma gallisepticum,carries,21
tufted titmice,Mycoplasma gallisepticum,may carry,21
poultry,Mycoplasma gallisepticum,may be infected by,21
wild birds,Mycoplasma gallisepticum,may be infected by,21
domestic birds,Mycoplasma gallisepticum,may be infected by,21
Mycoplasma gallisepticum,serum plate agglutination,tested by,21
Mycoplasma gallisepticum,polymerase chain reaction,tested by,21
Mycoplasma gallisepticum,hemagglutination inhibition,tested by,21
Mycoplasma gallisepticum,histopathology,tested by,21
Mycoplasma gallisepticum,house finch,infects,22
Mycoplasma gallisepticum,chicken,is a pathogen of,22
Mycoplasma gallisepticum,turkey,is a pathogen of,22
house finch,Mycoplasma gallisepticum,hosts,22
pvpA,PvpA,encodes for,22
pvpA,Mycoplasma gallisepticum,is a gene of,22
house finch,carotenoid-based plumage coloration,based on,23
carotenoid-based plumage coloration,resistance to a novel parasite,predicts,23
carotenoid-based plumage coloration,carotenoid,is made of,23
Mycoplasma gallicepticum,bacterial pathogen,is a,23
Mycoplasma gallicepticum,infection,causes,23
Mycoplasma gallicepticum,disease agent,is a,23
male house finch,redder plumage,chooses,23
female,male with redder plumage,chooses,23
male with redder plumage,better resistance to parasites,has,23
Mycoplasma gallisepticum,songbirds,infects,24
Mycoplasma gallisepticum,1994,emerged,24
Mycoplasma gallisepticum,house finches,isolated,24
Mycoplasma gallisepticum,other songbirds,isolated,24
Mycoplasma gallisepticum,genotypic analyses,has,24
songbirds,conjunctivitis,had,24
Mycoplasma gallisepticum,outbreak,initiated,24
house finch,isolate,had,24
other songbird,isolate,had,24
Mycoplasma gallisepticum,genomic variability,has,24
Mycoplasma gallisepticum,analyzed,was,24
New York,isolate,had,24
vaccine,strain,had,24
reference strains,strain,had,24
Mycoplasma gallisepticum,house finches,infects,25
Mycoplasma gallisepticum,1994,emerged,25
Mycoplasma gallisepticum,conjunctivitis,causes,25
Mycoplasma gallisepticum,house finch abundance,severely decreased,25
Mycoplasma gallisepticum,repeating seasonal peaks of conjunctivitis,associated with,25
Mycoplasma gallisepticum,host populations,limited,25
Mycoplasma gallisepticum,2002,confirmed,25
Mycoplasma gallisepticum,"Missoula, Montana",found,25
Mycoplasma gallisepticum,"Portland, Oregon",found,25
Mycoplasma gallisepticum,2004,detected,25
Mycoplasma gallisepticum,2005,detected,25
Mycoplasma gallisepticum,House Finches,infects,26
House Finches,Mycoplasma gallisepticum,hosts,26
Asymptomatic carriers,Mycoplasma gallisepticum,transmit,26
house finch,IgA,has,27
IgA,Mycoplasma gallisepticum,neutralizes,27
IgA,attachment to underlying tissues,impedes,27
house finch,mucosal immunity,has,27
mucosal immunity,neutralize pathogens,functions,27
Mycoplasma gallisepticum,house finch,infects,27
house finch,conjunctivitis,has,27
conjunctivitis,Mycoplasma gallisepticum infection,is caused by,27
IgA,ELISA,is detected by,27
IgA,Western blot,is detected by,27
rabbit,anti-sera,produces,27
anti-sera,house finch serum protein,reacts with,27
anti-sera,plasma cells,identifies,27
plasma cells,Harderian gland,are found in,27
plasma cells,conjunctiva,are found in,27
lachrymal samples,M. gallisepticum-specific IgA antibodies,contain,27
Mycoplasma gallisepticum,finches,infects,27
finches,conjunctivitis,have,27
PCR,469 base pair region of the house finch IgA heavy chain,amplifies,27
cDNA,amino acid sequence,contains,27
amino acid sequence,mallard IgA heavy chain,is shared with,27
amino acid sequence,chicken IgA heavy chain,is shared with,27
bacterial expression system,recombinant protein,produces,27
recombinant protein,anti-sera,is purified,27
anti-sera,rabbit,is generated,27
Mycoplasma sturni,California House Finch,isolated from,28
Mycoplasma sturni,House Finches,failed to reproduce disease in,28
Mycoplasma gallisepticum,House Finches,causes disease in,28
Mycoplasma gallisepticum,Carpodacus mexicanus,isolated from,28
Mycoplasma gallisepticum,other songbirds with conjunctivitis,isolated from,28
Mycoplasma sturni,European Starling,isolated from,28
Mycoplasma sturni,other avian species,reported in,28
Mycoplasma gallisepticum,House Finches,remains the primary known cause of conjunctivitis in,28
male house finches,diseased conspecifics,prefer,29
healthy male house finches,contracting MG,inadvertently increase risk,29
diseased males,historically beneficial behavioural cue,present,29
 females,feeding near diseased conspecifics,show no preference,29
Mycoplasma gallisepticum,house finches,infects,30
Mycoplasma gallisepticum,American goldfinches,transmits,30
Mycoplasma gallisepticum,northern cardinal,transmits,30
house finches,Mycoplasma gallisepticum,are primary host species for,30
American goldfinches,Mycoplasma gallisepticum,are alternate hosts for,30
northern cardinal,Mycoplasma gallisepticum,are alternate hosts for,30
higher numbers of northern cardinals,higher disease prevalence in house finches,are associated with,30
higher numbers of American goldfinches,higher disease prevalence in house finches,are associated with,30
house finches,North America,habitat,31
house finches,California,origin,31
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,cause,31
Mycoplasmal conjunctivitis,house finches,affect,31
house finches,Mycoplasma gallisepticum,host,31
Mycoplasmal conjunctivitis,house finches,spread,31
Mycoplasma gallisepticum,host cells,attaches_to,32
Mycoplasma gallisepticum,host cells,invades,32
Mycoplasma gallisepticum,conjunctival samples,is_found_in,32
Mycoplasma gallisepticum,qPCR,is_measured_by,32
MgC2,Mycoplasma gallisepticum,targets,32
rag-1,internal_control_gene,serves_as,32
Mycoplasma gallisepticum,conjunctivitis,is_correlated_with,32
development_of_conjunctivitis,Mycoplasma gallisepticum_load,correlates_with,32
Mycoplasma gallisepticum,house finches,infects,33
malaria gallisepticum infection,mosquito blood feeding patterns,affects,33
disease-induced lethargy,host capacity,diminishes,33
Mycoplasma gallisepticum,house finches (Carpodacus mexicanus),infects,33
mosquitoes,house finches,feed on,33
host finches,mosquitoes,repel,33
mosquitoes,West Nile virus,inject,33
infection,bird defensive behavior,alters,33
House Finches,Mycoplasma gallisepticum,host-pathogen,34
House Finches,House Sparrows,competitor,34
House Finches,western United States,source,34
House Sparrows,House Finches,target,34
House Sparrows,northeastern United States,target,34
House Finches,mycoplasmal conjunctivitis,host,34
House Sparrows,Christmas Bird Count,target,34
House Sparrows,Project FeederWatch,target,34
House Sparrows,Breeding Bird Survey,target,34
Finches,Mycoplasma gallisepticum,host-pathogen interaction,35
Detection probabilities,Estimated disease prevalence,influence,35
State-specific detection probabilities,Estimated disease prevalence,influence,35
Biotic and/or abiotic factors,Detection probabilities,influence,35
house finches,Mycoplasma gallisepticum,hosts,36
multilocus heterozygosity,pathogen resistance,predicts,36
heterozygous house finches,less severe disease,develop,36
heterozygous house finches,stronger cell-mediated immune responses,mount,36
cell-mediated immunocompetence,pathogen resistance,partly explains,36
Carpodacus mexicanus,Mycoplasma gallisepticum,host,37
Mycoplasma gallisepticum,Carpodacus mexicanus,pathogen,37
United States,Carpodacus mexicanus,location,37
Eastern United States,Carpodacus mexicanus,location,37
Amplified Fragment Length Polymorphism,genetic diversity analysis,used for,37
MHC,pathogen resistance,involved in,37
Mycoplasma,disease,causes,37
Mycoplasma,finch immune system,manipulates,37
Cytomegalovirus,mouse immune system,similarly manipulates,37
Mycoplasma gallisepticum,house finch,infects,38
house finch,Mycoplasma gallisepticum,responds to,38
Mycoplasma gallisepticum,epizootic,causes,38
epizootic,house finch population,affects,38
Mycoplasma gallisepticum,house finch morphology,selects for,38
house finch,enhanced resistance,evolves,38
Mycoplasma gallisepticum,gene expression,regulates,38
gene expression,cDNA macroarray,is studied,38
cDNA macroarray,suppression subtractive hybridization,uses,38
suppression subtractive hybridization,spleen,uses,38
HSP 90,by Mycoplasma gallisepticum,is up-regulated,38
MHC II-associated invariant chain,by Mycoplasma gallisepticum,is up-regulated,38
T-cell immunoglobulin mucin 1,by Mycoplasma gallisepticum,is up-regulated,38
TIM1,by Mycoplasma gallisepticum,is up-regulated,38
CD74,by Mycoplasma gallisepticum,is up-regulated,38
blast searches,to identify genes,are used,38
reverse Northern blot,to confirm gene expression,is used,38
Northern analysis,to confirm gene expression,is used,38
molecular co-evolutionary studies,Mycoplasma gallisepticum and house finch,study,38
Mycoplasma gallisepticum,house finch,infects,39
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,39
Mycoplasma gallisepticum,wild songbirds,infects,39
Mycoplasma gallisepticum,Baeolophus bicolor,infects,39
Mycoplasma gallisepticum,mourning doves,infects,39
Mycoplasma gallisepticum,Fringillidae,infects,39
house finch,Mycoplasma gallisepticum,hosts,39
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,39
wild songbirds,Mycoplasma gallisepticum,hosts,39
Baeolophus bicolor,Mycoplasma gallisepticum,hosts,39
mourning doves,Mycoplasma gallisepticum,hosts,39
Fringillidae,Mycoplasma gallisepticum,hosts,39
Auburn University,peri-urban environment,located,39
wild birds,Auburn University,sampled,39
MG,polymerase chain reaction,detected,39
MG,agglutination reactions,detected,39
antibodies,Mycoplasma gallisepticum,produced,39
PCR,detecting MG,used,39
Carpodacus mexicanus,Mycoplasma gallisepticum,host,40
Corticosterone,Immune Functions,regulates,40
Stress Hormones,Immune Functions,impairs,40
Corticosterone,Susceptibility to Disease,increases,40
Mycoplasma gallisepticum,Disease,causes,40
Carpodacus mexicanus,Corticosterone,has,40
Carpodacus mexicanus,Body Condition,has,40
Carpodacus mexicanus,Fat Load,has,40
Latitude,Corticosterone Concentrations,affects,40
Year,Corticosterone Concentrations,affects,40
Winter,Mycoplasma gallisepticum Infections,affects,40
Mycoplasma gallisepticum,house finches,infections,41
seasonal breeding,wildlife disease dynamics,affects,41
Seasonal breeding,recurrent epidemics,forces,41
social aggregation,transmission dynamics,changes,41
latitudinal variation in the timing of breeding,seasonal dynamics of house finch conjunctivitis,models,41
social systems,seasonal dynamics of house finch conjunctivitis,model,41
immunity,Mycoplasma gallisepticum,modulates,41
host seasonal breeding,Mycoplasma gallisepticum,interacts,41
host seasonal social aggregation,Mycoplasma gallisepticum,interacts,41
latitudinal variation in the timing of breeding,Mycoplasma gallisepticum,interacts,41
social systems,Mycoplasma gallisepticum,interacts,41
Mycoplasma gallicepticum,Male house finches,infects,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Mycoplasma gallicepticum,Carotenoid utilization,affects,42
Mycoplasma gallicepticum,Reduced expression of ornamental plumage coloration,causes,42
house finches,Mycoplasma gallisepticum,infected by,43
Mycoplasma gallisepticum,conjunctivitis,causes,43
eastern house finch,Mycoplasma gallisepticum,infected by,43
Carpodacus mexicanus,Mycoplasma gallisepticum,infected by,43
Cayuga Basin,house finches,location of,43
central New York,house finches,location of,43
USA,house finches,location of,43
rapid plate agglutination assay,Mycoplasma gallisepticum,used to detect,43
polymerase chain reaction,Mycoplasma gallisepticum,used to detect,43
conjunctival sac,inoculation,site of,43
conjunctivitis,inoculation,result of,43
preservative-free sterile saline solution,inoculation,used as control,43
PCR,disease progression,used to evaluate,43
behavioral observations,disease progression,used to evaluate,43
physical examination,disease progression,used to evaluate,43
eye scoring,disease progression,used to evaluate,43
body weight,disease progression,used to evaluate,43
body condition index,disease progression,used to evaluate,43
domestic poultry,Mycoplasma gallisepticum,similarly affected by,43
house finches,Mycoplasma gallisepticum,host,44
house finches,Proctophyllodes spp.,infested,44
house finches,Mycoplasma gallisepticum,host,45
Carpodacus mexicanus,Mycoplasma gallisepticum,host,45
house finches,Mycoplasma gallisepticum,exposed to,45
house finches,Mycoplasma gallisepticum,developed conjunctivitis,45
house finches,Mycoplasma gallisepticum,seroconverted,45
house finches,Mycoplasma gallisepticum,infected,45
house finches,infected finch,co-housed with,45
infected finch,house finches,exposed to,45
Mycoplasma gallisepticum,house finches,inoculated,45
Mycoplasma gallisepticum,house finches,detected in,45
Auburn University,house finches,quarantined,45
Auburn University,house finches,tested,45
Mycoplasma gallisepticum,House finches,infects,46
House finches,Mycoplasma gallisepticum,hosts,46
Auburn,House finches,location,46
1995,epidemic,year,46
1996,study,year,46
1998,study,year,46
Mycoplasma gallisepticum,Choanal swabs,detected,46
Mycoplasma gallisepticum,Blood,detected,46
Mycoplasma gallisepticum,Conjunctivitis,causes,46
House finches,Mycoplasma gallisepticum,responds,46
Mycoplasma gallisepticum,House finches,interacts,46
house finches,Mycoplasma gallisepticum,infected by,47
Mycoplasma gallisepticum,conjunctivitis,causes,47
house finches,Wildlife Rehabilitation Center of Minnesota,presented to,47
Wildlife Rehabilitation Center of Minnesota,house finches,treated,47
enrofloxacin,house finches,used to treat,47
gentamicin,house finches,used to treat,47
nested PCR,Mycoplasma gallisepticum,used to detect,47
nested PCR,culture,more sensitive than,47
Mycoplasma gallisepticum,house finch,infects,48
house finch,Mycoplasma gallisepticum,hosts,48
Breeding adults,Mycoplasma gallisepticum,transmit,48
Dependent offspring,Mycoplasma gallisepticum,receive,48
Pooled choanal and conjunctival swab samples,Mycoplasma gallisepticum,test positive for,48
Nestlings,Mycoplasma gallisepticum,examine,48
Serologic tests,antibodies to Mycoplasma gallisepticum,test for,48
,Mycoplasma gallisepticum,hosts,49
house finches,Mycoplasma gallisepticum,hosts,49
chickens,Mycoplasma gallisepticum,hosts,49
chickens,house finches,transmits to,49
house finches,chickens,transmits to,49
Mycoplasma gallisepticum,house finches,is isolated from,50
Mycoplasma gallisepticum,conjunctivitis,causes,50
Mycoplasma gallisepticum,rhinitis,causes,50
Mycoplasma gallisepticum,sinusitis,causes,50
house finches,Mycoplasma gallisepticum,hosts,50
Mycoplasma gallisepticum,house finches,infects,51
Mycoplasma gallisepticum,conjunctiva,isolated from,51
Mycoplasma gallisepticum,sinus,isolated from,51
Mycoplasma gallisepticum,choanal cleft,isolated from,51
Mycoplasma gallisepticum,polymerase chain reaction,detected by,51
Mycoplasma gallisepticum,serum plate agglutination,detected by,51
Mycoplasma gallisepticum,hemagglutination inhibition,detected by,51
conjunctivitis,Mycoplasma gallisepticum,caused by,51
keratitis,Mycoplasma gallisepticum,caused by,51
epithelial hyperplasia,conjunctiva,found in,51
lymphoid hyperplasia,conjunctiva,found in,51
lymphoplasmacytic inflammation,conjunctiva,found in,51
Avian host,Mosquito vector,hosts,52
Mosquito vector,West Nile virus,transmits,52
West Nile virus,Avian host,infects,52
Avian host,Culex mosquitoes,infects,52
NY99 strain of West Nile virus,elevated viremia response,elicits,52
Avian host,viremia response,produces,52
Western scrub jays,highest viremia response,produces,52
House finches,second-highest viremia response,produces,52
House sparrows,lower viremia response,produces,52
Mourning doves,moderately susceptible to WNV,produces,52
Chickens,Culex mosquitoes,does not infect,52
Culex mosquitoes,West Nile virus,susceptible to,52
Culex stigmatosoma Dyar,West Nile virus,generally most susceptible,52
Culex tarsalis Coquillett,West Nile virus,second-most susceptible,52
Culex p. quinquefasciatus Say,West Nile virus,least susceptible,52
Culex tarsalis,West Nile virus,transmits,52
Culex mosquitoes,WNV,expectorates,52
Birds,WNV,become infected,52
Birds,viremia response,produce,52
Birds,WNV,inoculated with,52
WNV,Birds,infects,52
Culex quinquefasciatus,Vertebrate hosts,hosts,53
Culex quinquefasciatus,Blood meals,feeds on,53
Culex quinquefasciatus,West Nile virus,transmits,53
West Nile virus,Blue jays,infects,53
West Nile virus,American crows,infects,53
Culex quinquefasciatus,West Nile virus,vector,53
Trichostrongylus tenuis,Lagopus lagopus scoticus,hosts,60
Trichostrongylus tenuis,caecal faeces,develops in,60
Trichostrongylus tenuis,temperate climate,requires,60
Trichostrongylus tenuis,moor,survives in,60
Trichostrongylus tenuis,soil surface temperature,interacts with,60
Trichostrongylus tenuis,rainfall,interacts with,60
Trichostrongylus tenuis,temperature,interacts with,60
Trichostrongylus tenuis,parasitic behavior,exhibits,60
Trichostrongylus tenuis,infective larvae,produces,60
Trichostrongylus tenuis,free-living stages,undergoes,60
Trichostrongylus tenuis,development,undergoes,60
Lagopus lagopus scoticus,Trichostrongylus tenuis,harbors,60
caecal faeces,Trichostrongylus tenuis,contains,60
moor,Trichostrongylus tenuis,is home to,60
Trichostrongylus tenuis,red grouse,associated with,61
Trichostrongylus tenuis,red grouse,infects,61
Trichostrongylus tenuis,population crashes,causes,61
Peter Hudson,dynamics of the grouse-T. tenuis system,describes,61
Andrew Dobson,preliminary findings from the development of new control methods,presents,61
testosterone,parasite infection,increases,62
Trichostrongylus tenuis,red grouse,infects,62
testosterone,aggressive behaviour,influences,62
testosterone,recruitment,influences,62
testosterone,Trichostrongylus tenuis,interacts with,62
Trichostrongylus tenuis,host production,affects,62
testosterone,parasite intensity,has effect on,62
Trichostrongylus tenuis,host production,has effect on,62
Trichostrongylus tenuis,red grouse,infects,63
fenbendazole,Trichostrongylus tenuis,treats,63
red grouse,fenbendazole,self-medicates,63
HPLC-MS-MS,fenbendazole,detects,63
liver,fenbendazole,contains,63
UK,red grouse estates,location,63
red grouse,Trichostrongylus tenuis,host,64
male aggressiveness,territoriality,influences,64
Trichostrongylus tenuis,red grouse,interacts with,64
model,male aggressiveness,includes,64
model,Trichostrongylus tenuis,includes,64
model,population data,fits,64
parameter values,model,required by,64
model,cyclic dynamics,emulates,64
Usutu virus,Gallus domesticus,infects,65
Usutu virus,Turdus merula,isolated from,65
Gallus domesticus,Sentinel animals,used as,65
Gallus domesticus,USUV strain Vienna 2001-blackbird,inoculated with,65
USUV strain Vienna 2001-blackbird,Median tissue culture infectious dose,contains,65
USUV strain Vienna 2001-blackbird,Reverse-transcriptase polymerase chain reaction,detected by,65
Flavivirus antigen,Usutu virus,expressed by,65
Peripheral blood mononuclear cells,Usutu virus,infected with,65
Cloacal swabs,Usutu virus,shedding,65
Pharyngeal swabs,Usutu virus,shedding,65
Gallus domesticus,Antibody response,developed,65
Gallus domesticus,USUV-specific antibodies,lacked,65
In-contact birds,Usutu virus,exposed to,65
In-contact birds,USUV-specific antibodies,lacked,65
Usutu virus,Hungary,emergence,66
Usutu virus,West Nile virus,related to,66
Usutu virus,Japanese encephalitis virus,related to,66
Usutu virus,sub-Saharan Africa,previously restricted to,66
Usutu virus,organ samples,detected in,66
Blackbird,Usutu virus,infected with,66
Blackbird,Budapest,found dead in,66
USUV strain,organ samples,isolated from,66
USUV strain,Austrian USUV strain,determined to share 99.9% identity with,66
USUV strain,Austria,likely spread from,66
USUV strain,Africa,not independently introduced from,66
Usutu virus,Mosquito-borne flavivirus,is a,67
Usutu virus,Arthropod-borne virus,is a,67
Usutu virus,Arbovirus,is a,67
Usutu virus,Culex pipiens,circulates between,67
Usutu virus,Turdus merula,infects,67
Usutu virus,Turdus migratorius,infects,67
Usutu virus,West Nile virus,has similar dynamics with,67
Usutu virus,between avian hosts and mosquito vectors,transmits,67
Weissenböck et al.,Usutu virus,detected,67
