source,target,relation_type,doc_id
Mycoplasma gallisepticum,eastern range of North America,found in,25
Mycoplasma gallisepticum,western native range of house finches,found in,25
Mycoplasma gallisepticum,polymerase chain reaction,detected by,25
house finches,Mycoplasma gallisepticum,hosts,25
chickens,Mycoplasma gallisepticum,hosts,25
turkeys,Mycoplasma gallisepticum,hosts,25
conjunctivitis,house finches,affects,25
House Finch,Mycoplasma gallisepticum,hosts,26
Mycoplasma gallisepticum,House Finch,infects,26
House Finch,Introduced range,lives in,26
Mycoplasma gallisepticum,Introduced range,spreads,26
Terrestrial mammalian hosts,Pathogens,hosts,26
West Nile Virus,Terrestrial mammalian hosts,infects,26
Avian influenza,Terrestrial mammalian hosts,infects,26
Seasonality,Host movement,affects,26
Seasonality,Disease prevalence,affects,26
Host movement,Disease spread,influences,26
Disease prevalence,Disease spread,influences,26
house finch,Mycoplasma gallisepticum,hosts,27
Mycoplasma gallisepticum,house finch,infects,27
rabbit,anti-sera,produces,27
anti-sera,Mycoplasma gallisepticum-specific IgA,detects,27
anti-sera,house finch serum protein,reacts with,27
anti-sera,plasma cells,identifies,27
plasma cells,IgA,produce,27
IgA,Mycoplasma gallisepticum,neutralizes,27
IgA,attachment to underlying tissues,impedes,27
house finch,IgA antibody response,has,27
IgA antibody response,mucosal immunity,plays a vital role,27
Carpodacus mexicanus,IgA heavy chain,has,27
IgA heavy chain,IgA heavy chain of mallard and chicken,shares identity with,27
IgA heavy chain,from spleen cDNA,is pcr-amplified,27
IgA heavy chain,from spleen cDNA,is sequenced,27
IgA heavy chain,using a bacterial expression system,is produced,27
IgA heavy chain,from bacterial expression system,is purified,27
IgA heavy chain,to generate anti-sera,is used,27
anti-sera,to identify plasma cells,is used,27
anti-sera,to detect M. gallisepticum-specific IgA antibodies,is used,27
Mycoplasma gallisepticum infection,conjunctivitis,causes,27
conjunctivitis,Mycoplasma gallisepticum infection,is associated with,27
Mycoplasma sturni,California House Finch,infects,28
Mycoplasma gallisepticum,House Finches,infects,28
Mycoplasma sturni,European Starling,isolated from,28
Mycoplasma sturni,California House Finch,found in,28
Mycoplasma gallisepticum,Conjunctivitis,causes,28
Mycoplasma sturni,Conjunctivitis,failed to reproduce,28
Eye lesions,Mycoplasma gallisepticum,associated with,28
House Finches,Conjunctivitis,have,28
North America,House Finches,is home to,28
Carpodacus mexicanus,SPECIES,is a,28
male house finches,diseased conspecifics,prefer,29
male house finches,diseased conspecifics,feed near,29
females,healthy conspecifics,show no preference,29
diseased males,diseased males,have lower aggression rates,29
diseased males,new environment,present a historically beneficial behavioural cue,29
healthy males,MG,inadvertently increase their risk of contracting mg,29
MG,lethargy and visible conjunctivitis,causes,29
MG,healthy males,is directly transmitted during feeding,29
MG,healthy males,can be directly transmitted,29
MG,diseased conspecifics,can be directly transmitted,29
MG,healthy males,presents a risk of infection,29
MG,diseased conspecifics,presents a risk of infection,29
MG,wild populations,contributes to the continued persistence of mg epidemics,29
Mycoplasma gallisepticum,house finches,infects,30
Mycoplasma gallisepticum,American goldfinch,infects,30
Mycoplasma gallisepticum,northern cardinal,infects,30
house finches,Mycoplasma gallisepticum,hosts,30
American goldfinch,Mycoplasma gallisepticum,hosts,30
northern cardinal,Mycoplasma gallisepticum,hosts,30
northern cardinals,northeastern United States,found in,30
American goldfinches,northeastern United States,found in,30
house finches,northeastern United States,found in,30
winter-long bird and disease surveys,disease prevalence,detected,30
disease prevalence,spatial variation,affected by,30
disease dynamics,spatial variation,affected by,30
house finches,Mycoplasma gallisepticum,hosts,31
Mycoplasma gallisepticum,house finches,infects,31
eastern North America,house finches,found in,31
southern California,house finches,found in,31
northerly latitudes,mycoplasmal conjunctivitis,affected by,31
northerly inland populations,mycoplasmal conjunctivitis,affected by,31
eastern house finch population,mycoplasmal conjunctivitis,affected by,31
mycoplasmal conjunctivitis,Dhondt et al.,detected by,31
Dhondt et al.,mycoplasmal conjunctivitis,studied,31
Mycoplasma gallisepticum,House finches,infects,32
Mycoplasma gallisepticum,Conjunctival samples,found in,32
Mycoplasma gallisepticum,Real-time polymerase chain reaction,detected by,32
Mycoplasma gallisepticum,"TaqMan-based real-time, quantitative polymerase chain reaction",detected by,32
Mycoplasma gallisepticum,mgc2 gene,uses,32
Mycoplasma gallisepticum,Rag-1,uses,32
Mycoplasma gallisepticum,Conjunctivitis,causes,32
House finches,Mycoplasma gallisepticum,hosts,32
Conjunctival samples,Mycoplasma gallisepticum,contains,32
Real-time polymerase chain reaction,Mycoplasma gallisepticum,detects,32
"TaqMan-based real-time, quantitative polymerase chain reaction",Mycoplasma gallisepticum,detects,32
mgc2 gene,Mycoplasma gallisepticum,used by,32
Rag-1,Mycoplasma gallisepticum,used by,32
Mycoplasma gallisepticum,House finches,increases in,32
Mycoplasma gallisepticum,Conjunctivitis,correlates with,32
Mycoplasma gallisepticum,house finches,infects,33
house finches,Mycoplasma gallisepticum,hosts,33
mosquitoes,house finches,feeds on,33
Mycoplasma gallisepticum,mosquito blood feeding patterns,affects,33
disease-induced lethargy,host capacity,diminishes,33
infection,bird defensive behavior,alters,33
Mycoplasma gallisepticum,West Nile virus,transmits,33
arthropod-borne pathogens,mosquitoes,transmitted by,33
avian behaviors,Mycoplasma gallisepticum,influenced by,33
blood meal DNA fingerprinting,hosts,detects,33
defensive behaviors,infection,affected by,33
foot stomps,reduced mosquito feeding success,associated with,33
mosquito blood feeding patterns,infection,influenced by,33
transmission,mosquito blood feeding patterns,affected by,33
House Finches,Mycoplasma gallisepticum,hosts,34
House Sparrows,Mycoplasma gallisepticum,hosts,34
House Finches,mycoplasmal conjunctivitis,infects,34
House Sparrows,House Finches,declines,34
House Finches,United States,increases,34
House Sparrows,United States,declines,34
House Finches,House Sparrows,competes,34
House Sparrows,Christmas Bird Count,abundance,34
House Sparrows,Project FeederWatch,abundance,34
House Sparrows,Breeding Bird Survey,abundance,34
House Finches,Christmas Bird Count,abundance,34
House Finches,Project FeederWatch,abundance,34
House Finches,Breeding Bird Survey,abundance,34
House Finch,Mycoplasma gallisepticum,hosts,35
Carpodacus mexicanus,species,is a,35
Mycoplasma gallisepticum,House Finch,infects,35
House Finch,mark-recapture data,detected by,35
detection probabilities,biotic factors,influenced by,35
detection probabilities,abiotic factors,influenced by,35
state-specific detection probabilities,time,influenced by,35
state-specific detection probabilities,space,influenced by,35
disease prevalence,mark-recapture data,estimated by,35
ecological index,parameter of interest,used to estimate,35
house finches,Mycoplasma gallisepticum,hosts,36
Mycoplasma gallisepticum,house finches,infects,36
house finches,multilocus heterozygosity,has,36
multilocus heterozygosity,pathogen resistance,predicts,36
house finches,cell-mediated immune responses,develops,36
house finches,humoral immune responses,develops,36
Mycoplasma gallisepticum,cell-mediated immune responses,elicits,36
Mycoplasma gallisepticum,humoral immune responses,elicits,36
house finches,greater resistance to MG,shows,36
cell-mediated immunocompetence,greater resistance to MG,partly explains,36
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,37
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,37
Carpodacus mexicanus,Eastern United States,lives_in,37
House finches,Cardueline songbird,belongs_to,37
Eastern United States,United States,located_in,37
Amplified Fragment Length Polymorphism,AFLP markers,used_to_detect,37
Major Histocompatibity Complex,Carpodacus mexicanus,found_in,37
Mycoplasma gallisepticum,Carpodacus mexicanus,found_in,37
Cytomegalovirus,Mice,found_in,37
Mycoplasma,Eastern United States,environmentally_present_in,37
Mycoplasma,Carpodacus mexicanus,infects,37
Cytomegalovirus,Mice,infects,37
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,38
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,38
Mycoplasma gallisepticum,eastern US populations,found in,38
Mycoplasma gallisepticum,house finch,infected,38
spleen,cDNA,contains,38
SSH,cDNA,uses,38
HSP 90,Carpodacus mexicanus,expressed by,38
CD74,Carpodacus mexicanus,expressed by,38
TIM1,Carpodacus mexicanus,expressed by,38
blast,sequences,compares,38
Northern blot,gene expression,detects,38
targeted Northern analysis,gene expression,detects,38
macroarray,cDNA,contains,38
gene expression,Mycoplasma gallisepticum,regulated by,38
epizootic,house finch,affects,38
molecular co-evolutionary studies,Mycoplasma gallisepticum,studies,38
Mycoplasma gallisepticum,House finch,infects,39
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,39
Mycoplasma gallisepticum,Mourning dove,infects,39
Mycoplasma gallisepticum,Baeolophus bicolor,infects,39
Mycoplasma gallisepticum,Fringillidae,infects,39
House finch,Mycoplasma gallisepticum,hosts,39
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,39
Mourning dove,Mycoplasma gallisepticum,hosts,39
Baeolophus bicolor,Mycoplasma gallisepticum,hosts,39
Fringillidae,Mycoplasma gallisepticum,hosts,39
Auburn University,Peri-urban environment,found in,39
Eastern North America,Mycoplasma gallisepticum,found in,39
Mycoplasma gallisepticum,Polymerase chain reaction,detected by,39
Mycoplasma gallisepticum,Agglutination reaction,detected by,39
House Finch,Mycoplasma gallisepticum,hosts,40
Corticosterone,Immune Function,regulates,40
Stress,Immune Function,impairs,40
Mycoplasma gallisepticum,House Finch,infects,40
House Finch,North America,lives in,40
House Finch,Eastern North America,lives in,40
House Finch,Stress,experiences,40
House Finch,Disease,experiences,40
Corticosterone,House Finch,measured in,40
Mycoplasma gallisepticum,House Finch,detected in,40
Latitude,Corticosterone,influences,40
Year,Corticosterone,influences,40
Body Condition,Corticosterone,affected by,40
Fat Load,Corticosterone,affected by,40
house finch,Mycoplasma gallisepticum,hosts,41
Mycoplasma gallisepticum,house finch,infects,41
house finch,eastern North America,lives in,41
eastern North America,North America,found in,41
season,breeding,affects,41
breeding,social aggregation,affects,41
social aggregation,transmission dynamics,affects,41
immunity,disease dynamics,affects,41
conjunctivitis,Mycoplasma gallisepticum,is caused by,41
emerging infectious disease,house finch conjunctivitis,is studied,41
wildlife disease dynamics,seasonal factors,is affected by,41
disease dynamics,theoretical model,is modeled,41
Mycoplasma gallicepticum,House finches,infects,42
House finches,Mycoplasma gallicepticum,hosts,42
Mycoplasmicosis,Carotenoid plumage coloration,affects,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Seeds,diets,provided,42
Tangerine juice,water,added,42
Water,Beta-cryptoxanthin,contains,42
House finches,feathers,grew,42
Mycoplasmicosis,reduced expression of ornamental plumage coloration,causes,42
Mycoplasma gallisepticum,House Finches,infects,43
House Finches,Mycoplasma gallisepticum,hosts,43
Eastern House Finch,Cayuga Basin,lives in,43
Carpodacus mexicanus,USA,lives in,43
New York,USA,found in,43
Carpodacus mexicanus,Mycoplasma gallisepticum,infected with,43
Finches,Mycoplasma gallisepticum,inoculated with,43
Finches,Conjunctivitis,developed symptoms of,43
Finches,Mycoplasma gallisepticum,recovered from,43
Finches,Mycoplasma gallisepticum,progressed to chronic infection with,43
Finches,Mycoplasma gallisepticum,died due to,43
Researchers,progression of disease,evaluated,43
House Finch,Mycoplasma gallisepticum,hosts,44
House Finch,Wisconsin,lives in,44
House Finch,Avian Pox,affected by,44
House Finch,Blood and Gastrointestinal Parasite Infections,affected by,44
House Finch,Proctophyllodes spp. feather mite infestations,affected by,44
Carpodacus mexicanus,House Finch,is a species of,44
Mycoplasma gallisepticum,House Finch,infects,44
Proctophyllodes spp.,House Finch,infests,44
house finch,Myoplasma gallisepticum,hosts,45
house finch,Western United States,lives in,45
house finch,Montana,lives in,45
house finch,Alabama,lives in,45
Myoplasma gallisepticum,house finch,infects,45
house finch,ocular inoculation,can be infected by,45
house finch,contact exposure,can be infected by,45
house finch,conjunctivitis,develops,45
house finch,Myoplasma gallisepticum,is susceptible to,45
house finch,infection,seroconverts after,45
serum plate agglutination assay,Myoplasma gallisepticum,detects,45
polymerase chain reaction,Myoplasma gallisepticum,detects,45
