source,target,relation_type,doc_id
Protopolystoma xenopodis,20 degrees C,produces eggs at,4
20 degrees C,8 degrees C,is compared to,4
20 degrees C,6 degrees C,is compared to,4
6 degrees C,20 degrees C,is compared to,4
Protopolystoma xenopodis,141-150 days,produces eggs at,4
Protopolystoma xenopodis,130 days,produces eggs at,4
Protopolystoma xenopodis,9 days,produces eggs at,4
Polystoma,anuran amphibians,infects,5
Pseudodiplorchis americanus,Scaphiopus couchii,parasitizes,5
Protopolystoma xenopodis,Xenopus laevis,parasitizes,5
temperature,infection levels,affects,5
behaviour,infection levels,affects,5
population density,infection levels,affects,5
intra-specific competitive interactions,infection levels,affects,5
inter-specific competitive interactions,infection levels,affects,5
survivorship,infection levels,affects,5
reproductive output,infection levels,affects,5
Xenopus laevis/Protopolystoma xenopodis interaction,acquired immune response,demonstrates,5
adult worms,environmental factors,are regulated by,5
egg production,parasite factors,is affected by,5
natural populations,post-infection immunity,support,5
Protopolystoma spp.,Xenopus laevis laevis,infection,6
Protopolystoma spp.,Xenopus muelleri,infection,6
Protopolystoma xenopodis,X. l. laevis,infection,6
Protopolystoma xenopodis,Xenopus spp.,infection,6
Xenopus spp.,Xenopus laevis laevis,hybridization,6
Xenopus spp.,Xenopus muelleri,hybridization,6
P. xenopodis,X. l. laevis,host_compatibility,6
P. xenopodis,Xenopus spp.,host_compatibility,6
host hybrid/sympatric zone,geographical areas,location,6
local areas,geographical areas,location,6
full-sib group,P. xenopodis,group,6
host genotypes,P. xenopodis,attribute,6
parasite genotypes,P. xenopodis,attribute,6
allopolyploid pathway,evolution,process,6
hybridisation,allopolyploid pathway,process,6
evolution,Xenopus spp.,process,6
selective advantage,allopolyploid pathway,attribute,6
refractoriness,Xenopus spp.,attribute,6
African parasite,north temperate habitat,located_in,7
Protopolystoma xenopodis,Xenopus laevis,introduced_by,7
Protopolystoma xenopodis,Wales,introduced_to,7
Protopolystoma xenopodis,temperature,influenced_by,7
egg development,temperature,affected_by,7
egg viability/development,15°C,threshold_at,7
egg hatching,22 days,time_to,7
egg hatching,32 days,time_to,7
egg hatching,66 days,time_to,7
Field temperature records,calibration_of_transmission_schedules,used_for,7
egg production,year-round,happens_during,7
egg production,10 weeks,happens_during,7
Host infection,8 weeks,starts_after,7
Host infection,10 weeks,happens_during,7
infection,global warming,enhanced_by,7
long-term persistence,infection,dependent_on,7
isolated parasite populations,limiting environments,persist_in,7
Trypanosoma avium,black flies,is transmitted by,8
Trypanosoma avium,hippoposcid flies,is transmitted by,8
Trypanosoma avium,mosquitoes,is transmitted by,8
Trypanosoma avium,biting midges,is transmitted by,8
raptors,Trypanosoma avium,host,8
black flies,Trypanosoma avium,vector,8
hippoposcid flies,Trypanosoma avium,vector,8
mosquitoes,Trypanosoma avium,vector,8
biting midges,Trypanosoma avium,vector,8
Czech Republic,study,location,8
Slovak Republic,study,location,8
Accipiter nisus,study,species,8
Buteo buteo,study,species,8
Aquila pomarina,study,species,8
Falco tinnunculus,study,species,8
Eusimulium spp.,study,group,8
Ornithomyia avicularia,study,species,8
Culex pipiens pipiens,study,species,8
Culicoides spp.,study,group,8
18S rRNA,identification,molecule,8
T. avium,identification,organism,8
kinetoplast,identification,structure,8
,Mycoplasma gallisepticum,contains,9
songbirds,Mycoplasma gallisepticum,infected by,9
house finches,Mycoplasma gallisepticum,infected by,9
blue jay,Mycoplasma gallisepticum,infected by,9
American goldfinches,Mycoplasma gallisepticum,infected by,9
North Carolina,American goldfinches,location of,9
1994,outbreak,time of,9
1996,outbreak,time of,9
DNA,random amplified polymorphic DNA,used in,9
random amplified polymorphic DNA,Mycoplasma gallisepticum,used for,9
RAPD,Mycoplasma gallisepticum,used for,9
vaccine,Mycoplasma gallisepticum,related to,9
reference strains,Mycoplasma gallisepticum,related to,9
commercial poultry,Mycoplasma gallisepticum,related to,9
poultry,Mycoplasma gallisepticum,related to,9
songbirds,Mycoplasma gallisepticum,related to,9
outbreak,Mycoplasma gallisepticum,related to,9
United States,outbreak,location of,9
11 states,outbreak,location of,9
1994 through 1996,outbreak,time period of,9
Mycoplasma sturni,conjunctival/corneal swabs,isolated_from,10
Mycoplasma sturni,indirect immunofluorescence,tested_by,10
Mycoplasma sturni,conjunctivitis,causes,10
Mycoplasma sturni,sinusitis,causes,10
Mycoplasma sturni,epiphora,causes,10
Mycoplasma gallisepticum,conjunctivitis,causes,10
Mycoplasma sturni,blue jays,found_in,10
Mycoplasma sturni,northern mockingbirds,found_in,10
Mycoplasma gallisepticum,house finches,found_in,10
Mycoplasma gallisepticum,American goldfinches,found_in,10
Mimus polyglottos,Florida,found_in,10
Cyanocitta cristata,Florida,found_in,10
Carpodacus mexicanus,Florida,found_in,10
Carduelis tristis,Florida,found_in,10
Mycoplasmal conjunctivitis,songbirds,affects,11
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,causes,11
house finches,Mycoplasma gallisepticum,host,11
American goldfinches,Mycoplasma gallisepticum,host,11
purple finch,Mycoplasma gallisepticum,host,11
brown-headed cowbirds,Mycoplasma gallisepticum,exposed,11
tufted titmice,Mycoplasma gallisepticum,exposed,11
New York,Mycoplasmal conjunctivitis,location,11
Tompkins County,Mycoplasmal conjunctivitis,location,11
USA,Mycoplasmal conjunctivitis,location,11
February 1998,Mycoplasmal conjunctivitis,time,11
November,Mycoplasmal conjunctivitis,time,11
March,Mycoplasmal conjunctivitis,time,11
February/March 1998,Mycoplasmal conjunctivitis,time,11
February/March 1999,Mycoplasmal conjunctivitis,time,11
Mycoplasma gallisepticum,free-living birds,isolated from,12
Mycoplasma gallisepticum,house finch,inoculated into,12
Mycoplasma gallisepticum,American goldfinch,inoculated into,12
Mycoplasma gallisepticum,house sparrow,inoculated into,12
house finch,naive house finches,infectious to,12
American goldfinch,naive house finches,infectious to,12
house sparrow,naive house finches,infectious to,12
American goldfinches,unknown location,make long-distance movements,12
Mycoplasmosis,evening grosbeaks,affects,13
Mycoplasmosis,pine grosbeaks,affects,13
evening grosbeaks,conjunctivitis,has,13
pine grosbeaks,conjunctivitis,has,13
Quebec,Canada,is located in,13
evening grosbeaks,Quebec,was found in,13
pine grosbeaks,Quebec,was found in,13
Mycoplasma gallisepticum,evening grosbeaks,is isolated from,13
Mycoplasma gallisepticum,Mycoplasma gallisepticum,is identified as,13
Mycoplasma gallisepticum,house finches,is found in,13
Mycoplasma gallisepticum,American gold finches,is found in,13
Mycoplasma gallisepticum,eastern North America,is found in,13
Mycoplasma gallisepticum,polymerase chain reaction,is identified by,13
Mycoplasma gallisepticum,random amplified polymorphic DNA (RAPD) fingerprinting,is identified by,13
Mycoplasma gallisepticum,direct immunofluorescence,is identified by,13
Mycoplasma gallisepticum,Conjunctivitis,causes,14
House finches,Mycoplasma gallisepticum,hosts,14
House finches,Conjunctivitis,transmits,14
House finches,spread of Conjunctivitis,influences,14
American goldfinches,Conjunctivitis,affected by,14
Purple finches,Conjunctivitis,affected by,14
House sparrows,Conjunctivitis,affected by,14
House Finch Disease Survey,Host range of Conjunctivitis,documents,14
House Finch Disease Survey,Spread of Conjunctivitis,investigates,14
Conjunctivitis,to other hosts,spreads,14
Conjunctivitis,via spillover of localized epidemics,transmitted,14
,Mycoplasma gallisepticum,has_cause,15
wild house finches,Mycoplasma gallisepticum,are_infected_by,15
mid-Atlantic region,wild house finches,is_location_of,15
eastern United States,wild house finches,is_location_of,15
Canada,wild house finches,is_location_of,15
wild house finches,Mycoplasma gallisepticum,are_host_to,15
American goldfinch,Mycoplasma gallisepticum,is_infected_by,15
Mycoplasmal conjunctivitis,wild songbirds,affects,15
Mycoplasmal conjunctivitis,wild house finches,affects,15
Mycoplasmal conjunctivitis,American goldfinch,affects,15
Mycoplasmal conjunctivitis,Bilateral conjunctivitis,has_symptom,16
Mycoplasmal conjunctivitis,Episcleritis,has_symptom,16
Mycoplasma sturni,Conjunctiva,is_isolated_from,16
Mycoplasma sturni,Mycoplasma gallisepticum,is_similar_to,16
Mycoplasma sturni,Ferments glucose,has_property,16
Mycoplasma sturni,Does not hemadsorb,has_property,16
Mycoplasma sturni,Does not hemagglutinate,has_property,16
Mycoplasma sturni,Grows rapidly at 37 C,has_property,16
Mycoplasma sturni,Passerine species,is_present_in,16
,Eastern North America,located_in,17
House finches,Mycoplasma gallisepticum,infected_by,17
House finches,Washington D.C.,found_in,17
House finches,USA,found_in,17
Epidemic,House finch population,spread_through,17
Epidemic,November 1994,spread_from,17
Epidemic,March 1997,spread_to,17
Epidemic,Eastern house finch population,reported_in,17
Epidemic,Seasonal fluctuations,affected_by,17
Epidemic,Cold winters,affected_by,17
Epidemic,High conjunctivitis prevalence,affected_by,17
House finch numbers,Epidemic,affected_by,17
House finch numbers,Cold winters,affected_by,17
House finch numbers,High conjunctivitis prevalence,affected_by,17
Juveniles,Epidemic,affected_by,17
Significant mortality,Epidemic,caused_by,17
Mycoplasma gallisepticum,house finches,associated with,18
house finches,conjunctivitis,were observed with,18
house finches,conjunctivitis,were 14 to 72 times as likely to be observed with,18
year of the study,conjunctivitis in house finches,was significantly associated with,18
season,conjunctivitis in house finches,was significantly associated with,18
presence of tube style feeders,increased risk of conjunctivitis in house finches,was associated with,18
presence of raised platform type feeders,conjunctivitis in house finches,may have been protective against,18
modifying bird feeding activities,prevention of spread of this disease,may include,18
logistic regression model,increased risk of conjunctivitis in house finches,suggests,18
bivariate analyses,house finches were 14 to 72 times as likely to be observed with conjunctivitis,revealed,18
multivariate analysis,logistic regression model,using,18
citizen-based survey,identify potential risk factors associated with mycoplasmal conjunctivitis,was used to,18
questionnaires,health status of house finches and four sympatric passerine species,included,18
bird feeders,at residential bird feeding sites,maintained,18
neighborhood housing locale,altitude of the observation site,and,18
USA,eastern USA,is located in,18
eight state region,eastern USA,is located in,18
residential bird feeding sites,eight state region,are located in,18
Mycoplasma gallisepticum,house finches,infection,19
house finches,captive flock,maintained,19
house finches,3 pens,housed,19
lesions,house finches,detected,19
conjunctivitis,house finches,developed,19
ocular swelling,house finches,developed,19
ocular and nasal discharge,house finches,developed,19
lymphoplasmacytic inflammation,house finches,detected,19
epithelial and lymphoid hyperplasia,house finches,detected,19
conjunctivae,house finches,affected,19
nasal turbinates,house finches,affected,19
trachea,house finches,affected,19
polymerase chain reaction,Mycoplasma gallisepticum,used,19
culture,Mycoplasma gallisepticum,used,19
arbitrary primer PCR,Mycoplasma gallisepticum,used,19
serum plate agglutination,house finches,used,19
hemagglutination inhibition,house finches,used,19
enzyme-linked immunosorbent assay,house finches,used,19
free-flying house finch populations,Mycoplasma gallisepticum,affected,19
Mycoplasmal conjunctivitis,House finch,occurs in,20
House finch,Species,is a,20
Carpodacus mexicanus,Species,is a,20
Auburn,Alabama,is located in,20
Alabama,USA,is located in,20
March 1998,Date,is a,20
February 1999,Date,is a,20
September,Month,is a,20
November,Month,is a,20
Mycoplasma gallisepticum,Organism,is a,20
MG,Abbreviation,is an,20
Serum plate agglutination,Assay,is a,20
Polymerase chain reaction,Assay,is a,20
PCR,Abbreviation,is an,20
Host-parasite relationship,Concept,is a,20
Mycoplasma gallisepticum,house finches,associated with,21
Mycoplasma gallisepticum,conjunctivitis,caused,21
house finches,Mycoplasma gallisepticum,infected with,21
poultry production facilities,house finches,associated with,21
eastern population,Mycoplasma gallisepticum,affected by,21
northeast Georgia,poultry farms,location of,21
poultry farms,feeder stations,location of,21
birds,serum plate agglutination,tested with,21
birds,polymerase chain reaction,tested with,21
birds,hemagglutination inhibition,tested with,21
birds,histopathology,tested with,21
tufted titmice,polymerase chain reaction,tested with,21
biosecurity recommendations,wild birds,related to,21
biosecurity recommendations,domestic birds,related to,21
Mycoplasma gallisepticum,house finch,causes,22
Mycoplasma gallisepticum,house finch,infects,22
Mycoplasma gallisepticum,eastern house finches,is endomic,22
Mycoplasma gallisepticum,house finch,has evolving relationship,22
Mycoplasma gallisepticum,eastern United States,is present,22
Mycoplasma gallisepticum,house finch populations,is causing decline,22
Mycoplasma gallisepticum,turkey or chicken field isolates,is clustered,22
house finch,Mycoplasma gallisepticum,is host,22
turkey,Mycoplasma gallisepticum,is host,22
chicken,Mycoplasma gallisepticum,is host,22
pvpA gene,PvpA,encodes,22
pvpA gene,nucleotide sequencing,is sequenced,22
pvpA gene,polymerase chain reaction,is analyzed,22
pvpA gene,restriction fragment length polymorphism,is analyzed,22
emerging disease,molecular evolution and epidemiology,is studied,22
host-parasite relationship,molecular evolution and epidemiology,is studied,22
Carotenoid-based plumage coloration,Resistance to a novel parasite,predicts,23
Hamilton-Zuk hypothesis,Signals of individual resistance to parasites,proposes,23
Plumage coloration,Signal of individual resistance to parasites,serves as,23
Plumage hue,Primary criterion in female mate choice,has been shown to be,23
Female mate choice,Males with better resistance to parasites,chooses,23
Males with redder plumage,Mycoplasma gallicepticum infection,cleared,23
Males with yellower plumage,Mycoplasma gallicepticum infection,did not clear,23
Plumage hue,Clearance of disease,is related to,23
Mycoplasma gallisepticum,1994,emerged,24
Mycoplasma gallisepticum,house finches,infected,24
Mycoplasma gallisepticum,songbirds,infected,24
house finches,conjunctivitis,had,24
songbirds,conjunctivitis,had,24
Mycoplasma gallisepticum,songbirds,was isolated from,24
random amplification of polymorphic DNA,house finch and other songbird isolates,was used to analyze,24
amplified-fragment length polymorphism,house finch and other songbird isolates,was used to analyze,24
RAPD,house finch and other songbird isolates,was used to analyze,24
AFLP,house finch and other songbird isolates,was used to analyze,24
New York,isolate,had,24
2001,isolate was taken,was the year,24
vaccine,reference strains,was clustered with,24
reference strains,vaccine,were clustered with,24
Mycoplasma gallisepticum,conjunctivitis,causes,25
Mycoplasma gallisepticum,1994,emerged,25
Mycoplasma gallisepticum,house finches,affects,25
Mycoplasma gallisepticum,poultry,affects,25
Mycoplasma gallisepticum,chickens,affects,25
Mycoplasma gallisepticum,turkeys,affects,25
Mycoplasma gallisepticum,western,spread,25
Mycoplasma gallisepticum,2002,confirmed,25
Mycoplasma gallisepticum,"Missoula, Montana",found,25
Mycoplasma gallisepticum,"Portland, Oregon",found,25
Mycoplasma gallisepticum,House Finch,spreads,26
House Finch,Carpodacus mexicanus,introduced,26
Mycoplasma gallisepticum,West Nile Virus,spreads,26
Mycoplasma gallisepticum,Avian influenza,spreads,26
Carpodacus mexicanus,IgA,has,27
IgA,Carpodacus mexicanus,is produced by,27
IgA,mucosal immunity,is used for,27
IgA,pathogens,neutralizes,27
IgA,underlying tissues,impedes attachment to,27
Carpodacus mexicanus,Mycoplasma gallisepticum,has,27
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,27
Carpodacus mexicanus,conjunctivitis,has,27
conjunctivitis,Mycoplasma gallisepticum,is associated with,27
IgA,ELISA,is detected by,27
IgA,Western blot,is detected by,27
IgA,plasma cells,is used to identify,27
plasma cells,Harderian gland,are found in,27
plasma cells,conjunctiva,are found in,27
IgA,Mycoplasma gallisepticum-specific IgA antibodies,is used to detect,27
Mycoplasma gallisepticum-specific IgA antibodies,lachrymal samples,are found in,27
Mycoplasma sturni,California House Finch,isolated_from,28
Mycoplasma sturni,conjunctivitis,causes,28
Mycoplasma gallisepticum,conjunctivitis,causes,28
Mycoplasma sturni,European Starling,isolated_from,28
Mycoplasma sturni,avian species,found_in,28
Mycoplasma gallisepticum,1994,emerged_in,28
Mycoplasma gallisepticum,House Finches,affects,28
Mycoplasma sturni,conjunctivitis,failed_to_cause,28
Mycoplasma gallisepticum,primary known cause,remains,28
,diseased conspecifics,prefer,29
male house finches,diseased conspecifics,prefer,29
females,healthy conspecifics,show no preference,29
diseased males,aggression rates,have lower,29
diseased males,historically beneficial behavioural cue,preserve,29
healthy males,risk of contracting MG,inadvertently increase,29
healthy males,continued persistence of MG epidemics,contribute,29
Mycoplasma gallisepticum,house finches,infects,30
Mycoplasma gallisepticum,American goldfinch,infects,30
Mycoplasma gallisepticum,northern cardinal,infects,30
house finches,Mycoplasma gallisepticum,host,30
American goldfinch,Mycoplasma gallisepticum,host,30
northern cardinal,Mycoplasma gallisepticum,host,30
house finches,higher disease prevalence,associated_with,30
northern cardinals,higher disease prevalence,associated_with,30
American goldfinches,higher disease prevalence,associated_with,30
northeastern United States,bird and disease surveys,location_of,30
winter-long,bird and disease surveys,time_period_of,30
Carpodacus mexicanus,house finches,has population,31
house finches,southern California,is located in,31
Mycoplasma gallisepticum,mycoplasmal conjunctivitis,causes,31
mycoplasmal conjunctivitis,house finches,affects,31
house finches,mycoplasmal conjunctivitis,has disease,31
eastern house finch population,mycoplasmal conjunctivitis,is affected by,31
northerly latitudes,more southerly populations,has higher mortality rates,31
northerly inland populations,eastern house finch population,has significant declines,31
east,eastern house finch population,has mg epidemic,31
Mycoplasma gallisepticum,genome load,contains,32
conjunctival samples,Mycoplasma gallisepticum,contains,32
experimentally infected house finches,conjunctival samples,contains,32
Carpodacus mexicanus,experimentally infected house finches,contains,32
real-time polymerase chain reaction,"TaqMan-based real-time, quantitative polymerase chain reaction",uses,32
"TaqMan-based real-time, quantitative polymerase chain reaction",mgc2 gene,uses,32
mgc2 gene,conjunctival swabs,found_in,32
standard curve method,plasmid standard,uses,32
standard curve method,M. gallisepticum genomic DNA,uses,32
M. gallisepticum-negative birds,M. gallisepticum,contains,32
specific pathogen free chickens,M. gallisepticum,contains,32
rag-1,host cells,found_in,32
internal control gene,host cells,found_in,32
host cells,rag-1,contains,32
conjunctiva,Mycoplasma gallisepticum,contains,32
7-day period post infection,Mycoplasma gallisepticum levels,occurs,32
bird with the most pronounced clinical conjunctivitis,Mycoplasma gallisepticum,contains,32
bird that did not develop conjunctivitis,Mycoplasma gallisepticum,contains,32
Mycoplasma gallisepticum,house finches,affects,33
Mycoplasma gallisepticum,disease-induced lethargy,induces,33
disease-induced lethargy,host capacity,diminishes,33
house finches,mosquitoes,host,33
mosquitoes,house finches,feed,33
Mycoplasma gallisepticum,house finches,infection,33
house finches,mosquitoes,exposed,33
mosquitoes,healthy finches,prefer,33
mosquitoes,no preference,exhibit,33
sick birds,fewer total defensive behaviors,make,33
sick birds,reduced mosquito feeding success,associated,33
Mycoplasma gallisepticum,bird defensive behavior,alter,33
Mycoplasma gallisepticum,mosquito feeding patterns,influence,33
Mycoplasma gallisepticum,transmission of arthropod-borne pathogens,influence,33
House Finches,House Sparrows,compete,34
House Finches,United States,introduce,34
House Sparrows,House Finches,decline,34
Mycoplasma gallisepticum,House Finches,cause,34
House Finches,House Sparrows,vary,34
House Sparrows,House Finches,vary,34
House Sparrow,House Finch,correlate,34
House Sparrow,Sparrow,correlate,34
House Finches,United States,expand,34
House Finches,United States,decline,34
House Sparrows,House Finches,abundance,34
House Sparrows,Sparrow,abundance,34
disease,estimated prevalence,is_measured_by,35
wild animal populations,estimated prevalence,use,35
estimated prevalence,raw counts of infected and uninfected individuals,is_based_on,35
state-specific detection probabilities,estimated disease prevalence,affect,35
House Finch,Mycoplasma gallisepticum system,is_involved_in,35
detection probabilities,seasonally,vary,35
apparent prevalence,detection probabilities,is_negatively_biased,35
disease dynamics,state-specific detection probabilities,are_influenced_by,35
ecological index,parameter of interest,is_used_to_estimate,35
mark-recapture approach,detection probabilities,is_used_to_estimate,35
alternative approaches,assumptions,are_discussed,35
Genetic diversity,Pathogen resistance,predicts,36
Genetic diversity,Cell-mediated immunocompetence,predicts,36
Multilocus heterozygosity,12 microsatellite loci,across,36
Multilocus heterozygosity,Resistance to a recently emerged strain of the bacterial pathogen,predicts,36
Multilocus heterozygosity,Differences in cell-mediated or humoral immunocompetence,mediates,36
Heterozygous house finches,Less severe disease when infected with MG,developed,36
Heterozygous house finches,Stronger cell-mediated immune responses to phytohaemagglutinin,mounted,36
Differences in cell-mediated immunocompetence,Why more heterozygous house finches show greater resistance to MG,partly explain,36
Carpodacus mexicanus,Mycoplasma gallisepticum,host of,37
Carpodacus mexicanus,Eastern United States,introduced to,37
Mycoplasma gallisepticum,Carpodacus mexicanus,caused epizootic in,37
Carpodacus mexicanus,Mycoplasma gallisepticum,exposed to,37
Mycoplasma gallisepticum,genetic diversity of Carpodacus mexicanus,affected,37
Amplified Fragment Length Polymorphism (AFLP),genetic survey of Carpodacus mexicanus,used for,37
Major Histocompatibity Complex (MHC),pathogen resistance in Carpodacus mexicanus,involved in,37
Mycoplasma gallisepticum,dramatic declines in eastern US population of Carpodacus mexicanus,caused,37
Mycoplasma gallisepticum,expression of MHC locus in Carpodacus mexicanus,affected,37
Mycoplasma gallisepticum,immune system of Carpodacus mexicanus,affected,37
Cytomegalovirus,MHC class I loci in mice,similarly affected,37
Mycoplasma gallisepticum,pathogen genome,evolved,37
Mycoplasma gallisepticum,House finch,causes,38
Mycoplasma gallisepticum,Eastern US,expanded its host range,38
Mycoplasma gallisepticum,House finch,infected,38
House finch,Mycoplasma gallisepticum,evolved enhanced resistance,38
SSH and cDNA macroarray,differentially expressed genes,used to identify,38
Two subtractive cDNA libraries,spleen,developed from,38
Two hundred and twenty cDNA clones,34 genes,corresponded to,38
Gene expression changes,high-density filter hybridization,confirmed by,38
Gene expression changes,reverse Northern blot,confirmed by,38
Gene expression changes,targeted Northern analysis,confirmed by,38
HSP 90,Mycoplasma gallisepticum,up- or down-regulated by,38
MHC II-associated invariant chain,Mycoplasma gallisepticum,up- or down-regulated by,38
T-cell immunoglobulin mucin 1,Mycoplasma gallisepticum,up- or down-regulated by,38
TIM1,Mycoplasma gallisepticum,up- or down-regulated by,38
CD74,Mycoplasma gallisepticum,up- or down-regulated by,38
Blast searches,novel expressed genes,showed,38
Our results,molecular co-evolutionary studies,provide a foundation for,38
Mycoplasma parasite,studied,and its recently colonized avian host,38
,Mycoplasma gallisepticum,has disease,39
house finches,Mycoplasma gallisepticum,are infected by,39
house finch populations,eastern North America,are endenic in,39
Mycoplasma gallisepticum,other wild bird species,has been reported in,39
conjunctivitis,over 30 species,has been reported in,39
wild birds,Mycoplasma gallisepticum,were monitored for exposure to,39
nine avian species,Mycoplasma gallisepticum,were experimentally infected with,39
seven native avian species,Mycoplasma gallisepticum,were exposed to,39
two cage-bird species,Mycoplasma gallisepticum,were exposed to,39
four species from the family Fringillidae,Mycoplasma gallisepticum,developed clinical disease after exposure to,39
eastern tufted titmice,Mycoplasma gallisepticum,developed clinical disease after exposure to,39
three other species,Mycoplasma gallisepticum,were infected without clinical signs,39
Mycoplasma gallisepticum,house finches,affects,41
seasonality,wildlife disease,affects,41
seasonal breeding,disease dynamics,affects,41
social aggregation,disease dynamics,affects,41
foraging behaviour,disease dynamics,affects,41
latitudinal variation,disease dynamics,affects,41
theoretical model,disease dynamics,examines,41
disease prevalence,seasonality,is affected by,41
semi-annual pattern,seasonality,is a result of,41
,Carotenoid plumage coloration,affects,42
Mycoplasmosis,Reduced expression of ornamental plumage coloration,causes,42
Mycoplasma gallicepticum,Young male house finches,infects,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Mycoplasma gallicepticum,Carotenoid utilization,affects,42
Pathogen,Carotenoid absorption or transportation,does not directly disrupt,42
Mycoplasma gallisepticum,House finches,causes,43
Mycoplasma gallisepticum,Conjunctivitis,causes,43
House finches,Cayuga Basin,habitat,43
House finches,Central New York,habitat,43
House finches,USA,habitat,43
Mycoplasma gallisepticum,House finches,treated,43
House finches,Mycoplasma gallisepticum,experimentally inoculated,43
House finches,Behavioral observations,observed,43
House finches,Physical examination,observed,43
House finches,Eye scoring,observed,43
House finches,Body weight,observed,43
House finches,Body condition index,observed,43
MG-infected finches,Disease,developed,43
MG-infected finches,Disease,recovered,43
MG-infected finches,Chronic infection,progressed,43
MG-infected finches,Disease,died,43
MG-infected finches,Controlled environmental conditions,associated,43
MG-infected finches,Acclimatization,associated,43
MG-infected finches,High plane of nutrition,associated,43
MG-infected finches,Low stocking density,associated,43
MG-infected finches,Domestic poultry,associated,43
MG-infected finches,Other species,associated,43
,Carpodacus mexicanus,has_part,44
,Wisconsin,occurs_in,44
,Mycoplasma gallisepticum,infects,44
,House finches,is_a,44
,Myeloplasmosis,has_symptom,44
,Physiologic parameters,measures,44
,Weights,has_value,44
,Fat scores,has_value,44
,Packed cell volume,has_value,44
,Total plasma protein,has_value,44
,Bacterial isolates,is_a,44
,Normal gastrointestinal flora,is_a,44
,Avian pox lesions,has_symptom,44
,Blood and gastrointestinal parasite infections,has_symptom,44
,Proctophyllodes spp.,infects,44
,Feather mite infestations,has_symptom,44
,Logistic regression analysis,analyzes,44
,Data,has_data,44
,Risk factors,is_associated_with,44
,Fat scores,is_associated_with,44
,Tarsal length,is_associated_with,44
,Male,is_associated_with,44
house finches,Mycoplasma gallisepticum,infected by,45
eastern house finch population,Mycoplasma gallisepticum,infected by,45
western house finch population,Mycoplasma gallisepticum,infected by,45
house finches from Montana,Mycoplasma gallisepticum,infected by,45
house finches from Alabama,Mycoplasma gallisepticum,infected by,45
house finches from Montana,serum plate agglutination assay,tested by,45
house finches from Montana,polymerase chain reaction,tested by,45
house finches from Montana,ocular inoculation,infected by,45
house finches from Montana,contact exposure,infected by,45
house finches from Montana,bilateral ocular inoculation,infected by,45
house finches from Montana,house finch from Alabama,co-housed with,45
house finches from Montana,conjunctivitis,developed,45
house finches from Alabama,conjunctivitis,developed,45
house finches from Montana,Mycoplasma gallisepticum,seroconverted,45
house finches from Alabama,Mycoplasma gallisepticum,seroconverted,45
house finches from Montana,infection,developed,45
house finches from Alabama,infection,developed,45
house finches from Montana,disease,developed,45
house finches from Alabama,disease,developed,45
western United States,house finches,home to,45
,Mycoplasma gallisepticum,has_part,46
house finches,Mycoplasma gallisepticum,infected_by,46
Carpodacus mexicanus,house finches,is_a,46
Auburn,AL,located_in,46
1995,1996,is_before,46
1996,1998,is_before,46
1998,1999,is_before,46
MG,DISEASE,is_a,46
polymerase chain reaction,MG,used_to_detect,46
