entity_id,entity,doc_id,label
68,130 days,4,Time
69,9 days,4,Time
70,141-150 days,4,Time
71,130 days,4,Time
72,9 days,4,Time
73,Polystoma,5,Species
74,anuran amphibians,5,Group
75,Pseudodiplorchis americanus,5,Parasite
76,Scaphiopus couchii,5,Host
77,Protopolystoma xenopodis,5,Parasite
78,Xenopus laevis,5,Host
79,temperature,5,Environmental Factor
80,behaviour,5,Host Factor
81,population density,5,Host Factor
82,intra-specific competitive interactions,5,Parasite Factor
83,inter-specific competitive interactions,5,Parasite Factor
84,survivorship,5,Parasite Factor
85,reproductive output,5,Parasite Factor
86,Xenopus laevis/Protopolystoma xenopodis interaction,5,Interaction
87,acquired immune response,5,Host Response
88,adult worms,5,Parasite
89,egg production,5,Parasite Characteristic
90,natural populations,5,Population
91,post-infection immunity,5,Host Response
92,Protopolystoma spp.,6,ORGANISM
93,Xenopus laevis laevis,6,ORGANISM
94,Xenopus muelleri,6,ORGANISM
95,Xenopus spp.,6,ORGANISM
96,P. xenopodis,6,ORGANISM
97,anurans,6,CLASS
98,monogenean polystome parasites,6,CLASS
99,parasite isolates,6,CLASS
100,host hybrid/sympatric zone,6,LOCATION
101,geographical areas,6,LOCATION
102,local areas,6,LOCATION
103,full-sib group,6,GROUP
104,host genotypes,6,ATTRIBUTE
105,parasite genotypes,6,ATTRIBUTE
106,allopolyploid pathway,6,PROCESS
107,hybridisation,6,PROCESS
108,evolution,6,PROCESS
109,selective advantage,6,ATTRIBUTE
110,refractoriness,6,ATTRIBUTE
111,pathogens,6,CLASS
112,African parasite,7,ORGANISM
113,north temperate habitat,7,LOCATION
114,temperature,7,ATTRIBUTE
115,egg development,7,PROCESS
116,Protopolystoma xenopodis,7,ORGANISM
117,Xenopus laevis,7,ORGANISM
118,South Africa,7,LOCATION
119,Wales,7,LOCATION
120,1960s,7,TIME
121,"10, 12, 15, 18, 20 and 25°C",7,ATTRIBUTE
122,15°C,7,ATTRIBUTE
123,22 days,7,TIME
124,32 days,7,TIME
125,66 days,7,TIME
126,Field temperature records,7,DATA
127,transmission schedules,7,DATA
128,egg production,7,PROCESS
129,year-round,7,TIME
130,10 weeks,7,TIME
131,May-mid-July,7,TIME
132,July-September,7,TIME
133,Host infection,7,PROCESS
134,8 weeks,7,TIME
135,summer 2008,7,TIME
136,global warming,7,EVENT
137,infection,7,PROCESS
138,long-term persistence,7,EVENT
139,isolated parasite populations,7,GROUP
140,limiting environments,7,LOCATION
141,Trypanosoma avium,8,ORGANISM
142,raptors,8,GROUP
143,Falconiformes,8,CLASS
144,Avian trypanosomes,8,DISEASE
145,birds,8,GROUP
146,black flies,8,GROUP
147,hippoposcid flies,8,GROUP
148,mosquitoes,8,GROUP
149,biting midges,8,GROUP
150,Czech Republic,8,COUNTRY
151,Slovak Republic,8,COUNTRY
152,Accipiter nisus,8,SPECIES
153,Buteo buteo,8,SPECIES
154,Aquila pomarina,8,SPECIES
155,Falco tinnunculus,8,SPECIES
156,Eusimulium spp.,8,GROUP
157,Ornithomyia avicularia,8,SPECIES
158,Culex pipiens pipiens,8,SPECIES
159,Culicoides spp.,8,GROUP
160,18S rRNA,8,MOLECULE
161,T. avium,8,ORGANISM
162,kinetoplast,8,STRUCTURE
163,Mycoplasma gallisepticum,9,DISEASE
164,songbirds,9,SPECIES
165,house finches,9,SPECIES
166,Carpodacus mexicanus,9,SPECIES
167,blue jay,9,SPECIES
168,Cyanocitta cristata,9,SPECIES
169,American goldfinches,9,SPECIES
170,Carduelis tristis,9,SPECIES
171,North Carolina,9,LOCATION
172,1994,9,YEAR
173,1996,9,YEAR
174,DNA,9,SUBSTANCE
175,random amplified polymorphic DNA,9,TECHNIQUE
176,RAPD,9,TECHNIQUE
177,vaccine,9,SUBSTANCE
178,reference strains,9,SUBSTANCE
179,commercial poultry,9,GROUP
180,poultry,9,GROUP
181,songbirds,9,GROUP
182,outbreak,9,EVENT
183,conjunctivitis,9,DISEASE
184,United States,9,LOCATION
185,11 states,9,LOCATION
186,1994 through 1996,9,TIME PERIOD
187,Mycoplasma sturni,10,ORGANISM
188,blue jays,10,SPECIES
189,northern mockingbirds,10,SPECIES
190,Florida,10,LOCATION
191,Mimus polyglottos,10,SPECIES
192,Cyanocitta cristata,10,SPECIES
193,USA,10,LOCATION
194,wildlife care facility,10,LOCATION
195,Mycoplasma gallisepticum,10,ORGANISM
196,house finches,10,SPECIES
197,American goldfinches,10,SPECIES
198,Carpodacus mexicanus,10,SPECIES
199,Carduelis tristis,10,SPECIES
200,conjunctivitis,10,DISEASE
201,sinusitis,10,DISEASE
202,epiphora,10,DISEASE
203,indirect immunofluorescence,10,TEST
204,songbirds,10,SPECIES
205,Mycoplasmal conjunctivitis,11,Disease
206,songbirds,11,Species
207,New York,11,Location
208,Mycoplasma gallisepticum,11,Organism
209,house finches,11,Species
210,Carpodacus mexicanus,11,Species
211,Tompkins County,11,Location
212,USA,11,Location
213,February 1998,11,Date
214,November,11,Month
215,March,11,Month
216,American goldfinches,11,Species
217,Carduelis tristis,11,Species
218,purple finch,11,Species
219,Carpodacus purpureus,11,Species
220,brown-headed cowbirds,11,Species
221,Molothrus ater,11,Species
222,tufted titmice,11,Species
223,Parus bicolor,11,Species
224,February/March 1998,11,Date
225,February/March 1999,11,Date
226,Mycoplasma gallisepticum,12,DISEASE
227,house finch,12,SPECIES
228,American goldfinch,12,SPECIES
229,house sparrow,12,SPECIES
230,Carpodacus mexicanus,12,SPECIES
231,Carduelis tristis,12,SPECIES
232,Passer domesticus,12,SPECIES
233,conjunctival sac,12,LOCATION
234,naive house finches,12,GROUP
235,Mycoplasmosis,13,Disease
236,evening grosbeaks,13,Species
237,pine grosbeaks,13,Species
238,Quebec,13,Location
239,Canada,13,Location
240,winter 1998-99,13,Time
241,Coccothraustes vespertinus,13,Species
242,Pinicola enucleator,13,Species
243,Mycoplasma gallisepticum,13,Organism
244,house finches,13,Species
245,American gold finches,13,Species
246,Carduelis tristis,13,Species
247,Carpodacus mexicanus,13,Species
248,eastern North America,13,Location
249,polymerase chain reaction,13,Technique
250,random amplified polymorphic DNA (RAPD) fingerprinting,13,Technique
251,direct immunofluorescence,13,Technique
252,conjunctivitis,13,Disease
253,rhinitis,13,Disease
254,mucopurulent infra-orbital sinusitis,13,Disease
255,catarrhal and lymphoplasmacytic conjunctivitis,13,Disease
256,unilateral or bilateral,13,Condition
257,thin,13,Condition
258,Mycoplasma gallisepticum,14,Disease
259,House finches,14,Species
260,Carpodacus mexicanus,14,Species
261,North America,14,Location
262,House Finch Disease Survey,14,Project
263,American goldfinches,14,Species
264,Carduelis tristis,14,Species
265,Purple finches,14,Species
266,Carpodacus purpureus,14,Species
267,House sparrows,14,Species
268,Passer domesticus,14,Species
269,Wintering populations,14,Concept
270,Conjunctivitis,14,Disease
271,Infectious agent,14,Concept
272,Spillover,14,Concept
273,Localized epidemics,14,Concept
274,Interspecific transmission,14,Concept
275,Mycoplasmal conjunctivitis,15,Disease
276,wild songbirds,15,Population
277,wild house finches,15,Population
278,Carpodacus mexicanus,15,Species
279,Mycoplasma gallisepticum,15,Pathogen
280,MG,15,Abbreviation
281,poultry,15,Host
282,mid-Atlantic region,15,Region
283,eastern United States,15,Region
284,Canada,15,Region
285,American goldfinch,15,Species
286,Carduelis tristis,15,Species
287,human diseases,15,Disease
288,Mycoplasmal conjunctivitis,16,DISEASE
289,European starling,16,SPECIES
290,Sturnus vulgaris,16,SPECIES
291,Mycoplasma sturni,16,SPECIES
292,Mycoplasma gallisepticum,16,SPECIES
293,House finches,16,SPECIES
294,Carpodacus mexicanus,16,SPECIES
295,Conjunctiva,16,BODY_PART
296,Eyes,16,BODY_PART
297,Glucose,16,SUBSTANCE
298,Chicken erythrocytes,16,SUBSTANCE
299,37 C,16,TEMPERATURE
300,Mycoplasma spp,16,GROUP
301,Passerine species,16,GROUP
302,Epidemic,17,Concept
303,Mycoplasmal conjunctivitis,17,Disease
304,House finches,17,Species
305,Eastern North America,17,Region
306,Washington D.C.,17,Location
307,USA,17,Country
308,Mycoplasma gallisepticum,17,Bacteria
309,November 1994,17,Date
310,March 1997,17,Date
311,"24,864",17,Number
312,Monthly data forms,17,Document
313,Eastern house finch population,17,Population
314,Fall,17,Season
315,Winter,17,Season
316,Cold winters,17,Condition
317,High conjunctivitis prevalence,17,Condition
318,House finch numbers,17,Quantity
319,Juveniles,17,Age group
320,Significant mortality,17,Condition
321,Mycoplasma gallisepticum,18,Disease
322,Carpodacus mexicanus,18,Species
323,house finches,18,Species
324,eastern USA,18,Location
325,November 1994,18,Date
326,October 1996,18,Date
327,bird feeders,18,Object
328,platform,18,Object
329,hopper,18,Object
330,tube,18,Object
331,raised platform,18,Object
332,logistic regression model,18,Method
333,conjunctivitis,18,Disease
334,season,18,Time
335,year,18,Time
336,outbreak,18,Event
337,USA,18,Location
338,residential bird feeding sites,18,Location
339,eight state region,18,Location
340,neighborhood housing locale,18,Location
341,altitude,18,Attribute
342,health status,18,Attribute
343,questionnaires,18,Object
344,symptomatic passerine species,18,Species
345,volunteers,18,Group
346,citizen-based survey,18,Method
347,bivariate analyses,18,Method
348,multivariate analysis,18,Method
349,prevention,18,Concept
350,spread,18,Concept
351,Mycoplasma gallisepticum,19,DISEASE
352,house finches,19,SPECIES
353,Carpodacus mexicanus,19,SPECIES
354,November 1995,19,DATE
355,January 1996,19,DATE
356,12 wk,19,PERIOD
357,3 pens,19,LOCATION
358,lesions,19,PHENOMENON
359,conjunctivitis,19,PHENOMENON
360,ocular swelling,19,PHENOMENON
361,ocular and nasal discharge,19,PHENOMENON
362,lymphoplasmacytic inflammation,19,PHENOMENON
363,epithelial and lymphoid hyperplasia,19,PHENOMENON
364,conjunctivae,19,LOCATION
365,nasal turbinates,19,LOCATION
366,trachea,19,LOCATION
367,polymerase chain reaction,19,TEST
368,culture,19,TEST
369,arbitrary primer PCR,19,TEST
370,serum plate agglutination,19,TEST
371,hemagglutination inhibition,19,TEST
372,enzyme-linked immunosorbent assay,19,TEST
373,free-flying house finch populations,19,GROUP
374,Mycoplasmal conjunctivitis,20,Disease
375,House finch,20,Species
376,Carpodacus mexicanus,20,Species
377,Auburn,20,Location
378,Alabama,20,Location
379,USA,20,Location
380,March 1998,20,Date
381,February 1999,20,Date
382,September,20,Month
383,November,20,Month
384,Mycoplasma gallisepticum,20,Organism
385,MG,20,Abbreviation
386,Serum plate agglutination,20,Assay
387,Polymerase chain reaction,20,Assay
388,PCR,20,Abbreviation
389,Host-parasite relationship,20,Concept
390,Mycoplasma gallisepticum,21,ORGANISM
391,house finches,21,SPECIES
392,Carpodacus mexicanus,21,SPECIES
393,poultry production facilities,21,LOCATION
394,eastern population,21,LOCATION
395,northeast Georgia,21,LOCATION
396,poultry farms,21,LOCATION
397,feeder stations,21,LOCATION
398,serum plate agglutination,21,TEST
399,polymerase chain reaction,21,TEST
400,hemagglutination inhibition,21,TEST
401,histopathology,21,TEST
402,tufted titmice,21,SPECIES
403,Baeolophus bicolor,21,SPECIES
404,biosecurity recommendations,21,DOCUMENT
405,wild birds,21,GROUP
406,domestic birds,21,GROUP
407,Mycoplasma gallisepticum,22,DISEASE
408,house finch,22,SPECIES
409,Carpodacus mexicanus,22,SPECIES
410,United States,22,LOCATION
411,1994,22,YEAR
412,pvpA gene,22,GENE
413,polymerase chain reaction,22,TECHNIQUE
414,restriction fragment length polymorphism,22,TECHNIQUE
415,nucleotide sequencing,22,TECHNIQUE
416,PvpA,22,PROTEIN
417,turkey,22,SPECIES
418,chicken,22,SPECIES
419,M. gallisepticum,22,DISEASE
420,RAPD,22,TECHNIQUE
421,PCR,22,TECHNIQUE
422,RFLP,22,TECHNIQUE
423,pvpA,22,GENE
424,emerging disease,22,DISEASE
425,host-parasite relationship,22,RELATIONSHIP
426,Carotenoid-based plumage coloration,23,Concept
427,House finch,23,Species
428,Hamilton-Zuk hypothesis,23,Theory
429,Plumage coloration,23,Property
430,Mycoplasma gallicepticum,23,Species
431,Carpodacus mexicanus,23,Species
432,Female mate choice,23,Behavior
433,Parasites,23,Organism
434,Disease,23,Condition
435,Novel bacterial pathogen,23,Organism
436,Time to first symptoms,23,Measure
437,Clearance of disease,23,Measure
438,Redder plumage,23,Property
439,Yellower plumage,23,Property
440,Carotenoid-based plumage coloration,23,Property
441,Mycoplasma gallisepticum,24,ORGANISM
442,songbirds,24,GROUP
443,house finches,24,GROUP
444,Carpodacus mexicanus,24,SPECIES
445,North America,24,LOCATION
446,1994,24,DATE
447,random amplification of polymorphic DNA,24,TECHNIQUE
448,amplified-fragment length polymorphism,24,TECHNIQUE
449,RAPD,24,TECHNIQUE
450,AFLP,24,TECHNIQUE
451,New York,24,LOCATION
452,2001,24,DATE
453,vaccine,24,PRODUCT
454,reference strains,24,GROUP
455,Mycoplasma gallisepticum,25,DISEASE
456,house finches,25,SPECIES
457,poultry,25,GROUP
458,chickens,25,SPECIES
459,turkeys,25,SPECIES
460,North America,25,REGION
461,Carpodacus mexicanus,25,SPECIES
462,Missoula,25,LOCATION
463,Montana,25,LOCATION
464,Portland,25,LOCATION
465,Oregon,25,LOCATION
466,polymerase chain reaction,25,TEST
467,birds,25,GROUP
468,Mycoplasma gallisepticum,26,DISEASE
469,House Finch,26,SPECIES
470,Carpodacus mexicanus,26,SPECIES
471,West Nile Virus,26,DISEASE
472,Avian influenza,26,DISEASE
473,Carpodacus mexicanus,27,Species
474,Mycoplasma gallisepticum,27,Species
475,IgA,27,Protein
476,house finch,27,Species
477,mallard,27,Species
478,chicken,27,Species
479,rabbit,27,Species
480,Harderian gland,27,Anatomy
481,conjunctiva,27,Anatomy
482,lachrymal samples,27,Anatomy
483,PCR,27,Technique
484,ELISA,27,Technique
485,Western blot,27,Technique
486,spleen,27,Anatomy
487,cDNA,27,Molecule
488,amino acid sequence,27,Molecule
489,Mycoplasma sturni,28,ORGANISM
490,California House Finch,28,ORGANISM
491,House Finches,28,ORGANISM
492,Mycoplasma gallisepticum,28,ORGANISM
493,North America,28,LOCATION
494,Carpodacus mexicanus,28,ORGANISM
495,songbirds,28,ORGANISM
496,European Starling,28,ORGANISM
497,Sturnus vulgaris,28,ORGANISM
498,avian species,28,ORGANISM
499,M. sturni,28,ORGANISM
500,conjunctivitis,28,DISEASE
501,eye lesions,28,PHENOMENON
502,house finches,29,ORGANISM
503,Mycoplasma gallisepticum,29,PATHOGEN
504,Carpodacus mexicanus,29,SPECIES
505,male house finches,29,GROUP
506,females,29,GROUP
507,healthy conspecifics,29,GROUP
508,infected conspecifics,29,GROUP
509,diseased conspecifics,29,GROUP
510,evolutionary trap,29,CONCEPT
511,pathogen dynamics,29,CONCEPT
512,infection,29,CONCEPT
513,risk of infection,29,CONCEPT
514,aggression rates,29,CONCEPT
515,behavioural cue,29,CONCEPT
516,new environment,29,CONCEPT
517,wild populations,29,GROUP
518,MG epidemics,29,EVENT
519,Mycoplasma gallisepticum,30,DISEASE
520,house finches,30,SPECIES
521,Carpodacus mexicanus,30,SPECIES
522,American goldfinch,30,SPECIES
523,Spinus tristis,30,SPECIES
524,northern cardinal,30,SPECIES
525,Cardinalis cardinalis,30,SPECIES
526,bird and disease surveys,30,SURVEY
527,northeastern United States,30,REGION
528,winter-long,30,TIME_PERIOD
529,United States,30,COUNTRY
530,Carpodacus mexicanus,31,Species
531,house finches,31,Population
532,southern California,31,Location
533,Proc. R. Soc. Lond.,31,Journal
534,Mycoplasma gallisepticum,31,Pathogen
535,mycoplasmal conjunctivitis,31,Disease
536,J. Wild. Dis.,31,Journal
537,eastern house finch population,31,Population
538,northerly latitudes,31,Location
539,more southerly populations,31,Location
540,northerly inland populations,31,Location
541,east,31,Location
542,north eastern part,31,Location
543,Mycoplasma gallisepticum,32,ORGANISM
544,genome load,32,CONCEPT
545,conjunctival samples,32,LOCATION
546,experimentally infected house finches,32,ORGANISM
547,Carpodacus mexicanus,32,SPECIES
548,real-time polymerase chain reaction,32,TECHNIQUE
549,"TaqMan-based real-time, quantitative polymerase chain reaction",32,TECHNIQUE
550,mgc2 gene,32,GENE
551,conjunctival swabs,32,LOCATION
552,standard curve method,32,TECHNIQUE
553,plasmid standard,32,OBJECT
554,M. gallisepticum genomic DNA,32,OBJECT
555,M. gallisepticum-negative birds,32,ORGANISM
556,specific pathogen free chickens,32,ORGANISM
557,rag-1,32,GENE
558,internal control gene,32,CONCEPT
559,host cells,32,ORGANISM
560,conjunctiva,32,LOCATION
561,7-day period post infection,32,TIME
562,bird with the most pronounced clinical conjunctivitis,32,ORGANISM
563,bird that did not develop conjunctivitis,32,ORGANISM
564,Mycoplasma gallisepticum,33,DISEASE
565,house finches,33,SPECIES
566,Carpodacus mexicanus,33,SPECIES
567,mosquitoes,33,SPECIES
568,Culex pipiens pipiens,33,SPECIES
569,West Nile virus,33,PATHOGEN
570,arthropod-borne pathogens,33,CATEGORY
571,bird defensive behavior,33,BEHAVIOR
572,foot stomps,33,BEHAVIOR
573,mosquito feeding patterns,33,PATTERN
574,infection,33,STATE
575,sickness,33,STATE
576,health,33,STATE
577,House Finches,34,ORGANISM
578,House Sparrows,34,ORGANISM
579,United States,34,LOCATION
580,Mycoplasma gallisepticum,34,ORGANISM
581,Christmas Bird Count,34,PROGRAM
582,Project FeederWatch,34,PROGRAM
583,Breeding Bird Survey,34,PROGRAM
584,Northeastern United States,34,LOCATION
585,disease,35,DISEASE
586,wild animal populations,35,POPULATION
587,estimated prevalence,35,INDEX
588,true disease frequency,35,FREQUENCY
589,House Finch,35,SPECIES
590,Mycoplasma gallisepticum,35,SPECIES
591,mark-recapture data,35,DATA
592,biotic and/or abiotic factors,35,FACTORS
593,state-specific detection probabilities,35,PROBABILITIES
594,estimated disease prevalence,35,INDEX
595,apparent prevalence,35,INDEX
596,disease dynamics,35,DYNAMICS
597,ecological index,35,INDEX
598,parameter of interest,35,INTEREST
599,mark-recapture approach,35,APPROACH
600,alternative approaches,35,APPROACHES
601,assumptions,35,ASSUMPTIONS
602,Genetic diversity,36,Concept
603,Pathogen resistance,36,Concept
604,Cell-mediated immunocompetence,36,Concept
605,House finches,36,Species
606,Carpodacus mexicanus,36,Species
607,Mycoplasma gallisepticum,36,Species
608,Microsatellite loci,36,Concept
609,Phytohaemagglutinin,36,Concept
610,Humoral immunocompetence,36,Concept
611,Immune response,36,Concept
612,Individual hosts,36,Concept
613,Outbred populations,36,Concept
614,Non-domestic vertebrates,36,Concept
615,Pathogens,36,Concept
616,Bacterial pathogen,36,Concept
617,Strain,36,Concept
618,Disease,36,Concept
619,Immunity,36,Concept
620,Individual pathogen resistance,36,Concept
621,Multilocus heterozygosity,36,Concept
622,Carpodacus mexicanus,37,Species
623,Mycoplasma gallisepticum,37,Bacterial Pathogen
624,House finches,37,Cardueline Songbird
625,Eastern United States,37,Location
626,Amplified Fragment Length Polymorphism (AFLP),37,Genetic Marker
627,Major Histocompatibity Complex (MHC),37,Genetic Complex
628,Mycoplasma,37,Bacterial Pathogen
629,Cytomegalovirus,37,Virus
630,Mice,37,Animal
631,Finch immune system,37,Immune System
632,Pathogen genome,37,Genome
633,Mycoplasma gallisepticum,38,Organism
634,House finch,38,Species
635,Carpodacus mexicanus,38,Species
636,Eastern US,38,Location
637,SSH,38,Technique
638,cDNA macroarray,38,Technique
639,Suppression subtractive hybridization,38,Technique
640,Spleen,38,Anatomy
641,Bird,38,Species
642,HSP 90,38,Gene
643,MHC II-associated invariant chain,38,Gene
644,T-cell immunoglobulin mucin 1,38,Gene
645,TIM1,38,Gene
646,CD74,38,Gene
647,Northern blot,38,Technique
648,Reverse Northern blot,38,Technique
649,Targeted Northern analysis,38,Technique
650,Blast searches,38,Technique
651,Database,38,Resource
652,Molecular co-evolutionary studies,38,Field of study
653,Avian host,38,Species
654,Mycoplasma gallisepticum,39,DISEASE
655,house finch,39,SPECIES
656,Carpodacus mexicanus,39,SPECIES
657,eastern North America,39,REGION
658,Auburn University,39,ORGANIZATION
659,peri-urban environment,39,LOCATION
660,August 2001 to April 2002,39,TIME PERIOD
661,wild songbirds,39,GROUP
662,Myoplasmosis,39,DISEASE
663,polymerase chain reaction,39,TECHNIQUE
664,PCR,39,ABBREVIATION
665,mourning doves,39,SPECIES
666,Baeolophus bicolor,39,SPECIES
667,Fringillidae,39,FAMILY
668,eastern tufted titmice,39,SPECIES
669,native avian species,39,GROUP
670,cage-bird species,39,GROUP
671,May 2000 to June 2002,39,TIME PERIOD
672,nine avian species,39,GROUP
673,wild birds,39,GROUP
674,over 30 species,39,GROUP
675,wild bird species,39,GROUP
676,Mycoplasma gallisepticum,41,DISEASE
677,house finches,41,SPECIES
678,Carpodacus mexicanus,41,SPECIES
679,eastern North America,41,REGION
680,North America,41,REGION
681,house finch conjunctivitis,41,DISEASE
682,MG,41,DISEASE
683,seasonality,41,PHENOMENON
684,wildlife disease,41,PHENOMENON
685,emerging infectious disease,41,PHENOMENON
686,unmanaged,41,ADJECTIVE
687,infectious disease,41,PHENOMENON
688,disease dynamics,41,PHENOMENON
689,seasonal breeding,41,PHENOMENON
690,social aggregation,41,PHENOMENON
691,foraging behaviour,41,PHENOMENON
692,latitudinal variation,41,PHENOMENON
693,theoretical model,41,PHENOMENON
694,disease prevalence,41,PHENOMENON
695,semi-annual pattern,41,PHENOMENON
696,Mycoplasmosis,42,Disease
697,Carotenoid,42,Chemical
698,Plumage coloration,42,Biological process
699,Male house finches,42,Species
700,Parasites,42,Organism
701,Ornamental plumage coloration,42,Biological process
702,Mycoplasma gallicepticum,42,Bacteria
703,Alabama,42,Location
704,Fall molt,42,Biological process
705,Seeds,42,Food
706,Tangerine juice,42,Food
707,Beta-cryptoxanthin,42,Chemical
708,Red carotenoid pigment,42,Chemical
709,House finch plumage,42,Biological process
710,Upper respiratory and ocular tissue,42,Biological process
711,Pathogen,42,Organism
712,Mycoplasma gallisepticum,43,DISEASE
713,House finches,43,SPECIES
714,Carpodacus mexicanus,43,SPECIES
715,Eastern house finch,43,SPECIES
716,November 2001-April 2002,43,PERIOD
717,Cayuga Basin,43,LOCATION
718,Central New York,43,LOCATION
719,USA,43,COUNTRY
720,Rapid plate agglutination assay,43,TEST
721,Polymerase chain reaction,43,TEST
722,Colony-forming units,43,UNIT
723,Preservative-free sterile saline solution,43,SUBSTANCE
724,Conjunctivitis,43,DISEASE
725,PCR,43,TEST
726,Behavioral observations,43,OBSERVATION
727,Physical examination,43,OBSERVATION
728,Eye scoring,43,OBSERVATION
729,Body weight,43,OBSERVATION
730,Body condition index,43,OBSERVATION
731,MG-infected finches,43,GROUP
732,Domestic poultry,43,SPECIES
733,Other species,43,SPECIES
734,Carpodacus mexicanus,44,Species
735,Wisconsin,44,Location
736,Mycoplasma gallisepticum,44,Pathogen
737,House finches,44,Population
738,Myeloplasmosis,44,Disease
739,Physiologic parameters,44,Measure
740,Weights,44,Measure
741,Fat scores,44,Measure
742,Packed cell volume,44,Measure
743,Total plasma protein,44,Measure
744,Bacterial isolates,44,Isolate
745,Normal gastrointestinal flora,44,Flora
746,Avian pox lesions,44,Disease
747,Blood and gastrointestinal parasite infections,44,Infection
748,Proctophyllodes spp.,44,Pathogen
749,Feather mite infestations,44,Infestation
750,Logistic regression analysis,44,Analysis
751,Data,44,Data
752,Risk factors,44,Factor
753,Fat scores,44,Factor
754,Tarsal length,44,Factor
755,Male,44,Factor
756,house finches,45,ORGANISM
757,Mycoplasma gallisepticum,45,ORGANISM
758,Carpodacus mexicanus,45,ORGANISM
759,Great Plains,45,LOCATION
760,Missoula,45,LOCATION
761,Montana,45,LOCATION
762,Auburn,45,LOCATION
763,Alabama,45,LOCATION
764,Auburn University,45,ORGANISM
765,USA,45,LOCATION
766,October 1999-February 2000,45,TIME
767,serum plate agglutination assay,45,TEST
768,polymerase chain reaction,45,TEST
769,ocular inoculation,45,METHOD
770,contact exposure,45,METHOD
771,bilateral ocular inoculation,45,METHOD
772,co-housing,45,METHOD
773,conjunctivitis,45,DISEASE
774,seroconversion,45,EVENT
775,infection,45,EVENT
776,disease,45,EVENT
777,western United States,45,LOCATION
778,Mycoplasma gallisepticum,46,DISEASE
779,house finches,46,SPECIES
780,Carpodacus mexicanus,46,SPECIES
781,Auburn,46,LOCATION
782,AL,46,STATE
783,1995,46,YEAR
784,1996,46,YEAR
785,1998,46,YEAR
786,MG,46,DISEASE
787,polymerase chain reaction,46,TEST
788,serologic analysis,46,TEST
789,choanal swabs,46,SAMPLE
790,blood,46,SAMPLE
791,birds,46,SPECIES
792,study,46,RESEARCH
793,epidemic,46,EVENT
794,host-parasite interaction,46,CONCEPT
795,quarantine period,46,TIME
796,wk,46,UNIT
797,chronic infection,46,STATE
798,acute conjunctivitis,46,STATE
799,clinical disease,46,STATE
800,wild population,46,GROUP
801,surveys,46,RESEARCH
802,experiment,46,RESEARCH
803,Mycoplasma gallisepticum,47,DISEASE
804,Conjunctivitis,47,DISEASE
805,House finches,47,SPECIES
806,Minnesota,47,LOCATION
807,Wildlife Rehabilitation Center of Minnesota,47,ORGANIZATION
808,United States,47,LOCATION
809,PCR,47,TEST
810,Enrofloxacin,47,MEDICATION
811,Gentamicin,47,MEDICATION
812,Polymerase chain reaction,47,TEST
813,Mycoplasma gallisepticum,48,DISEASE
814,house finch,48,SPECIES
815,Carpodacus mexicanus,48,SPECIES
816,April,48,DATE
817,August,48,DATE
818,1998,48,YEAR
819,nests,48,LOCATION
820,eggs,48,OBJECT
821,nestlings,48,OBJECT
822,vitelline membrane,48,BODY_PART
