entity_id,entity,doc_id,label
342,Epidemiological study,20,Process
343,Prevalence,20,Measurement
344,Host-parasite relationship,20,Interaction
345,Mycoplasma gallisepticum,21,Pathogen
346,House finches,21,Host
347,Carpodacus mexicanus,21,Species
348,Poultry production facilities,21,Location
349,Northeast Georgia,21,Location
350,Poultry farms,21,Location
351,Feeder stations,21,Location
352,Serum plate agglutination (SPA),21,Test
353,Polymerase chain reaction (PCR),21,Test
354,Hemagglutination inhibition,21,Test
355,Histopathology,21,Test
356,Tufted titmice,21,Host
357,Baeolophus bicolor,21,Species
358,Biosecurity recommendations,21,Process
359,Transmission,21,Process
360,Wild birds,21,Host
361,Domestic birds,21,Host
362,Mycoplasma gallisepticum,22,pathogen
363,house finch,22,host
364,Carpodacus mexicanus,22,species
365,United States,22,location
366,pvpA gene,22,gene
367,polymerase chain reaction,22,process
368,restriction fragment length polymorphism,22,process
369,nucleotide sequencing,22,process
370,PCR-RFLP analysis,22,process
371,emerging disease,22,disease
372,epidemiology,22,field
373,molecular evolution,22,process
374,house finch,23,species
375,Carpodacus mexicanus,23,scientific name
376,Mycoplasma gallicepticum,23,pathogen
377,plumage coloration,23,property
378,parasite,23,pathogen
379,Hamilton-Zuk hypothesis,23,theory
380,female mate choice,23,process
381,carotenoid,23,compound
382,disease,23,disease
383,infection,23,process
384,symptoms,23,property
385,time to first symptoms,23,measurement
386,clearance of disease,23,process
387,Mycoplasma gallisepticum,24,pathogen
388,songbirds,24,host
389,house finches,24,host
390,Carpodacus mexicanus,24,species
391,North America,24,location
392,random amplification of polymorphic DNA,24,technique
393,amplified-fragment length polymorphism,24,technique
394,RAPD,24,technique
395,AFLP,24,technique
396,New York,24,location
397,vaccine,24,reference
398,reference strains,24,reference
399,wild songbird isolates,24,sample
400,genomic variability,24,property
401,epidemic,24,event
402,conjunctivitis,24,disease
403,Mycoplasma gallisepticum,25,pathogen
404,house finches,25,host
405,Carpodacus mexicanus,25,species
406,North America,25,location
407,chickens,25,host
408,turkeys,25,host
409,"Missoula, Montana",25,location
410,"Portland, Oregon",25,location
411,polymerase chain reaction,25,measurement
412,conjunctivitis,25,disease
413,1994,25,event
414,2002,25,event
415,2004,25,event
416,2005,25,event
417,House Finch,26,Species
418,Mycoplasma gallisepticum,26,Pathogen
419,Carpodacus mexicanus,26,Species
420,Terrestrial mammalian hosts,26,Group
421,West Nile Virus,26,Pathogen
422,Avian influenza,26,Pathogen
423,Seasonality,26,Property
424,Elevation,26,Property
425,Host abundance,26,Property
426,Discrete barriers,26,Property
427,Anthropogenic movement,26,Property
428,Asymptomatic carriers,26,Group
429,House Finch,27,Species
430,Carpodacus mexicanus,27,Species
431,Mycoplasma gallisepticum,27,Pathogen
432,IgA,27,Antibody
433,Mucosal Immunity,27,Process
434,Spleen,27,Location
435,cDNA,27,Measurement
436,PCR,27,Process
437,Western Blot,27,Process
438,Harderian Gland,27,Location
439,Conjunctiva,27,Location
440,Lachrymal Samples,27,Location
441,Rabbit,27,Host
442,Recombinant Protein,27,Measurement
443,ELISA,27,Process
444,Galliform Birds,27,Species
445,Passerine Birds,27,Species
446,Mallard,27,Species
447,Chicken,27,Species
448,Mycoplasma sturni,28,pathogen
449,California House Finch,28,host
450,House Finches,28,host
451,Carpodacus mexicanus,28,species
452,North America,28,location
453,Mycoplasma gallisepticum,28,pathogen
454,European Starling,28,host
455,Sturnus vulgaris,28,species
456,conjunctivitis,28,disease
457,eye lesions,28,property
458,house finches,29,species
459,Carpodacus mexicanus,29,species
460,Mycoplasma gallisepticum,29,pathogen
461,male house finches,29,host
462,females,29,host
463,healthy conspecifics,29,host
464,infected conspecifics,29,host
465,diseased males,29,host
466,diseased females,29,host
467,evolutionary trap,29,concept
468,pathogen dynamics,29,concept
469,infectious conspecifics,29,concept
470,chemical cues,29,concept
471,lethargy,29,symptom
472,visible conjunctivitis,29,symptom
473,aggression rates,29,measurement
474,new environment,29,location
475,wild populations,29,location
476,epidemics,29,event
477,Mycoplasma gallisepticum,30,pathogen
478,house finches,30,host
479,Carpodacus mexicanus,30,species
480,American goldfinch,30,host
481,Spinus tristis,30,species
482,northern cardinal,30,host
483,Cardinalis cardinalis,30,species
484,northeastern United States,30,location
485,winter-long bird and disease surveys,30,event
486,disease prevalence,30,measurement
487,bird communities,30,environment
488,disease dynamics,30,process
489,house finches,31,species
490,Carpodacus mexicanus,31,scientific name
491,Mycoplasma gallisepticum,31,pathogen
492,mycoplasmal conjunctivitis,31,disease
493,eastern North America,31,location
494,southern California,31,location
495,Proc. R. Soc. Lond.,31,publication
496,Condor,31,publication
497,J. Wild. Dis.,31,publication
498,eastern house finch population,31,population
499,northerly latitudes,31,location
500,southerly populations,31,location
501,northerly inland populations,31,location
502,Mycoplasma gallisepticum,32,pathogen
503,house finches,32,host
504,Carpodacus mexicanus,32,species
505,conjunctival samples,32,sample
506,real-time polymerase chain reaction,32,test
507,"TaqMan-based real-time, quantitative polymerase chain reaction",32,assay
508,mgc2 gene,32,gene
509,plasmid standard,32,standard
510,M. gallisepticum genomic DNA,32,standard
511,specific pathogen free chickens,32,host
512,rag-1,32,gene
513,internal control gene,32,property
514,conjunctiva,32,location
515,7-day period post infection,32,time
516,clinical conjunctivitis,32,disease
517,M. gallisepticum levels,32,measurement
518,bird,32,host
519,Mycoplasma gallisepticum,33,pathogen
520,house finches,33,host
521,Carpodacus mexicanus,33,species
522,Culex pipiens pipiens,33,species
523,mosquitoes,33,organism
524,West Nile virus,33,pathogen
525,arthropod-borne pathogens,33,category
526,avian infections,33,category
527,bird defensive behavior,33,property
528,mosquito feeding patterns,33,property
529,transmission,33,process
530,infection,33,event
531,curing,33,event
532,blood meal DNA fingerprinting,33,measurement
533,veterinary behaviors,33,property
534,foot stomps,33,behavior
535,defensive behaviors,33,property
536,House Finches,34,Species
537,House Sparrows,34,Species
538,Mycoplasma gallisepticum,34,Pathogen
539,Myeloplasma gallisepticum (MG),34,Strain
540,United States,34,Location
541,Northeastern United States,34,Location
542,Christmas Bird Count,34,Event
543,Project FeederWatch,34,Event
544,Breeding Bird Survey,34,Event
545,Interspecific competition,34,Process
546,Disease,34,Disease
547,Conjunctivitis,34,Disease
548,Abundance,34,Measurement
549,Distribution,34,Measurement
550,Geometric change,34,Measurement
551,ln[HOSP(t+1)/HOSP(t)],34,Measurement
552,HOSP(t),34,Measurement
553,HOFI(t),34,Measurement
554,house finches,36,species
555,Carpodacus mexicanus,36,scientific name
556,Mycoplasma gallisepticum,36,pathogen
557,MG,36,pathogen abbreviation
558,multilocus heterozygosity,36,genetic property
559,microsatellite loci,36,genetic feature
560,humoral immunocompetence,36,immunological property
561,cell-mediated immunocompetence,36,immunological property
562,phytohaemagglutinin,36,antigen
563,pathogen challenge,36,experimental process
564,immune response,36,biological process
565,disease,36,disease state
566,individual hosts,36,host type
567,outbred populations,36,population type
568,non-domestic vertebrates,36,taxonomic group
569,genetic variation,36,genetic property
570,susceptibility,36,disease property
571,resistance,36,disease property
572,immunity,36,disease property
573,Carpodacus mexicanus,37,Species
574,Mycoplasma gallisepticum,37,Pathogen
575,House finches,37,Host
576,Eastern United States,37,Location
577,Amplified Fragment Length Polymorphism (AFLP),37,Technique
578,Major Histocompatibity Complex (MHC),37,Genetic Locus
579,MHC class I,37,Genetic Locus
580,MHC class II,37,Genetic Locus
581,Cytomegalovirus,37,Pathogen
582,Mice,37,Host
583,Finch immune system,37,System
584,Pathogen genome,37,Genome
585,Mycoplasma gallisepticum,38,pathogen
586,House finch,38,host
587,Carpodacus mexicanus,38,species
588,eastern US,38,location
589,1994,38,event
590,gene expression,38,process
591,suppression subtractive hybridization,38,process
592,cDNA macroarray,38,process
593,spleen,38,location
594,HSP 90,38,gene
595,MHC II-associated invariant chain,38,gene
596,T-cell immunoglobulin mucin 1,38,gene
597,TIM1,38,gene
598,CD74,38,gene
599,heat shock protein,38,property
600,molecular co-evolutionary studies,38,process
601,avian host,38,host
602,parasite-induced gene expression changes,38,process
603,epizootic,38,event
604,evolutionary change,38,process
605,natural selection,38,process
606,resistance,38,property
607,SSH,38,process
608,Northern blot,38,process
609,blast searches,38,process
610,database,38,environment
611,macroarray resources,38,resource
612,Mycoplasma gallisepticum,39,pathogen
613,House finch,39,host
614,Carpodacus mexicanus,39,host
615,Eastern North America,39,location
616,Auburn University,39,location
617,Peri-urban environment,39,location
618,Wild songbirds,39,host
619,Conjunctivitis,39,disease
620,Mourning doves,39,host
621,Baeolophus bicolor,39,host
622,Fringillidae,39,family
623,Avian species,39,host
624,Polymerase chain reaction,39,measurement
625,Agglutination reactions,39,measurement
626,Antibodies,39,property
627,Experimental infections,39,process
628,Field portion,39,process
629,Survey,39,process
630,PCR,39,measurement
631,House Finch,40,Species
632,Carpodacus mexicanus,40,Species
633,Mycoplasma gallisepticum,40,Pathogen
634,Corticosterone,40,Hormone
635,Stress,40,Condition
636,Immune Function,40,Process
637,Disease,40,Disease
638,North America,40,Location
639,Eastern North America,40,Location
640,Winter,40,Season
641,December,40,Month
642,March,40,Month
643,Year,40,Time
644,Latitude,40,Property
645,Body Condition,40,Property
646,Mycoplasma gallisepticum,41,Pathogen
647,House finches,41,Host
648,Carpodacus mexicanus,41,Species
649,Eastern North America,41,Location
650,House finch conjunctivitis,41,Disease
651,Seasonal breeding,41,Process
652,Social aggregation,41,Process
653,Immunity,41,Property
654,Latitudinal gradient,41,Property
655,Field and laboratory information,41,Measurement
656,Theoretical model,41,Process
657,Mycoplasma gallicepticum,42,Pathogen
658,Carotenoid,42,Property
659,Plumage coloration,42,Property
660,Male house finches,42,Host
661,Carpodacus mexicanus,42,Species
662,Alabama,42,Location
663,Myoplasmosis,42,Disease
664,Beta-cryptoxanthin,42,Property
665,Red carotenoid pigment,42,Property
666,Upper respiratory and ocular tissue,42,Location
667,Mycoplasma gallisepticum,43,Pathogen
668,House finch,43,Host
669,Carpodacus mexicanus,43,Species
670,Eastern house finch,43,Host
671,Cayuga Basin,43,Location
672,Central New York,43,Location
673,USA,43,Location
674,Rapid plate agglutination assay,43,Diagnostic test
675,Polymerase chain reaction (PCR) assay,43,Diagnostic test
676,Colony-forming units,43,Measurement
677,Conjunctival sac,43,Anatomical location
678,Preservative-free sterile saline solution,43,Control substance
679,PCR,43,Diagnostic method
680,Behavioral observations,43,Method
681,Physical examination,43,Method
682,Eye scoring,43,Method
683,Body weight,43,Measurement
684,Body condition index,43,Measurement
685,Disease,43,Epidemiological concept
686,Infection,43,Epidemiological concept
687,Recovery,43,Outcome
688,Chronic infection,43,Outcome
689,Death,43,Outcome
690,House Finch,44,Species
691,Carpodacus mexicanus,44,Species
692,Mycoplasma gallisepticum,44,Pathogen
693,Wisconsin,44,Location
694,Physiologic parameters,44,Property
695,Weights,44,Measurement
696,Fat scores,44,Measurement
697,Packed cell volume,44,Measurement
698,Total plasma protein,44,Measurement
699,Avian pox,44,Disease
700,Proctophyllodes spp.,44,Pathogen
701,Feather mite,44,Pathogen
702,Blood and gastrointestinal parasite infections,44,Disease
703,Logistic regression analysis,44,Process
704,Risk factors,44,Property
705,house finch,45,species
706,Mycoplasma gallisepticum,45,pathogen
707,Carpodacus mexicanus,45,species
708,Great Plains,45,location
709,Missoula,45,location
710,Montana,45,location
711,Auburn,45,location
712,Alabama,45,location
713,USA,45,location
714,Auburn University,45,organization
715,serum plate agglutination assay,45,test
716,polymerase chain reaction,45,test
717,color changing units,45,measurement
718,conjunctivitis,45,disease
719,mycoplasmal conjunctivitis,45,disease
720,population,45,concept
721,epidemic,45,event
722,infection,45,process
723,exposure,45,process
724,seroconversion,45,process
725,disease,45,process
726,Mycoplasma gallisepticum,46,Pathogen
727,House finches,46,Host
728,Carpodacus mexicanus,46,Species
729,Auburn,46,Location
730,AL,46,Location
731,1995,46,Year
732,1996,46,Year
733,1998,46,Year
734,Quarantine,46,Process
735,Polymerase chain reaction,46,Detection method
736,Serologic analysis,46,Detection method
737,Conjunctivitis,46,Disease
738,Epidemic,46,Event
739,Host-parasite interaction,46,Interaction
740,Flock,46,Group
741,Birds,46,Group
742,Blood,46,Sample
743,Choanal swabs,46,Sample
744,House Finch,47,Species
745,Mycoplasma gallisepticum,47,Pathogen
746,Minnesota,47,Location
747,Wildlife Rehabilitation Center of Minnesota,47,Location
748,Enrofloxacin,47,Antibiotic
749,Gentamicin,47,Antibiotic
750,PCR,47,Diagnostic Test
751,Conjunctivitis,47,Disease
752,Carpodacus mexicanus,47,Species
753,Mycoplasma gallisepticum,48,Pathogen
754,House finch,48,Host
755,Carpodacus mexicanus,48,Species
756,Eggs,48,Host
757,Nestlings,48,Host
758,Nests,48,Location
759,April,48,Time
760,August,48,Time
761,1998,48,Year
762,Vitelline membrane,48,Location
763,Choanal cleft,48,Location
764,Conjunctiva,48,Location
765,Mycoplasma broth,48,Medium
766,Polymerase chain reaction,48,Test
767,PCR,48,Test
768,Broods,48,Group
769,Nestling mortality,48,Outcome
770,Conjunctivitis,48,Disease
771,Serologic tests,48,Test
772,Antibodies,48,Property
773,Transmission,48,Process
774,Pseudovertical transmission,48,Process
775,Transovarian transmission,48,Process
776,Mycoplasma gallisepticum,49,pathogen
777,finch strain of Mycoplasma gallisepticum,49,disease
778,house finches,49,host
779,chickens,49,host
780,Carpodacus mexicanus,49,species
781,33 states,49,location
782,domestic poultry,49,location
783,direct contact,49,process
784,across-wire contact,49,process
785,proximity contact,49,process
786,seroconversion,49,measurement
787,polymerase chain reaction (PCR),49,measurement
788,culture,49,measurement
789,arbitrary primed PCR,49,measurement
790,serum plate agglutination,49,measurement
791,biosecurity measures,49,process
792,minimal biosecurity measures,49,process
793,Mycoplasma gallisepticum,50,Pathogen
794,House finches,50,Host
795,Carpodacus mexicanus,50,Species
796,USA,50,Location
797,1994,50,Date
798,Conjunctivitis,50,Disease
799,Mid-Atlantic,50,Region
800,Eastern states,50,Region
801,Unilateral,50,Property
802,Bilateral,50,Property
803,Serous,50,Property
804,Mucopurulent,50,Property
805,Nasal exudate,50,Property
806,Lymphoplasmacytic,50,Property
807,Rhinitis,50,Disease
808,Sinusitis,50,Disease
809,Infraorbital sinus,50,Location
810,Conjunctival,50,Location
811,Direct immunofluorescence,50,Process
812,DNA probe-based polymerase chain reactions,50,Process
813,Epornitic,50,Event
814,Mycoplasma gallisepticum,51,Pathogen
815,House finches,51,Host
816,Carpodacus mexicanus,51,Species
817,Maryland,51,Location
818,Georgia,51,Location
819,Serum plate agglutination,51,Test
820,Hemagglutination inhibition,51,Test
821,Polymerase chain reaction,51,Test
822,Conjunctivitis,51,Disease
823,Keratitis,51,Disease
824,Epithelial hyperplasia,51,Pathological finding
825,Lymphoid hyperplasia,51,Pathological finding
826,Lymphoplasmacytic inflammation,51,Pathological finding
827,Avian host,52,Species
828,Mosquito,52,Species
829,West Nile virus,52,Pathogen
830,St. Louis encephalitis virus,52,Pathogen
831,NY99 strain of West Nile virus,52,Pathogen
832,California passerine birds,52,Host
833,Western scrub jays,52,Species
834,Aphelocoma coerulescens,52,Species
835,House finches,52,Species
836,Carpodacus mexicanus,52,Species
837,House sparrows,52,Species
838,Passer domesticus,52,Species
839,Mourning doves,52,Species
840,Zenaidura macroura,52,Species
841,Common ground doves,52,Species
842,Columbina passerine,52,Species
843,California quail,52,Species
844,Callipepla californica,52,Species
845,Chickens,52,Species
846,Culex mosquitoes,52,Vector
847,Culex stigmatosoma,52,Species
848,Culex tarsalis,52,Species
849,Culex p. quinquefasciatus,52,Species
850,Plaque-forming units,52,Measurement
851,WNV,52,Pathogen
852,Endemic strain of St. Louis encephalitis virus,52,Pathogen
853,Culex quinquefasciatus,53,Species
854,West Nile virus,53,Pathogen
855,Harris County,53,Location
856,Texas,53,Location
857,Diptera,53,Class
858,Culicidae,53,Family
859,Say,53,Scientist
860,Cytochrome b gene,53,Gene
861,Birds,53,Host
862,Mammals,53,Host
863,Dog,53,Host
864,Mourning dove,53,Host
865,Domestic cat,53,Host
866,White-winged dove,53,Host
867,House sparrow,53,Host
868,House finch,53,Host
869,Gray catbird,53,Host
870,American robin,53,Host
871,Blue jays,53,Host
872,American crows,53,Host
873,Trichostrongylus tenuis,60,pathogen
874,Lagopus lagopus scoticus,60,host
875,red grouse,60,common name
876,caecal faeces,60,location
877,moor,60,environment
878,laboratory,60,environment
879,eggs,60,organism
880,infective 3rd-stage larvae,60,organism
881,temperature,60,property
882,rainfall,60,property
883,desiccation,60,process
884,winter,60,event
885,summer,60,event
886,Trichostrongylus tenuis,61,Pathogen
887,Trichostrongylus tenuis,61,Parasite
888,Lagopus lagopus scoticus,61,Host
889,Lagopus lagopus scoticus,61,Species
890,UK,61,Location
891,Peter Hudson,61,Author
892,Andrew Dobson,61,Author
893,Upland estates,61,Location
894,red grouse,62,species
895,Lagopus lagopus scoticus,62,scientific name
896,Trichostrongylus tenuis,62,species
897,testosterone,62,hormone
898,parasitic nematode,62,pathogen
899,autumn,62,season
900,anthelmintic,62,medication
901,one month,62,time period
902,one year,62,time period
903,male grouse,62,host
904,free-living,62,environment
905,population,62,ecological concept
906,population regulation,62,ecological concept
907,intrinsic mechanisms,62,ecological concept
908,extrinsic mechanisms,62,ecological concept
909,cyclic species,62,ecological concept
910,Lagopus lagopus scoticus,63,Species
911,Trichostrongylus tenuis,63,Species
912,Fenbendazole,63,Chemical
913,UK,63,Location
914,Red grouse estates,63,Location
