source,target,relation_type,doc_id
Eusimulium spp.,raptor nestlings,trapped while attempting to feed on,8
hippoposcid flies,raptor nestlings,trapped while attempting to feed on,8
mosquitoes,raptor nestlings,trapped while attempting to feed on,8
Culicoides spp.,raptor nestlings,trapped while attempting to feed on,8
trypanosomes from raptors,18S rRNA sequences,isolated,8
trypanosomes,species identification,used for,8
trypanosoms,inference of intra- and interspecific relationships,used for,8
Trypanosoma avium clade,with trypanosomes isolated from black fly,formed,8
isolates derived from hippoboscid flies and mosquitoes,avian trypanosomes,likely,8
kinetoplast,further evidence for identification of vectors,provided,8
T. avium complex,all trypanosomes isolated from raptors,belonged,8
ornithophilic simuliids,T. avium complex,transmitted,8
,Mycoplasma gallisepticum conjunctivitis,causes,9
Mycoplasma gallisepticum,lesions of infected birds,isolated from,9
Mycoplasma gallisepticum,a blue jay,isolated from,9
Mycoplasma gallisepticum,free-ranging American goldfinches,isolated from,9
Mycoplasma gallisepticum,random amplified polymorphic DNA analyses,produced by,9
MG isolates,vaccine and reference strains,compared to,9
MG isolates,contemporary MG isolates from commercial poultry,compared to,9
MG isolates,each other,had same banding pattern,9
MG isolates,other strains and isolates tested,had different banding pattern,9
outbreak,the same strain,caused by,9
outbreak,vaccine or reference strains,not caused by,9
outbreak,MG infection between songbirds and commercial poultry,not caused by,9
Mycoplasma sturni,conjunctival/corneal swabs,isolated_from,10
Mycoplasma sturni,conjunctivitis,causes,10
Mycoplasma sturni,sinusitis,causes,10
Mycoplasma sturni,epiphora,causes,10
Mycoplasma sturni,indirect immunofluorescence,identified_by,10
Mycoplasma sturni,blue jays,found_in,10
Mycoplasma sturni,northern mockingbirds,found_in,10
Mycoplasma gallisepticum,conjunctivitis,causes,10
Mycoplasma gallisepticum,sinusitis,causes,10
Mycoplasma gallisepticum,epiphora,causes,10
Mycoplasma sturni,Mycoplasma gallisepticum,differential_diagnosis,10
Mycoplasma sturni,songbirds,found_in,10
New York,Tompkins County,location_of_study,11
Tompkins County,house finches,location_of_capture,11
house finches,Mycoplasma gallisepticum,host_of_mg_infection,11
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,cause_of_conjunctivitis,11
American goldfinches,Mycoplasma gallisepticum,infected_by_mg,11
purple finch,Mycoplasma gallisepticum,infected_by_mg,11
brown-headed cowbirds,Mycoplasma gallisepticum,exposed_to_mg,11
tufted titmice,Mycoplasma gallisepticum,exposed_to_mg,11
Mycoplasma gallisepticum,free-living birds,isolated_from,12
Mycoplasma gallisepticum,house finch,inoculated_into,12
Mycoplasma gallisepticum,American goldfinch,inoculated_into,12
Mycoplasma gallisepticum,house sparrow,inoculated_into,12
house finch,naive house finches,infectious_to,12
American goldfinch,naive house finches,infectious_to,12
house sparrow,naive house finches,infectious_to,12
American goldfinch,49 days post inoculation,remained_infectious_for,12
Mycoplasmosis,evening grosbeaks,affects,13
Mycoplasmosis,pine grosbeaks,affects,13
Mycoplasmosis,Mycoplasma gallisepticum,is caused by,13
Mycoplasma gallisepticum,evening grosbeak,is isolated from,13
Mycoplasma gallisepticum,direct immunofluorescence,is identified by,13
Mycoplasma gallisepticum,polymerase chain reaction,is identified by,13
Mycoplasma gallisepticum,random amplified polymorphic DNA,is identified by,13
Mycoplasma gallisepticum,house finches,is found in,13
Mycoplasma gallisepticum,American gold finches,is found in,13
Mycoplasma gallisepticum,eastern North America,is found in,13
evening grosbeaks,conjunctivitis,are affected by,13
pine grosbeaks,conjunctivitis,are affected by,13
Quebec,Canada,is located in,13
1998-99,outbreak,is a time of,13
Mycoplasma gallisepticum,conjunctivitis,causes,14
conjunctivitis,House Finch Disease Survey,affects,14
House Finch Disease Survey,conjunctivitis,monitors,14
conjunctivitis,American goldfinches,spreads,14
conjunctivitis,Purple finches,spreads,14
conjunctivitis,House sparrows,spreads,14
House finches,Mycoplasma gallisepticum,transmit,14
Mycoplasma gallisepticum,conjunctivitis,transmit,14
House finches,spread of conjunctivitis,influence,14
wild songbirds,wild house finches,habitat,15
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,causes,15
wild house finches,Mycoplasma gallisepticum,host,15
American goldfinch,Mycoplasma gallisepticum,infected,15
Mycoplasmal conjunctivitis,eastern United States,spread,15
Mycoplasmal conjunctivitis,Canada,spread,15
Mycoplasma gallisepticum,wild house finches,found,15
Mycoplasma gallisepticum,American goldfinch,found,15
1994,initial observations,time,15
1995,spread to additional species,time,15
wild house finches,Carpodacus mexicanus,types,15
American goldfinch,Carduelis tristis,types,15
Mycoplasmal conjunctivitis,European starling,affects,16
Mycoplasma sturni,Conjunctiva,isolated_from,16
Mycoplasma sturni,Conjunctivitis,causes,16
Mycoplasma sturni,Mycoplasma gallisepticum,similar_to,16
Mycoplasma sturni,Mycoplasma spp,different_from,16
Mycoplasma sturni,37 C,grows_in,16
Mycoplasma sturni,Glucose,ferments,16
Mycoplasma sturni,Chicken erythrocytes,does_not_hemadsorb,16
Mycoplasma sturni,Chicken erythrocytes,does_not_hemagglutinate,16
Mycoplasma sturni,Conjunctivitis,roles_in,16
Mycoplasma sturni,Passerine species,roles_in,16
house finches,North America,habitat,17
house finches,Washington D.C.,occur,17
house finches,USA,occur,17
Mycoplasma gallisepticum,conjunctivitis,cause,17
Carpodacus mexicanus,North America,habitat,17
house finches,eastern house finch population,spread,17
conjunctivitis,eastern house finch population,spread,17
house finches,North America,migrate,17
house finches,North America,disperse,17
house finch numbers,winter,decrease,17
house finch numbers,cold winters,decrease,17
house finch numbers,high conjunctivitis prevalence,decrease,17
risk factors,Mycoplasma gallisepticum,associated with,18
Mycoplasma gallisepticum,house finches,afflicts,18
Carpodacus mexicanus,species,is a,18
house finches,conjunctivitis,have,18
conjugivitis,spread,can be,18
bird feeding sites,location of,are,18
residential,locale,is a,18
November 1994,start of the study,is a,18
October 1996,end of the study,is an,18
September,month,is a,18
March,month,is a,18
logistic regression model,analysis,used for,18
risk factors,associated with,are,18
Mycoplasma gallisepticum,a disease,is,18
house finches,increased risk,have,18
tube style feeders,associated with,are,18
raised platform type feeders,be protective,may,18
season and type of feeder,modified,should be,18
,Mycoplasma gallisepticum,infection,19
,Mycoplasma gallisepticum,disease,19
wild-caught,house finches,keep,19
house finches,captive,keep,19
104,house finches,monitor,19
house finches,disease,develop,19
disease,ocular swelling,characterized,19
disease,conjunctivitis,characterized,19
disease,ocular and nasal discharge,characterized,19
house finches,concurrent antibody response,show,19
Mycoplasma gallisepticum,free-flying house finch populations,potentially impact,19
The study,"4% of the 1,214 finches trapped and examined",observed_disease,20
The study,"Auburn (Alabama, USA)",prevalenceobserved_in,20
Mycoplasma gallisepticum,house finches,infected,20
Mycoplasma gallisepticum,13% of this subpopulation had been exposed to MG,infected,20
PCR,"MG in seropositive, asymptomatic birds",detected,20
SPA,"six asymptomatic, infected birds",detected,20
The study,during the peak months,observed_decreasing_prevalence,20
The study,over time,observed_change_in_host-parasite_relationship,20
Mycoplasma gallisepticum,conjunctivitis,causes,21
Mycoplasma gallisepticum,house finches,infects,21
Mycoplasma gallisepticum,other wild birds,infects,21
Mycoplasma gallisepticum,free-flying avian species,adapts,21
Mycoplasma gallisepticum,mycoplasmosis in commercial poultry,predisposes,21
house finches,poultry production facilities,associated with,21
house finches,northeast Georgia,habitat,21
poultry farms,northeast Georgia,location,21
feeder stations,northeast Georgia,location,21
birds,mist net or trap,captured by,21
birds,serum plate agglutination,screened by,21
birds,capture sites,released,21
birds,further evaluation,kept for further evaluation,21
house finches,necropsies,subjected to,21
individuals,necropsies,subjected to,21
samples,MG testing,collected for,21
MG,culture,tested by,21
MG,polymerase chain reaction,tested by,21
MG,hemagglutination inhibition,tested by,21
MG,histopathology,tested by,21
tufted titmice,polymerase chain reaction,tested by,21
individuals,SPA positive for MG,found to be,21
MG,present at low levels in house finches,found to be,21
tufted titmice,nonclinical carriers of MG or a related mycoplasma,found to be,21
other species,SPA positive only,found to be,21
biosecurity recommendations,to minimize risks of transmission between wild and domestic birds,recommended,21
Mycoplasma gallisepticum,house finch,causes,22
Mycoplasma gallisepticum,chickens and turkeys,is a major pathogen of,22
Mycoplasma gallisepticum,house finch populations,has caused significant declines in,22
Mycoplasma gallisepticum,eastern house finches,is now endemic among,22
Mycoplasma gallisepticum,house finches,infects,22
Mycoplasma gallisepticum,house finches,has an evolving host-parasite relationship with,22
pvpA gene,PvpA,encodes for,22
pvpA gene,polymerase chain reaction (PCR)-restriction fragment length polymorphism (RFLP) analysis and nucleotide sequencing,was evaluated by,22
pvpA gene,sequence analysis,was evaluated by,22
house finch isolates,each other,clustered more closely to,22
house finch isolates,turkey or chicken field isolates,clustered more closely to,22
house finch isolates,the molecular evolution and epidemiology of this emerging disease host-parasite relationship,may allow us to learn more about,22
Carotenoid-based,resistance to a novel parasite,predicts,23
Hamilton-Zuk hypothesis,bright colours,proposes,23
bright colours,signals of individual resistance,serve as,23
plumage hue,a primary criterion,has been shown to be,23
female mate choice,obtaining mates with better resistance,is,23
redder males,better resistance,have,23
Mycoplasma gallicepticum,a novel bacterial pathogen,is,23
male house finches,Mycoplasma gallicepticum,were inoculated with,23
redder plumage,MG infection,cleared,23
yellower plumage,MG infection,did not clear,23
Mycoplasma gallisepticum,conjunctivitis,cause,25
Mycoplasma gallisepticum,1994,emerge,25
Mycoplasma gallisepticum,house finches,affect,25
Mycoplasma gallisepticum,poultry,affect,25
Mycoplasma gallisepticum,western,spread,25
Mycoplasma gallisepticum,2002,confirm,25
Mycoplasma gallisepticum,"Missoula, Montana",find,25
Mycoplasma gallisepticum,"Portland, Oregon",find,25
house finches,native range,habitat,25
house finches,eastern range,habitat,25
house finches,western range,habitat,25
Mycoplasma gallisepticum,House Finches,spread by,26
Mycoplasma gallisepticum,novel locations,spread to,26
West Nile Virus,Mycoplasma gallisepticum,may be reminiscent of,26
Avian influenza,Mycoplasma gallisepticum,may be reminiscent of,26
Carpodacus mexicanus,IgA,is habitat of,27
IgA heavy chain,IgA,is part of,27
Mycoplasma gallisepticum,ELISA,is detected by,27
IgA heavy chain,mallard IgA heavy chain,shares identity with,27
IgA heavy chain,chicken IgA heavy chain,shares identity with,27
Rabbit anti-sera,IgA,is generated against,27
Rabbit anti-sera,house finch serum protein,reacts with,27
Rabbit anti-sera,plasma cells,is used to identify,27
Rabbit anti-sera,Mycoplasma gallisepticum-specific IgA antibodies,is used to detect,27
harderian gland and conjunctiva,plasma cells,have,27
lachrymal samples,Mycoplasma gallisepticum-specific IgA antibodies,have,27
Mycoplasma sturni,California House Finch,isolated_from,28
Mycoplasma sturni,conjunctivitis,causes,28
Mycoplasma gallisepticum,conjunctivitis,causes,28
Mycoplasma sturni,European Starling,isolated_from,28
Mycoplasma sturni,avian species,reported_in,28
Mycoplasma gallisepticum,1994,emerged_in,28
Mycoplasma gallisepticum,North America,found_in,28
Mycoplasma gallisepticum,House Finches,found_in,28
Mycoplasma sturni,disease,failed_to_cause,28
Mycoplasma gallisepticum,conjunctivitis,remains_primary_cause,28
Abstract,sickness behaviour,describes,29
Male house finches,diseased conspecifics,prefer,29
Host behaviour,crucial component of pathogen dynamics,is,29
Selection,individuals who can recognize and avoid infected conspecifics,favour,29
Healthy captive house finches,"forage near a same-sex, healthy conspecific",experimentally examine,29
Healthy captive house finches,forage near a diseased conspecific,experimentally examine,29
Male house finches,feeding near diseased conspecifics,strongly prefer,29
Females,feeding near diseased conspecifics,show no preference,29
Sex difference,result of lower aggression rates in diseased males,appear,29
Diseased males,evolutionary trap,act,29
Healthy males,risk of contracting MG,inadvertently increase,29
This behaviour,contribute to the continued persistence of MG epidemics,likely,29
Mycoplasma gallisepticum,house finches,infects,30
house finches,Mycoplasma gallisepticum,are hosts to,30
American goldfinch,Mycoplasma gallisepticum,is an alternate host to,30
northern cardinal,Mycoplasma gallisepticum,is an alternate host to,30
higher disease prevalence in house finches,higher numbers of northern cardinals,is associated with,30
higher disease prevalence in house finches,higher numbers of American goldfinches,is associated with,30
spatial variation in bird communities,geographic variation in disease prevalence in house finches,has the potential to cause,30
eastern North America,California,introduced,31
House Finches,Mycoplasma gallisepticum,infected,31
House Finches,Southern California,partially migratory,31
Eastern House Finch Population,Mycoplasma Conjunctivitis,infected,31
Mycoplasma Conjunctivitis,Higher Mortality Rates,induces,31
Eastern House Finch Population,Northerly Latitudes,migrates,31
Eastern House Finch Population,Southerly Populations,migrates,31
Northerly Inland Populations,Following Initial Outbreak,declines,31
Mycoplasma gallisepticum,mgc2 qPCR assay,is_detectable_by,32
Mycoplasma gallisepticum,conjunctival samples,is_present_in,32
Mycoplasma gallisepticum,host cells,is_attached_to,32
Mycoplasma gallisepticum,host cells,is_invading,32
Mycoplasma gallisepticum,conjunctivitis,is_correlated_with,32
mgc2 qPCR assay,TaqMan,uses,32
mgc2 qPCR assay,real-time polymerase chain reaction,uses,32
rag-1 qPCR results,host cell quantity,show,32
Mycoplasma gallisepticum,7-day period post infection,levels_increase_over_time,32
Mycoplasma gallisepticum,conjunctivitis,levels_correlated_with,32
Mycoplasma gallisepticum,house finches,affects,33
Mycoplasma gallisepticum,disease-induced lethargy,induces,33
disease-induced lethargy,host capacity,diminishes,33
house finches,mosquitoes,host,33
mosquitoes,house finches,feed,33
Mycoplasma gallisepticum,finches,infection,33
finches,infections,cured,33
mosquitoes,healthy finches,prefer,33
mosquitoes,no preference,exhibit,33
sick birds,fewer total defensive behaviors,make,33
sick birds,reduced mosquito feeding success,associated,33
Mycoplasma gallisepticum,mosquito feeding patterns,influence,33
Mycoplasma gallisepticum,transmission of arthropod-borne pathogens,influence,33
House Finches,House Sparrows,compete,34
House Finches,United States,introduce,34
House Finches,United States,rise,34
House Sparrows,United States,decline,34
Mycoplasma gallisepticum,House Finches,infect,34
House Finches,United States,rise,34
House Sparrows,United States,rise,34
House Finch numbers,House Sparrow numbers,vary,34
House Finch numbers,House Sparrow numbers,increase,34
House Finch numbers,House Sparrow numbers,decrease,34
House Finch abundances,House Sparrow abundances,neg_correlate,34
Finch range expansion,Decline in abundance,cause,34
Interspecific competition,between House Finches and House Sparrows,exist,34
Wild animal populations,Disease dynamics,investigates,35
Studies,Indices,use,35
Indices,Raw counts,are based on,35
Studies,Potential differences,do not account for,35
We,Potential effects,demonstrate,35
Detection probabilities,Estimated disease prevalence,affect,35
Mark-recapture data,Detection probabilities,provide,35
House Finch,Host individual,is a,35
Mycoplasma gallisepticum,Pathogen,is a,35
Detection probabilities,Over time,interact,35
Apparent prevalence,Detection probabilities,is affected by,35
Estimated prevalence,Differences in detection probabilities,is corrected for,35
Apparent prevalence,When detection probability of uninfected individuals is higher,is negatively biased,35
Apparent prevalence,When detection probability of infected individuals is higher,is positively biased,35
Observed variations in prevalence,Spurious artifacts,may be,35
Detection probabilities,Temporally and spatially,are likely to change,35
Estimating and incorporating detection probabilities,In ecological studies,is important,35
Mark-recapture approach,To estimate detection probabilities,makes it possible,35
Alternative approaches,In the paper,are discussed,35
Assumptions,Under which analysis of uncorrected prevalence may be acceptable,are categorized,35
Genetic diversity,Pathogen resistance,predicts,36
Genetic diversity,Cell-mediated immunocompetence,predicts,36
Genetic variation,Susceptibility to pathogens,influences,36
Multilocus heterozygosity,Resistance to Mycoplasma gallisepticum,predicts,36
Multilocus heterozygosity,Pathogen susceptibility,mediates,36
Multilocus heterozygosity,Differences in cell-mediated immunocompetence,mediates,36
Heterozygous house finches,Less severe disease,develop,36
Heterozygous house finches,Stronger cell-mediated immune responses,mount,36
Differences in cell-mediated immunocompetence,Greater resistance to Mycoplasma gallisepticum,explain,36
Multilocus heterozygosity,Individual pathogen resistance and immunity,is important for,36
Carpodacus mexicanus,eastern United States,habitat,37
Mycoplasma gallisepticum,epizootic,caused,37
Mycoplasma gallisepticum,house finches,affected,37
Mycoplasma,Finch,infected,37
Mycoplasma,Mice,infected,37
MHC,candidate gene,contains,37
MHC,expression,regulated,37
class II MHC locus,decreased,expressed,37
class I MHC locus,decreased,expressed,37
Mycoplasma,finch immune system,manipulated,37
Mycoplasma gallisepticum,house finch,host_of,38
Mycoplasma gallisepticum,house finch,parasite_of,38
house finch,Mycoplasma gallisepticum,host_of,38
Mycoplasma gallisepticum,eastern US,expanded_host_range,38
Mycoplasma gallisepticum,house finch,infected,38
house finch,Mycoplasma gallisepticum,evolved_resistance,38
SSH,differentially expressed genes,used_to_identify,38
cDNA macroarray,differentially expressed genes,used_to_identify,38
suppression subtractive hybridization,differentially expressed genes,used_to_identify,38
spleen,bird,sampled,38
bird,Mycoplasma gallisepticum,host_of,38
HSP 90,Mycoplasma gallisepticum,up_regulated_by,38
MHC II-associated invariant chain,Mycoplasma gallisepticum,up_regulated_by,38
CD74,Mycoplasma gallisepticum,up_regulated_by,38
T-cell immunoglobulin mucin 1,Mycoplasma gallisepticum,up_regulated_by,38
TIM1,Mycoplasma gallisepticum,up_regulated_by,38
blast searches,gene expression changes,used_to_confirm,38
reverse Northern blot,gene expression changes,used_to_confirm,38
Northern analysis,gene expression changes,used_to_confirm,38
molecular co-evolutionary studies,macroarray resources,facilitated_by,38
Carpodacus mexicanus,North America,habitat,40
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,40
Carpodacus mexicanus,Corticosterone,has,40
Corticosterone,Immune Functions,affects,40
Corticosterone,Disease,affects,40
Stress Hormones,Immune Functions,affects,40
Carpodacus mexicanus,Plasma,has,40
Plasma,Corticosterone,contains,40
Carpodacus mexicanus,Body Condition,has,40
Body Condition,Corticosterone,is affected by,40
Carpodacus mexicanus,Fat Load,has,40
Fat Load,Corticosterone,is affected by,40
Carpodacus mexicanus,Mycoplasma gallisepticum,is affected by,40
Corticosterone,Latitude,is affected by,40
Latitude,Corticosterone,affects,40
Carpodacus mexicanus,Laboratory,is studied in,40
Carpodacus mexicanus,Free-ranging populations,is studied in,40
Mycoplasma gallisepticum,house finches,affects,41
seasonality,wildlife disease,affects,41
host seasonal breeding,disease dynamics,affects,41
host seasonal social aggregation,disease dynamics,affects,41
partial immunity,disease dynamics,affects,41
Mycoplasma gallisepticum,conjunctivitis,causes,41
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,41
eastern North America,study,location,41
North America,study,location,41
MG,Mycoplasma gallisepticum,disease,41
seasonality,disease dynamics,explains,41
social aggregation,disease dynamics,explains,41
latitudinal variation,disease dynamics,explains,41
breeding,disease dynamics,explains,41
social systems,disease dynamics,explains,41
theoretical model,disease dynamics,explains,41
disease prevalence,disease dynamics,explains,41
population,disease dynamics,explains,41
endemic disease,disease dynamics,explains,41
semi-annual pattern,disease dynamics,explains,41
,Mycoplasmosis,has_effect,42
,Carotenoid plumage coloration,has_effac,42
,Mycoplasma gallicepticum,is_caused_by,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Mycoplasma gallicepticum,Carotenoid utilization,has_effect,42
Mycoplasma gallisepticum,House finches,causes,43
Mycoplasma gallisepticum,Conjunctivitis,causes,43
House finches,Cayuga Basin,habitat,43
House finches,Central New York,habitat,43
House finches,USA,habitat,43
Mycoplasma gallisepticum,House finches,treated,43
House finches,Rapid plate agglutination assay,tested,43
House finches,Polymerase chain reaction,tested,43
House finches,Behavioral observations,observed,43
House finches,Physical examination,observed,43
House finches,Eye scoring,observed,43
House finches,Body weight,observed,43
House finches,Body condition index,observed,43
Mycoplasma gallisepticum,Domestic poultry,affects,43
Abstract,house finches,contains,44
house finches,Mycoplasma gallisepticum,hosts,44
Abstract,baseline population health measures,reports,44
seasonal changes,physiologic parameters,affects,44
physiologic parameters,seasonal changes,varies,44
Abstract,breeding season,cites,44
Abstract,winter,cites,44
Abstract,fall migration,cites,44
voided fecal material,bacterial isolates,may contain,44
bacterial isolates,normal gastrointestinal flora,represent,44
Abstract,Avian pox lesions,cites,44
Abstract,blood and gastrointestinal parasite infections,cites,44
Proctophyllodes spp.,feather mite infestations,causes,44
Abstract,Proctophyllodes spp.,cites,44
logistic regression analysis,data,analyzes,44
data,fat scores,includes,44
data,tarsal length,includes,44
data,male,includes,44
Abstract,mite infestation,cites,44
house finches,Mycoplasma gallisepticum,infected by,45
eastern house finch population,Mycoplasma gallisepticum,infected by,45
western house finch population,Mycoplasma gallisepticum,infected by,45
house finches from Montana,Mycoplasma gallisepticum,infected by,45
house finches from Alabama,Mycoplasma gallisepticum,infected by,45
house finches from Montana,serum plate agglutination assay,tested with,45
house finches from Montana,polymerase chain reaction,tested with,45
house finches from Montana,ocular inoculation,infected by,45
house finches from Montana,contact exposure,infected by,45
house finches from Montana,bilateral ocular inoculation,infected by,45
house finches from Montana,house finch from Alabama,co-housed with,45
house finches from Montana,conjunctivitis,developed,45
house finches from Alabama,conjunctivitis,developed,45
house finches from Montana,Mycoplasma gallisepticum,seroconverted,45
house finches from Alabama,Mycoplasma gallisepticum,seroconverted,45
house finches from Montana,Mycoplasma gallisepticum,had evidence of infection,45
house finches from Alabama,Mycoplasma gallisepticum,had evidence of infection,45
Mycoplasma gallisepticum,house finches,infects,46
house finches,Mycoplasma gallisepticum,host,46
Auburn,house finches,location,46
1995,epidemic,year,46
1996,study,year,46
1998,study,year,46
MG,house finches,disease,46
polymerase chain reaction,Mycoplasma gallisepticum,test,46
serologic analysis,Mycoplasma gallisepticum,test,46
choanal swabs,Mycoplasma gallisepticum,sample,46
blood,Mycoplasma gallisepticum,sample,46
conjugunctivitis,house finches,disease,46
quarantine period,study,period,46
wk,quarantine period,unit,46
study,experiment,study,46
experiment,host-parasite interaction,experiment,46
wild population,surveys,population,46
surveys,wild population,survey,46
,mycoplasmosis,associated_with,47
house finches,Mycoplasma gallisepticum,infected_with,47
Wildlife Rehabilitation Center of Minnesota,Minnesota,located_in,47
Wildlife Rehabilitation Center of Minnesota,house finches,treated,47
house finches,enrofloxacin,treated_with,47
house finches,gentamicin,treated_with,47
house finches,PCR,tested_with,47
house finches,polymerase chain reaction,tested_with,47
house finches,culture,tested_with,47
house finches,nested-PCR,tested_with,47
,Mycoplasma gallisepticum,contains,48
nestlings,Mycoplasma gallisepticum,inferredly_infected_by,48
breeding adults,Mycoplasma gallisepticum,infected,48
nestlings,breeding adults,exposed_to,48
house finches,nests,habitat_of,48
nests,house finches,home_of,48
eggs,nestlings,hatched_from,48
nestlings,eggs,grown_from,48
Vitelline membrane,embryos,contains,48
choanal cleft,swabs,contains,48
conjunctiva,swabs,contains,48
molded embryo,embryos,contains,48
nestedlins,Mycoplasma gallisepticum,infected,48
serologic tests,antibodies,tested,48
polymerase chain reaction,Mycoplasma gallisepticum,used_to_detect,48
Mycoplasma gallisepticum,house finches,established_in,49
Mycoplasma gallisepticum,domestic poultry,introduced_to,49
Chickens,Mycoplasma gallisepticum,infected_with,49
House finches,Mycoplasma gallisepticum,infected_with,49
Chickens,infected finches,extended_contact_with,49
infected finches,Chickens,direct_contact_with,49
House finches,experimentally infected chickens,direct_contact_with,49
experimentally infected chickens,House finches,direct_contact_with,49
Mycoplasma gallisepticum,Chickens, transmitted_to,49
infected finches,Mycoplasma gallisepticum,infected_with,49
Mycoplasma gallisepticum,house finches,isolated_from,50
Mycoplasma gallisepticum,conjunctivitis,causes,50
Mycoplasma gallisepticum,conjunctival and/or infraorbital sinus swabs,isolated_from,50
Mycoplasma gallisepticum,direct immunofluorescence,identified_by,50
Mycoplasma gallisepticum,DNA probe-based polymerase chain reactions,identified_by,50
house finches,Mycoplasma gallisepticum,infected_with,50
USA,epornitic,location_of,50
mid-Atlantic and eastern states,epornitic,location_of,50
1994,epornitic,year_of,50
,Mycoplasma gallisepticum,contains,51
house finches,Mycoplasma gallisepticum,infected with,51
Mycoplasma gallisepticum,house finches,found in,51
Maryland,study,location of,51
Georgia,study,location of,51
study,field investigation,investigated by,51
field investigation,researchers,performed by,51
serum plate agglutination,testing,used for,51
hemagglutination inhibition,testing,used for,51
conjunctiva,birds,sample taken from,51
sinus,birds,sample taken from,51
choanal cleft,birds,sample taken from,51
polymerase chain reaction,testing,used for,51
study,research,funded by,51
Avian host,West Nile virus,hosts,52
Avian host,St. Louis encephalitis virus,hosts,52
mosquito,West Nile virus,vector,52
mosquito,St. Louis encephalitis virus,vector,52
NY99 strain,West Nile virus,is a strain of,52
California passerine birds,West Nile virus,are susceptible to,52
Western scrub jays,viremia response,produce,52
house finches,viremia response,produce,52
house sparrows,viremia response,produce,52
mourning doves,West Nile virus,are susceptible to,52
Culex mosquitoes,West Nile virus,are infected by,52
Culex mosquitoes,St. Louis encephalitis virus,are infected by,52
Culex stigmatosoma Dyar,West Nile virus,is susceptible to,52
Culex tarsalis Coquillett,West Nile virus,is susceptible to,52
Culex p. quinquefasciatus Say,West Nile virus,is susceptible to,52
Culex quinquefasciatus,birds,feeds_on,53
