source,target,relation_type,doc_id
New York,Tomkins County,location,11
USA,New York,location,11
February 1998,study beginning,time,11
March 1998,study ending,time,11
February 1999,study ending,time,11
Mycoplasma gallisepticum,house finch,infects,12
Mycoplasma gallisepticum,American goldfinch,infects,12
Mycoplasma gallisepticum,house sparrow,infects,12
American goldfinch,naive house finches,is infectious to,12
house sparrow,naive house finches,is infectious to,12
Mycoplasma gallisepticum,Coccothraustes vespertinus,infects,13
Mycoplasma gallisepticum,Pinicola enucleator,infects,13
Mycoplasma gallisepticum,house finches,infects,13
Mycoplasma gallisepticum,American gold finches,infects,13
Mycoplasma gallisepticum,evening grosbeak,is isolated from,13
Mycoplasma gallisepticum,polymerase chain reaction,is identified by,13
Mycoplasma gallisepticum,random amplified polymorphic DNA (RAPD) fingerprinting,is identified by,13
Mycoplasma gallisepticum,direct immunofluorescence,is identified by,13
Quebec,Canada,is located in,13
evening grosbeaks,conjunctivitis,are affected by,13
pine grosbeaks,conjunctivitis,are affected by,13
house finches,conjunctivitis,are affected by,13
American gold finches,conjunctivitis,are affected by,13
house finches,Mycoplasma gallisepticum,infected by,14
American goldfinches,Mycoplasma gallisepticum,infected by,14
purple finches,Mycoplasma gallisepticum,infected by,14
house sparrows,Mycoplasma gallisepticum,infected by,14
house finches,American goldfinches,transmits to,14
house finches,purple finches,transmits to,14
house finches,house sparrows,transmits to,14
House Finch Disease Survey,conjunctivitis in birds,monitors,14
House Finch Disease Survey,host range of conjunctivitis,documents,14
,Mycoplasma gallisepticum,caused_by,15
wild house finches,Mycoplasma gallisepticum,infected_by,15
wild songbirds,Mycoplasma gallisepticum,infected_by,15
poultry,Mycoplasma gallisepticum,infected_by,15
American goldfinch,Mycoplasma gallisepticum,infected_by,15
mid-Atlantic region,wild house finches,location_of,15
eastern United States,wild house finches,location_of,15
Canada,wild house finches,location_of,15
wild house finches,Mycoplasmal conjunctivitis,infected_with,15
American goldfinch,Mycoplasmal conjunctivitis,infected_with,15
Mycoplasma sturni,European starling,isolated from,16
Mycoplasma sturni,Glucose,ferments,16
Mycoplasma sturni,37 C,grows rapidly at,16
house finches,Mycoplasma gallisepticum,host,17
Mycoplasma gallisepticum,house finches,pathogen,17
sub-urban Washington D.C.,Mycoplasma gallisepticum,location,17
Volunteer observers,epidemic,observer,17
March 1997,epidemic,endpoint,17
November 1994,epidemic,startpoint,17
conjunctivitis,Mycoplasma gallisepticum,cause,17
house finch population,conjunctivitis,affected,17
fall,conjunctivitis,seasonality,17
winter,conjunctivitis,seasonality,17
juveniles,conjunctivitis,carrier,17
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,18
house finches,conjunctivitis,are more likely to be observed with,18
house finches,mycoplasmal conjunctivitis,are associated with,18
year of the study,conjunctivitis in house finches,is associated with,18
season,conjunctivitis in house finches,is associated with,18
presence of tube style feeders,conjunctivitis in house finches,is associated with,18
presence of raised platform type feeders,conjunctivitis in house finches,may be protective against,18
bird feeding activities,to prevent spread of disease,may need to be modified,18
November 1994 and October 1996,study,is the time period of,18
eastern USA,study,is the location of,18
residential bird feeding sites,study,are the location of,18
volunteers,"7,224 monthly observations",provided,18
questionnaires,information,were used to collect,18
citizen-based survey,potential risk factors,was used to identify,18
multivariate analysis,logistic regression model,used,18
bivariate analyses,potential risk factors,were used to identify,18
Mycoplasma gallisepticum,house finches,infection,19
house finches,Mycoplasma gallisepticum infection,suffer,19
house finch,Mycoplasma gallisepticum,infected by,20
house finch,Mycoplasma gallisepticum,exposed to,20
Mycoplasma gallisepticum,house finch,infects,20
house finch,serum plate agglutination (SPA) assay,tested by,20
house finch,polymerase chain reaction (PCR),tested by,20
Mycoplasma gallisepticum,polymerase chain reaction (PCR),detected by,20
house finch,asymptomatic state,has,20
house finch,infected state,has,20
house finch,symptomatic state,has,20
house finch,carrier,may be,20
house finch,in early stages of infection,may be,20
host-parasite relationship,house finch,changes over time,20
Mycoplasma gallisepticum,house finches,infects,21
Mycoplasma gallisepticum,poultry production facilities,is present in,21
house finches,poultry production facilities,are associated with,21
Mycoplasma gallisepticum,eastern population of house finches,has spread to,21
house finches,poultry farms,are captured at,21
house finches,feeder stations,are captured at,21
birds,Mycoplasma gallisepticum,are screened for,21
birds,serum plate agglutination,are tested for,21
birds,polymerase chain reaction,are tested for,21
birds,hemagglutination inhibition,are tested for,21
birds,histopathology,are tested for,21
Mycoplasma gallisepticum,tufted titmice,is detected in,21
tufted titmice,Mycoplasma gallisepticum,may be nonclinical carriers of,21
biosecurity,risks of transmission between wild and domestic birds,is recommended to minimize,21
Mycoplasma gallisepticum,House finch,infects,22
Mycoplasma gallisepticum,Chicken,is a pathogen of,22
Mycoplasma gallisepticum,Turkey,is a pathogen of,22
House finch,Mycoplasma gallisepticum,hosts,22
pvpA gene,PvpA protein,encodes for,22
PvpA protein,null,is a putative cytadhesin,22
house finch,plumage coloration,has trait,23
plumage coloration,resistance to parasite,predicts,23
Mycoplasma gallicepticum,house finch,infects,23
plumage coloration,clearance of disease,influences,23
female,male,chooses,23
male,carotenoid-based plumage coloration,has trait,23
carotenoid-based plumage coloration,female mate choice,is criterion,23
Hamilton-Zuk hypothesis,signal of individual resistance,proposes,23
plumage coloration,individual resistance,is signal,23
Mycoplasma gallisepticum,house finches,infects,24
Mycoplasma gallisepticum,songbirds,is isolated from,24
random amplification of polymorphic DNA,house finch and other songbird isolates,is used to identify,24
amplified-fragment length polymorphism,random amplification of polymorphic DNA,is compared to,24
initial stages of the MG epidemic,isolates from different geographic locations and songbird species,involve,24
one 2001 isolate from New York,other songbird samples,is different from,24
one 2001 isolate from New York,vaccine and reference strains,clusters with,24
,Mycoplasma gallisepticum, host-pathogen interaction ,25
Mycoplasma gallisepticum,conjunctivitis,cause,25
Mycoplasma gallisepticum,eastern range of North America,emplaced in,25
Mycoplasma gallisepticum,native range of house finches,emplaced in,25
Mycoplasma gallisepticum,house finches,found in,25
Mycoplasma gallisepticum,Carpodacus mexicanus,found in,25
Mycoplasma gallisepticum,poultry,found in,25
Mycoplasma gallisepticum,chickens,found in,25
Mycoplasma gallisepticum,turkeys,found in,25
,house finches,co-occurred with,25
,Carpodacus mexicanus,co-occurred with,25
2002,first confirmed in the western native range of house finches,occurred,25
2004,"positive polymerase chain reaction results with samples from birds captured near Portland, Oregon",occurred,25
2005,"positive polymerase chain reaction results with samples from birds captured near Portland, Oregon",occurred,25
House Finches,Mycoplasma gallisepticum,hosts,26
Mycoplasma gallisepticum,asymptomatic carriers,transmitted by,26
Mycoplasma gallisepticum,House Finches,transmitted by,26
West Nile Virus,Mycoplasma gallisepticum,similar transmission,26
Avian influenza,Mycoplasma gallisepticum,similar transmission,26
house finch,Mycoplasma gallisepticum,host_of,27
IgA,house finch,produced_by,27
IgA,Mycoplasma gallisepticum,neutralizes,27
IgA,mucosal immunity,functions_in,27
rabbit,anti-sera,produces,27
anti-sera,house finch,targets,27
anti-sera,plasma cells,identifies,27
anti-sera,Mycoplasma gallisepticum-specific IgA antibodies,detects,27
Mycoplasma gallisepticum,house finch,infects,27
Mycoplasma gallisepticum,conjunctivitis,causes,27
Mycoplasma sturni,California House Finch,is isolated from,28
Mycoplasma gallisepticum,House Finches,causes disease in,28
Mycoplasma gallisepticum,North America songbirds,is isolated from,28
Mycoplasma sturni,House Finches,does not cause disease in,28
Mycoplasma sturni,mycoplasma isolate,is identified as,28
male house finches,diseased conspecifics,prefer,29
male house finches,infected conspecifics,avoid,29
healthy captive house finches,near,forage,29
healthy captive house finches,near,forage,29
healthy males,risk of contracting MG,inadvertently increase,29
diseased males,historically beneficial behavioural cue,present,29
diseased males,aggression rates,reduce,29
females,no preference,show,29
MG,lethargy and visible conjunctivitis,cause,29
MG,during feeding,be directly transmitted,29
healthy males,risk of contracting MG,increase,29
MG,in wild populations,persist,29
Mycoplasma gallisepticum,house finches,infects,30
Mycoplasma gallisepticum,American goldfinches,transmits,30
house finches,Mycoplasma gallisepticum,are primary hosts for,30
American goldfinches,Mycoplasma gallisepticum,are alternate hosts for,30
northern cardinals,disease prevalence in house finches,influence,30
American goldfinches,disease prevalence in house finches,influence,30
spatial variation in bird communities,geographic variation in disease prevalence,affects,30
house finches,Mycoplasma gallisepticum,host,31
Mycoplasma gallisepticum,mycoplasmal conjunctivitis,pathogen,31
eastern house finch population,mycoplasmal conjunctivitis,affected by,31
northerly latitudes,mycoplasmal conjunctivitis,affected by,31
northerly inland populations,mycoplasmal conjunctivitis,affected by,31
eastern house finch population,epidemic modeling approach,studied using,31
Mycoplasma gallisepticum,House finch,attaches to,32
Mycoplasma gallisepticum,House finch,invades,32
Mycoplasma gallisepticum,House finch,infects,32
Mycoplasma gallisepticum genome load,qPCR assay,detectable by,32
qPCR assay,mgc2 gene,uses,32
qPCR assay,Rag-1 as internal control gene,uses,32
House finch,Mycoplasma gallisepticum,harbors,32
Mycoplasma gallisepticum load,Conjunctivitis,correlates with,32
Mycoplasma gallisepticum,House finches,infects,33
House finches,Mycoplasma gallisepticum,hosts,33
House finches,Mosquitoes,interacts with,33
Culex pipiens pipiens,Mycoplasma gallisepticum,transmits,33
Carpodacus mexicanus,Mycoplasma gallisepticum,is a host of,33
Mycoplasma gallisepticum,Mosquito blood feeding patterns,influences,33
Arthropod-borne pathogens,Mosquitoes,transmitted by,33
House Finches,Mycoplasma gallisepticum,host,34
House Sparrows,House Finches,competitor,34
House Finches,House Sparrows,competitor,34
House Finches,mycoplasmal conjunctivitis,host,34
Mycoplasma gallisepticum,mycoplasmal conjunctivitis,cause,34
House Finches,United States,location,34
House Sparrows,United States,location,34
Christmas Bird Count,House Finches,data source,34
Christmas Bird Count,House Sparrows,data source,34
Project FeederWatch,House Finches,data source,34
Project FeederWatch,House Sparrows,data source,34
Breeding Bird Survey,House Finches,data source,34
Breeding Bird Survey,House Sparrows,data source,34
northeastern United States,House Finches,location,34
northeastern United States,House Sparrows,location,34
House Finch,Mycoplasma gallisepticum,hosts,35
Mycoplasma gallisepticum,House Finch,infects,35
Detection probabilities,Estimated disease prevalence,affect,35
State-specific detection probabilities,Apparent prevalence,influence,35
Apparent prevalence,State-specific detection probabilities,is affected by,35
Disease prevalence,Mark-recapture data,is estimated using,35
Disease dynamics,Estimated disease prevalence,are studied using,35
Biotic and abiotic factors,Detection probabilities,influence,35
Field studies,Accounting for detection probabilities,require,35
Large scales,Mark-recapture approach impractical,make,35
house finches,Mycoplasma gallisepticum,hosts,36
multilocus heterozygosity,pathogen resistance,predicts,36
multilocus heterozygosity,cell-mediated immunocompetence,predicts,36
Mycoplasma gallisepticum,house finches,infects,36
house finches,disease,develop,36
heterozygous house finches,stronger cell-mediated immune responses,mount,36
heterozygous house finches,greater resistance to MG,show,36
cell-mediated immunocompetence,greater resistance to MG,partly explains,36
Carpodacus mexicanus,Mycoplasma gallisepticum,host,37
Mycoplasma gallisepticum,Carpodacus mexicanus,pathogen,37
Eastern United States,Carpodacus mexicanus,location,37
Amplified Fragment Length Polymorphism,genetic diversity analysis,used for,37
Major Histocompatibity Complex,pathogen resistance,involved in,37
Mycoplasma,dramatic declines,causes,37
Mycoplasma,finch immune system,manipulates,37
Cytomegalovirus,mouse immune system,similar manipulation,37
Mycoplasma gallisepticum,house finch,infects,38
house finch,Mycoplasma gallisepticum,hosts,38
Mycoplasma gallisepticum,epizootic,causes,38
epizootic,house finch population numbers,affects,38
Mycoplasma gallisepticum,house finch morphology,selects,38
Mycoplasma gallisepticum,gene expression,regulates,38
gene expression,Mycoplasma gallisepticum,is regulated by,38
HSP 90,Mycoplasma gallisepticum,is up-regulated by,38
MHC II-associated invariant chain,Mycoplasma gallisepticum,is down-regulated by,38
T-cell immunoglobulin mucin 1,Mycoplasma gallisepticum,is up-regulated by,38
TIM1,Mycoplasma gallisepticum,is up-regulated by,38
CD74,Mycoplasma gallisepticum,is down-regulated by,38
house finch,Mycoplasma gallisepticum,hosts,39
Mycoplasma gallisepticum,conjunctivitis,causes,39
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,39
eastern North America,Mycoplasma gallisepticum,location,39
Auburn University,study,location,39
peri-urban environment,study,location,39
wild songbirds,Mycoplasma gallisepticum,hosts,39
mourning doves,Mycoplasma gallisepticum,hosts,39
Baeolophus bicolor,Mycoplasma gallisepticum,hosts,39
Fringillidae,Mycoplasma gallisepticum,family,39
eastern tufted titmice,Mycoplasma gallisepticum,hosts,39
wild avian species,Mycoplasma gallisepticum,hosts,39
cage-bird species,Mycoplasma gallisepticum,hosts,39
polymerase chain reaction,diagnosis,used for,39
agglutination reactions,diagnosis,used for,39
antibodies,Mycoplasma gallisepticum,produced by,39
mycoplasmosis,Mycoplasma gallisepticum,caused by,39
conjunctivitis,Mycoplasma gallisepticum,caused by,39
Carpodacus mexicanus,Mycoplasma gallisepticum,host,40
Corticosterone,Immune Function,impairs,40
Stress,Susceptibility to Disease,increases,40
Corticosterone,Mycoplasma gallisepticum Infection,increases,40
House Finch,Corticosterone,has,40
Mycoplasma gallisepticum,House Finch,infects,40
Corticosterone,Body Condition,is associated with,40
Corticosterone,Fat Load,is associated with,40
Latitude,Corticosterone Concentrations,affects,40
Year,Corticosterone Concentrations,affects,40
Mycoplasma gallisepticum,house finches,infects,41
seasonal breeding,Mycoplasma gallisepticum,affects,41
social aggregation,Mycoplasma gallisepticum,affects,41
partial immunity,Mycoplasma gallisepticum,affects,41
house finches,Mycoplasma gallisepticum,hosts,41
eastern North America,house finches,location of,41
house finch conjunctivitis,Mycoplasma gallisepticum,caused by,41
Mycoplasma gallicepticum,House finches,infects,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Mycoplasma gallicepticum,Carotenoid utilization,affects,42
Mycoplasma gallicepticum,Plumage coloration,affects,42
Mycoplasma gallicepticum,Carotenoid absorption or transportation,compromises,42
house finches,Mycoplasma gallisepticum,host,44
house finches,Proctophyllodes spp.,infested,44
house finches,avian pox,infected,44
house finches,blood and gastrointestinal parasite infections,infected,44
house finches,greater fat scores,characterized by,44
house finches,tarsal length,characterized by,44
house finches,being male,characterized by,44
Mycoplasma gallisepticum,house finches,infects,44
Proctophyllodes spp.,house finches,infests,44
avian pox,house finches,infects,44
blood and gastrointestinal parasite infections,house finches,infect,44
Mycoplasma gallisepticum,House finches,infects,46
House finches,Mycoplasma gallisepticum,hosts,46
Auburn,House finches,location,46
1995,epidemic,year,46
1996,study,year,46
1998,study,year,46
Mycoplasma gallisepticum,Choanal swabs,detected,46
Mycoplasma gallisepticum,Blood,detected,46
Mycoplasma gallisepticum,Conjunctivitis,causes,46
House finches,Mycoplasma gallisepticum,responds,46
Polymerase chain reaction,Mycoplasma gallisepticum detection,used,46
Serologic analysis,Mycoplasma gallisepticum detection,used,46
Quarantine,House finches,used,46
house finches,Mycoplasma gallisepticum,infected by,47
Mycoplasma gallisepticum,conjunctivitis,causes,47
house finches,clinical signs,presented with,47
Wildlife Rehabilitation Center of Minnesota,42 cases,admitted,47
birds,oral enrofloxacin and ophthalmic gentamicin,treated with,47
birds,clinical signs,showed resolution of,47
finches,up to 6 mo,held for,47
finches,Mycoplasma gallisepticum,tested for,47
nested PCR,Mycoplasma gallisepticum,detected,47
culture,Mycoplasma gallisepticum,detected,47
nested PCR,culture,more sensitive than,47
Mycoplasma gallisepticum,house finch,infects,48
house finch,Mycoplasma gallisepticum,hosts,48
Breeding adults,Mycoplasma gallisepticum,transmit,48
Dependent offspring,Mycoplasma gallisepticum,receive,48
Pooled choanal and conjunctival swab samples,positive for MG by PCR,test,48
Nestlings,for clinical signs of conjunctivitis,examine,48
Nestlings,for mortality,examine,48
Serologic tests,antibodies to MG,detect,48
Nestlings,for MG isolation and PCR testing,sample,48
Eggs,for MG isolation and PCR testing,sample,48
Nestlings,for MG isolation and PCR testing,sample,48
Breeding adults,Mycoplasma gallisepticum,transmit,48
Dependent offspring,Mycoplasma gallisepticum,receive,48
Pooled choanal and conjunctival swab samples,positive for MG by PCR,test,48
Mycoplasma gallisepticum,house finches,infects,49
house finches,chickens,transmit,49
chickens,house finches,transmit,49
direct contact,Mycoplasma gallisepticum,transmits,49
extended period of direct contact,transmission of Mycoplasma gallisepticum,requires,49
biosecurity measures,potential for MG transmission,reduces,49
Mycoplasma gallisepticum,conjunctivitis,causes,50
Mycoplasma gallisepticum,house finches,isolated from,50
Mycoplasma gallisepticum,MG,identified as,50
house finches,conjunctivitis,affected by,50
mid-Atlantic and eastern states of the USA,epornitic,location of,50
1994,epornitic,year of,50
conjunctivitis,unilateral or bilateral conjunctival swelling,causes,50
conjunctivitis,serous to mucopurulent drainage,causes,50
conjunctivitis,nasal exudate,causes,50
conjunctivitis,chronic lymphoplasmacytic conjunctivitis,associated with,50
conjunctivitis,rhinitis,associated with,50
conjunctivitis,sinusitis,associated with,50
Mycoplasma gallisepticum,House finches,infects,51
House finches,Mycoplasma gallisepticum,hosts,51
Mycoplasma gallisepticum,"Swabs from conjunctiva, sinus, and choanal cleft",isolated from,51
"Swabs from conjunctiva, sinus, and choanal cleft",Mycoplasma broth media,inoculated into,51
Mycoplasma broth media,Culture and PCR testing,used for,51
Serum samples,Serum plate agglutination and Hemagglutination inhibition,tested by,51
Conjunctival lesions,Mycoplasma gallisepticum,caused by,51
Histologic findings,Epithelial and lymphoid hyperplasia and lymphoplasmacytic inflammation,characterized by,51
Avian host,West Nile virus,hosts,52
Avian host,St. Louis encephalitis virus,hosts,52
Mosquito,West Nile virus,vector,52
Mosquito,St. Louis encephalitis virus,vector,52
California passerine birds,NY99 strain of West Nile virus,infected by,52
Western scrub jays,elevated viremia response,produced,52
House finches,elevated viremia response,produced,52
Mourning doves,West Nile virus,infected by,52
Culex mosquitoes,West Nile virus,infected by,52
Culex stigmatosoma Dyar,West Nile virus,most susceptible to,52
Culex tarsalis Coquillett,West Nile virus,susceptible to,52
Culex p. quinquefasciatus Say,West Nile virus,susceptible to,52
Transmitting female Cx. tarsalis,avian hosts to a wide range of infectious doses,exposed,52
House finches,West Nile virus,infected by,52
Mourning doves,West Nile virus,infected by,52
West Nile virus,birds,virulent in,52
Culex quinquefasciatus,West Nile virus,hosts,53
Culex quinquefasciatus,birds,feeds on,53
Culex quinquefasciatus,mammals,feeds on,53
Culex quinquefasciatus,West Nile virus,transmits,53
West Nile virus,blue jays,infects,53
West Nile virus,American crows,infects,53
Trichostrongylus tenuis,Lagopus lagopus scoticus,infect,60
Trichostrongylus tenuis,Eggs, develops in,60
Trichostrongylus tenuis,Third-stage larvae,transforms to,60
Eggs,Infective larvae,hatches to,60
Infective larvae,Desiccation,dies,60
Infective larvae,Temperature,survives,60
Trichostrongylus tenuis,red grouse,associated with,61
Trichostrongylus tenuis,population crashes,infection causes,61
Peter Hudson,grouse-T. tenuis,describes dynamics of system,61
Trichostrongylus tenuis,control methods,targeted by,61
testosterone,parasite infection,increases,62
testosterone,aggressive behaviour,influences,62
testosterone,recruitment,influences,62
Trichostrongylus tenuis,Host,infects,62
Trichostrongylus tenuis,host production,affects,62
red grouse,Trichostrongylus tenuis,hosts,63
Trichostrongylus tenuis,red grouse,parasitizes,63
fenbendazole,Trichostrongylus tenuis,used to control,63
medicated grit,fenbendazole,medicated with,63
red grouse liver,fengbenzdazle and its metabolites,sample of,63
HPLC-MS-MS,fengbenzdazle and its metabolites,used to detect and quantify,63
Lagopus lagopus scoticus,Trichostrongylus tenuis,host,64
male aggressiveness,territoriality,effect,64
Trichostrongylus tenuis,cycles in red grouse,cause,64
male aggressiveness,cycles in red grouse,cause,64
Bayesian state-space modeling,mechanistic models,uses,64
mechanistic models,cyclic dynamics,explains,64
population data,model fitting,used for,64
Trichostrongylus tenuis,Lagopus lagopus scoticus,interacts with,64
Usutu virus,Clinical signs,causes,65
Usutu virus,Gallus domesticus,infects,65
Usutu virus,Turdus merula,infects,65
Usutu virus,mosquito,transmitted_by,65
Usutu virus,Reverse-transcriptase polymerase chain reaction,detected_by,65
Usutu virus,Immunohistochemistry,detected_by,65
Usutu virus,Clovacal swabs,shed_by,65
Usutu virus,Peripheral blood mononuclear cells,detected_in,65
Usutu virus,Antibody response,elicits,65
USUV strain Vienna 2001-blackbird (939/01),Usutu virus,is_strain_of,65
Gallus domesticus,Pathogen,is_host_of,65
Turdus merula,Pathogen,is_host_of,65
Usutu virus,Japanese encephalitis virus,is related to,66
Usutu virus,West Nile virus,is related to,66
Usutu virus,Hungary,emerges in,66
Usutu virus,Blackbird,infects,66
Usutu virus,Organ samples,is detected in,66
Blackbird,Usutu virus,is infected with,66
Blackbird,Budapest,is found dead in,66
Mosquito,Usutu virus,transmits,66
Reverse transcription-PCR,Usutu virus,detects,66
Immunohistochemistry,Usutu virus,detects,66
In situ hybridization,Usutu virus,detects,66
Budapest,Hungary,is located in,66
Usutu virus,Culex pipiens complex,transmitted by,67
Usutu virus,arthropod vectors,circulates between,67
Usutu virus,avian amplification hosts,circulates between,67
Usutu virus,mammalian hosts,infects,67
Usutu virus,humans,infects,67
Usutu virus,high mortality in birds,leads to,67
Usutu virus,West Nile virus,has similar dynamics with,67
Usutu virus,blackbirds,transmitted to,67
Usutu virus,American robins,transmitted to,67
Weissenböck et al.,Usutu virus,detected,67
Chvala et al.,Usutu virus activity,monitored,67
Nowotny et al.,basic reproduction numbers,estimated,67
Model,observed number of dead birds,reproduced,67
Model,percentage of bird population acquired immunity,predicted,67
Model,annually averaged basic reproduction numbers,estimated,67
Usutu virus,West Nile virus,related_to,68
Usutu virus,natural transmission cycle,persist_in,68
Usutu virus,mass mortalities in blackbirds,cause_of,68
blackbirds,Usutu virus,reservoir_of,68
mosquitoes,Usutu virus,vector_of,68
birds,Usutu virus,reservoir_of,68
IPP,five global climate models,predicted_temperature_in,68
IPP,USUV model,entered_into,68
IPP,IPCC,considered_four_different_climate-warming_scenarios_from,68
USUV,host_population,persist_in,68
USUV,successively,predicted_to_increase_outbreak_frequency,68
USUV,blackbird_population,causes_endemic_equilibrium_with_decline_of,68
annual basic reproduction number,1901-2100,calculated_for_period,68
Usutu virus,Avian mortality,causes,69
Usutu virus,Austria,emerges,69
Usutu virus,Austria,spreads,69
Usutu virus,Dead birds,is detected in,69
Dead birds,Reverse-transcriptase polymerase chain reaction,are examined by,69
Dead birds,Immunohistochemistry,are examined by,69
Usutu virus,Tissues of birds,is present in,69
Blackbirds,Usutu virus,are infected with,69
Usutu virus,Surroundings of Vienna,circulates in,69
Usutu virus,Lower Austria,circulates in,69
Usutu virus,Burgenland,circulates in,69
Usutu virus,Styria,circulates in,69
Herd immunity,Birds,develops in,69
Usutu virus,Domestic geese,replicates in,70
Usutu virus,Eurasian blackbirds,infects,70
