source,target,relation_type,doc_id
evening grosbeaks,catarrhal and lymphoplasmacytic conjunctivitis,affected by,13
pine grosbeaks,catarrhal and lymphoplasmacytic conjunctivitis,affected by,13
evening grosbeaks,unilateral or bilateral,affected by,13
pine grosbeaks,unilateral or bilateral,affected by,13
Mycoplasma gallisepticum,Mycoplasma gallisepticum conjunctivitis,causes,13
Mycoplasma gallisepticum,eastern North America,extends to,13
Mycoplasma gallisepticum,House finches,infects,14
House finches,Mycoplasma gallisepticum,hosts,14
House finches,American goldfinches,transmits,14
House finches,Purple finches,transmits,14
House finches,House sparrows,transmits,14
House finches,American goldfinches,spills over,14
House finches,Purple finches,spills over,14
House finches,House sparrows,spills over,14
House Finch Disease Survey,Conjunctivitis,monitors,14
Feeding stations,House finches,hosts,14
Eastern North America,House Finch Disease Survey,location,14
Wintering populations,Conjunctivitis,affected,14
Month,Conjunctivitis,time,14
wild house finches,Mycoplasma gallisepticum,infected by,15
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,causes,15
wild house finches,Mycoplasma gallisepticum,hosts,15
mid-Atlantic region,wild house finches,location of,15
eastern United States,wild house finches,location of,15
Canada,wild house finches,location of,15
American goldfinch,Mycoplasma gallisepticum,infected by,15
Mycoplasma gallisepticum,American goldfinch,transmitted to,15
Mycoplasma sturni,European starling,is isolated from,16
Mycoplasma sturni,Glucose,ferments,16
Mycoplasma sturni,Chicken erythrocytes,does not hemadsorb,16
Mycoplasma sturni,Chicken erythrocytes,does not hemagglutinate,16
Mycoplasma sturni,37 C,grows rapidly at,16
European starling,Conjunctivitis,suffers from,16
European starling,Episcleritis,suffers from,16
European starling,Mycoplasma sturni,hosts,16
Mycoplasma sturni,Conjunctivitis,causes,16
House finches,Mycoplasma gallisepticum,have conjunctivitis caused by,16
Mycoplasma sturni,conjunctivitis in other passerine species,has unknown role in,16
House finches,Mycoplasma gallisepticum,host of,17
Mycoplasma gallisepticum,Conjunctivitis,causes,17
House finches,Mycoplasma gallisepticum,carries,17
House finches,Eastern North America,migrates,17
House finches,Eastern North America,disperses,17
Conjunctivitis,Eastern range,spreads,17
House finches,Conjunctivitis,dies,17
House finches,Winter,decreases,17
Conjunctivitis,Fall,increases,17
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,18
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,18
778 volunteers,"7,224 monthly observations",collect,18
"7,224 monthly observations",information,provide,18
information,health status,include,18
information,types and number of bird feeders,include,18
information,neighborhood housing locale,include,18
information,altitude of the observation site,include,18
house finches,conjunctivitis,are more likely to be observed with,18
house finches,conjunctivitis,are 14 to 72 times as likely to be observed with,18
year of the study,conjunctivitis in house finches,is associated with,18
season,conjunctivitis in house finches,is associated with,18
presence of tube style feeders,conjunctivitis in house finches,is associated with,18
presence of raised platform type feeders,conjunctivitis in house finches,may be protective against,18
modifying bird feeding activities,spread of conjunctivitis,may prevent,18
Mycoplasma gallisepticum,House finches,infects,19
House finches,Lesions,develop,19
Lesions,Conjunctivitis,cause,19
Conjunctivitis,Ocular swelling,cause,19
Conjunctivitis,Ocular and nasal discharge,cause,19
Mycoplasma gallisepticum,Lymphoplasmacytic inflammation,cause,19
Mycoplasma gallisepticum,Epithelial and lymphoid hyperplasia,cause,19
Mycoplasma gallisepticum,Conjunctivitis,cause,19
Mycoplasma gallisepticum,Ocular swelling,cause,19
Mycoplasma gallisepticum,Ocular and nasal discharge,cause,19
Polymerase chain reaction (PCR),Mycoplasma gallisepticum,used to detect,19
Arbitrary primer PCR,Mycoplasma gallisepticum,used to confirm,19
Serum plate agglutination (SPA),Antibody response,used to detect,19
Hemagglutination inhibition (HI),Antibody response,used to detect,19
Enzyme-linked immunosorbent assay (ELISA),Antibody response,used to detect,19
Mycoplasma gallisepticum,Free-flying house finch populations,may have a negative impact on,19
house finch,Mycoplasma gallisepticum,infected with,20
house finch,symptomatic,may represent potential carriers or birds in early stages of infection,20
Mycoplasma gallisepticum,house finch,infects,20
house finch,Mycoplasma gallisepticum,exposed to,20
the population,Mycoplasma gallisepticum,studied,20
clinical disease,house finch,observed in,20
Mycoplasma gallisepticum,finches,detected in,20
serum plate agglutination assay,exposure to Mycoplasma gallisepticum,used to detect,20
polymerase chain reaction,"Mycoplasma gallisepticum in seropositive, asymptomatic birds",used to detect,20
the study,"['March 1998', 'February 1999']",conducted between,20
1986,prevalence observed,comparable to,20
September through November,peak months,related to,20
Mycoplasma gallisepticum,house finches,infects,21
Mycoplasma gallisepticum,conjunctivitis,causes,21
house finches,poultry production facilities,associated with,21
Mycoplasma gallisepticum,commercial poultry,affects,21
poultry farms,house finches,hosts,21
house finches,Mycoplasma gallisepticum,hosts,21
birds,mist net or trap,captured by,21
birds,antibodies to MG,screened for,21
birds,SPA,evaluated with,21
birds,"MG by culture, PCR, and histopathology",tested for,21
tufted titmice,nonclinical carriers of MG,may be,21
house finches,MG at low levels,persist,21
Mycoplasma gallisepticum,House finch,infects,22
Mycoplasma gallisepticum,Chicken,is a pathogen of,22
Mycoplasma gallisepticum,Turkey,is a pathogen of,22
House finch,Mycoplasma gallisepticum,hosts,22
Mycoplasma gallisepticum,House finch populations,has caused significant declines in,22
Mycoplasma gallisepticum,Eastern house finches,is endemic among,22
PvpA,pvpA gene,is encoded by,22
pvpA gene,Polymerase chain reaction (PCR),is evaluated by,22
pvpA gene,Restriction fragment length polymorphism (RFLP) analysis,is evaluated by,22
pvpA gene,Nucleotide sequencing,is evaluated by,22
House finch isolates,previously recognized by RAPD studies,are more polymorphic than,22
House finch isolates,turkey or chicken field isolates,are more closely related to,22
house finch,plumage coloration,has trait,23
plumage coloration,resistance to parasites,predicts,23
Hamilton-Zuk hypothesis,plumage coloration,proposes,23
house finch,Mycoplasma gallicepticum,inoculated with,23
plumage hue,clearance of disease,correlates with,23
male,redder,has plumage hue,23
male,yellower,has plumage hue,23
female,male,chooses,23
female,mate,chooses,23
mate choice,plumage hue,influenced by,23
resistance to parasites,female,benefits,23
Mycoplasma gallisepticum,house finches,infects,25
Mycoplasma gallisepticum,1994,emerged,25
Mycoplasma gallisepticum,conjunctivitis,causes,25
house finches,North America,habitat,25
chickens,North America,habitat,25
turkeys,North America,habitat,25
Mycoplasma gallisepticum,"Missoula, Montana",found,25
Mycoplasma gallisepticum,"Portland, Oregon",found,25
Mycoplasma gallisepticum,2004,detected,25
Mycoplasma gallisepticum,2005,detected,25
polymerase chain reaction,2004,used,25
polymerase chain reaction,2005,used,25
Mycoplasma gallisepticum,House Finch,transmitted by,26
Mycoplasma gallisepticum,House Finches,spread through,26
House Finch,Mycoplasma gallisepticum,infected by,26
House Finches,Mycoplasma gallisepticum,carried asymptomatic,26
West Nile Virus,Mycoplasma gallisepticum,similar transmission,26
Avian influenza,Mycoplasma gallisepticum,similar transmission,26
house finch,Mycoplasma gallisepticum,hosts,27
IgA,anti-sera,produces,27
anti-sera,Mycoplasma gallisepticum-specific IgA,detects,27
anti-sera,house finch serum protein,reacts,27
anti-sera,plasma cells in Harderian gland,identifies,27
anti-sera,plasma cells in conjunctiva,identifies,27
anti-sera,Mycoplasma gallisepticum-specific IgA antibodies,detects,27
rabbit,anti-sera,produces,27
recombinant protein,anti-sera,produces,27
house finch,spleen cDNA,has,27
spleen cDNA,sequence,amplifies,27
Mycoplasma sturni,California House Finch,infects,28
Mycoplasma gallisepticum,conjunctivitis,causes,28
Mycoplasma gallisepticum,House Finches,infects,28
Mycoplasma gallisepticum,Songbirds,infects,28
Mycoplasma sturni,European Starling,infects,28
Mycoplasma sturni,Avian species,infects,28
Mycoplasma isolate,California House Finch,infects,28
Mycoplasma sturni,conjunctivitis in House Finches,fails to cause,28
Male house finches,Diseased conspecifics,prefer,29
Selection,Individuals,favour,29
Individuals,Infected conspecifics,recognize,29
Individuals,Infected conspecifics,avoid,29
Healthy captive house finches,"Same-sex, healthy conspecific",forage near,29
Healthy captive house finches,Infected conspecific,forage near,29
Mycoplasma gallisepticum,Lethargy and conjunctivitis,cause,29
Diseased males,Lower aggression rates,have,29
Diseased males,Evolutionary trap,present,29
Healthy males,Risk of contracting MG,inadvertently increase,29
Healthy males,Diseased conspecifics,feed near,29
Females,Diseased conspecifics,show no preference,29
MG,during feeding,be directly transmitted,29
MG,MG epidemics,cause,29
Wild populations,MG epidemics,have,29
Carpodacus mexicanus,Eastern North America,habitat,31
Carpodacus mexicanus,Southern California,origin,31
Mycoplasma gallisepticum,House finches,infects,31
Able and Belthoff,Proc. R. Soc. Lond.,study,31
Belthoff and Gauthreaux,Condor,study,31
Dhondt et al.,J. Wild. Dis.,study,31
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,causes,31
House finches,Mycoplasma gallisepticum,host,31
Eastern house finch,House finches,population,31
North America,Eastern house finch,location,31
Northerly latitudes,House finches,location,31
Southerly latitudes,House finches,location,31
Northerly inland populations,House finches,location,31
Winter mortality rates,House finches,affect,31
Migratory structure,House finches,influence,31
Epidemic modeling approach,Analytical and computational results,used,31
Analytical and computational results,MG epidemic,suggest,31
MG epidemic,Population declines,cause,31
Initial outbreak of MG,Population declines,cause,31
Mycoplasma gallisepticum,House finches,infects,32
Mycoplasma gallisepticum,Host cells,attaches to,32
Mycoplasma gallisepticum,Host cells,invades,32
Mycoplasma gallisepticum,mgc2 qPCR assay,is detected by,32
mgc2 qPCR assay,TaqMan,uses,32
mgc2 qPCR assay,qPCR,uses,32
mgc2 qPCR assay,Standard curve,uses,32
Mycoplasma gallisepticum,mgc2 qPCR assay,is quantified by,32
Rag-1,Internal control gene,is used as,32
Mycoplasma gallisepticum,Conjunctival samples,is present in,32
Mycoplasma gallisepticum,Conjunctivitis,causes,32
House finches,Conjunctivitis,develop,32
Mycoplasma gallisepticum,House finches,infects,33
House finches,Mycoplasma gallisepticum,hosts,33
Mycoplasma gallisepticum,Mosquito blood feeding patterns,affects,33
Disease-induced lethargy,Host capacity to repel or kill biting mosquitoes,diminishes,33
House finches,Mosquitoes,are exposed to,33
Mosquitoes,House finches,feed on,33
Mycoplasma gallisepticum,House finches,is inoculated into,33
House finches,Mycoplasma gallisepticum,are cured of,33
Mosquitoes,Sick birds,exhibit no preference,33
Sick birds,Defensive behaviors,make fewer,33
Foot stomps,Reduced mosquito feeding success,are associated with,33
House Finch,Mycoplasma gallisepticum,hosts,35
Mycoplasma gallisepticum,House Finch,infects,35
Detection probabilities,Estimated prevalence,affects,35
State-specific detection probabilities,Apparent prevalence,influences,35
Biotic factors,Detection probabilities,influences,35
Abiotic factors,Detection probabilities,influences,35
Mark-recapture data,Detection probabilities,used to estimate,35
Field studies,Ecological index,use,35
Estimated prevalence,State-specific detection probabilities,is affected by,35
Apparent prevalence,Detection probabilities,is biased by,35
house finches,Mycoplasma gallisepticum,hosted by,36
genetic diversity,pathogen resistance,predicts,36
multilocus heterozygosity,cell-mediated immunocompetence,influences,36
multilocus heterozygosity,resistance to Mycoplasma gallisepticum,predicts,36
heterozygous house finches,less severe disease,developed,36
heterozygous house finches,stronger cell-mediated immune responses,mounted,36
house finches,greater resistance to Mycoplasma gallisepticum,showed,36
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,37
Carpodacus mexicanus,United States,introduced,37
Mycoplasma gallisepticum,Carpodacus mexicanus,colonized,37
House finches,Mycoplasma gallisepticum,affected,37
Eastern United States,House finches,location,37
Amplified Fragment Length Polymorphism,AFLP markers,used,37
AFLP markers,genetic diversity,used,37
Major Histocompatibity Complex,MHC,contains,37
MHC,pathogen resistance,related,37
Mycoplasma gallisepticum,epizootic,caused,37
Mycoplasma gallisepticum,House finches,affected,37
MHC,Carpodacus mexicanus,expressed,37
MHC,Mice,expressed,37
Mycoplasma gallisepticum,Finch immune system,manipulated,37
Mycoplasma gallisepticum,Pathogen genome,evolved,37
Mycoplasma gallisepticum,House finch,infects,38
House finch,Mycoplasma gallisepticum,hosts,38
Mycoplasma gallisepticum,Avian host,colonizes,38
Gene expression,Mycoplasma gallisepticum,changes due to,38
Suppression subtractive hybridization,identify differentially expressed genes,used to,38
cDNA macroarray,identify differentially expressed genes,used to,38
SSH,identify differentially expressed genes,used to,38
Tester,Driver,compared with,38
Clone,Spleen,derived from,38
Gene,Spleen,expressed in,38
Homologue,Gene,relates to,38
Vertebrate,MHC II-associated invariant chain,has,38
Northern blot,confirm gene expression,used to,38
Targeted Northern analysis,confirm gene expression,used to,38
Reverse Northern blot,confirm gene expression,used to,38
blast,search for homologues,used to,38
Database,Proteins,contains,38
Mycoplasma gallisepticum,House finch,infects,39
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,39
Mycoplasma gallisepticum,Mourning doves,infects,39
Mycoplasma gallisepticum,Fringillidae,infects,39
Mycoplasma gallisepticum,Baeolophus bicolor,infects,39
House finch,Mycoplasma gallisepticum,hosts,39
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,39
Mourning doves,Mycoplasma gallisepticum,hosts,39
Fringillidae,Mycoplasma gallisepticum,hosts,39
Baeolophus bicolor,Mycoplasma gallisepticum,hosts,39
Auburn University,Mycoplasma gallisepticum,conducts research on,39
Auburn University,Avian species,conducts research on,39
Peri-urban environment,Auburn University,location of research,39
Polymerase chain reaction,Mycoplasma gallisepticum,used to detect,39
Agglutination reaction,Mycoplasma gallisepticum,used to detect,39
Antibodies,Mycoplasma gallisepticum,produced in response to,39
Mycoplasmosis,Mycoplasma gallisepticum,caused by,39
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,40
Corticosterone,House Finch,concentration,40
Stress hormones,immune functions,impair,40
Corticosterone,susceptibility to diseases,increase,40
House Finch,Corticosterone,has,40
House Finch,Mycoplasma gallisepticum,has,40
Corticosterone,body condition,associate with,40
Corticosterone,Fat load,associate with,40
latitude,Corticosterone concentrations,influence,40
year,Corticosterone concentrations,influence,40
winter temperatures,Corticosterone concentrations,influence,40
Mycoplasma gallisepticum,House Finch,infect,40
house finches,Mycoplasma gallisepticum,hostto,41
seasonal breeding,house finch-MG system,influences,41
social aggregation,house finch-MG system,influences,41
Mycoplasma gallisepticum,conjunctivitis,causes,41
house finches,Mycoplasma gallisepticum,exposed to,41
immunity,Mycoplasma gallisepticum,affects,41
seasonal breeding,Mycoplasma gallisepticum,affects,41
social aggregation,Mycoplasma gallisepticum,affects,41
Latitudinal gradient,seasonal breeding,influences,41
House finch-MG system,theoretical model of disease dynamics,modeled by,41
Mycoplasma gallicepticum,Male house finches,infects,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Mycoplasma gallicepticum,Carotenoid utilization,affects,42
Mycoplasma gallicepticum,Reduced expression of ornamental plumage coloration,causes,42
Male house finches,Mycoplasma gallicepticum,are infected by,42
Male house finches,Plumage coloration,have,42
Carotenoid,Molecule,is a,42
Beta-cryptoxanthin,Molecule,is a,42
Tangerine juice,Beta-cryptoxanthin,is a source of,42
House finch plumage,Carotenoid,contains,42
Pathogen,Carotenoid utilization,can have a significant effect on,42
Mycoplasma gallisepticum,House finches,infects,43
House finches,Mycoplasma gallisepticum,hosted,43
Experimental infection,House finches,occurred,43
Mycoplasma gallisepticum,Upper respiratory and ocular infection,caused,43
Eastern house finch,Mycoplasma gallisepticum,was infected by,43
20 MG-free house finches,Cayuga Basin,were captured from,43
20 finches,Mycoplasma gallisepticum,were inoculated with,43
Mycoplasma gallisepticum,2 finches (controls),inoculated,43
Saline solution,2 finches (controls),was used to inoculate,43
Clinical signs of conjunctivitis,House finches,developed,43
MG-infected finches,80%,recovered from infection,43
MG-infected finches,15%,developed chronic infection,43
MG-infected finches,5%,died,43
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,44
Proctophyllodes spp.,Carpodacus mexicanus,infests,44
Avian pox,Carpodacus mexicanus,infected,44
Avian pox,Carpodacus mexicanus,inflicts,44
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,44
Carpodacus mexicanus,Proctophyllodes spp.,hosts,44
Carpodacus mexicanus,Avian pox,infected with,44
House finches,Wisconsin,populated,44
Researchers,Health survey,conducted,44
Researchers,Physiologic parameters,collected,44
house finch,Mycoplasma gallisepticum,infects,45
naïve population of house finches,Mycoplasma gallisepticum,is susceptible to,45
Mycoplasma gallisepticum,eastern house finch population,spreads throughout,45
experimentally infected house finches,Mycoplasma gallisepticum,are exposed to,45
fifteen house finches from Montana,Auburn,are shipped to,45
house finches from Montana,Auburn University aviary,are quarantined at,45
house finches from Montana,serum plate agglutination assay,are tested for,45
house finches from Montana,polymerase chain reaction,are tested for,45
seven house finches from Montana,bilateral ocular inoculation,are infected by,45
four house finches from Alabama,bilateral ocular inoculation,are infected by,45
eight house finches from Montana,an infected finch,are co-housed with,45
house finches,conjunctivitis,develop,45
house finches,to Mycoplasma gallisepticum,seroconvert,45
Western United States,house finches,hosts,45
house finch,Mycoplasma gallisepticum,is susceptible to,45
Mycoplasma gallisepticum,House finch,infects,46
House finch,Mycoplasma gallisepticum,hosts,46
Carpodacus mexicanus,Species,is a,46
"Auburn, AL",House finch population,has,46
1995,Epidemic,marks the,46
1996,Study,featured a,46
1998,Study,featured a,46
Mycoplasma gallisepticum,Flock,was introduced into,46
Blood and choanal swabs,Bird,were collected from,46
Bird,Conjunctivitis,was observed for,46
Flock,12 wk and 2 wk intervals,was captured at,46
Study,Experiment,was conducted,46
Mycoplasma gallisepticum,Flock,spread rapidly through,46
Birds,Twelve birds,experienced an acute conjunctivitis,46
Birds,Ten birds,suffered prolonged clinical disease,46
Mycoplasma gallisepticum,Intermittently,was detected in birds,46
Birds,Twenty-seven birds,cleared the infection,46
Host-parasite interaction,Unknown,is evolving,46
Mycoplasma gallisepticum,House finches,infects,47
House finches,Wildlife Rehabilitation Center of Minnesota,present,47
Wildlife Rehabilitation Center of Minnesota,House finches,treats,47
House finches,Enrofloxacin,receive,47
House finches,Gentamicin,receive,47
Enrofloxacin,Mycoplasma gallisepticum,treats,47
Gentamicin,Mycoplasma gallisepticum,treats,47
Mycoplasma gallisepticum,Nested PCR,detected,47
Mycoplasma gallisepticum,Culture,detected,47
Nested PCR,Mycoplasma gallisepticum,detects,47
Culture,Mycoplasma gallisepticum,detects,47
Mycoplasma gallisepticum,Mycoplasmosis,causes,47
Mycoplasma gallisepticum,Conjunctivitis,causes,47
house finch,Mycoplasma gallisepticum,hosts,48
Mycoplasma gallisepticum,Eggs,transmits,48
Mycoplasma gallisepticum,Nestlings,transmits,48
Breeding adults,Offspring,transmit,48
Mycoplasma gallisepticum,Eggs,infects,48
Mycoplasma gallisepticum,Nestlings,infects,48
Pooled choanal and conjunctival swab samples,Mycoplasma gallisepticum,tests positive for,48
Serologic tests,Antibodies,detect,48
Field study,house finch,conducted,48
Breeding adults,Mycoplasma gallisepticum,transmit,48
Mycoplasma gallisepticum,house finches,infects,49
infected house finches,chickens,infect,49
chickens,infected finches across wire,exposed to,49
chickens,infected finches across room,exposed to,49
infected chickens,house finches,infect,49
direct contact,Mycoplasma gallisepticum,transmits,49
extended period of direct contact,transmission of MG,required,49
Mycoplasma gallisepticum,house finches,is isolated from,50
house finches,conjunctivitis,has,50
Mycoplasma gallisepticum,conjunctivitis,causes,50
house finches,conjunctivitis,is affected by,50
Mycoplasma gallisepticum,direct immunofluorescence,is identified by,50
Mycoplasma gallisepticum,DNA probe-based polymerase chain reactions,is identified by,50
Mycoplasma gallisepticum,conjunctival and/or infraorbital sinus swabs,is isolated from,50
