source,target,relation_type,doc_id
Mycoplasma gallisepticum,Commercial Poultry,compared to,9
Mycoplasma sturni,Blue Jays,infects,10
Mycoplasma sturni,Northern Mockingbirds,infects,10
Mycoplasma gallisepticum,House Finches,infects,10
Mycoplasma gallisepticum,American Goldfinches,infects,10
Mycoplasma sturni,conjunctival/corneal swabs,found in,10
Mycoplasma gallisepticum,conjunctival/corneal swabs,found in,10
Mycoplasma gallisepticum,House Finches,infects,11
Mycoplasma gallisepticum,American Goldfinches,infects,11
Mycoplasma gallisepticum,Purple Finches,infects,11
Mycoplasma gallisepticum,Brown-headed Cowbirds,infects,11
Mycoplasma gallisepticum,Tufted Titmice,infects,11
House Finches,Conjunctivitis,have,11
House Finches,Mycoplasma gallisepticum Infection,have,11
American Goldfinches,Conjunctivitis,have,11
American Goldfinches,Mycoplasma gallisepticum Infection,have,11
Purple Finches,Conjunctivitis,have,11
Purple Finches,Mycoplasma gallisepticum Infection,have,11
New York,Mycoplasma gallisepticum,found,11
Tompkins County,Mycoplasma gallisepticum,found,11
Mycoplasma gallisepticum,House Finch,infects,12
Mycoplasma gallisepticum,American Goldfinch,infects,12
Mycoplasma gallisepticum,House Sparrow,infects,12
American Goldfinch,Conjunctival Sac,remains infectious,12
House Sparrows,House Finches,are mildly infectious,12
American Goldfinches,House Finches,can be infectious,12
Mycoplasma gallisepticum,House Finches,migrates through,12
Mycoplasma gallisepticum,Evening Grosbeaks,infects,13
Mycoplasma gallisepticum,Pine Grosbeaks,infects,13
Mycoplasma gallisepticum,Quebec,found in,13
Mycoplasma gallisepticum,Canada,found in,13
Mycoplasma gallisepticum,Conjunctivitis,causes,13
Mycoplasma gallisepticum,Rhinitis,causes,13
Mycoplasma gallisepticum,Mucopurulent Infra-orbital Sinusitis,causes,13
Mycoplasma gallisepticum,Mycoplasma gallisepticum isolates,similar to,13
Mycoplasma gallisepticum,Direct Immunofluorescence,identified by,13
Mycoplasma gallisepticum,Polymerase Chain Reaction,identified by,13
Mycoplasma gallisepticum,House Finches,extends to,13
Mycoplasma gallisepticum,American Gold Finches,extends to,13
Mycoplasma gallisepticum,Eastern North America,extends to,13
Mycoplasma gallisepticum,House Finches,infects,14
House Finches,Mycoplasma gallisepticum,hosts,14
American Goldfinches,Feeding Stations,found in,14
Purple Finches,Feeding Stations,found in,14
House Sparrows,Feeding Stations,found in,14
House Finches,Conjunctivitis,transmits,14
House Finches,range expansion,plays role in,14
House Finches,spillover of localized epidemics,plays role in,14
House Finch Disease Survey,Conjunctivitis,detects,14
North America,House Finches,hosts,14
Mycoplasma gallisepticum,House Finches,infects,15
Mycoplasma gallisepticum,American Goldfinches,infects,15
Mycoplasma gallisepticum,Conjunctivitis,causes,15
House Finches,Mycoplasma gallisepticum,hosts,15
American Goldfinches,Mycoplasma gallisepticum,hosts,15
Wild Songbirds,Mycoplasma gallisepticum,hosts,15
Mycoplasma gallisepticum,Poultry,found,15
Mycoplasma gallisepticum,Mid-Atlantic,detected,15
Mycoplasma gallisepticum,Eastern United States,detected,15
Mycoplasma gallisepticum,Canada,detected,15
Mycoplasma sturni,European Starling,infects,16
Mycoplasma sturni,Glucose,ferments,16
Mycoplasma sturni,Chicken Erythrocytes,does not hemadsorb,16
Mycoplasma sturni,Chicken Erythrocytes,does not hemagglutinate,16
Mycoplasma sturni,37 C,grows rapidly at,16
Mycoplasma sturni,Conjunctiva,is isolated from,16
Mycoplasma gallisepticum,House Finches,infects,16
Mycoplasma gallisepticum,House Finches,infects,17
House Finches,Mycoplasma gallisepticum,hosts,17
Eastern North America,House Finches,found in,17
Washington D.C.,House Finches,found in,17
House Finches,Conjunctivitis,has,17
Conjunctivitis,House Finches, affects,17
Mycoplasma gallisepticum,Conjunctivitis,causes,17
House Finches,Mycoplasma gallisepticum,contracts,17
Eastern North America,House Finches,home to,17
House Finches,process,migrates,17
Mycoplasma gallisepticum,House Finches,infects,18
House Finches,Mycoplasma gallisepticum,hosts,18
House Finches,Residential Bird Feeding Sites,found in,18
Residential Bird Feeding Sites,USA,located in,18
Mycoplasma gallisepticum,Questionnaires,detected by,18
House Finches,Conjunctivitis,affected by,18
Conjunctivitis,Mycoplasma gallisepticum,spread by,18
Bird Feeders,Conjunctivitis,associated with,18
Year,Conjunctivitis,associated with,18
Season,Conjunctivitis,associated with,18
Tube Style Feeders,Conjunctivitis,associated with,18
Raised Platform Type Feeders,Conjunctivitis,associated with,18
Logistic Regression Model,Multivariate Analysis,used for,18
Multivariate Analysis,Risk Factor Identification,used for,18
Bivariate Analysis,Risk Factor Identification,used for,18
Mycoplasma gallisepticum,House Finches,infects,19
Mycoplasma gallisepticum,Conjunctivitis,found in,19
Mycoplasma gallisepticum,PCR,detected by,19
Mycoplasma gallisepticum,Culture,detected by,19
Mycoplasma gallisepticum,Arbitrary Primer PCR,detected by,19
House Finches,Seronegative,have,19
Mycoplasma gallisepticum,Conjunctivitis,causes,19
Conjunctivitis,Trachea,affects,19
Conjunctivitis,Nasal Turbinates,affects,19
Mycoplasma gallisepticum,ELISA,detected by,19
Mycoplasma gallisepticum,Hemagglutination Inhibition,detected by,19
Mycoplasma gallisepticum,Serum Plate Agglutination,detected by,19
Mycoplasma gallisepticum,House Finches,infects,20
House Finches,Mycoplasma gallisepticum,hosts,20
Auburn,Southeastern USA,located,20
Mycoplasmal Conjunctivitis,House Finches,detected,20
House Finches,Serum Plate Agglutination (SPA) assay,tested,20
House Finches,Polymerase Chain Reaction (PCR),tested,20
Mycoplasma gallisepticum,House Finches,found in,20
House Finches,Mycoplasma gallisepticum,exposed to,20
Mycoplasma gallisepticum,Mycoplasmal Conjunctivitis,causes,20
Mycoplasma gallisepticum,House Finches,infects,21
Mycoplasma gallisepticum,Poultry Production Facilities,found in,21
Mycoplasma gallisepticum,Serum Plate Agglutination,detected by,21
Mycoplasma gallisepticum,Polymerase Chain Reaction,detected by,21
Mycoplasma gallisepticum,Hemagglutination Inhibition,detected by,21
Mycoplasma gallisepticum,Histopathology,detected by,21
House Finches,Mycoplasma gallisepticum,hosts,21
Tufted Titmice,Mycoplasma gallisepticum,hosts,21
Passerine Birds,Mycoplasma gallisepticum,hosts,21
Poultry Production Facilities,Mycoplasma gallisepticum,associated with,21
Northeast Georgia,Mycoplasma gallisepticum,location of,21
Biosecurity,Mycoplasma gallisepticum,applied to,21
Mycoplasma gallisepticum,House Finch,infects,22
House Finch,Mycoplasma gallisepticum,hosts,22
Mycoplasma gallisepticum,House Finches,found in,22
PvpA Gene,Cytdhesin Protein,encoded by,22
Polymorphic DNA,Sequence Information,contains,22
Sequence Analysis,Molecular Variability,detected,22
Mycoplasma gallicepticum,House Finch,infects,23
House Finch,Plumage,has,23
Plumage,Carotenoids,derived from,23
Females,House Finch,choose,23
House Finch,Mycoplasma gallicepticum,affected by,23
Mycoplasma gallicepticum,Research,detected by,23
House Finch,Resistance,possesses,23
Redder Plumage,Mycoplasma gallicepticum,repels,23
Yellower Plumage,Mycoplasma gallicepticum,fostered,23
Mycoplasma gallisepticum,House Finches,infects,24
Mycoplasma gallisepticum,Songbirds,infects,24
Mycoplasma gallisepticum,North America,found in,24
Mycoplasma gallisepticum,Conjunctivitis,causes,24
Random Amplification of Polymorphic DNA,Mycoplasma gallisepticum genotyping,used for,24
Amplified-Fragment Length Polymorphism,Mycoplasma gallisepticum genotyping,used for,24
Mycoplasma gallisepticum,Genomic Variability,has,24
Mycoplasma gallisepticum,Geographic Locations,found in,24
New York,North America,located in,24
Mycoplasma gallisepticum,House Finches,infects,25
Mycoplasma gallisepticum,Chickens,infects,25
Mycoplasma gallisepticum,Turkeys,infects,25
Mycoplasma gallisepticum,Mycoplasma gallisepticum Conjunctivitis,causes,25
Mycoplasma gallisepticum Conjunctivitis,House Finches,affects,25
Mycoplasma gallisepticum Conjunctivitis,Polymerase Chain Reaction,detected by,25
Mycoplasma gallisepticum Conjunctivitis,North America,found in,25
Mycoplasma gallisepticum Conjunctivitis,Portland,found in,25
Mycoplasma gallisepticum Conjunctivitis,Missoula,found in,25
Mycoplasma gallisepticum Conjunctivitis,Montana,found in,25
Mycoplasma gallisepticum Conjunctivitis,Oregon,found in,25
Mycoplasma gallisepticum,House Finches,infects,26
House Finches,Mycoplasma gallisepticum,hosts,26
Mycoplasma gallisepticum,House Finches,spreads,26
House Finches,Mycoplasma gallisepticum,transmits,26
Asymptomatic Carriers,Mycoplasma gallisepticum,transmit,26
West Nile Virus,Host,infects,26
Avian Influenza,Host,infects,26
Mycoplasma gallisepticum,House Finch,infects,27
IgA,Antibody,produces,27
House Finch,IgA,has,27
House Finch,Plasma Cells,has,27
Plasma Cells,IgA,produce,27
Harderian Gland,Plasma Cells,contains,27
Conjunctiva,Plasma Cells,contains,27
Lachrymal Samples,IgA,contains,27
Rabbit,Antiserum,produces,27
Bacterial Expression System,Recombinant Protein,produces,27
PCR,CDNA,amplifies,27
Western Blot,Protein,detects,27
ELISA,IgA,detects,27
Spleen,CDNA,contains,27
Mycoplasma gallisepticum,Conjunctivitis,causes,27
House Finch,Conjunctivitis,has,27
Mallard,IgA Heavy Chain,shares,27
Chicken,IgA Heavy Chain,shares,27
Mycoplasma sturni,California House Finch,infects,28
Mycoplasma sturni,European Starling,infects,28
Mycoplasma sturni,California House Finch,found in,28
Mycoplasma gallisepticum,House Finches,infects,28
Mycoplasma gallisepticum,Conjunctivitis,causes,28
Mycoplasma sturni,Conjunctivitis,does not cause,28
Mycoplasma sturni,California House Finch,isolated from,28
Mycoplasma gallisepticum,House Finches,isolated from,28
North America,House Finches,location of,28
Carpodacus mexicanus,House Finches,species of,28
Mycoplasma gallisepticum,House Finches,infects,29
House Finches,Diseased Conspecifics,prefer,29
Male House Finches,Preference,show,29
Female House Finches,No Preference,show,29
Diseased Males,Lower Aggression Rates,have,29
Healthy Males,Higher Aggression Rates,have,29
Mycoplasma gallisepticum,House Finches,transmits,29
House Finches,Risk of Infection,increase,29
Diseased Males,Evolutionary Trap,present,29
Evolutionary Trap,Persistence of MG Epidemics,contribute,29
Mycoplasma gallisepticum,House Finches,infects,30
Mycoplasma gallisepticum,American Goldfinches,infects,30
Mycoplasma gallisepticum,Northern Cardinals,infects,30
House Finches,Mycoplasma gallisepticum,hosts,30
American Goldfinches,Mycoplasma gallisepticum,hosts,30
Northern Cardinals,Mycoplasma gallisepticum,hosts,30
House Finches,Eastern North America,found in,30
American Goldfinches,Eastern North America,found in,30
Northern Cardinals,Eastern North America,found in,30
House Finches,Northeastern United States,found in,30
American Goldfinches,Northeastern United States,found in,30
Northern Cardinals,Northeastern United States,found in,30
Mycoplasma gallisepticum,House Finches,infects,31
Mycoplasmal Conjunctivitis,House Finches,affects,31
Eastern North America,House Finches,found in,31
Southern California,House Finches,found in,31
Eastern House Finch Population,Mycoplasmal Conjunctivitis,has,31
Mycoplasmal Conjunctivitis,Higher Mortality Rates,induces,31
Eastern House Finch Population,Mycoplasmal Conjunctivitis,is affected by,31
Epidemic,Eastern House Finch Population,occurs in,31
Modeling,Migratory Structure,analyzes,31
Population Declines,Mycoplasmal Conjunctivitis,is affected by,31
Mycoplasma gallisepticum,House Finches,infects,32
Mycoplasma gallisepticum,QPCR Assay,detected by,32
QPCR Assay,mgc2 Gene,uses,32
QPCR Assay,Rag-1 Gene,uses,32
Mycoplasma gallisepticum,Conjunctival Samples,lives in,32
Mycoplasma gallisepticum,House Finches,found in,32
Mycoplasma gallisepticum,Conjunctivitis,causes,32
M. gallisepticum Genomic DNA,QPCR Assay,standard for,32
Plasmid Standard,QPCR Assay,standard for,32
Mycoplasma gallisepticum,Host Cells,attaches to,32
Mycoplasma gallisepticum,Host Cells,invades,32
Mycoplasma gallisepticum,House Finches,infects,33
House Finches,Mycoplasma gallisepticum,hosts,33
Mosquitoes,House Finches,feeds on,33
Mycoplasma gallisepticum,Bird Defensive Behavior,alters,33
Birds with Infections,Total Defensive Behaviors,makes fewer,33
Mosquitoes,Healthy Finches,choosing between,33
Mycoplasma gallisepticum,Infection,cured,33
Infection,Mosquito Blood Feeding Patterns,affects,33
West Nile Virus,Mosquitoes,transmitted through,33
Mycoplasma gallisepticum,Mycoplasmal Conjunctivitis,causes,34
Mycoplasma gallisepticum,House Finches,infects,34
House Finches,House Sparrows,compete,34
House Finches,Range,expand,34
House Sparrows,Population,decline,34
Christmas Bird Count,House Finches,monitors,34
Project FeederWatch,House Sparrows,monitors,34
Breeding Bird Survey,House Sparrows,monitors,34
Initial House Finch Abundance,Rates of Geometric Change,has correlation with,34
Initial House Sparrow Abundance,Rates of Geometric Change,has correlation with,34
House Finch,Mycoplasma gallisepticum,hosts,35
Mycoplasma gallisepticum,House Finch,infects,35
Detection Probability,State,varies,35
Disease Prevalence,Detection Probability,is affected by,35
State,Wild Animal Populations,has,35
Wild Animal Populations,Mark-Recapture Data,are studied using,35
House Finches,Mycoplasma gallisepticum,hosts,36
Mycoplasma gallisepticum,House Finches,infects,36
House Finches,Multilocus heterozygosity,has,36
Multilocus heterozygosity,Pathogen resistance,predicts,36
House Finches,Cell-mediated immune response,develops,36
House Finches,Humoral immune response,develops,36
Mycoplasma gallisepticum,Phytohaemagglutinin,is detected by,36
House Finches,Immunity,shows,36
Multilocus heterozygosity,Pathogen susceptibility,mediates,36
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,37
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,37
Eastern United States,Carpodacus mexicanus,found in,37
Carpodacus mexicanus,Eastern United States,introduced to,37
Mycoplasma gallisepticum,Epizootic,causes,37
Mycoplasma gallisepticum,Genetic Diversity,affects,37
Amplified Fragment Length Polymorphism,Genetic Variation,detects,37
Major Histocompatibity Complex,Pathogen Resistance,involved in,37
Mycoplasma gallisepticum,Finch Immune System,manipulates,37
Cytomegalovirus,MHC Class I Loci,similarly affects,37
Mycoplasma gallisepticum,House Finches,infects,38
Mycoplasma gallisepticum,Spleen,found in,38
House Finches,Mycoplasma gallisepticum,have,38
Mycoplasma gallisepticum,Gene Expression,regulates,38
Suppression Subtractive Hybridization (SSH),Gene Expression,detects,38
cDNA Macroarray,Gene Expression,detects,38
Reverse Northern Blot,Gene Expression,confirms,38
Northern Analysis,Gene Expression,confirms,38
Blast Search,Protein,identifies,38
Mycoplasma gallisepticum,Epizootic,causes,38
Epizootic,House Finches,affects,38
Natural Selection,House Finches,acts on,38
Mycoplasma gallisepticum,House Finches,evolves,38
Molecular Co-evolutionary Studies,Mycoplasma gallisepticum,studies,38
Mycoplasma gallisepticum,House Finch,infects,39
Mycoplasma gallisepticum,Songbirds,infects,39
Mycoplasma gallisepticum,Mourning Doves,infects,39
Mycoplasma gallisepticum,Eastern Tufted Titmice,infects,39
Auburn University,Peri-urban Environment,lives in,39
Mycoplasma gallisepticum,Throat Swabs,found in,39
House Finch,Conjunctivitis,has,39
Mycoplasma gallisepticum,Polymerase Chain Reaction,detected by,39
Mycoplasma gallisepticum,Agglutination Reaction,detected by,39
House Finch,Mycoplasma gallisepticum,hosts,40
Mycoplasma gallisepticum,House Finch,infects,40
Corticosterone,Immune Function,regulates,40
Stress,Immune Function,impairs,40
House Finch,Corticosterone,has,40
House Finch,Symptoms,has,40
Symptoms,Mycoplasma gallisepticum Infection,indicate,40
Latitude,Corticosterone Concentrations,affects,40
Corticosterone Concentrations,Body Condition,are associated with,40
Corticosterone Concentrations,Fat Load,are associated with,40
Mycoplasma gallisepticum,House Finches,infects,41
House Finches,Immunity,have,41
House Finches,Season,breed,41
House Finches,Social Aggregation,aggregate,41
House Finches,Foraging Behaviour,forage,41
Eastern North America,House Finches,found in,41
Mycoplasma gallisepticum,Laboratory,detected by,41
House Finches,House Finch Conjunctivitis,affected by,41
Season,Mycoplasma gallisepticum,affects,41
Immunity,Mycoplasma gallisepticum,affects,41
Breeding,Mycoplasma gallisepticum,affects,41
Social Aggregation,Mycoplasma gallisepticum,affects,41
Foraging Behaviour,Mycoplasma gallisepticum,affects,41
Latitudinal Gradient,Seasonal Breeding,measures,41
Mycoplasma Gallicepticum,House Finches,infects,42
Mycoplasma Gallicepticum,Upper Respiratory and Ocular Tissue,targets,42
House Finches,Plumage Coloration,have,42
Beta-Cryptoxanthin,Precursor,is,42
Mycoplasma Gallicepticum,Plumage Coloration,affects,42
Mycoplasma gallisepticum,House Finches,infects,43
Mycoplasma gallisepticum,Eastern House Finch,found in,43
House Finches,Mycoplasma gallisepticum,hosts,43
Carpodacus mexicanus,Species,is a,43
Cayuga Basin,New York,located in,43
New York,USA,located in,43
Mycoplasma gallisepticum,Rapid plate agglutination assay,detected by,43
Mycoplasma gallisepticum,Polymerase chain reaction,detected by,43
House Finches,Conjunctivitis,developed,43
Mycoplasma gallisepticum,Conjunctivitis,causes,43
House Finches,Mycoplasma gallisepticum,recovered from,43
House Finches,Chronic Infection,progressed to,43
House Finches,Mycoplasma gallisepticum,died from,43
House Finches,Mycoplasma gallisepticum,hosts,44
House Finches,Avian Pox,hosts,44
House Finches,Gastrointestinal Parasite,hosts,44
House Finches,Blood Parasite,hosts,44
House Finches,Feather Mite,hosts,44
Carpodacus mexicanus,Wisconsin,lives in,44
Mycoplasma gallisepticum,House Finches,infects,44
Mycoplasma gallisepticum,House Finches,infects,45
House Finches,Conjunctivitis,have,45
House Finches,Mycoplasma gallisepticum,are susceptible to,45
House Finches,Great Plains,live in,45
House Finches,Missoula,live in,45
House Finches,Montana,live in,45
House Finches,Auburn,live in,45
House Finches,Alabama,live in,45
Mycoplasma gallisepticum,Serum Plate Agglutination Assay,detected by,45
Mycoplasma gallisepticum,Polymerase Chain Reaction,detected by,45
House Finches,Mycoplasma gallisepticum,exposed to,45
House Finches,Conjunctivitis,develop,45
Mycoplasma Gallisepticum,House Finches,infects,46
House Finches,Conjunctivitis,contracts,46
Mycoplasma Gallisepticum,Polymerase Chain Reaction,detected by,46
Blood,Mycoplasma Gallisepticum,contains,46
Choanal Swabs,Mycoplasma Gallisepticum,contains,46
Mycoplasma gallisepticum,House Finches,infects,47
House Finches,Conjunctivitis,has,47
House Finches,Minnesota,found in,47
Wildlife Rehabilitation Center of Minnesota,Minnesota,found,47
Oral Enrofloxacin,House Finches,treated,47
Ophthalmic Gentamicin,House Finches,treated,47
Polymease Chain Reaction (PCR),Mycoplasma gallisepticum,used to detect,47
Nested PCR,Mycoplasma gallisepticum,used to detect,47
Culture,Mycoplasma gallisepticum,used to detect,47
Mycoplasma Gallisepticum,House Finch,infects,48
Mycoplasma Gallisepticum,House Finch,transmits,48
Mycoplasma Gallisepticum,Vitelline Membrane,found in,48
Mycoplasma Gallisepticum,Eggs,detected in,48
Mycoplasma Gallisepticum,Nestlings,detected in,48
Breeding Adults,Mycoplasma Gallisepticum,hosts,48
Mycoplasma Gallisepticum,Broth,isolation,48
Mycoplasma Gallisepticum,Polymerase Chain Reaction,identification,48
Mycoplasma gallisepticum,House Finch,infects,49
House Finch,Finch Strain,harbors,49
Chickens,Mycoplasma gallisepticum,hosts,49
Chickens,Mycoplasma gallisepticum,is infected,49
Mycoplasma gallisepticum,Chickens,transmitted,49
Chickens,House Finch,transmits,49
Direct Contact,Mycoplasma gallisepticum transmission,facilitates,49
Across-Wire Contact,Mycoplasma gallisepticum transmission,does not facilitate,49
Across-Room Contact,Mycoplasma gallisepticum transmission,does not facilitate,49
Extended Period of Direct Contact,Mycoplasma gallisepticum transmission,requires,49
Mycoplasma gallisepticum,House Finches,infects,50
Mycoplasma gallisepticum,INFRAORBITAL SINUS,isolated from,50
House Finches,USA,housed in,50
House Finches,Mid-Atlantic,lives in,50
House Finches,Eastern States,lives in,50
Conjunctivitis,House Finches,affects,50
Mycoplasma gallisepticum,House Finches,infects,51
Mycoplasma gallisepticum,Swabs,found in,51
House Finches,Conjunctivitis,have,51
Swabs,Mycoplasma Broth Media,inoculated into,51
Swabs,PCR,inoculated into,51
Mycoplasma gallisepticum,PCR,detected by,51
Mycoplasma gallisepticum,Culture,detected by,51
House Finches,Gross Examination,examined by,51
House Finches,Microscopic Examination,examined by,51
Serum,Plate Agglutination,tested by,51
Serum,Hemagglutination Inhibition,tested by,51
Conjunctivitis,Epithelial Hyperplasia,characterized by,51
Conjunctivitis,Lymphoid Hyperplasia,characterized by,51
Unknown,Source of MG infection,is,51
West Nile Virus,Western Scrub Jays,infects,52
West Nile Virus,House Finches,infects,52
West Nile Virus,House Sparrows,infects,52
West Nile Virus,Mourning Doves,infects,52
West Nile Virus,Common Ground Doves,infects,52
West Nile Virus,California Quail,infects,52
West Nile Virus,Chickens,infects,52
Culex Mosquitoes,Birds,feed on,52
Culex Mosquitoes,West Nile Virus,vector for,52
Culex Mosquitoes,St. Louis Encephalitis Virus,vector for,52
Culex Stigmatosoma Dyar,West Nile Virus,can transmit,52
Culex Tarsalis Coquillett,West Nile Virus,can transmit,52
Culex P. Quinquefasciatus Say,West Nile Virus,can transmit,52
NY99 Strain,Western Scrub Jays,has been observed in,52
NY99 Strain,House Finches,has been observed in,52
Diptera,Culicidae,contains,52
Culicidae,Culex Mosquitoes,includes,52
Culex quinquefasciatus,Birds,feeds on,53
Culex quinquefasciatus,Mammals,feeds on,53
Culex quinquefasciatus,West Nile Virus,transmits,53
West Nile Virus,Blue Jays,infects,53
West Nile Virus,American Crows,infects,53
Culex quinquefasciatus,West Nile Virus,hosts,53
Trichostrongylus tenuis,Red Grouse,infects,60
Trichostrongylus tenuis,Caecal Faeces,develops in,60
Trichostrongylus tenuis,Moors,lives in,60
Trichostrongylus tenuis,Soil Surface,found in,60
Temperature,Development of Infective Larvae,affects,60
Rainfall,Development of Infective Larvae,does not affect,60
Desiccation,Development of Infective Larvae,does not affect,60
Infective Larvae,Moors,survives in,60
Infective Larvae,Moors,dies in,60
Trichostrongylus tenuis,Red Grouse,infects,61
Trichostrongylus tenuis,Population Crashes,causes,61
Trichostrongylus tenuis,Upland Estates,found in,61
Trichostrongylus tenuis,Dramatic Decreases in Red Grouse Density,associated with,61
Trichostrongylus tenuis,Red Grouse,infects,62
Testosterone,Parasitic Infection,increases,62
Red Grouse,Trichostrongylus tenuis Parasitic Infection,have,62
Testosterone,Red Grouse Behaviour,affects,62
Autumn,Red Grouse Capture,occurs in,62
Fenbendazole,Trichostrongylus tenuis,used to treat,63
Red Grouse,Trichostrongylus tenuis,hosts,63
Fenbendazole,Medicated Grit,found in,63
Red Grouse,Fenbendazole,self-medicate with,63
HPLC-MS-MS,Fenbendazole and its metabolites,detects,63
Liver,Fenbendazole and its metabolites,contains,63
UK,Red Grouse Estates,location of,63
Trichostrongylus tenuis,Red Grouse,infects,64
Male Aggressiveness,Territoriality,affects,64
Red Grouse,Trichostrongylus tenuis,hosts,64
Red Grouse,Cycles,exhibits,64
Trichostrongylus tenuis,Cycles,causes,64
Male Aggressiveness,Cycles,causes,64
Bayesian State-Space Modeling,Models,used to fit,64
Population Data,Models,used to test,64
Field Data,Models,used to test,64
