source,target,relation_type,doc_id
American Goldfinches,Conjunctivitis,have,10
Mycoplasma sturni,Wildlife Care Facility,is found in,10
Mycoplasma sturni,Florida,is found in,10
Mycoplasmal Conjunctivitis,Mycoplasma Gallisepticum,is caused by,11
Mycoplasmal Conjunctivitis,Songbirds,occurs in,11
Mycoplasmal Conjunctivitis,House Finches,is prevalent in,11
Mycoplasmal Conjunctivitis,Other Songbird Species,can also occur in,11
Mycoplasma Gallisepticum,House Finches,infects,11
Mycoplasma Gallisepticum,American Goldfinches,infects,11
Mycoplasma Gallisepticum,Purple Finches,infects,11
Mycoplasma Gallisepticum,Brown-Headed Cowbirds,infects,11
Mycoplasma Gallisepticum,Tufted Titmice,infects,11
DNA Fingerprints,Mycoplasma Gallisepticum,are used to identify,11
Random Amplification of Polymorphic DNA,Mycoplasma Gallisepticum,is used to identify,11
Plate Agglutination,Mycoplasma Gallisepticum,is a test used to detect,11
Mycoplasma gallisepticum,Various Species of Free-Living Birds,isolated from,12
Mycoplasma gallisepticum,Conjunctival Sac,inoculated into,12
House Finch,Mycoplasma gallisepticum,susceptible to,12
American Goldfinch,Mycoplasma gallisepticum,susceptible to,12
House Sparrow,Mycoplasma gallisepticum,susceptible to,12
Mycoplasma gallisepticum,Clinical Signs,causes,12
Mycoplasma gallisepticum,Close Contact with Infected Birds,transmitted via,12
American Goldfinch,Conjunctivitis,can be infectious without showing,12
American Goldfinch,Undetermined Duration,can make long-distance movements,12
Mycoplasmosis,Evening Grosbeaks,affects,13
Mycoplasmosis,Pine Grosbeaks,affects,13
Mycoplasma gallisepticum,Conjunctivitis,causes,13
Mycoplasma gallisepticum,Rhinitis,causes,13
Mycoplasma gallisepticum,Mucopurulent Infra-orbital Sinusitis,causes,13
Mycoplasma gallisepticum,Evening Grosbeaks,is isolated from,13
Mycoplasma gallisepticum,House Finches,is identified in,13
Mycoplasma gallisepticum,American Gold Finches,is identified in,13
Mycoplasma gallisepticum,Pine Grosbeaks,is identified in,13
Mycoplasma gallisepticum,Mycoplasmosis in Evening and Pine Grosbeaks,is the likely etiology for,13
Mycoplasmosis,Mycoplasma gallisepticum Conjunctivitis in Eastern North America,is an extension of the host-species range for,13
Mycoplasma gallisepticum,Conjunctivitis,causes,14
Mycoplasma gallisepticum,House Finches,infects,14
House Finches,Conjunctivitis,transmits,14
House Finches,American Goldfinches,transmits,14
House Finches,Purple Finches,transmits,14
House Finches,House Sparrows,transmits,14
House Finches,Conjunctivitis,spreads,14
House Finches,Spread of Conjunctivitis,influences,14
North America,Birds,hosts,14
Birds,Conjunctivitis,hosts,14
Mycoplasmal Conjunctivitis,Conjunctivitis,causes,15
Mycoplasma gallisepticum,Mycoplasmal Conjunctivitis,causes,15
Mycoplasmal Conjunctivitis,House Finches,spreads to,15
Mycoplasmal Conjunctivitis,American Goldfinch,spreads to,15
Mycoplasmal Conjunctivitis,Mid-Atlantic Region,spreads from,15
Mycoplasmal Conjunctivitis,Eastern United States,spreads to,15
Mycoplasmal Conjunctivitis,Canada,spreads to,15
Mycoplasmal Conjunctivitis,Human Diseases,is similar to,15
Mycoplasmal Conjunctivitis,European Starling,affects,16
Mycoplasma sturni,Mycoplasmal Conjunctivitis,causes,16
Mycoplasma sturni,Conjunctiva,is isolated from,16
Mycoplasma sturni,Mycoplasma gallisepticum,is similar to,16
Mycoplasma sturni,Glucose,ferments,16
Mycoplasma sturni,37 C,grows rapidly at,16
Mycoplasma sturni,Passerine Species,is found in,16
House Finches,Mycoplasma gallisepticum,infected by,17
House Finches,Eastern North America,found in,17
House Finches,Washington D.C.,observed in,17
Mycoplasma gallisepticum,Conjunctivitis,causes,17
Conjunctivitis,House Finches,spread through,17
Conjunctivitis,Eastern North America,reported in,17
House Finches,North,migrate to,17
House Finches,Southeast,migrate to,17
House Finches,West,migrate to,17
Conjunctivitis,Season,fluctuates with,17
House Finches,Conjunctivitis,die from,17
Mycoplasma gallisepticum,Conjunctivitis,causes,18
Mycoplasma gallisepticum,House Finches,affects,18
House Finches,Mycoplasma gallisepticum,are affected by,18
Eastern USA,Region,is located in,18
Volunteers,Residential bird feeding sites,collected data at,18
Questionnaires,Data,were used to collect,18
Health status,Attribute,was collected as,18
Bird feeders,Attribute,was collected as,18
Neighborhood housing locale,Attribute,was collected as,18
Altitude,Attribute,was collected as,18
Sympatric passerine species,House Finches,were studied alongside,18
Platform type feeders,Conjunctivitis,may have been protective against,18
Hopper type feeders,Conjunctivitis,were associated with,18
Tube type feeders,Conjunctivitis,were associated with,18
Year of the study,Conjunctivitis,was associated with,18
Season,Conjunctivitis,was associated with,18
Logistic regression model,Data,was used to analyze,18
Conjunctivitis,Modifying bird feeding activities,was prevented by,18
Bird feeding activities,Conjunctivitis,were modified to prevent,18
Mycoplasma gallisepticum,House Finches,infects,19
Mycoplasma gallisepticum,conjunctivitis,causes,19
Mycoplasma gallisepticum,ocular and nasal discharge,causes,19
Mycoplasma gallisepticum,lymphoplasmacytic inflammation,causes,19
Mycoplasma gallisepticum,"hyperplasia in conjunctivae, nasal turbinates, and trachea",causes,19
House Finches,Mycoplasma gallisepticum,develop conjunctivitis,19
House Finches,Mycoplasma gallisepticum,develop antibody response,19
Mycoplasma gallisepticum,culture or polymerase chain reaction (PCR),confirmed by,19
Mycoplasma gallisepticum,a field strain previously associated with house finch conjunctivitis,confirmed as,19
House Finch,Mycoplasma gallisepticum,hosts,20
Mycoplasma gallisepticum,Conjunctivitis,causes,20
House Finch,Auburn,trapped,20
House Finch,Auburn,examined,20
Mycoplasma gallisepticum,House Finch,transmitted,20
House Finch,Serum Plate Agglutination,tested,20
House Finch,Polymerase Chain Reaction,tested,20
Mycoplasma gallisepticum,House Finch,detected,20
House Finch,Mycoplasma gallisepticum,exposed,20
Mycoplasma gallisepticum,House Finch,infects,20
House Finch,Mycoplasma gallisepticum,carries,20
Mycoplasma gallisepticum,Asymptomatic birds,infects,20
House Finch,Clinical disease,observed,20
Mycoplasma gallisepticum,Clinical disease,causes,20
House Finch,Serum Plate Agglutination,has,20
House Finch,Polymerase Chain Reaction,has,20
Mycoplasma gallisepticum,Asymptomatic birds,detected,20
House Finch,Conjunctivitis,has,20
Mycoplasma gallisepticum,Asymptomatic birds,transmitted,20
Mycoplasma gallisepticum,House Finches,infects,21
Mycoplasma gallisepticum,Conjunctivitis,transmits,21
Mycoplasma gallisepticum,Poultry Production Facilities,associated with,21
House Finches,Northeast Georgia,found in,21
Tufted Titmice,Nonclinical Carriers of MG,may be,21
Mycoplasma gallisepticum,Serum Plate Agglutination,tested by,21
Mycoplasma gallisepticum,Polymerase Chain Reaction,tested by,21
Mycoplasma gallisepticum,Hemagglutination Inhibition,tested by,21
Mycoplasma gallisepticum,Histopathology,tested by,21
Biosecurity,Poultry Production Facilities,recommended for,21
Mycoplasma gallisepticum,Decline in House Finch Populations,causes,22
Mycoplasma gallisepticum,House Finches,infects,22
Mycoplasma gallisepticum,Chickens,infects,22
Mycoplasma gallisepticum,Turkeys,infects,22
Mycoplasma gallisepticum,Single Point Source of Origin,has,22
Mycoplasma gallisepticum,Evolving Host-Parasite Relationship,has,22
House Finch,Mycoplasma gallisepticum,is infected by,22
Chickens,Mycoplasma gallisepticum,are infected by,22
Turkeys,Mycoplasma gallisepticum,are infected by,22
pvpA gene,PvpA Protein,encodes for,22
PvpA Protein,Cytadhesin Protein,is a,22
House Finch,Plumage Coloration,displays,23
Plumage Coloration,Resistance to Parasite,predicts,23
Hamilton-Zuk Hypothesis,Signal of Individual Resistance,proposes,23
House Finch,Disease Challenge,responds to,23
Mycoplasma gallicepticum,House Finch,infects,23
Plumage Hue,Clearance of Disease,affects,23
Female,Male,chooses,23
Male,Resistance to Parasite,has,23
Mycoplasma gallisepticum,Songbirds,isolated from,24
Mycoplasma gallisepticum,Conjunctivitis,causes,24
Mycoplasma gallisepticum,Free-Ranging House Finches,emerged as a disease of,24
Mycoplasma gallisepticum,Other Songbirds,was also isolated from,24
Songbirds,Mycoplasma gallisepticum,infect with,24
Mycoplasma gallisepticum,Among House Finch Isolates,has genomic variability,24
Random Amplification of Polymorphic DNA (RAPD),Mycoplasma gallisepticum Isolates,used to analyze,24
Amplified-Fragment Length Polymorphism (AFLP),Mycoplasma gallisepticum Isolates,used to analyze,24
Reference Strains,Wild Songbird Isolates,compared to,24
New York,Isolate,location of,24
Mycoplasma gallisepticum,Vaccine Strains,clustered with,24
Mycoplasma gallisepticum,Cause,emerges as,25
Mycoplasma gallisepticum,Conjunctivitis,causes,25
Mycoplasma gallisepticum,House Finches,infects,25
Poultry,Mycoplasma gallisepticum,is infected by,25
Chickens,Mycoplasma gallisepticum,is infected by,25
Turkeys,Mycoplasma gallisepticum,is infected by,25
Mycoplasma gallisepticum,Western native range,spreads to,25
Mycoplasma gallisepticum,Montana,is found in,25
Mycoplasma gallisepticum,Oregon,is found in,25
Mycoplasma gallisepticum,House Finch,spreads,26
Mycoplasma gallisepticum,Asymptomatic Carriers,transmitted by,26
Mycoplasma gallisepticum,Novel Locations,spreads,26
West Nile Virus,Asymptomatic Carriers,may be transmitted by,26
Avian Influenza,Asymptomatic Carriers,may be transmitted by,26
House Finch,Mycoplasma gallisepticum,hosts,27
Mycoplasma gallisepticum,House Finch,infects,27
IgA,Pathogen,neutralizes,27
IgA,Attachment to Underlying Tissues,impedes,27
IgA,Mucosal Immunity,plays a vital role in,27
Rabbit,Anti-Sera,produces,27
Bacterial Expression System,Recombinant Protein,produces,27
Recombinant Protein,House Finch Serum Protein,reacts with,27
Anti-Sera,Plasma Cells,identifies,27
Anti-Sera,Mycoplasma gallisepticum-specific IgA Antibodies,detects,27
Mallard,House Finch,shares iga heavy chain with,27
Chicken,House Finch,shares iga heavy chain with,27
Mycoplasma sturni,California House Finch,isolated from,28
Mycoplasma sturni,European Starling,isolated from,28
Mycoplasma sturni,other avian species,isolated from,28
Mycoplasma gallisepticum,conjunctivitis,causes,28
Mycoplasma gallisepticum,1994,emerged in,28
Mycoplasma gallisepticum,House Finches,isolated from,28
Mycoplasma gallisepticum,songbirds,isolated from,28
Mycoplasma sturni,House Finches,failed to reproduce disease in,28
Mycoplasma gallisepticum,conjunctivitis in House Finches,remains the primary known cause of,28
House Finches,Diseased House Finches,prefer,29
House Finches,Diseased House Finches,feed near,29
Mycoplasma gallisepticum,Lethargy,cause,29
Mycoplasma gallisepticum,Conjunctivitis,cause,29
Mycoplasma gallisepticum,House Finches,transmit,29
Male House Finches,Lower Aggression Rates,show,29
Female House Finches,No Preference,show,29
Diseased Males,Evolutionary Trap,present,29
Healthy Males,Risk of Contracting MG,increase,29
MG Epidemics,Wild Populations,persist,29
Mycoplasma gallisepticum,House Finches,infects,30
Mycoplasma gallisepticum,American Goldfinches,infects,30
Mycoplasma gallisepticum,Northern Cardinals,infects,30
Mycoplasma gallisepticum,House Finches and Goldfinches,transmits between,30
House Finches,Disease Dynamics,are affected by,30
American Goldfinches,Disease Dynamics,are affected by,30
Northern Cardinals,Disease Dynamics,are affected by,30
Spatial Variation,Disease Prevalence,affects,30
Spatial Variation,Bird Communities,influences,30
Bird Communities,Disease Prevalence,influence,30
Mycoplasma Gallisepticum,Mycoplasmal Conjunctivitis,causes,31
Mycoplasmal Conjunctivitis,House Finches,affects,31
Mycoplasma Gallisepticum,House Finches,transmitted,31
House Finches,Mycoplasma Gallisepticum,host,31
Eastern House Finches,Mycoplasmal Conjunctivitis,host,31
Mycoplasma gallisepticum,House Finches,infects,32
Mycoplasma gallisepticum,qPCR Assay,detected by,32
Mycoplasma gallisepticum,Conjunctival Samples,detected in,32
Mycoplasma gallisepticum,Host Cells,attached to,32
Mycoplasma gallisepticum,Host Cells,invaded,32
Mycoplasma gallisepticum,Conjunctivitis,causes,32
Mycoplasma gallisepticum,Conjunctivitis,correlated with,32
qPCR Assay,Mycoplasma gallisepticum,used to detect,32
Standard Curve Method,Mycoplasma gallisepticum,used to quantify,32
Plasmid Standard,Detection Limit,used to determine,32
M. gallisepticum Genomic DNA,Detection Limit,used to determine,32
Rag-1 Gene,Internal Control Gene,used as,32
Rag-1 Gene,Host Cell Quantity,related to,32
Mycoplasma gallisepticum,House Finches,increased in,32
Mycoplasma gallisepticum,Clinical Conjunctivitis,correlated with,32
Mycoplasma gallisepticum,House Finches,infects,33
Mycoplasma gallisepticum,Mosquito blood feeding patterns,affects,33
Mycoplasma gallisepticum,Disease-induced lethargy,induces,33
Disease-induced lethargy,Host capacity to repel or kill biting mosquitoes,diminishes,33
Mosquitoes,House Finches,feed on,33
Mycoplasma gallisepticum,Bird defensive behavior,alters,33
Mycoplasma gallisepticum,Mosquito feeding patterns,influences,33
Mycoplasma gallisepticum,Transmission of arthropod-borne pathogens,influences,33
House Finches,Western United States,introduced from,34
House Finches,Eastern United States,increased in numbers,34
House Sparrows,United States,declined,34
House Finches,Mycoplasmal conjunctivitis,caused by,34
Mycoplasma gallisepticum,Mycoplasmal conjunctivitis,caused,34
House Finches,House Sparrows,compete with,34
House Finches,United States,declined,34
House Sparrows,United States,increased,34
House Sparrow and House Finch numbers,Northeastern United States,varied inversely,34
House Sparrow abundance,House Finch abundance,negatively correlated with,34
House Sparrow abundance,House Sparrow abundance,negatively correlated with,34
Disease,Wild Animal Populations,occurs in,35
Investigations,Estimated Prevalence or Incidence,use,35
Disease Dynamics,Biotic and/or Abiotic Factors,interact with,35
House Finch,Mycoplasma gallisepticum,hosts,35
Mark-Recapture Data,Detection Probabilities,estimates,35
State-Specific Detection Probabilities,Estimated Disease Prevalence,influence,35
Detection Probabilities,Host Individuals,differe in,35
Disease Frequency,Estimated Disease Prevalence,is estimated by,35
True Disease Frequency,Estimated Disease Prevalence,is related to,35
Temporal Dynamics,State-Specific Detection Probabilities,are influenced by,35
Spatial Dynamics,State-Specific Detection Probabilities,are influenced by,35
Indices,Raw Counts,are based on,35
True Disease Frequency,Indices,is related to,35
House Finches,Mycoplasma gallisepticum,hosts,36
Heterozygosity,Pathogen Resistance,predicts,36
Heterozygosity,Cell-mediated Immunocompetence,influences,36
Heterozygosity,Pathogen Susceptibility,mediates,36
Mycoplasma gallisepticum,House Finches,infects,36
Phytohaemagglutinin,Cell-mediated Immune Response,stimulates,36
Heterozygous House Finches,Less Severe Disease,develops,36
Heterozygous House Finches,Stronger Cell-mediated Immune Response,mounts,36
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,37
Carpodacus mexicanus,Eastern United States,colonizes,37
Mycoplasma gallisepticum,Genetic Diversity,affects,37
Mycoplasma gallisepticum,Epizootic,causes,37
Mycoplasma gallisepticum,House Finches,infects,37
Amplified Fragment Length Polymorphism (AFLP),Genetic Diversity,assesses,37
Major Histocompatibity Complex (MHC),Pathogen Resistance,involves,37
Mycoplasma gallisepticum,Finch Immune System,manipulates,37
Cytomegalovirus,Mice,infects,37
Mycoplasma gallisepticum,Hypothetical Decline in Finch Population Numbers,caused,38
Mycoplasma gallisepticum,Gene Expression Changes,-induced,38
Mycoplasma gallisepticum,Evolutionary Change in Finches,caused,38
House Finches,Mycoplasma gallisepticum,hosted,38
Spleen,cDNA libraries,sampled,38
Mycoplasma gallisepticum,Gene Expression,regulated,38
HSP 90,to be up-regulated,was found,38
MHC II-associated invariant chain (CD74),to be up-regulated,was found,38
T-cell immunoglobulin mucin 1 (TIM1),to be up-regulated,was found,38
Gene Expression Changes,by high-density filter hybridization,were confirmed,38
Gene Expression Changes,by reverse Northern blot approach,were confirmed,38
Mycoplasma gallisepticum,in molecular co-evolutionary studies,studied,38
Mycoplasma gallisepticum,Conjunctivitis,causes,39
Mycoplasma gallisepticum,House Finch,infects,39
Mycoplasma gallisepticum,Songbirds,infects,39
Mycoplasma gallisepticum,Mourning Doves,infects,39
Mycoplasma gallisepticum,Eastern Tufted Titmice,infects,39
Mycoplasma gallisepticum,Fringillidae,infects,39
House Finch,Mycoplasma gallisepticum,hosts,39
Songbirds,Mycoplasma gallisepticum,hosts,39
Mourning Doves,Mycoplasma gallisepticum,hosts,39
Eastern Tufted Titmice,Mycoplasma gallisepticum,hosts,39
Fringillidae,Mycoplasma gallisepticum,hosts,39
Auburn University,Peri-urban environment,location of study,39
House Finch,Mycoplasma gallisepticum,hosts,40
Corticosterone,Immune Function,impairs,40
Corticosterone,Susceptibility to Disease,increases,40
Corticosterone,Body Condition,is associated with,40
Corticosterone,Fat Load,is associated with,40
Corticosterone,Latitude,is influenced by,40
Corticosterone,Winter Temperatures,is influenced by,40
Mycoplasma gallisepticum,House Finch,infects,40
Mycoplasma gallisepticum,Late Winter,peaks in prevalence,40
Mycoplasma gallisepticum,House Finches,infects,41
Seasonality,Disease Dynamics,affects,41
Immunity,Disease Dynamics,affects,41
Breeding,Disease Dynamics,influences,41
Social Aggregation,Disease Dynamics,influences,41
Foraging Behavior,Disease Dynamics,influences,41
Mycoplasma gallisepticum,Conjunctivitis,transmits,41
House Finches,Mycoplasma gallisepticum,are affected by,41
Eastern North America,House Finches,is the location of,41
Carpodacus mexicanus,House Finches,is the species of,41
Mycoplasmosis,Carotenoid Plumage Coloration,affects,42
Mycoplasma gallicepticum,Mycoplasmosis,causes,42
Mycoplasma gallicepticum,Upper Respiratory and Ocular Tissue,targets,42
Mycoplasma gallicepticum,Male House Finches,infects,42
Male House Finches,Mycoplasmosis,are affected by,42
Carotenoid,Primary Red Carotenoid Pigment,is precursor to,42
Beta-Cryptoxanthin,Primary Red Carotenoid Pigment,is converted to,42
Seeds,Diet,are part of,42
Tangerine Juice,Water,is added to,42
Water,Beta-Cryptoxanthin,contains,42
Alabama,Study,is location of,42
Mycoplasma gallisepticum,Upper Respiratory and Ocular Infection,causes,43
Mycoplasma gallisepticum,Conjunctivitis,exhibits clinical signs of,43
Mycoplasma gallisepticum,Bilateral Conjunctival Sac Instillations,is transmitted via,43
Mycoplasma gallisepticum,House Finches,affects,43
House Finches,Cayuga Basin,capture,43
House Finches,Mycoplasma gallisepticum,are inoculated with,43
Mycoplasma gallisepticum,House Finches,infects,43
Controls,Preservative-Free Sterile Saline Solution,are inoculated with,43
House Finches,Mycoplasma gallisepticum Infection,have,44
House Finches,Hosts,are,44
House Finches,Proctophyllodes spp. Infestations,have,44
Proctophyllodes spp.,Infestations,cause,44
Avian Pox,Disease,cause,44
Blood Parasite Infections,Disease,cause,44
Gastrointestinal Parasite Infections,Disease,cause,44
Fecal Material,Bacterial Isolates,contain,44
Voided Fecal Material,Bacterial Isolates,yield,44
Fecal Bacterial Isolates,Normal Gastrointestinal Flora,represent,44
Packed Cell Volume,Physiologic Parameter,measure,44
Total Plasma Protein,Physiologic Parameter,measure,44
Fat Scores,Physiologic Parameter,measure,44
Weights,Physiologic Parameter,measure,44
Tarsal Length,Physiologic Parameter,measure,44
Logistic Regression,Risk Factors,analyze,44
Host Susceptibility,Pathogens,is influenced by,44
House Finches,Health,are surveyed for,44
Wisconsin,Survey,is the location of,44
Mycoplasma gallisepticum,House Finches,infects,45
Mycoplasma gallisepticum,Conjunctivitis,causes,45
House Finches,Mycoplasma gallisepticum,are susceptible to,45
House Finches,Mycoplasma gallisepticum,are infected by,45
House Finches,Conjunctivitis,develop,45
House Finches,Mycoplasma gallisepticum,seroconvert,45
House Finches,Mycoplasma gallisepticum,are exposed to,45
House Finches,Infected Finch,are co-housed with,45
House Finches,Serum Plate Agglutination Assay,are tested with,45
House Finches,Polymerase Chain Reaction,are tested with,45
House Finches,Mycoplasma gallisepticum,are inoculated with,45
House Finches,Ocular Inoculation,are infected by,45
House Finches,Contact Exposure,are infected by,45
Montana,House Finches,is the location of,45
Alabama,House Finches,is the location of,45
Auburn University,Aviary,is the location of,45
Mycoplasma gallisepticum,House Finches,infects,46
Mycoplasma gallisepticum,Conjunctivitis,transmits,46
Mycoplasma gallisepticum,Polymerase Chain Reaction,is detected by,46
House Finches,Mycoplasma gallisepticum,are hosts to,46
Auburn,House Finches,has a population of,46
1995,Epidemic,marks the start of,46
1996,Epidemic,marks the height of,46
1998,Study,marks the year of,46
House Finches,Conjunctivitis,experience,46
Mycoplasma gallisepticum,Prolonged clinical disease,causes,46
Mycoplasma gallisepticum,House Finches,is cleared by,46
House Finches,Mycoplasmosis,are associated with,47
Mycoplasma gallisepticum,Conjunctivitis,causes,47
House Finches,Clinical Signs,present with,47
Wildlife Rehabilitation Center of Minnesota,House Finches,admits,47
Oral Enrofloxacin and Ophthalmic Gentamicin,Mycoplasma gallisepticum,treat,47
Nested PCR,Mycoplasma gallisepticum,detects,47
Nested PCR,Culture,is more sensitive than,47
Mycoplasma gallisepticum,House Finch,infects,48
Mycoplasma gallisepticum,Eggs,transmits,48
Mycoplasma gallisepticum,Nestlings,transmits,48
Mycoplasma gallisepticum,Nests,infects,48
Mycoplasma gallisepticum,Vitelline Membrane,infects,48
Mycoplasma gallisepticum,Broth,infects,48
Mycoplasma gallisepticum,Polymerase Chain Reaction,infects,48
Mycoplasma gallisepticum,PCR,infects,48
Mycoplasma gallisepticum,Choanal Cleft,infects,48
Mycoplasma gallisepticum,Conjunctiva,infects,48
Mycoplasma gallisepticum,Swab Samples,infects,48
Mycoplasma gallisepticum,Broods,transmits,48
Mycoplasma gallisepticum,Nestling Mortality,transmits,48
Mycoplasma gallisepticum,Conjunctivitis,transmits,48
Mycoplasma gallisepticum,Serologic Tests,transmits,48
Mycoplasma gallisepticum,Antibodies,transmits,48
Mycoplasma gallisepticum,Breeding Adults,transmits,48
Mycoplasma gallisepticum,Offspring,transmits,48
Mycoplasma gallisepticum,Pseudovertical Transmission,transmits,48
Mycoplasma gallisepticum,Transovarian Transmission,transmits,48
Mycoplasma gallisepticum,House Finches,transmitted by,49
Mycoplasma gallisepticum,Chickens,transmitted to,49
Mycoplasma gallisepticum,Clinical Disease,causes,49
Mycoplasma gallisepticum,Arbitrary Primed PCR,identified by,49
Mycoplasma gallisepticum,Polymerase Chain Reaction,detected by,49
Mycoplasma gallisepticum,Culture,detected by,49
Mycoplasma gallisepticum,Direct Contact,transmitted through,49
Chickens,Mycoplasma gallisepticum,infected by,49
House Finches,Mycoplasma gallisepticum,infected by,49
Biosecurity Measures,Potential for Transmission,reduces,49
Mycoplasma gallisepticum,House Finches,isolated from,50
Mycoplasma gallisepticum,Conjunctivitis,causes,50
House Finches,Conjunctivitis,affected by,50
Mycoplasma gallisepticum,Mycoplasma gallisepticum (MG),identified as,50
Mycoplasma gallisepticum (MG),Epornitic of Conjunctivitis in House Finches,etiology for,50
USA,Epornitic of Conjunctivitis in House Finches,location of,50
Mid-Atlantic and Eastern States,Epornitic of Conjunctivitis in House Finches,location of,50
1994,Epornitic of Conjunctivitis in House Finches,year of,50
Mycoplasma gallisepticum,House Finches,infects,51
