source_text,target_text,relation_type,doc_id
black howler monkey,Giardia duodenalis,can be infected with,60137
black howler monkey,Entamoeba sp.,can be infected with,60137
black howler monkey,Controrchis biliophilus,can be infected with,60137
black howler monkey,Dicrocoeliidae,can be infected with,60137
black howler monkey,Trypanoxyuris minutus,can be infected with,60137
black howler monkey,Assemblages A,can be infected with,60137
black howler monkey,Assemblages B,can be infected with,60137
howler monkey,primate,is,60134
chacma baboons,desert,are found in,60321
Phocascaris cystophorae,Nematoda,is a,59994
eastern spotted skunk,skunk,is,60365
male chamois,males,is a,60360
Florida panther,Puma concolor coryi,is a,60352
Florida panther,Puma concolor,is a,60352
coyotes,Canis latrans,are,60155
Eurasian lynx,Lynx lynx,is a,60242
European mink,mustelid,is a,60035
Elaeophora elaphi,red deer,affects,60186
Parafilaroides normani,Parafilaroides,is a,60142
Australian fur seal,fur seals,is a,60142
New Zealand fur seal,fur seals,is a,60142
sub-Antarctic fur seal,fur seals,is a,60142
Arctocephalus pusillus doriferus,Australian fur seal,is a,60142
A. forsteri,New Zealand fur seal,is a,60142
A. tropicalis,sub-Antarctic fur seal,is a,60142
fur seals,Southern Hemisphere,live in,60142
Australian fur seal,Australia,lives in,60142
New Zealand fur seal,New Zealand,lives in,60142
sub-Antarctic fur seal,South Africa,lives in,60142
Parafilaroides normani,lungs,infects,60142
Parafilaroides normani,Nematoda,is a,60142
Parafilaroides normani,Filaroididae,is a,60142
eared seal,Otariidae,is a,60142
Otariidae,fur seals,includes,60142
Brugia beaveri,raccoon,infects,60342
Brugia beaveri,domestic cat,infects,60342
Brugia beaveri,peripheral blood,microfilariae,60342
Brugia beaveri,lymphatics,adult worms,60342
Brugia beaveri,subcutaneous tissues,adult worms,60342
Brugia beaveri,heart,adult worms,60342
Brugia beaveri,lungs,adult worms,60342
Brugia beaveri,testes,adult worms,60342
Brugia beaveri,70-107 days,prepatent period,60342
mosquito,Brugia beaveri,vector,60342
jirds,Brugia beaveri,alternative host,60342
Meriones unguiculatus,Brugia beaveri,alternative host,60342
Louisiana,Brugia beaveri,location,60342
Taenia parva,intestinal cestode,is a,60214
chimpanzee,Kibale National Park,live in,60302
bighorn sheep,Antelope Island,is found in,60295
bighorn sheep,Newfoundland Mountains,is found in,60295
bighorn sheep,Utah,is found in,60295
bighorn sheep,USA,is found in,60295
bighorn sheep,lungworm,is affected by,60295
lungworm,Protostrongylus spp.,is of type,60295
lungworm,gastropods,is transmitted by,60295
lungworm,terrestrial gastropods,is transmitted by,60295
lungworm,Vallonia,is transmitted by,60295
bighorn sheep,perennial water sources,lives near,60295
bighorn sheep,riparian,lives near,60295
bighorn sheep,grass,grazes on,60295
bighorn sheep,desert shrub,grazes on,60295
bighorn sheep,rock,lives on,60295
bighorn sheep,lambs,includes,60295
bighorn sheep,rams,includes,60295
bighorn sheep,nursery groups,includes,60295
bighorn sheep,ram groups,includes,60295
lungworm,bighorn sheep,infects,60295
protostrongylid-type larvae,May-August 2001-02,are found in,60295
protostrongylid-type larvae,dry years,are found in,60295
Longistrongylus curvispiculum,Nematoda,is a,60119
Mesocestoides,tapeworm,is a,60157
Mesocestoides,Cestoda,belongs to,60157
Mesocestoides,Mesocestoididae,belongs to,60157
deer mice,Peromyscus maniculatus,is a,60157
coyotes,Canis latrans,is a,60157
island fox,Urocyon littoralis,is a,60157
proglottids,adult tapeworm,are produced by,60157
tetrathyridia,adult tapeworm,are produced by,60157
acephalic metacestodes,adult tapeworm,are produced by,60157
life-history studies,Mesocestoides,focus on,60157
life-cycle studies,Mesocestoides,focus on,60157
enzootic sites,Mesocestoides,are associated with,60157
experimental inoculations,Mesocestoides,can be used to study,60157
oral,experimental inoculations,is a route of,60157
asexual replication,tetrathyridia,is a characteristic of,60157
Schistosomiasis,Schistosoma mansoni,is caused by,60195
Alouatta palliata,howler monkeys,is a,60135
bighorn sheep,Ovis canadensis,is,60291
"Setaria Viborg, 1795","Setaria Viborg, 1795",no_relationship,60229
Andean hog-nosed skunk,Conepatus chinga,is a,60201
Eimeria kamoshika,Eimeria species,is a,60431
Japanese martens,Hepatozoon species,are infected by,60486
human activities,forest area,affect,60177
African baboon,Papio cynocephalus,is,60522
African lions,Intu Afrika Kalahari Game Reserve,are found in,60306
Bai Hokou,Dzangha-Ndoki National Park,is located in,60223
Colobus vellerosus,Boabeng-Fiema Monkey Sanctuary (BFMS),is found in,60200
chimpanzees,Gombe,are found in,60303
Tana River red colobus,Procolobus rufomitratus,is,60178
Tana River red colobus,forest of Tana River,lives in,60178
Tana River,Kenya,is in,60178
males,sexes,are,60178
lactating females,sexes,are,60178
nonlactating females,sexes,are,60178
Tana River red colobus,colobus,is,60178
crested mangabey,mangabeys,is,60178
crested mangabey,Cercocebus galeritus,is,60178
Gastrointestinal parasites,nematodes,can be,60178
Gastrointestinal parasites,protozoans,can be,60178
Tana River red colobus,fecal egg counts,has,60178
Tana River red colobus,prevalence of gastrointestinal parasites,has,60178
Tana River red colobus,terrestrial omnivores,is,60178
Tana River red colobus,social groups,lives in,60178
Tana River red colobus,range,has,60178
Gastrointestinal parasites,intermediate hosts,can have,60178
Gastrointestinal parasites,number of different parasite species,can have,60178
Phagicola angrense,small intestinal mucosa,is found in,60350
trypanosomes,blood,are found in,60415
Brazilian Amazon,Balbina,is located in,60412
Gulf Coast tick,tick,is a,60423
Hepatozoon americanum,hepatozoonosis,causes,60423
coyote,Canis latrans,is a,60423
Amblyomma maculatum,Gulf Coast tick,is a,60423
Hepatozoon americanum,coyote,infects,60423
Hepatozoon americanum,skeletal muscle,infects,60423
Hepatozoon americanum,cardiac muscle,infects,60423
Leishmania (Viannia) shawi sp. n.,Amazonian Brazil,is found in,60444
wild martens,Japan,are found in,60487
red foxes,sarcoptic mange,are affected by,60566
Muscular Sarcocystis,Sarcocystis,is,60553
Toxoplasma gondii,heart tissue,is found in,60511
Japanese raccoon dogs,Nyctereutes procyonoides viverrinus,are,60488
Toxoplasma gondii,Acute disseminated toxoplasmosis,is caused by,60565
Rocky Mountain bighorn sheep,Ovis canadensis canadensis,is,60516
western lowland gorilla,Gorilla gorilla gorilla,is a,60460
Megatrypanum trypanosomes,Trypanosoma (Megatrypanum) theileri,is,60430
wild primates,Amboseli National Park,are found in,60523
African wild dogs,Lycaon pictus,are,59954
white-footed mouse,Peromyscus leucopus,is,59037
Atlantic halibut,nodavirus,is caused by,57824
Japanese macaques,Chiba prefecture,are found in,59194
Mamastrovirus,astrovirus,is,58337
influenza A virus,Kuril harbor seal,found in,60063
white-tailed deer,Jamestown Canyon virus,is infected by,60043
Yellow Fever (YF),Yellow Fever virus (YFV),is caused by,58382
bat-eared fox,wildlife host species,is a,59406
human,hepatitis B virus,is susceptible to,60004
European bat lyssavirus type 1,rabies virus,is a,59229
bat serum samples,bat,are from,58774
pseudorabies (Aujeszky's disease) virus,pseudorabies virus,is also known as,60098
pseudorabies virus,PRV,is also known as,60098
feral swine,Sus scrofa,is another name for,60098
Florida feral swine,feral swine,is a type of,60098
Pseudorabies,pseudorabies virus,is caused by,60097
pseudorabies virus,PRV,is also known as,60097
European wild boar,Sus scrofa,is a synonym for,60097
domestic pig population,domestic animal populations,is a subset of,60097
Gulf of Cadiz,South Atlantic Iberian Peninsula,is located in,57815
RGV-9506,iridovirus,is a,57899
desert cottontail,Sylvilagus audubonii,is a,59668
Mexican bats,Gulf coast,is found in,58651
Mexican bats,Pacific coasts,is found in,58651
Myotis nigricans,Mexican bats,is a type of,58651
Pteronotus parnellii,Mexican bats,is a type of,58651
Natalus stramineus,Mexican bats,is a type of,58651
Artibeus jamaicensis,Mexican bats,is a type of,58651
Carollia brevicauda,Mexican bats,is a type of,58651
Dengue virus,ELISA,can be detected by,58651
Dengue virus,RT-PCR,can be detected by,58651
dengue virus (DV),Dengue virus,is the same as,58651
DV NS1 protein,Dengue virus,is a part of,58651
DV serotype 2,Dengue virus,is a type of,58651
rainy season,Dengue virus,is associated with,58651
Mexico,Mexican bats,is the location of,58651
Mexican bats,three insectivorous,includes,58651
Mexican bats,one frugivorous,includes,58651
Mexican bats,five families,includes,58651
porcupines,open stands of the montane coniferous forest,are found in,58837
Tifton Veterinary Diagnostic and Investigational Laboratory,"Tifton, Georgia, USA",is located in,59380
marble spleen disease,MSD,is also known as,58254
avian bornavirus,ABV,is also known as,58190
measles virus,human,affects,59196
woodchuck,Marmota monax,is,59228
great horned owl,Bubo virginianus,is,58036
