source_text,target_text,relation_type,doc_id
white-tailed deer,Ehrlichia chaffeensis,hosts,59842
white-tailed deer,Ehrlichia equi,hosts,59842
white-tailed deer,HGE agent,hosts,59842
white-tailed deer,Ehrlichia-like organism,hosts,59842
deer population,Ehrlichia chaffeensis,hosts,59842
deer population,Ehrlichia equi,hosts,59842
deer population,HGE agent,hosts,59842
deer population,Ehrlichia-like organism,hosts,59842
Ehrlichia chaffeensis,human ehrlichioses agents,causes,59842
HGE agent,human ehrlichioses agents,causes,59842
buffalo,foot-and-mouth disease,hosts,59912
buffalo,bovine herpes virus types 1 and 2,hosts,59912
buffalo,bovine viral diarrhoea,hosts,59912
buffalo,Akabane,hosts,59912
buffalo,bovine ephemeral fever,hosts,59912
buffalo,bluetongue,hosts,59912
buffalo,enzootic bovine leucosis,hosts,59912
buffalo,Brucella abortus,hosts,59912
wildebeest,foot-and-mouth disease,hosts,59912
wildebeest,bovine herpes virus types 1 and 2,hosts,59912
wildebeest,bovine viral diarrhoea,hosts,59912
wildebeest,Akabane,hosts,59912
wildebeest,bovine ephemeral fever,hosts,59912
wildebeest,bluetongue,hosts,59912
wildebeest,enzootic bovine leucosis,hosts,59912
wildebeest,Brucella abortus,hosts,59912
topi,foot-and-mouth disease,hosts,59912
topi,bovine herpes virus types 1 and 2,hosts,59912
topi,bovine viral diarrhoea,hosts,59912
topi,Akabane,hosts,59912
topi,bovine ephemeral fever,hosts,59912
topi,bluetongue,hosts,59912
topi,enzootic bovine leucosis,hosts,59912
topi,Brucella abortus,hosts,59912
Zebra,African horse sickness,hosts,59912
wart hog,African swine fever,hosts,59912
Staphylococcus aureus,Ursus americanus,infects,59921
Ursus americanus,Staphylococcus aureus,hosts,59921
Staphylococcus aureus,valvular endocarditis,causes,59921
valvular endocarditis,Ursus americanus,affected by,59921
Ursus americanus,northern Labrador,lives in,59921
northern Labrador,Labrador,part of,59921
Labrador,Canada,part of,59921
Ursus americanus,death,died from,59921
death,infection,caused by,59921
infection,organs,spread to,59921
parainfluenza 3 virus,Bison bison,infects,58455
Bison bison,parainfluenza 3 virus,hosts,58455
domestic cattle,parainfluenza 3 virus,source of,58455
bison,Bison bison,common name of,58455
Delta bison,Bison bison,common name of,58455
Alaska,Delta Junction,location of,58455
Delta Junction,Alaska,located in,58455
USA,Alaska,country of,58455
Alaska,USA,state of,58455
Serum antibody prevalence,Bison bison,measured in,58455
0%,Serum antibody prevalence,initial value of,58455
100%,Serum antibody prevalence,final value of,58455
Rocky Mountain cougars,feline immunodeficiency virus,hosts,59903
feline immunodeficiency virus,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,feline parvovirus,hosts,59903
feline parvovirus,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,feline coronavirus,hosts,59903
feline coronavirus,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,feline calicivirus,hosts,59903
feline calicivirus,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,canine distemper virus,hosts,59903
canine distemper virus,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,Yersinia pestis,hosts,59903
Yersinia pestis,Rocky Mountain cougars,infects,59903
Rocky Mountain cougars,feline herpesvirus,does not host,59903
feline herpesvirus,Rocky Mountain cougars,does not infect,59903
family groups,feline immunodeficiency virus,transmits,59903
family groups,feline coronavirus,transmits,59903
host sex,Yersinia pestis,affects,59903
phocine herpesvirus-1,Hawaiian monk seal,infects,59836
Hawaiian monk seal,phocine herpesvirus-1,hosts,59836
Leptospira bratislava,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Leptospira bratislava,hosts,59836
L. hardjo,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. hardjo,hosts,59836
L. icterohaemorrhagiae,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. icterohaemorrhagiae,hosts,59836
L. pomona,Hawaiian monk seal,infects,59836
Hawaiian monk seal,L. pomona,hosts,59836
Brucella spp.,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Brucella spp.,hosts,59836
B. canis,Hawaiian monk seal,does not infect,59836
Hawaiian monk seal,B. canis,does not host,59836
Chlamydophila abortus,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Chlamydophila abortus,hosts,59836
Toxoplasma gondii,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Toxoplasma gondii,hosts,59836
Dirofilaria immitis,Hawaiian monk seal,infects,59836
Hawaiian monk seal,Dirofilaria immitis,hosts,59836
morbilliviruses,Hawaiian monk seal,does not infect,59836
Hawaiian monk seal,morbilliviruses,does not host,59836
influenza A virus,Hawaiian monk seal,does not infect,59836
Hawaiian monk seal,influenza A virus,does not host,59836
canine adenovirus,Hawaiian monk seal,does not infect,59836
Hawaiian monk seal,canine adenovirus,does not host,59836
caliciviruses,Hawaiian monk seal,does not infect,59836
Hawaiian monk seal,caliciviruses,does not host,59836
northwestern Hawaiian Islands,Hawaiian monk seal,lives in,59836
Hawaiian monk seal,northwestern Hawaiian Islands,found in,59836
conservation efforts,Hawaiian monk seal,affected by,59836
Hawaiian monk seal,conservation efforts,affected by,59836
Ehrlichia sp.,white-tailed deer,infects,59858
white-tailed deer,Ehrlichia sp.,hosts,59858
Amblyomma americanum,white-tailed deer,lives in,59858
white-tailed deer,Amblyomma americanum,hosts,59858
DGA,16S rDNA sequence,amplifies,59858
GA1UR,16S rDNA sequence,amplifies,59858
DCH,16S rDNA sequence,amplifies,59858
GE9f,16S rDNA sequence,amplifies,59858
GA1IUR,16S rDNA sequence,amplifies,59858
deer Ehrlichia sp.-like organism,PCR,detected by,59858
E. chaffeensis-reactive antibodies,indirect fluorescence assays,detected by,59858
Ehrlichia chaffeensis,human granulocytic ehrlichiosis,causes,59858
deer Ehrlichia sp.-like organism,E. chaffeensis-reactive antibodies,associated with,59858
deer Ehrlichia sp.-like organism,Amblyomma americanum,associated with,59858
Bacillus anthracis,Hippopotamus amphibius,infects,56169
Hippopotamus amphibius,Bacillus anthracis,hosts,56169
Bacillus anthracis,Syncerus caffer,infects,56169
Syncerus caffer,Bacillus anthracis,hosts,56169
Bacillus anthracis,Loxodonta africana,infects,56169
Loxodonta africana,Bacillus anthracis,hosts,56169
Hippos,Hippopotamus amphibius,common name of,56169
Hippopotamus amphibius,Hippos,latin name of,56169
Cape buffalo,Syncerus caffer,common name of,56169
Syncerus caffer,Cape buffalo,latin name of,56169
Elephant,Loxodonta africana,common name of,56169
Loxodonta africana,Elephant,latin name of,56169
Bacillus anthracis,Anthrax,causes,56169
Luangwa Valley,Hippopotamus amphibius,location of,56169
Zambia,Luangwa Valley,location of,56169
Luangwa River,Hippopotamus amphibius,location of,56169
Environmental contamination,Bacillus anthracis,affected by,56169
Risks to people,Bacillus anthracis,affected by,56169
Methods of control,Bacillus anthracis,related to,56169
Borrelia burgdorferi,Lepus californicus californicus,infects,59837
Lepus californicus californicus,Borrelia burgdorferi,hosts,59837
Ixodes neotomae,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Ixodes neotomae,infects,59837
Haemaphysalis leporispalustris,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Haemaphysalis leporispalustris,infects,59837
Odocoileus hemionus columbianus,Borrelia burgdorferi,hosts,59837
Borrelia burgdorferi,Odocoileus hemionus columbianus,infects,59837
Lepus californicus californicus,northern California,lives in,59837
Ixodes neotomae,northern California,lives in,59837
Haemaphysalis leporispalustris,northern California,lives in,59837
Odocoileus hemionus columbianus,northern California,lives in,59837
Dermacentor occidentalis,northern California,lives in,59837
D. parumapertus,northern California,lives in,59837
I. pacificus,northern California,lives in,59837
Lepus californicus californicus,Dermacentor occidentalis,hosts,59837
Lepus californicus californicus,D. parumapertus,hosts,59837
Lepus californicus californicus,Ixodes neotomae,hosts,59837
Lepus californicus californicus,I. pacificus,hosts,59837
Borrelia burgdorferi,Lyme borreliosis,causes,59837
Meles meles,Bacilli,hosts,59823
Bacilli,Meles meles,infects,59823
Bovine tuberculosis,Incidence,causes,59823
Clinical samples,Bacilli,detects,59823
Demographic processes,Disease dynamics,affects,59823
Social organization,Disease dynamics,affects,59823
Movement,Disease dynamics,affects,59823
Group size reduction,Disease dynamics,affects,59823
Female,Social group,is part of,59823
Male,Social group,is part of,59823
Social group,Individual,has,59823
Individual,Social group,is part of,59823
Clostridium perfringens,Ursus maritimus,infects,57733
Ursus maritimus,Clostridium perfringens,hosts,57733
Ursus maritimus,Svalbard Archipelago,lives in,57733
Ursus maritimus,Norway,lives in,57733
fecal samples,Ursus maritimus,taken from,57733
bacteriologic analysis,Clostridium perfringens,detected,57733
Clostridium perfringens,fatal diseases,causes,57733
fatal diseases,humans,affects,57733
gastrointestinal tract,Ursus maritimus,part of,57733
Clostridium perfringens,gastrointestinal tract,found in,57733
beta2-toxin,Clostridium perfringens,produced by,57733
C. perfringens type A,Clostridium perfringens,subtype of,57733
Amblyomma americanum,white-tailed deer,infects,59859
white-tailed deer,Ehrlichia chaffeensis,hosts,59859
Ehrlichia chaffeensis,human ehrlichiosis,causes,59859
Amblyomma americanum,southeastern United States,lives in,59859
white-tailed deer,southeastern United States,lives in,59859
Ehrlichia chaffeensis,fluorescent antibody analysis,detected by,59859
Staphylococcus aureus,great ape,infects,56156
great ape,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,western lowland gorilla,infects,56156
western lowland gorilla,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,chimpanzees,infects,56156
chimpanzees,Staphylococcus aureus,hosts,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
staphylococcal sepsis,necrotizing wound,affected by,56156
t148,Staphylococcus aureus,subtype of,56156
pulsed field gel electrophoresis,Staphylococcus aureus,detected by,56156
habitat conservation,human pathogens,related to,56156
human pathogens,Staphylococcus aureus,includes,56156
Leptospira licerasiae,Human,infects,56805
Human,Leptospira licerasiae,hosts,56805
Rattus norvegicus,Leptospira licerasiae,hosts,56805
R. rattus,Leptospira licerasiae,hosts,56805
Leptospira licerasiae,Rattus norvegicus,lives in,56805
Leptospira licerasiae,R. rattus,lives in,56805
Leptospira licerasiae,Leptospirosis,causes,56805
Leptospirosis,Leptospira licerasiae,affected by,56805
Acute febrile illness,Leptospirosis,symptom of,56805
LipL32,Leptospira licerasiae,found in,56805
Leptospira licerasiae,L. fainei,related to,56805
Leptospira licerasiae,L. inadai,related to,56805
Leptospira licerasiae,L. interrogans,distinct from,56805
Leptospira licerasiae,L. kirschneri,distinct from,56805
Mycoplasma alligatoris,Alligator mississippiensis,infects,57753
Alligator mississippiensis,Mycoplasma alligatoris,hosts,57753
Mycoplasma alligatoris,multiple tissues,found in,57753
multiple tissues,Alligator mississippiensis,part of,57753
A21JP2T,Mycoplasma alligatoris,is,57753
ATCC 700619T,Mycoplasma alligatoris,is,57753
Mycoplasma alligatoris sp. nov.,Mycoplasma alligatoris,is,57753
Ehrlichia spp.,White-tailed deer,infects,59860
White-tailed deer,Ehrlichia spp.,hosts,59860
White-tailed deer,Alabama,lives in,59860
White-tailed deer,Arkansas,lives in,59860
White-tailed deer,Florida,lives in,59860
White-tailed deer,Georgia,lives in,59860
White-tailed deer,Illinois,lives in,59860
White-tailed deer,Kentucky,lives in,59860
White-tailed deer,Louisiana,lives in,59860
White-tailed deer,Maryland,lives in,59860
White-tailed deer,Massachusetts,lives in,59860
White-tailed deer,Mississippi,lives in,59860
White-tailed deer,Missouri,lives in,59860
White-tailed deer,North Carolina,lives in,59860
White-tailed deer,South Carolina,lives in,59860
White-tailed deer,Tennessee,lives in,59860
White-tailed deer,Texas,lives in,59860
White-tailed deer,Virginia,lives in,59860
White-tailed deer,West Virginia,lives in,59860
White-tailed deer,USA,lives in,59860
Ehrlichia spp.,Indirect fluorescent antibody test,detected by,59860
Antibody,Infection,measures,59860
Latitude,Infection,affects,59860
Elevation,Infection,affects,59860
Climatic conditions,Infection,affects,59860
Infection,Ehrlichia spp.,caused by,59860
544,Infection,number of,59860
1269,White-tailed deer,total number of,59860
43%,Infection,proportion of,59860
Brucella sp.,marine mammals,infects,59886
marine mammals,Brucella sp.,hosts,59886
Brucella sp.,Phoca vitulina,infects,59886
Phoca vitulina,Brucella sp.,hosts,59886
Brucella sp.,Phoca groenlandica,infects,59886
Phoca groenlandica,Brucella sp.,hosts,59886
Connecticut,marine mammals,location of,59886
Rhode Island,marine mammals,location of,59886
brucellosis card test,antibodies,detects,59886
buffered acidified plate antigen test,antibodies,detects,59886
rivanol test,antibodies,detects,59886
lymphoid tissues,marine mammals,found in,59886
visceral tissues,marine mammals,found in,59886
lung,marine mammals,found in,59886
axillary lymph nodes,marine mammals,found in,59886
inguinal lymph nodes,marine mammals,found in,59886
prescapular lymph nodes,marine mammals,found in,59886
serum samples,marine mammals,from,59886
brucellosis,Brucella sp.,caused by,59886
Brucella sp.,brucellosis,causes,59886
Mycobacterium avium subsp. paratuberculosis,Ursus arctos,infects,57730
Ursus arctos,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Mycobacterium avium subsp. paratuberculosis,paratuberculosis,causes,57730
paratuberculosis,Mycobacterium avium subsp. paratuberculosis,affected by,57730
Ursus arctos,National Park Low Tatras,lives in,57730
National Park Low Tatras,central European Carpathians,located in,57730
central European Carpathians,Slovakia,located in,57730
kidney,Ursus arctos,found in,57730
intestinal mucosa,Ursus arctos,found in,57730
Mycobacterium avium subsp. paratuberculosis,Ziehl-Neelsen staining,detected by,57730
Mycobacterium avium subsp. paratuberculosis,polymerase chain reaction,detected by,57730
Mycobacterium avium subsp. paratuberculosis,IS900 restriction fragment length polymorphism,detected by,57730
cattle,Mycobacterium avium subsp. paratuberculosis,hosts,57730
ruminants,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Salmonella spp.,California sea lion,infects,59832
California sea lion,Salmonella spp.,hosts,59832
Salmonella spp.,northern elephant seal,infects,59832
northern elephant seal,Salmonella spp.,hosts,59832
Salmonella spp.,western gull,infects,59832
western gull,Salmonella spp.,hosts,59832
Channel Islands,California sea lion,lives in,59832
Channel Islands,northern elephant seal,lives in,59832
Channel Islands,western gull,lives in,59832
Puget Sound,California sea lion,lives in,59832
Salmonella spp.,fecal samples,found in,59832
antimicrobial susceptibility testing,Salmonella spp.,detected by,59832
pulsed-field gel electrophoresis (PFGE),Salmonella spp.,detected by,59832
Salmonella spp.,zoonotic potential,causes,59832
Trichuris sp.,Papio anubis,infects,60194
Papio anubis,Trichuris sp.,hosts,60194
Strongyloides sp.,Papio anubis,infects,60194
Papio anubis,Strongyloides sp.,hosts,60194
Trichostrongylus sp.,Papio anubis,infects,60194
Papio anubis,Trichostrongylus sp.,hosts,60194
Oesophagostomum sp.,Papio anubis,infects,60194
Papio anubis,Oesophagostomum sp.,hosts,60194
Schistosoma mansoni,Papio anubis,infects,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Entamoeba coli,Papio anubis,infects,60194
Papio anubis,Entamoeba coli,hosts,60194
Entamoeba histolytica/dispar,Papio anubis,infects,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Blastocystis hominis,Papio anubis,infects,60194
Papio anubis,Blastocystis hominis,hosts,60194
Cyclospora sp.,Papio anubis,infects,60194
Papio anubis,Cyclospora sp.,hosts,60194
Cryptosporidium sp.,Papio anubis,infects,60194
Papio anubis,Cryptosporidium sp.,hosts,60194
Trichuris sp.,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Trichuris sp.,hosts,60194
Oesophagostomum sp.,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Oesophagostomum sp.,hosts,60194
Entamoeba coli,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Entamoeba coli,hosts,60194
Entamoeba histolytica/dispar,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Entamoeba histolytica/dispar,hosts,60194
Blastocystis hominis,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Blastocystis hominis,hosts,60194
Cyclospora sp.,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Cyclospora sp.,hosts,60194
Cryptosporidium sp.,Cercopithecus aethiops,infects,60194
Cercopithecus aethiops,Cryptosporidium sp.,hosts,60194
Papio anubis,Rift Valley,lives in,60194
Cercopithecus aethiops,Rift Valley,lives in,60194
Papio anubis,water sources,uses,60194
Cercopithecus aethiops,water sources,uses,60194
Papio anubis,human habitats,lives in,60194
Cercopithecus aethiops,human habitats,lives in,60194
Human,Foraging behaviour,influences,60248
Human,Parasite community,influences,60248
Human,Anthropogenically modified environment,lives in,60248
Long-tailed macaque,Helminth,hosts,60248
Macaca fascicularis,Helminth,hosts,60248
Opisthorchis viverrini,Human,infects,60248
Strongyloides stercoralis,Human,infects,60248
Strongyloides fuelleborni,Long-tailed macaque,infects,60248
Haplorchis sp.,Long-tailed macaque,infects,60248
Intestinal fluke,Long-tailed macaque,infects,60248
Long-tailed macaque,Opisthorchis viverrini,does not host,60248
Long-tailed macaque,Strongyloides stercoralis,does not host,60248
Human,Long-tailed macaque,does not infect,60248
Macaque population,Anthropogenically modified environment,lives in,60248
Sylvatic group,Natural environment,lives in,60248
Local human population,Food,provides,60248
Food,Parasite community,affects,60248
Ground,Foraging behaviour,affects,60248
Foraging behaviour,Parasite community,affects,60248
Parasite community,Human-wildlife interaction,is affected by,60248
Disease interaction,Conservation threat,is a,60248
Alouatta pigra,Controrchis biliophilus,hosts,60137
Controrchis biliophilus,Alouatta pigra,infects,60137
Alouatta pigra,Trypanoxyuris minutus,hosts,60137
Trypanoxyuris minutus,Alouatta pigra,infects,60137
Alouatta pigra,Giardia sp.,hosts,60137
Giardia sp.,Alouatta pigra,infects,60137
Alouatta pigra,Entamoeba sp.,hosts,60137
Entamoeba sp.,Alouatta pigra,infects,60137
Alouatta pigra,Giardia duodenalis,hosts,60137
Giardia duodenalis,Alouatta pigra,infects,60137
human,Giardia duodenalis,transmits,60137
domestic animal,Giardia duodenalis,transmits,60137
Giardia duodenalis,human,transmitted from,60137
Giardia duodenalis,domestic animal,transmitted from,60137
Belize,Alouatta pigra,location of,60137
Mexico,Alouatta pigra,location of,60137
Controrchis sp.,Alouatta palliata,infects,60134
Alouatta palliata,Controrchis sp.,hosts,60134
Trypanoxyuris sp.,Alouatta palliata,infects,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Strongyloides sp.,Alouatta palliata,infects,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Controrchis sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Trypanoxyuris sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Strongyloides sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
Alouatta palliata,tropical dry forest,lives in,60134
Ateles geoffroyi,tropical dry forest,lives in,60134
infectious diseases,primate populations,affects,60134
conservation strategies,infectious diseases,considers,60134
protected areas,conservation strategies,defined by,60134
parasite,chacma baboons,infects,60321
chacma baboons,parasite,hosts,60321
rainfall,parasite richness,affects,60321
temperature,parasite richness,affects,60321
ranging behavior,parasite richness,affects,60321
home range productivity,parasite richness,affects,60321
age,parasite richness,affects,60321
sex,parasite richness,affects,60321
body condition,parasite richness,affects,60321
social rank,parasite richness,affects,60321
desert population,chacma baboons,lives in,60321
terrestrial subtropical vertebrate,chacma baboons,is a,60321
fecal samples,parasite richness,detected by,60321
662,fecal samples,number of,60321
parasite richness,fecal samples,measured by,60321
infection,parasite,caused by,60321
encounter,infection,leads to,60321
Phocascaris cystophorae,Cystophora cristata,infects,59994
Cystophora cristata,Phocascaris cystophorae,hosts,59994
Phocascaris cystophorae,stomach,found in,59994
stomach,Cystophora cristata,part of,59994
Contracaecum osculatum,phocid seals,infects,59994
phocid seals,Contracaecum osculatum,hosts,59994
Phocascaris cystophorae,Scanning electron microscopy,studied by,59994
Scanning electron microscopy,Phocascaris cystophorae,used to study,59994
eastern spotted skunk,Spilogale putorius,common name of,60365
Spilogale putorius,eastern spotted skunk,latin name of,60365
Spilogale putorius,western Arkansas,lives in,60365
western Arkansas,Spilogale putorius,location of,60365
endoparasite community,ecology,part of,60365
ecology,species,study of,60365
species,nematodes,includes,60365
species,protozoa,includes,60365
feces,Spilogale putorius,sampled from,60365
Spilogale putorius,nematodes,hosts,60365
Spilogale putorius,protozoa,hosts,60365
nematodes,feces,found in,60365
protozoa,feces,found in,60365
29,Spilogale putorius,number of,60365
Rupicapra rupicapra rupicapra,Gastrointestinal helminths,hosts,60360
Rupicapra rupicapra rupicapra,Lung helminths,hosts,60360
Gastrointestinal helminths,Rupicapra rupicapra rupicapra,infects,60360
Lung helminths,Rupicapra rupicapra rupicapra,infects,60360
Testosterone,Immune response,affects,60360
Epiandrosterone,Immune response,affects,60360
Cortisol,Immune response,affects,60360
Oestrogen,Immune response,affects,60360
Faecal androgen,Lungworm larvae,correlates with,60360
Faecal cortisol,Lungworm larvae,correlates with,60360
Faecal oestrogen,Lungworm larvae,correlates with,60360
Sex,Life history strategy,determines,60360
Steroid hormone,Male biased parasitism,leads to,60360
Rupicapra rupicapra rupicapra,Male biased parasitism,exhibits,60360
Florida panthers,Alaria marcianae,hosts,60352
Alaria marcianae,Florida panthers,infects,60352
Florida panthers,Spirometra mansonoides,hosts,60352
Spirometra mansonoides,Florida panthers,infects,60352
Florida panthers,Ancylostoma pluridentatum,hosts,60352
Ancylostoma pluridentatum,Florida panthers,infects,60352
Florida panthers,Ancylostoma caninum,hosts,60352
Ancylostoma caninum,Florida panthers,infects,60352
Florida panthers,Taenia omissa,hosts,60352
Taenia omissa,Florida panthers,infects,60352
Mesocestoides sp.,Florida panthers,does not infect,60352
Florida panthers,Mesocestoides sp.,does not host,60352
Anthelmintic treatment,Gastrointestinal helminths,treats,60352
Gastrointestinal helminths,Florida panthers,affects,60352
Southern Florida,Florida panthers,location of,60352
Necropsy,Gastrointestinal helminths,detects,60352
Forrester et al.,Mesocestoides sp.,reports,60352
1985,Forrester et al.,year of,60352
Filaroides osleri,Coyotes,infects,60155
Coyotes,Filaroides osleri,hosts,60155
Capillaria aerophila,Coyotes,infects,60155
Coyotes,Capillaria aerophila,hosts,60155
Coyotes,Great Plains,lives in,60155
Coyotes,Oklahoma,found in,60155
Coyotes,Colorado,found in,60155
Coyotes,Wyoming,found in,60155
Coyotes,Iowa,found in,60155
Coyotes,South Dakota,found in,60155
Coyotes,Nebraska,found in,60155
Coyotes,Texas,found in,60155
Coyotes,Kansas,found in,60155
Filaroides osleri,Trachea,found in,60155
Filaroides osleri,Bronchi,found in,60155
Capillaria aerophila,Mucus,causes,60155
Filaroides osleri,Cysts,causes,60155
Coyotes,Infection,affected by,60155
