source_text,target_text,relation_type,doc_id
sex,Yersinia pestis,affects,59903
feline immunodeficiency virus,location,affects,59903
location,feline immunodeficiency virus,affects,59903
feline coronavirus,family membership,affects,59903
family membership,feline coronavirus,affects,59903
Hawaiian monk seal,phocine herpesvirus-1,affected by,59836
Hawaiian monk seal,Leptospira bratislava,affected by,59836
Hawaiian monk seal,Leptospira hardjo,affected by,59836
Hawaiian monk seal,Leptospira icterohaemorrhagiae,affected by,59836
Hawaiian monk seal,Leptospira pomona,affected by,59836
Hawaiian monk seal,Brucella spp.,affected by,59836
Hawaiian monk seal,Chlamydophila abortus,affected by,59836
Hawaiian monk seal,Toxoplasma gondii,affected by,59836
Hawaiian monk seal,Dirofilaria immitis,affected by,59836
Hawaiian monk seal,morbilliviruses,affected by,59836
Hawaiian monk seal,influenza A virus,affected by,59836
Hawaiian monk seal,canine adenovirus,affected by,59836
Hawaiian monk seal,caliciviruses,affected by,59836
Hawaiian monk seal,virus,affected by,59836
Hawaiian monk seal,bacteria,affected by,59836
Hawaiian monk seal,parasites,affected by,59836
Hawaiian monk seal,serum samples,tested with,59836
Hawaiian monk seal,antibodies,tested with,59836
Hawaiian monk seal,enzyme-linked immunosorbent assay,tested with,59836
Hawaiian monk seal,virus neutralization test,tested with,59836
Hawaiian monk seal,microagglutination test,tested with,59836
Hawaiian monk seal,conventional serologic tests,tested with,59836
Hawaiian monk seal,card test,tested with,59836
Hawaiian monk seal,complement fixation (CF) test,tested with,59836
Hawaiian monk seal,serology,tested with,59836
Hawaiian monk seal,culture,tested with,59836
Hawaiian monk seal,seropositive,tested with,59836
Hawaiian monk seal,serologic evidence,tested with,59836
Hawaiian monk seal,infectious disease,affected by,59836
Hawaiian monk seal,morbidity,affected by,59836
Hawaiian monk seal,mortality,affected by,59836
Hawaiian monk seal,conservation efforts,affected by,59836
Hawaiian monk seal,1997,affected by,59836
Hawaiian monk seal,2001,affected by,59836
Hawaiian monk seal,northwestern Hawaiian Islands,affected by,59836
Hawaiian monk seal,more than 25%,affected by,59836
Hawaiian monk seal,332 animals,affected by,59836
Hawaiian monk seal,25%,affected by,59836
Hawaiian monk seal,several sites,affected by,59836
Hawaiian monk seal,low sensitivity,affected by,59836
Hawaiian monk seal,low specificity,affected by,59836
Hawaiian monk seal,high prevalence,affected by,59836
Hawaiian monk seal,increased significantly,affected by,59836
Hawaiian monk seal,as a function of age,affected by,59836
Hawaiian monk seal,continuous surveillance,affected by,59836
Hawaiian monk seal,diagnostic tools,affected by,59836
Hawaiian monk seal,future conservation efforts,affected by,59836
Ehrlichia sp.,white-tailed deer,is associated with,59858
Ehrlichia chaffeensis,human granulocytic ehrlichiosis,causes,59858
human granulocytic ehrlichiosis,HGE,is also known as,59858
Ehrlichia sp.-like organism,16S rDNA,is detected using,59858
DGA,Ehrlichia sp.-like organism,is a,59858
GA1UR,Ehrlichia sp.-like organism,is a,59858
DCH,Ehrlichia sp.-like organism,is a,59858
GE9f,Ehrlichia sp.-like organism,is a,59858
white blood cells,ehrlichial pathogens,are affected by,59858
deer,Ehrlichia sp.-like organism,are infected by,59858
Amblyomma americanum,Ehrlichia sp.-like organism,transmits,59858
PCR,Ehrlichia sp.-like organism,is used to detect,59858
nested PCR,Ehrlichia sp.-like organism,is used to detect,59858
indirect fluorescence assays,Ehrlichia sp.-like organism,detect,59858
serologic cross-reactions,Ehrlichia sp.-like organism,occur with,59858
non-specific PCR products,PCR,are produced by,59858
ehrlichial pathogens,humans,affect,59858
U.S. states,human granulocytic ehrlichiosis,have cases of,59858
four U.S. states,human granulocytic ehrlichiosis,have cases of,59858
10 populations,Ehrlichia sp.-like organism,are studied for,59858
62 deer,Ehrlichia sp.-like organism,are tested for,59858
65%,Ehrlichia sp.-like organism,is the prevalence of,59858
5%,Ehrlichia sp.-like organism,is the prevalence of,59858
P < 0.001,Ehrlichia sp.-like organism,indicates significance of,59858
Anthrax,hippos,infects,56169
hippos,Anthrax,hosts,56169
Anthrax,Cape buffalo,infects,56169
Cape buffalo,Anthrax,hosts,56169
Anthrax,elephant,infects,56169
elephant,Anthrax,hosts,56169
Bacillus anthracis,Anthrax,causes,56169
Anthrax,people,affects,56169
people,Anthrax,affected by,56169
Luangwa Valley,Anthrax,location of,56169
Zambia,Luangwa Valley,location of,56169
Hippopotamus amphibius,hippos,common name of,56169
Syncerus caffer,Cape buffalo,common name of,56169
Loxodonta africana,elephant,common name of,56169
field study,Anthrax,studies,56169
local laboratory staff,monitoring,conducts,56169
monitoring,Anthrax,detects,56169
methods of control,Anthrax,controls,56169
1987,Anthrax,year of,56169
1988,Anthrax,year of,56169
1989,field study,year of,56169
June,Anthrax,month of,56169
November,Anthrax,month of,56169
August,Anthrax,month of,56169
September,Anthrax,month of,56169
100 km,Anthrax,distance of,56169
up-river,Anthrax,location of,56169
enzootic status,region,status of,56169
region,enzootic status,has,56169
outbreaks,1987,occur in,56169
outbreaks,1988,occur in,56169
results,field study,of,56169
Spirochetes,Spirochetes,no_relationship,59837
Meles meles,British cattle,infects,59823
Meles meles,bovine tuberculosis,hosts,59823
bovine tuberculosis,British cattle,infects,59823
British cattle,bovine tuberculosis,hosts,59823
Meles meles,south-west England,lives in,59823
bovine tuberculosis,clinical samples,detected by,59823
bovine tuberculosis,incident case,causes,59823
social group,group size,has,59823
social group,group size reduction,affected by,59823
social group,disease dynamics,affected by,59823
social group,movement,affected by,59823
social group,females,affected by,59823
social group,males,affected by,59823
social group,social structure,affected by,59823
badger culling,social structure,affected by,59823
badger culling,transmission dynamics,affected by,59823
Clostridium perfringens,Clostridium perfringens,no_relationship,57733
Amblyomma americanum,white-tailed deer,infects,59859
white-tailed deer,Ehrlichia chaffeensis,hosts,59859
Ehrlichia chaffeensis,human ehrlichiosis,causes,59859
Amblyomma americanum,Ehrlichia chaffeensis,vector,59859
Amblyomma americanum,southeastern United States,lives in,59859
white-tailed deer,southeastern United States,found in,59859
Ehrlichia chaffeensis,fluorescent antibody analysis,detected by,59859
Ehrlichia chaffeensis,serum samples,found in,59859
Ehrlichia chaffeensis,white-tailed deer,found in,59859
Ehrlichia chaffeensis,lone star tick,found in,59859
Staphylococcus aureus,human,infects,56156
Staphylococcus aureus,great ape,infects,56156
Staphylococcus aureus,western lowland gorilla,infects,56156
Staphylococcus aureus,chimpanzee,infects,56156
spa-type t148,Staphylococcus aureus,type of,56156
Staphylococcus aureus,necrotizing wound,causes,56156
Staphylococcus aureus,staphylococcal sepsis,causes,56156
International Centre for Medical Research of Franceville,primate facility,hosts,56156
Staphylococcus aureus,Gorilla gorilla gorilla,infects,56156
Staphylococcus aureus,Pan troglodytes,infects,56156
Staphylococcus aureus,interspecies transmission,causes,56156
Staphylococcus aureus,habitat conservation,affects,56156
Staphylococcus aureus,risk of contact,affects,56156
Staphylococcus aureus,human pathogens,affects,56156
Leptospira licerasiae serovar Varillal,human,infects,56805
Rattus norvegicus,Leptospira licerasiae serovar Varillal,hosts,56805
Rattus rattus,Leptospira licerasiae serovar Varillal,hosts,56805
Leptospira licerasiae serovar Varillal,Leptospirosis,causes,56805
Leptospira licerasiae serovar Varillal,acute febrile illness,causes,56805
Leptospira licerasiae serovar Varillal,Peruvian Amazon,found in,56805
Leptospira licerasiae serovar Varillal,Iquitos region,found in,56805
Leptospira licerasiae serovar Varillal,Peru,found in,56805
Leptospira licerasiae serovar Varillal,peridomestic rats,found in,56805
Leptospira licerasiae serovar Varillal,Leptospira fainei,related to,56805
Leptospira licerasiae serovar Varillal,Leptospira inadai,related to,56805
Leptospira licerasiae serovar Varillal,Leptospira fainei,distinct from,56805
Leptospira licerasiae serovar Varillal,Leptospira inadai,distinct from,56805
Leptospira licerasiae serovar Varillal,Iquitos region,detected in,56805
Leptospira licerasiae serovar Varillal,Peru,detected in,56805
Leptospira licerasiae serovar Varillal,Iquitos region,detected in,56805
Leptospira licerasiae serovar Varillal,Peru,detected in,56805
Mycoplasma alligatoris sp. nov.,American alligator,infects,57753
American alligator,Mycoplasma alligatoris sp. nov.,hosts,57753
Mycoplasma alligatoris sp. nov.,diseased,causes,57753
Mycoplasma alligatoris sp. nov.,A21JP2T,type strain,57753
A21JP2T,Mycoplasma alligatoris sp. nov.,strain of,57753
A21JP2T,Mycoplasma alligatoris,strain of,57753
Mycoplasma alligatoris sp. nov.,biochemical,characterized by,57753
Mycoplasma alligatoris sp. nov.,serological,characterized by,57753
Mycoplasma alligatoris sp. nov.,molecular genetic,characterized by,57753
Mycoplasma alligatoris sp. nov.,Alligator mississippiensis,pathogen of,57753
Mycoplasma alligatoris,Alligator mississippiensis,pathogen of,57753
Mycoplasma alligatoris sp. nov.,tissues,found in,57753
Mycoplasma alligatoris,tissues,found in,57753
White-tailed deer,Ehrlichia spp.,hosts,59860
Ehrlichia spp.,White-tailed deer,infects,59860
White-tailed deer,Alabama,found in,59860
White-tailed deer,Arkansas,found in,59860
White-tailed deer,Florida,found in,59860
White-tailed deer,Georgia,found in,59860
White-tailed deer,Illinois,found in,59860
White-tailed deer,Kentucky,found in,59860
White-tailed deer,Louisiana,found in,59860
White-tailed deer,Maryland,found in,59860
White-tailed deer,Massachusetts,found in,59860
White-tailed deer,Mississippi,found in,59860
White-tailed deer,Missouri,found in,59860
White-tailed deer,North Carolina,found in,59860
White-tailed deer,South Carolina,found in,59860
White-tailed deer,Tennessee,found in,59860
White-tailed deer,Texas,found in,59860
White-tailed deer,Virginia,found in,59860
White-tailed deer,West Virginia,found in,59860
White-tailed deer,USA,found in,59860
Ehrlichia spp.,indirect fluorescent antibody test,detected by,59860
544,White-tailed deer,number of,59860
1269,White-tailed deer,number of,59860
43%,White-tailed deer,proportion of,59860
Ehrlichia spp.,southerly latitude,affected by,59860
Ehrlichia spp.,low elevation,affected by,59860
Ehrlichia spp.,milder climatic conditions,affected by,59860
White-tailed deer,natural history,has relationship with,59860
White-tailed deer,infection,has relationship with,59860
White-tailed deer,United States,has relationship with,59860
Brucella sp.,marine mammals,infects,59886
marine mammals,Brucella sp.,hosts,59886
Brucella sp.,pinnipeds,infects,59886
pinnipeds,Brucella sp.,hosts,59886
Brucella sp.,cetaceans,infects,59886
cetaceans,Brucella sp.,hosts,59886
Brucella sp.,harbor seals,infects,59886
harbor seals,Brucella sp.,hosts,59886
Brucella sp.,harp seals,infects,59886
harp seals,Brucella sp.,hosts,59886
Brucella sp.,Phoca vitulina,infects,59886
Phoca vitulina,Brucella sp.,hosts,59886
Brucella sp.,Phoca groenlandica,infects,59886
Phoca groenlandica,Brucella sp.,hosts,59886
Brucella sp.,brucellosis card test,detected by,59886
Brucella sp.,buffered acidified plate antigen test,detected by,59886
Brucella sp.,rivanol test,detected by,59886
Brucella sp.,serum samples,found in,59886
Brucella sp.,lymphoid tissues,found in,59886
Brucella sp.,visceral tissues,found in,59886
Brucella sp.,lung,found in,59886
Brucella sp.,axillary lymph nodes,found in,59886
Brucella sp.,inguinal lymph nodes,found in,59886
Brucella sp.,prescapular lymph nodes,found in,59886
Brucella sp.,gross changes,causes,59886
Brucella sp.,histopathologic changes,causes,59886
Brucella sp.,harbor seals,affects,59886
Brucella sp.,harp seals,affects,59886
Brucella sp.,Phoca vitulina,affects,59886
Brucella sp.,Phoca groenlandica,affects,59886
Brucella sp.,marine mammals,affects,59886
Brucella sp.,pinnipeds,affects,59886
Brucella sp.,cetaceans,affects,59886
Brucella sp.,coast of southern New England,affects,59886
Brucella sp.,Connecticut,affects,59886
Brucella sp.,Rhode Island,affects,59886
Brucella sp.,1985,affects,59886
Brucella sp.,2000,affects,59886
Brucella sp.,1998,affects,59886
Brucella sp.,2000,affects,59886
Brucella sp.,119,affects,59886
Brucella sp.,4,affects,59886
Brucella sp.,21,affects,59886
Brucella sp.,14%,affects,59886
Brucella sp.,53,affects,59886
Brucella sp.,8%,affects,59886
Brucella sp.,2,affects,59886
Brucella sp.,4,affects,59886
Brucella sp.,50%,affects,59886
Brucella sp.,3,affects,59886
Brucella sp.,9,affects,59886
Brucella sp.,33%,affects,59886
Brucella sp.,5,affects,59886
Brucella sp.,2,affects,59886
Brucella sp.,3,affects,59886
Mycobacterium avium subsp. paratuberculosis,Ursus arctos,infects,57730
Ursus arctos,Mycobacterium avium subsp. paratuberculosis,hosts,57730
Mycobacterium avium subsp. paratuberculosis,paratuberculosis,causes,57730
Ursus arctos,National Park Low Tatras,lives in,57730
National Park Low Tatras,central European Carpathians,located in,57730
central European Carpathians,Slovakia,located in,57730
tissue samples,Ursus arctos,taken from,57730
kidney,Ursus arctos,part of,57730
intestinal mucosa,Ursus arctos,part of,57730
acid-fast rods,Ziehl-Neelsen staining,detected by,57730
smear,kidney,taken from,57730
polymerase chain reaction,IS900,detected,57730
IS900 restriction fragment length polymorphism (RFLP) analysis,Mycobacterium avium subsp. paratuberculosis,classified,57730
Mycobacterium avium subsp. paratuberculosis,RFLP type B-C1,classified as,57730
RFLP type B-C1,cattle,detected in,57730
Mycobacterium avium subsp. paratuberculosis,Ursus arctos,first isolated from,57730
Ursus arctos,Mycobacterium avium subsp. paratuberculosis,can become infected with,57730
Salmonella spp.,fecal samples,found in,59832
Salmonella enterica,fecal samples,found in,59832
Salmonella spp.,Channel Islands,found in,59832
Salmonella spp.,California,found in,59832
Salmonella spp.,USA,found in,59832
Salmonella spp.,San Miguel Island,found in,59832
Salmonella spp.,San Nicolas Island,found in,59832
Salmonella spp.,Zalophus californianus,found in,59832
Salmonella spp.,California sea lion,found in,59832
Salmonella spp.,Mirounga angustirostris,found in,59832
Salmonella spp.,northern elephant seal,found in,59832
Salmonella spp.,Larus occidentalis,found in,59832
Salmonella spp.,western gull,found in,59832
Salmonella spp.,Puget Sound,found in,59832
Salmonella spp.,WA,found in,59832
Salmonella spp.,pinnipeds,found in,59832
Salmonella spp.,researchers,found in,59832
Salmonella spp.,veterinarians,found in,59832
Salmonella spp.,90,found in,59832
Salmonella spp.,30,found in,59832
Salmonella spp.,87,found in,59832
Salmonella spp.,59,found in,59832
Salmonella spp.,21%,found in,59832
Salmonella spp.,19,found in,59832
Salmonella spp.,87%,found in,59832
Salmonella spp.,26,found in,59832
Salmonella spp.,9%,found in,59832
Salmonella spp.,8,found in,59832
Salmonella spp.,1,found in,59832
Salmonella spp.,Zalophus californianus,found in,59832
Salmonella spp.,Mirounga angustirostris,found in,59832
Salmonella spp.,Larus occidentalis,found in,59832
Salmonella spp.,Salmonella enterica,found in,59832
Salmonella spp.,Zalophus californianus,found in,59832
Salmonella spp.,Salmonella enterica,found in,59832
Salmonella spp.,Mirounga angustirostris,found in,59832
Salmonella spp.,Salmonella enterica,found in,59832
Salmonella spp.,Larus occidentalis,found in,59832
Salmonella spp.,California sea lion,found in,59832
Salmonella spp.,Zalophus californianus,found in,59832
Salmonella spp.,northern elephant seal,found in,59832
Salmonella spp.,Mirounga angustirostris,found in,59832
Salmonella spp.,western gull,found in,59832
Salmonella spp.,Larus occidentalis,found in,59832
Salmonella spp.,Channel Islands,found in,59832
Salmonella spp.,Channel Islands,found in,59832
Papio anubis,Trichuris sp.,hosts,60194
Papio anubis,Strongyloides sp.,hosts,60194
Papio anubis,Trichostrongylus sp.,hosts,60194
Papio anubis,Oesophagostomum sp.,hosts,60194
Papio anubis,Schistosoma mansoni,hosts,60194
Papio anubis,Entamoeba coli,hosts,60194
Papio anubis,Entamoeba histolytica/dispar,hosts,60194
Papio anubis,Blastocystis hominis,hosts,60194
Papio anubis,Cyclospora sp.,hosts,60194
Human,Strongyloides stercoralis,infection,60248
Controrchis biliophilus,Alouatta pigra,infects,60137
Alouatta pigra,Controrchis biliophilus,hosts,60137
Trypanoxyuris minutus,Alouatta pigra,infects,60137
Alouatta pigra,Trypanoxyuris minutus,hosts,60137
Giardia sp.,Alouatta pigra,infects,60137
Alouatta pigra,Giardia sp.,hosts,60137
Entamoeba sp.,Alouatta pigra,infects,60137
Alouatta pigra,Entamoeba sp.,hosts,60137
Giardia duodenalis,Alouatta pigra,infects,60137
Alouatta pigra,Giardia duodenalis,hosts,60137
Giardia duodenalis,people,infects,60137
people,Giardia duodenalis,hosts,60137
Giardia duodenalis,domestic animals,infects,60137
domestic animals,Giardia duodenalis,hosts,60137
Giardia duodenalis,people,transmitted from,60137
Giardia duodenalis,domestic animals,transmitted from,60137
Giardia duodenalis,Alouatta pigra,transmitted to,60137
G. lamblia,Giardia duodenalis,synonym of,60137
G. intestinalis,Giardia duodenalis,synonym of,60137
Assemblages A,Giardia duodenalis,type of,60137
Assemblages B,Giardia duodenalis,type of,60137
Alouatta pigra,Belize,lives in,60137
Alouatta pigra,Mexico,lives in,60137
Parasites,ecological web,members of,60137
Parasites,ecosystem health,indicators of,60137
fecal samples,Alouatta pigra,collected from,60137
fecal samples,standard quantitative centrifugation concentration techniques,processed using,60137
sugar,flotation media,used as,60137
zinc sulfate,flotation media,used as,60137
Antigen capture enzyme-linked immunosorbent assays,protozoa,detected,60137
DNA,Alouatta pigra,extracted from,60137
Controrchis sp.,Alouatta palliata,infects,60134
Alouatta palliata,Controrchis sp.,hosts,60134
Trypanoxyuris sp.,Alouatta palliata,infects,60134
Alouatta palliata,Trypanoxyuris sp.,hosts,60134
Strongyloides sp.,Alouatta palliata,infects,60134
Alouatta palliata,Strongyloides sp.,hosts,60134
Controrchis sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Controrchis sp.,hosts,60134
Trypanoxyuris sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Trypanoxyuris sp.,hosts,60134
Strongyloides sp.,Ateles geoffroyi,infects,60134
Ateles geoffroyi,Strongyloides sp.,hosts,60134
Alouatta palliata,tropical dry forest,lives in,60134
Ateles geoffroyi,tropical dry forest,lives in,60134
tropical dry forest,Costa Rica,found in,60134
Alouatta palliata,reproductive status,affected by,60134
Alouatta palliata,social status,affected by,60134
Alouatta palliata,age,affected by,60134
Alouatta palliata,sex,affected by,60134
Alouatta palliata,host population density,affected by,60134
Alouatta palliata,humidity,affected by,60134
Ateles geoffroyi,reproductive status,affected by,60134
Ateles geoffroyi,social status,affected by,60134
Ateles geoffroyi,age,affected by,60134
Ateles geoffroyi,sex,affected by,60134
Ateles geoffroyi,host population density,affected by,60134
Ateles geoffroyi,humidity,affected by,60134
Alouatta palliata,infectious diseases,affected by,60134
Ateles geoffroyi,infectious diseases,affected by,60134
infectious diseases,conservation strategies,affected by,60134
infectious diseases,protected areas,affected by,60134
males,Controrchis sp.,affected by,60134
lactating females,Controrchis sp.,affected by,60134
Alouatta palliata,seasons,affected by,60134
Ateles geoffroyi,seasons,affected by,60134
chacma baboon,parasite,hosts,60321
Papio ursinus,chacma baboon,latin name of,60321
parasite richness,rainfall,affected by,60321
parasite richness,temperature,affected by,60321
parasite richness,ranging behavior,affected by,60321
parasite richness,home range productivity,affected by,60321
parasite richness,age,affected by,60321
parasite richness,sex,affected by,60321
parasite richness,body condition,affected by,60321
parasite richness,social rank,affected by,60321
parasite richness,individual,affected by,60321
parasite richness,group,affected by,60321
parasite richness,population,affected by,60321
parasite richness,dry season,affected by,60321
parasite richness,desert,affected by,60321
parasite richness,mixed models,affected by,60321
parasite richness,parasite encounter,affected by,60321
parasite richness,infection,affected by,60321
parasite richness,terrestrial,affected by,60321
parasite richness,subtropical,affected by,60321
